首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,单位：户、人
地    区,合    计,,,"性别比
（女=100）",户籍人口,"少数民族
人口比重
（%）","非农业户口
人口比重
（%）",城乡人口,,家庭户,,,,家庭户类别,,,
,合计,男,女,,,,,城镇人口,乡村人口,户数,人口数,"户规模
（人/户）",,一代户,二代户,三代户,四代以上户
,,,,,,,,,,,,,一人户,,,,
  义马巿,144779,74981,69798,107.43,163979,0.35,88.53,136461,8318,43518,135693,3.12,4380,11130,27083,5246,59
  灵宝市,721049,370291,350758,105.57,733709,0.23,15.45,231101,489948,187395,677583,3.62,13766,34997,103522,47021,1855
南阳市,10263660,5280744,4982916,105.98,11574387,1.96,14.14,3333599,6930061,2747972,9811401,3.57,266131,625773,1428065,666671,27463
  宛城区,887234,454163,433071,104.87,862336,3.17,27.13,436380,450854,243365,840648,3.45,22137,58013,129871,53536,1945
  卧龙区,924578,464285,460293,100.87,963153,1.77,32.70,463519,461059,246304,844618,3.43,23844,61009,129771,53572,1952
  南召县,557153,292619,264534,110.62,637050,4.10,10.24,154794,402359,154116,550228,3.57,15924,34156,84923,33846,1191
  方城县,922467,472494,449973,105.00,1063179,1.68,8.40,230181,692286,258477,896881,3.47,31360,65270,136907,54520,1780
  西峡县,444414,231608,212806,108.84,458389,0.80,15.52,162555,281859,123310,429412,3.48,12071,27389,64115,30532,1274
  镇平县,859564,448921,410643,109.32,1009618,4.73,9.36,245418,614146,230732,829812,3.60,22392,51035,115117,61614,2966
  内乡县,575210,293834,281376,104.43,703698,2.55,9.43,161987,413223,161421,559076,3.46,17001,38020,79283,42142,1976
  淅川县,685683,351119,334564,104.95,771667,0.86,9.25,205991,479692,175665,671074,3.82,14649,33268,93987,46417,1993
  社旗县,633786,326260,307526,106.09,711461,0.91,9.82,175412,458374,160689,613054,3.82,13630,31057,84906,42896,1830
  唐河县,1282262,663728,618534,107.31,1403028,0.85,12.30,371000,911262,331373,1197465,3.61,31659,73401,171022,83334,3616
  新野县,629210,319578,309632,103.21,811826,1.29,9.83,179229,449981,180935,616901,3.41,19345,47414,87605,43845,2071
  桐柏县,393942,203103,190839,106.43,465670,0.66,20.03,132051,261891,114417,384519,3.36,12333,31568,62597,19705,547
  邓州市,1468157,759032,709125,107.04,1713312,1.75,9.97,415082,1053075,367168,1377713,3.75,29786,74173,187961,100712,4322
商丘市,7362975,3683893,3679082,100.13,8853505,1.60,14.26,2171557,5191418,2198804,7209926,3.28,243157,687771,1196526,301366,13141
  梁园区,787984,398178,389806,102.15,793104,2.47,48.18,370353,417631,202356,755600,3.73,15954,42659,117469,40414,1814
  睢阳区,748408,379327,369081,102.78,830438,1.96,20.21,248196,500212,213987,734552,3.43,19132,58463,120720,33351,1453
  民权县,703428,348583,354845,98.24,891421,3.57,10.78,168694,534734,208487,693114,3.32,20844,61886,115799,29629,1173
  睢县,711136,353394,357742,98.78,853537,2.51,6.79,181494,529642,209412,691179,3.30,21513,65306,113320,29496,1290
  宁陵县,523403,259222,264181,98.12,636619,3.84,7.74,117205,406198,153492,516412,3.36,15135,44265,83802,24304,1121
  柘城县,778158,386270,391888,98.57,1002305,1.49,9.74,188526,589632,245310,766377,3.12,28107,82130,131042,30941,1197
  虞城县,954785,479535,475250,100.90,1159064,0.08,5.12,241261,713524,285503,938662,3.29,31414,92995,159956,31280,1272
  夏邑县,915291,456221,459070,99.38,1180918,0.84,7.00,241516,673775,301523,908806,3.01,41032,115967,154908,29355,1293
  永城市,1240382,623163,617219,100.96,1506099,0.08,13.46,414312,826070,378734,1205224,3.18,50026,124100,199510,52596,2528
信阳市,6109106,3066246,3042860,100.77,8457648,0.44,17.40,2087765,4021341,1825919,5929252,3.25,227959,571740,902043,340142,11994
  狮河区,594391,291148,303243,96.01,638334,0.91,41.47,338291,256100,181403,543603,3.00,22314,60352,93267,27196,588
  平桥区,635651,318836,316815,100.64,831345,0.42,23.74,287011,348640,198222,612245,3.09,25223,68156,95762,33155,1149
  罗山县,504577,255781,248796,102.81,740465,0.40,16.46,150439,354138,157754,489043,3.10,21519,53272,74501,28991,990
  光山县,585353,299475,285878,104.76,826129,0.03,13.08,162287,423066,171030,584429,3.42,19520,47937,86380,35571,1142
  新县,275304,139144,136160,102.19,355541,0.05,19.46,99355,175949,88835,266089,3.00,12621,28691,46360,13503,281
  商城县,495526,244817,250709,97.65,764101,0.05,11.66,135173,360353,155274,477923,3.08,21475,49898,76180,28234,962
  固始县,1023929,520057,503872,103.21,1707452,1.34,13.33,291031,732898,328592,1001403,3.05,51438,120910,153821,52067,1794
  潢川县,630376,314308,316068,99.44,839772,0.31,16.14,244949,385427,185398,614184,3.31,21135,55189,90714,38145,1350
  淮滨县,570197,281043,289154,97.19,743892,0.02,10.14,158433,411764,152684,559803,3.67,13520,38031,80971,32387,1295
  息县,793802,401637,392165,102.42,1010617,0.10,12.39,220796,573006,206727,780530,3.78,19194,49304,104087,50893,2443
周口市,8953793,4425662,4528131,97.74,11143370,1.44,10.59,2637555,6316238,2505505,8729158,3.48,231873,649692,1321855,509578,24380
  川汇区,505171,252259,252912,99.74,450266,3.45,45.30,308360,196811,130444,466911,3.58,10108,27269,74531,27649,995
  扶沟县,625819,317609,308210,103.05,743022,0.98,8.09,169513,456306,169346,597227,3.53,14697,41077,85024,41365,1880
  西华县,787918,403445,384473,104.93,942585,1.10,10.82,212680,575238,207536,774322,3.73,15391,43177,108307,53198,2854
  商水县,940792,462379,478413,96.65,1207627,0.24,4.13,227378,713414,261378,921449,3.53,24008,63963,134566,59772,3077
  沈丘县,983583,482409,501174,96.26,1275482,1.78,8.29,261029,722554,275005,967489,3.52,25670,68416,142063,61723,2803
  郸城县,1003910,496608,507302,97.89,1309744,0.01,7.82,267136,736774,293894,985788,3.35,31534,86777,159640,45714,1763
  淮阳县,1089699,534112,555587,96.13,1349660,2.23,6.51,293757,795942,297172,1057576,3.56,26308,77522,155203,61088,3359
  太康县,1102952,550324,552628,99.58,1465642,2.80,6.64,280366,822586,320656,1085335,3.38,31259,99966,165844,52513,2333
  鹿邑县,910251,432053,478198,90.35,1184470,0.55,7.96,261887,648364,276486,900958,3.26,27687,79928,152951,41846,1761
  项城市,1003698,494464,509234,97.10,1214872,1.65,16.63,355449,648249,273588,972103,3.55,25211,61597,143726,64710,3555
驻马店市,7231234,3641356,3589878,101.43,8823380,0.77,14.76,2130450,5100784,2056880,6907557,3.36,225029,550812,1035496,448080,22492
  驿城区,721723,370895,350828,105.72,660117,1.46,41.22,447559,274164,192007,645273,3.36,18179,46895,103106,40059,1947
  西平县,700152,353002,347150,101.69,869799,1.93,11.09,180994,519158,203031,675143,3.33,21146,52800,95296,51926,3009
  上蔡县,1084210,534698,549512,97.30,1477617,0.12,8.22,280040,804170,304479,1020501,3.35,39556,86795,151159,63237,3288
  平舆县,748398,373514,374884,99.63,980458,0.82,23.71,207874,540524,217875,730099,3.35,22410,57349,109822,48283,2421
  正阳县,645034,317668,327366,97.04,806271,0.66,8.85,137990,507044,188866,632973,3.35,19166,50944,96061,39691,2170
  确山县,406021,198081,207940,95.26,522221,0.52,20.60,121195,284826,131582,396731,3.02,17627,41406,67867,21418,891
  泌阳县,810409,424811,385598,110.17,1014736,0.57,10.62,224429,585980,226512,770250,3.40,25397,62626,119705,42478,1703
  汝南县,769995,391111,378884,103.23,832696,0.68,8.87,199173,570822,212598,756535,3.56,21958,50077,100530,58910,3081
  遂平县,493930,257976,235954,109.33,557584,0.67,11.22,146192,347738,133735,443301,3.31,15023,33659,63324,34703,2049
  新蔡县,851362,419600,431762,97.18,1101881,0.56,8.77,185004,666358,246195,836751,3.40,24567,68261,128626,47375,1933
省直辖县级行政区划,675757,344371,331386,103.92,676284,1.27,30.61,334697,341060,177533,640216,3.61,11992,33475,98560,43775,1723
  济源市,675757,344371,331386,103.92,676284,1.27,30.61,334697,341060,177533,640216,3.61,11992,33475,98560,43775,1723
,,,,,,,,,,,,,,,,,
湖北省,57237727,29391247,27846480,105.55,61759716,4.31,31.00,28445085,28792642,16695121,52745625,3.16,2054015,5097234,8060618,3393423,143846
武汉市,9785388,5033091,4752297,105.91,8383650,0.90,58.26,7541527,2243861,2932764,8161581,2.78,496230,1112733,1423354,389657,7020
  江岸区,895957,447333,448624,99.71,679661,0.82,75.95,895957,,311234,804173,2.58,61596,126758,150551,33575,350
  江汉区,685699,347568,338131,102.79,479995,0.65,73.08,685699,,234724,621422,2.65,44283,92974,114933,26547,270
  硚口区,829665,419116,410549,102.09,541041,0.55,61.51,829665,,259574,690517,2.66,45468,106463,124494,28357,260
  汉阳区,584098,304534,279564,108.93,428312,0.52,79.42,584098,,191148,519308,2.72,31755,70533,96882,23442,291
  武昌区,1214287,618210,596077,103.71,1167255,1.23,87.27,1214287,,387582,1002944,2.59,77020,155668,188740,42831,343
  青山区,485607,249776,235831,105.91,457928,0.86,86.88,485607,,164112,454745,2.77,24173,56169,83347,24389,207
  洪山区,1390243,739303,650940,113.57,811854,2.48,67.37,1116219,274024,345453,878885,2.54,80317,159680,152819,32579,375
  东西湖区,452053,235027,217026,108.29,270213,0.59,39.92,271675,180378,142963,405717,2.84,16886,52339,73377,16970,277
  汉南区,114970,60055,54915,109.36,112182,0.21,22.24,63450,51520,36564,109026,2.98,3961,11692,19439,5293,140
  蔡甸区,618994,321698,297296,108.21,583339,0.41,42.21,316169,302825,178414,533058,2.99,23211,63203,82739,31446,1026
  江夏区,790117,404289,385828,104.78,721223,1.02,37.31,378953,411164,184777,525397,2.84,27913,72870,87889,23387,631
  黄陂区,874938,445292,429646,103.64,1137159,0.20,18.74,307036,567902,259892,816015,3.14,34915,83206,128183,47378,1125
  新洲区,848760,440890,407870,108.10,993488,0.02,22.67,392712,456048,236327,800374,3.39,24732,61178,119961,53463,1725
黄石市,2429318,1259260,1170058,107.62,2680114,0.18,37.18,1379941,1049377,683236,2310817,3.38,71408,179151,363170,136337,4578
  黄石港区,224314,110076,114238,96.36,203458,0.51,87.93,224314,,67556,200171,2.96,7298,21169,35168,11091,128
  西塞山区,233708,119350,114358,104.37,223168,0.24,77.94,233708,,77040,226535,2.94,9637,25299,38736,12812,193
  下陆区,176614,93068,83546,111.40,151744,0.62,81.76,176614,,50614,150131,2.97,5077,16370,25975,8178,91
  铁山区,57327,29405,27922,105.31,55685,0.65,83.06,57327,,19627,54957,2.80,2699,7240,9607,2744,36
  阳新县,827631,427271,400360,106.72,1078585,0.04,15.70,237980,589651,215230,800818,3.72,18479,45689,118594,48988,1959
  大冶市,909724,480090,429634,111.74,967474,0.08,21.09,449998,459726,253169,878205,3.47,28218,63384,135090,52524,2171
十堰市,3340841,1751833,1589008,110.25,3531862,0.35,27.45,1547637,1793204,980327,3110760,3.17,121592,291867,512356,170646,5458
  茅箭区,399449,204668,194781,105.08,271864,0.49,65.59,388843,10606,126112,352053,2.79,17537,44489,71006,10524,93
  张湾区,368471,195248,173223,112.71,266549,0.57,60.49,335173,33298,122360,329201,2.69,19135,47280,65757,9211,112
  郧县,558355,292044,266311,109.66,639644,0.23,16.58,173085,385270,143833,500391,3.48,15389,37489,73885,31417,1042
  郧西县,447482,235050,212432,110.65,527799,0.75,10.71,130444,317038,124954,434122,3.47,13546,30034,64251,29648,1021
  竹山县,417079,223970,193109,115.98,484545,0.11,11.11,120782,296297,118996,402267,3.38,12059,28700,63533,25829,934
  竹溪县,315259,168282,146977,114.50,383125,0.29,13.16,90069,225190,88217,303378,3.44,9552,21088,47359,19138,632
  房县,390991,204387,186604,109.53,488794,0.24,14.03,119220,271771,114795,366496,3.19,14039,35873,54460,23491,971
  丹江口市,443755,228184,215571,105.85,469542,0.20,33.07,190021,253734,141060,422852,3.00,20335,46914,72105,21388,653
宜昌市,4059686,2080389,1979297,105.11,3998695,11.63,33.49,2024081,2035605,1294008,3765841,2.91,164214,434154,604888,242928,12038
  西陵区,512074,260743,251331,103.74,423580,4.10,82.35,512074,,162428,435108,2.68,24065,63758,77078,21287,305
  伍家岗区,214194,108280,105914,102.23,155739,3.24,73.79,214194,,74008,201033,2.72,11199,28567,36109,9139,193
  点军区,103696,52919,50777,104.22,103707,1.90,20.73,64398,39298,31860,98098,3.08,3584,9070,14748,7651,391
  猇亭区,61230,32902,28328,116.15,48974,2.30,56.31,45993,15237,16447,50412,3.07,1897,5134,7311,3768,234
  夷陵区,520186,268646,251540,106.80,520272,0.63,24.38,212704,307482,166957,487174,2.92,21160,54468,80517,30458,1514
  远安县,184532,96756,87776,110.23,194923,0.12,23.73,71431,113101,60776,169079,2.78,8519,22005,28309,10026,436
  兴山县,170630,89392,81238,110.04,178306,0.81,25.43,63481,107149,56208,162422,2.89,9234,18791,26418,10516,483
  秭归县,367107,189341,177766,106.51,384159,0.59,18.76,110658,256449,118509,347242,2.93,15971,37634,57816,22230,829
  长阳土家族自治县,388228,202555,185673,109.09,406559,65.10,14.54,94009,294219,119306,367071,3.08,14404,34448,58051,25527,1280
  五峰土家族自治县,188923,98429,90494,108.77,205216,84.63,12.37,56687,132236,61992,185668,3.00,8036,18987,29442,12833,730
  宜都巿,384598,195298,189300,103.17,394770,3.49,28.50,176233,208365,123488,368000,2.98,15547,38149,54722,28628,1989
  当阳市,468293,236455,231838,101.99,485555,0.54,22.04,183823,284470,148834,449220,3.02,13422,48361,68392,30447,1634
  枝江市,495995,248673,247322,100.55,496935,1.01,29.86,218396,277599,153195,445314,2.91,17176,54782,65975,30418,2020
襄樊市,5500307,2783478,2716829,102.45,5923797,0.27,28.50,2752370,2747937,1572191,5134811,3.27,169864,448435,762792,344019,16945
  襄城区,473202,236053,237149,99.54,462076,0.57,51.77,332253,140949,133977,398743,2.98,16148,44933,64536,23559,949
  樊城区,821531,411802,409729,100.51,729008,0.47,59.27,703545,117986,264405,765305,2.89,36091,91799,132658,38881,1067
  襄阳区,904957,461519,443438,104.08,1031725,0.18,14.15,397259,507698,239431,855751,3.57,20642,57660,117903,60734,3134
  南漳县,533661,273122,260539,104.83,582610,0.07,20.82,180047,353614,149607,498766,0.15,16482,39995,67966,39015,2631
  谷城县,523607,262478,261129,100.52,590842,0.11,27.22,197670,325937,146051,468616,3.21,16887,42358,68379,33757,1557
  保康县,254596,133100,121496,109.55,281358,0.17,17.73,84639,169957,76451,243577,3.19,8978,20885,36006,18573,987
  老河口市,471482,235712,235770,99.98,534546,0.50,29.40,212645,258837,128958,461123,3.58,10328,28456,65971,33233,1298
  枣阳市,1004741,510830,493911,103.43,1127027,0.16,15.40,442367,562374,290041,953195,3.29,32940,85233,144248,57961,2599
  宜城市,512530,258862,253668,102.05,584605,0.28,22.26,201945,310585,143270,489735,3.42,11368,37116,65125,38306,2723
鄂州市,1048668,551366,497302,110.87,1082655,0.13,35.35,607739,440929,294451,965905,3.28,34078,82707,155571,54534,1639
  梁子湖区,142608,74205,68403,108.48,183294,0.05,4.89,45159,97449,37287,139441,3.74,3756,8716,19156,9100,315
  华容区,237333,125190,112143,111.63,256489,0.08,15.25,100800,136533,64496,214156,3.32,7771,18972,33243,11910,371
  鄂城区,668727,351971,316756,111.12,642872,0.16,48.95,461780,206947,192668,612308,3.18,22551,55019,103172,33524,953
荆门市,2873687,1461065,1412622,103.43,2994476,0.47,27.01,1307473,1566214,818037,2649708,3.24,76828,237166,369875,197660,13336
  东宝区,360984,182806,178178,102.60,370552,0.62,45.89,222262,138722,117376,330431,2.82,16700,44602,53471,18288,1015
  掇刀区,271970,137542,134428,102.32,211372,0.51,44.55,203857,68113,84449,243753,2.89,9172,29991,40904,12813,741
  京山县,636776,322914,313862,102.88,729625,0.27,25.31,266341,370435,189816,593297,3.13,19313,57932,90784,39156,1944
  沙洋县,581443,302897,278546,108.74,642728,0.72,17.52,175994,405449,165108,546271,3.31,14263,47669,69890,44147,3402
  钟祥市,1022514,514906,507608,101.44,1040199,0.38,22.10,439019,583495,261288,935956,3.58,17380,56972,114826,83256,6234
孝感市,4814542,2479051,2335491,106.15,5246783,0.10,22.89,2214781,2599761,1348768,4523039,3.35,153486,370129,670090,297965,10584
  孝南区,908266,458839,449427,102.09,945523,0.32,40.73,582403,325863,285284,834958,2.93,48325,101165,134954,47467,1698
  孝昌县,588666,303958,284708,106.76,651321,0.04,9.22,182818,405848,150000,573280,3.82,11954,27626,79777,41044,1553
  大悟县,614902,317540,297362,106.79,644111,0.04,16.34,222404,392498,162663,578793,3.56,17189,37560,88929,35296,878
  云梦县,524799,274488,250311,109.66,591948,0.08,19.51,218853,305946,138717,488775,3.52,11995,32847,67126,37469,1275
  应城市,593812,306465,287347,106.65,676416,0.06,24.25,302026,291786,179556,561153,3.13,22653,58079,85884,34440,1153
  安陆市,568590,288029,280561,102.66,628460,0.06,22.45,237409,331181,163755,520881,3.18,16362,47743,80121,34339,1552
  汉川市,1015507,529732,485775,109.05,1109004,0.04,20.05,468868,546639,268793,965199,3.59,25008,65109,133299,67910,2475
荆州市,5691707,2899608,2792099,103.85,6640654,0.59,26.30,2416702,3275005,1618921,5392424,3.33,155530,447631,731383,414987,24920
  沙巿区,600330,305830,294500,103.85,547682,1.18,66.56,503703,96627,198450,560613,2.82,25708,73598,94424,29379,1049
  荆州区,553756,280088,273668,102.35,585228,1.36,41.36,400454,153302,159170,464117,2.92,19229,59478,66937,30793,1962
  公安县,881128,440041,441087,99.76,1064180,0.21,16.53,292930,588198,247197,852029,3.45,20225,61509,108259,72785,4644
  监利县,1162770,601369,561401,107.12,1550976,0.08,18.71,356136,806634,324131,1129245,3.48,31565,89467,147291,82272,5101
  江陵县,331344,167977,163367,102.82,405987,0.37,15.42,99429,231915,93885,312814,3.33,8845,26162,38287,27230,2206
  石首市,577022,290267,286755,101.22,671246,0.22,22.45,213851,363171,163300,560467,3.43,15505,39242,77209,44660,2189
  洪湖市,819446,429810,389636,110.31,951318,0.32,19.37,278685,540761,218859,800188,3.66,15732,47498,107798,60840,2723
  松滋市,765911,384226,381685,100.67,864037,1.42,21.09,271514,494397,213929,712951,3.33,18721,50677,91178,67028,5046
黄冈市,6162069,3178651,2983418,106.54,7442464,0.06,19.15,2144138,4017931,1769281,5766341,3.26,216604,503282,851843,400175,13981
  黄州区,366769,187205,179564,104.26,382140,0.33,48.99,267860,98909,103324,307591,2.98,12900,35347,50973,16581,423
  团风县,338609,177757,160852,110.51,369553,0.10,9.90,88213,250396,99777,324349,3.25,12826,28793,46351,23723,910
  红安县,602148,309007,293141,105.41,666578,0.01,16.71,187134,415014,174951,560652,3.20,20132,49119,94111,31216,505
  罗田县,544650,288997,255653,113.04,613918,0.04,15.22,169380,375270,153807,518573,3.37,18243,39868,74885,37811,1243
  英山县,357296,181833,175463,103.63,414041,0.01,21.02,104618,252678,110795,335788,3.03,16215,35919,50048,24089,739
  浠水县,872649,444640,428009,103.89,1035052,0.04,16.69,235909,636740,254052,828773,3.26,34171,66686,121969,63104,2293
  蕲春县,727805,371774,356031,104.42,991734,0.09,15.35,233844,493961,218287,701839,3.22,28897,65036,105988,45433,1830
  黄梅县,858806,447044,411762,108.57,1027097,0.06,15.80,283627,575179,217043,803135,3.70,17983,46419,103850,63824,2950
  麻城市,849090,433322,415768,104.22,1158150,0.01,21.74,302671,546419,266641,768994,2.88,38827,94462,121972,48978,1229
  武穴巿,644247,337072,307175,109.73,784201,0.07,20.27,270882,373365,170604,616647,3.61,16410,41633,81696,45416,1859
咸宁市,2462583,1264784,1197799,105.59,2964114,0.15,27.24,1051470,1411113,693808,2336658,3.37,79875,192156,350564,145243,5845
  咸安区,512517,263302,249215,105.65,616330,0.12,39.08,340723,171794,144437,471948,3.27,18015,43885,75898,23975,679
  嘉鱼县,319196,164899,154297,106.87,374197,0.08,28.68,119470,199726,93375,309967,3.32,9976,26057,46475,20119,724
  通城县,380758,194116,186642,104.00,505578,0.04,17.66,124125,256633,106427,363723,3.42,11366,28862,49307,26707,1551
  崇阳县,410623,206468,204155,101.13,480431,0.07,14.67,152607,258016,111035,397838,3.58,10497,24300,56904,28590,1241
  通山县,361079,187813,173266,108.40,467509,0.04,23.48,112003,249076,95806,343091,3.58,10725,23211,51087,20654,854
  赤壁市,478410,248186,230224,107.80,520069,0.45,34.81,202542,275868,142728,450091,3.15,19296,45841,70893,25198,796
随州市,2162222,1096250,1065972,102.84,2571219,0.08,19.06,827316,1334906,622578,2042583,3.28,63629,176626,305165,134800,5987
  曾都区,618582,311216,307366,101.25,648556,0.10,34.90,393173,225409,184662,578137,3.13,18926,54584,94975,33666,1437
  随县,787730,401861,385869,104.14,988157,0.08,7.46,161741,625989,222920,742594,3.33,21941,63552,105664,51176,2528
  广水市,755910,383173,372737,102.80,934506,0.06,18.22,272402,483508,214996,721852,3.36,22762,58490,104526,49958,2022
恩施土家族苗族自治州,3290294,1674095,1616199,103.58,3975736,54.68,14.76,995644,2294650,1044013,3136787,3.00,153717,342305,493652,199183,8873
  恩施市,749574,377775,371799,101.61,779176,40.66,22.36,320107,429467,229713,684076,2.98,32636,73741,109107,44968,1897
  利川市,654094,334206,319888,104.48,898969,59.21,11.21,195749,458345,204195,629946,3.09,29810,68626,96802,37250,1517
  建始县,412038,207431,204607,101.38,517760,37.25,11.42,103973,308065,130263,401634,3.08,15668,39213,58980,30185,1885
  巴东县,420840,215018,205822,104.47,494583,50.50,13.76,109476,311364,146342,401404,2.74,25339,56283,66756,22370,933
  宣恩县,310368,160382,149986,106.93,359299,66.80,11.56,73352,237016,96388,305053,3.16,14218,27731,47355,20399,903
  咸丰县,300618,153228,147390,103.96,378186,82.99,11.08,85347,215271,95639,287077,3.00,14128,30945,45778,18224,692
  来凤县,242870,122615,120255,101.96,323725,55.45,16.06,55483,187387,76554,237753,3.11,12344,24301,38221,13499,533
  鹤峰县,199892,103440,96452,107.25,224038,74.73,15.64,52157,147735,64919,189844,2.92,9574,21465,30653,12288,513
省直辖县级行政区划,3616415,1878326,1738089,108.07,4323497,0.44,21.88,1634266,1982149,1022738,3448370,3.37,96960,278892,465915,265289,12642
  仙桃市,1175085,613294,561791,109.17,1541588,0.40,22.02,553029,622056,352595,1133591,3.21,36639,107643,162551,79267,3134
  潜江市,946277,476281,469996,101.34,1029978,0.48,28.29,437757,508520,274692,917222,3.34,26458,76941,122457,70445,4849
  天门市,1418913,748097,670816,111.52,1669642,0.08,16.84,612515,806398,373331,1328155,3.56,31235,87826,169666,111401,4438
  神农架林区,76140,40654,35486,114.56,82289,7.10,34.24,30965,45175,22120,69402,3.14,2628,6482,11241,4176,221
,,,,,,,,,,,,,,,,,
湖南省,65700762,33776459,31924303,105.80,70780713,9.97,23.44,28453063,37247699,18625710,61911446,3.32,2332097,5185943,9010370,4238798,190599
长沙市,7040952,3579624,3461328,103.42,6512131,1.10,35.00,4765918,2275034,2072002,6095305,2.94,319129,712213,956064,386635,17090
  芙蓉区,523997,263665,260332,101.28,407410,1.85,60.91,523997,,157645,421137,2.67,27606,65375,74340,17711,219
  天心区,475221,237357,237864,99.79,402780,1.84,73.91,472474,2747,143462,377389,2.63,24982,56773,71296,15227,166
  岳麓区,801781,398862,402919,98.99,633570,2.48,50.51,699717,102064,204700,573220,2.80,31342,73195,101631,29223,651
  开福区,567166,288320,278846,103.40,426899,1.08,65.72,551533,15633,180003,485214,2.70,31225,69639,88557,21462,345
  雨花区,724048,366550,357498,102.53,547105,1.77,64.24,715497,8551,231114,611794,2.65,40922,91779,115545,23502,288
  长沙县,979472,514434,465038,110.62,789482,1.31,19.37,486428,493044,263288,791553,3.01,36938,91182,114696,55104,2306
  望城县,523660,266165,257495,103.37,539945,0.66,13.79,230136,293524,149781,472342,3.15,19167,45698,68642,34068,1373
  宁乡县,1166138,587816,578322,101.64,1368117,0.20,12.81,498055,668083,375999,1121751,2.98,59185,128878,164183,79405,3533
  浏阳市,1279469,656455,623014,105.37,1396823,0.09,10.82,588081,691388,366010,1240905,3.39,47762,89694,157174,110933,8209
株洲市,3857100,1969989,1887111,104.39,3898444,0.49,27.21,2178616,1678484,1064120,3595443,3.38,110333,274966,490353,281763,17038
  荷塘区,309061,157559,151502,104.00,221768,1.04,52.47,306333,2728,93843,263305,2.81,12961,36284,46144,11201,214
  芦淞区,247518,123025,124493,98.82,194139,1.08,64.03,238783,8735,78824,220529,2.80,10885,30242,39481,8992,109
  石峰区,283179,149469,133710,111.79,239434,1.32,65.61,264644,18535,90150,247966,2.75,13810,33757,44875,11252,266
  天元区,215392,110035,105357,104.44,153839,1.23,57.53,189644,25748,63167,186752,2.96,6774,19661,34449,8799,258
  株洲县,383598,197063,186535,105.64,450584,0.13,13.08,94326,289272,111570,375447,3.37,13456,29835,48597,31164,1974
  攸县,693458,350639,342819,102.28,798214,0.15,16.10,281377,412081,183547,646254,3.52,17074,43741,75315,59939,4552
  茶陵县,575436,292197,283239,103.16,608425,0.13,13.20,276812,298624,147076,563562,3.83,9610,21906,73661,49152,2357
  炎陵县,202071,107758,94313,114.26,198892,1.74,17.14,77630,124441,50844,173044,3.40,5504,12658,23195,14354,637
  醴陵市,947387,482244,465143,103.68,1033149,0.11,15.32,449067,498320,245099,918584,3.75,20259,46882,104636,86910,6671
湘潭市,2752171,1403112,1349059,104.01,2888294,0.44,32.10,1379021,1373150,813460,2498677,3.07,109131,259707,367554,178282,7917
  雨湖区,501848,255221,246627,103.48,428091,1.19,62.45,464908,36940,140216,400699,2.86,19428,49704,68355,21682,475
  岳塘区,458455,237952,220503,107.91,356669,0.77,71.69,438379,20076,132515,388083,2.93,15979,41950,68484,21639,442
  湘潭县,917616,468394,449222,104.27,1079411,0.14,12.04,237322,680294,272644,858396,3.15,36481,86964,113141,68880,3659
  湘乡市,788216,398776,389440,102.40,921033,0.14,14.79,210799,577417,241243,768329,3.18,34051,72652,106190,59407,2994
  韶山市,86036,42769,43267,98.85,103090,0.38,15.59,27613,58423,26842,83170,3.10,3192,8437,11384,6674,347
衡阳市,7148344,3707589,3440755,107.76,7902022,0.25,23.48,3180864,3967480,1942855,6763275,3.48,243635,508687,938635,476071,19462
  珠晖区,331094,167381,163713,102.24,289733,0.87,56.76,331094,,96287,292824,3.04,12907,30411,47701,17827,348
  雁峰区,212914,106650,106264,100.36,196156,0.84,67.71,212914,,64503,181310,2.81,9730,22447,32768,9125,163
  石鼓区,231592,116272,115320,100.83,208392,0.55,68.92,231592,,71776,210044,2.93,10660,23240,36621,11707,208
  蒸湘区,298686,153710,144976,106.02,233797,1.03,66.49,280364,18322,85158,250527,2.94,10172,26831,46213,11931,183
  南岳区,59681,30255,29426,102.82,54846,0.10,32.98,59681,,16381,55420,3.38,1783,4315,7946,3907,213
