首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,,,,,单位：人
地    区,6岁及以上各种受教育程度人口,,,,,,,,,,,,平均受教育年限（年）,,,15岁及以上文盲人口,,,文盲人口占15岁及以上人口比重（%）,,
,未上过学,,小学,小学,初中,初中,高中,高中,大学专科,大学专科,大学本科及以上,大学本科及以上,,,,,,,,,
,男,女,男,女,男,女,男,女,男,女,男,女,合计,男,女,合计,男,女,合计,男,女
  思南县,14746,38411,99367,106432,82338,63515,21297,15626,8065,5604,3096,1418,7.28,8.08,6.51,47762,12369,35393,13.31,7.06,19.28
  印江土家族苗族自治县,9897,23034,54879,56844,47677,38914,10370,7172,4793,2785,1740,826,7.14,7.92,6.39,29086,8160,20926,14.25,8.12,20.21
  德江县,10586,33255,70738,77213,62225,43206,14513,9258,6727,3761,2278,1003,7.18,8.26,6.13,39122,8330,30792,15.33,6.65,23.69
  沿河土家族自治县,12217,35588,93121,101870,71558,49492,13281,8113,6797,3884,2509,909,7.04,8.02,6.08,42149,9635,32514,14.35,6.65,21.83
  松桃苗族自治县,9268,19877,101677,113958,88019,68108,16863,10133,7030,4059,2208,995,7.57,8.13,6.99,23567,6841,16726,6.80,3.89,9.79
  万山特区,1209,2717,8754,8700,8766,6613,2489,1898,1121,784,431,210,7.89,8.47,7.28,3506,1025,2481,9.40,5.32,13.75
黔西南布依族苗族自治州,83698,227967,590563,608334,455635,300686,94485,61960,49462,32462,17739,10107,7.11,7.96,6.25,277532,68548,208984,13.74,6.70,20.96
  兴义市,17054,41600,145590,149679,136306,102103,40056,29460,20354,16735,8796,5909,8.05,8.61,7.46,52144,14035,38109,8.64,4.55,12.91
  兴仁县,9406,26646,85939,95880,77557,48684,12095,6843,6494,3523,1528,689,7.25,8.08,6.38,32902,7982,24920,11.31,5.36,17.57
  普安县,9347,23208,53876,54113,41672,27203,7731,5039,4103,2455,1309,621,6.87,7.76,5.94,28694,7610,21084,16.23,8.46,24.27
  晴隆县,8134,25932,56119,56016,35059,19528,6848,3632,3450,1679,1346,574,6.48,7.62,5.32,29986,6421,23565,17.59,7.47,27.89
  贞丰县,11827,34358,68446,68244,43261,25509,7366,3809,4124,2197,1351,602,6.35,7.50,5.20,40595,9363,31232,19.82,9.18,30.37
  望谟县,12585,33257,61134,58598,29397,18085,4909,2894,3628,1841,738,398,5.82,6.95,4.74,42393,10979,31414,24.70,13.06,35.87
  册亨县,8319,22779,42881,41766,27912,16235,4438,3011,2541,1415,1023,499,6.22,7.28,5.16,27133,6705,20428,19.64,9.68,29.66
  安龙县,7026,20187,76578,84038,64471,43339,11042,7272,4768,2617,1648,815,7.28,7.98,6.56,23685,5453,18232,9.00,4.07,14.10
毕节地区,256157,550688,1532930,1457736,967107,671975,184439,121869,71929,44342,30066,17654,6.71,7.43,5.95,718634,214628,504006,15.99,9.32,23.00
  毕节市,32755,77584,240683,240199,174968,136119,41717,29753,16970,12194,11360,7654,7.40,8.08,6.70,98756,27278,71478,12.83,7.05,18.68
  大方县,27060,57954,170173,161712,130275,97041,24226,16387,8086,5130,2796,1555,6.94,7.57,6.28,77560,23702,53858,13.97,8.33,19.89
  黔西县,17917,42150,164069,156137,112748,83682,22552,16954,8040,5451,2987,1874,7.15,7.68,6.58,54870,15396,39474,10.74,5.84,15.96
  金沙县,11987,33300,115663,112766,106965,74684,18325,12512,7107,4246,2910,1594,7.40,8.04,6.71,39366,9249,30117,9.59,4.30,15.41
  织金县,33112,70940,191414,178229,114156,77986,21064,14226,7441,4525,2770,1337,6.49,7.22,5.72,96007,29331,66676,17.49,10.43,24.91
  纳雍县,33263,78351,149402,138779,96010,62336,17610,9960,7000,3517,2323,1021,6.18,7.21,5.13,101815,28780,73035,23.07,12.88,33.51
  威宁彝族回族苗族自治县,71135,126269,342323,315262,146985,86736,24046,13258,10138,5168,2331,1171,5.94,6.66,5.16,170627,58197,112430,20.42,13.39,28.04
  赫章县,28928,64140,159203,154652,85000,53391,14899,8819,7147,4111,2589,1448,6.31,7.18,5.41,79633,22695,56938,18.83,10.60,27.26
黔东南苗族侗族自治州,84737,254971,714467,723414,599914,398695,150252,101303,64295,39247,29715,16423,7.41,8.24,6.55,299953,67407,232546,11.47,5.06,18.12
  凯里市,7122,23527,73605,75561,86250,63812,34464,28455,18905,14489,10276,7565,8.96,9.58,8.31,26881,5404,21477,7.09,2.78,11.64
  黄平县,4919,12925,59354,65135,44123,34040,7893,5339,3686,1975,1320,627,7.36,7.99,6.75,14245,3367,10878,7.48,3.57,11.31
  施秉县,3714,11197,25700,25126,22882,16915,5238,3797,2232,1477,881,428,7.27,8.13,6.40,13707,3135,10572,14.22,6.49,21.98
  三穗县,2930,10388,30068,32072,27505,19873,6395,3700,2355,1307,1290,577,7.46,8.34,6.57,11602,2197,9405,10.28,3.87,16.79
  镇远县,3231,13045,42463,43844,36706,24051,8925,5881,3177,1888,1548,670,7.50,8.33,6.62,14946,2653,12293,9.86,3.40,16.71
  岑巩县,3736,11983,34076,34385,28675,19514,6357,4198,2549,1362,1181,496,7.28,8.16,6.37,14066,3035,11031,11.98,5.11,18.99
  天柱县,3771,12904,42535,50299,58046,40578,13617,8093,4230,2391,1876,823,7.94,8.71,7.14,14060,2675,11385,6.90,2.58,11.35
  锦屏县,1753,7849,27292,31819,29434,21519,8488,5662,2757,1529,1502,699,7.98,8.83,7.14,7497,1039,6458,6.47,1.81,11.07
  剑河县,6717,22097,39490,33977,28084,15345,7436,4383,2782,1553,1173,526,6.58,7.81,5.30,26490,5607,20883,20.12,8.34,32.39
  台江县,3994,13796,21668,20199,18841,11325,4744,2442,2310,1049,727,313,6.76,8.11,5.37,16403,3382,13021,20.35,8.27,32.81
  黎平县,8771,23420,81826,90449,72334,46566,13765,8946,5520,2612,1980,859,7.28,8.03,6.50,27472,6701,20771,9.27,4.45,14.24
  榕江县,9450,25865,65280,61978,46264,27760,9729,5962,3925,2087,1407,545,6.78,7.68,5.82,30759,7366,23393,14.55,6.75,22.86
  从江县,14573,35862,76346,66308,37197,18924,6284,3602,3502,1728,1185,525,5.90,6.88,4.87,46040,12657,33383,20.83,11.15,31.05
  雷山县,4465,14464,25060,19877,19475,10928,5126,2605,2148,1120,1133,510,6.74,7.97,5.37,17850,3924,13926,20.57,8.57,33.99
  麻江县,3897,11074,40341,39615,25058,16776,6947,5356,2154,1530,1355,862,7.19,7.83,6.52,13054,3112,9942,10.10,4.72,15.71
  丹寨县,1694,4575,29363,32770,19040,10769,4844,2882,2063,1150,881,398,7.49,8.18,6.78,4881,1153,3728,5.39,2.49,8.43
黔南布依族苗族自治州,80128,238033,645032,631577,587357,421788,128020,101332,52922,41402,27658,19185,7.46,8.15,6.75,287530,66171,221359,11.61,5.27,18.13
  都匀市,7087,22152,66782,67288,84580,65809,29741,27550,13072,12211,11647,9283,8.85,9.34,8.36,25801,5496,20305,7.03,2.96,11.18
  福泉市,5638,13301,51464,50442,57662,45408,12808,10779,5398,4279,2657,1587,7.98,8.41,7.52,17101,4826,12275,7.55,4.11,11.25
  荔波县,4208,12738,29559,28773,25150,16042,6315,4726,2525,1816,1131,733,7.23,8.08,6.35,15518,3503,12015,13.96,6.19,22.03
  贵定县,5512,16492,49465,46484,40040,28961,8186,7136,4065,4095,1599,1096,7.42,8.00,6.82,19975,4649,15326,11.18,5.09,17.53
  瓮安县,4621,11692,64052,67483,86327,73388,15597,12187,5510,4057,2208,1360,8.14,8.52,7.76,14130,3720,10410,4.78,2.48,7.15
  独山县,5690,17882,52854,53561,51977,38341,9613,7661,3468,2764,1316,905,7.39,8.05,6.74,20667,4350,16317,10.00,4.20,15.81
  平塘县,6575,20225,53888,50822,36476,23794,5786,4201,2933,2169,1104,689,6.75,7.58,5.91,24437,5511,18926,14.78,6.63,23.02
  罗甸县,7706,25279,59231,58746,39181,23936,7696,5214,3114,1961,933,529,6.60,7.57,5.65,30702,6648,24054,16.34,7.13,25.43
  长顺县,7752,21605,41182,38446,32616,19687,5818,3767,2491,1420,1062,583,6.55,7.55,5.49,27012,6629,20383,18.92,9.05,29.30
  龙里县,4514,12517,40572,37955,29665,21289,6828,5215,2533,2105,1109,761,7.24,7.83,6.61,15695,3913,11782,11.34,5.46,17.66
  惠水县,11039,35951,71827,69070,61203,38857,10805,8029,4287,2588,1460,927,6.77,7.75,5.77,42588,9084,33504,16.72,7.06,26.58
  三都水族自治县,9786,28199,64156,62507,42480,26276,8827,4867,3526,1937,1432,732,6.62,7.62,5.61,33904,7842,26062,16.76,7.68,26.00
,,,,,,,,,,,,,,,,,,,,,
云南省,1077706,2314922,10091266,9951718,7303852,5287150,2091089,1721979,860519,713974,583816,477729,7.76,8.18,7.30,2768143,830107,1938036,7.60,4.41,11.00
昆明市,88100,203821,925601,945547,1097825,897380,470198,434927,264899,231561,258026,226144,9.52,9.81,9.20,253800,72422,181378,4.67,2.60,6.85
  五华区,4972,12389,64040,69383,105905,95813,83323,87259,64261,61276,85749,82170,11.81,11.98,11.64,15111,4088,11023,1.98,1.08,2.89
  盘龙区,5102,12655,79312,83926,126035,109714,78139,75089,50873,46287,55355,42296,10.85,11.10,10.60,15411,4151,11260,2.18,1.14,3.29
  官渡区,4638,12958,95215,102140,165766,137596,81366,73564,43890,37246,27680,22102,10.05,10.28,9.79,14576,3332,11244,1.96,0.86,3.15
  西山区,4270,12814,72954,77840,122525,107172,78643,75291,46555,41768,40487,35035,10.70,10.93,10.46,14225,3075,11150,2.14,0.91,3.43
  东川区,12135,23033,59157,53168,42132,30990,10479,9198,4076,3124,2197,1720,7.03,7.54,6.48,26738,9132,17606,12.49,8.30,16.92
  呈贡县,2707,6948,44359,42953,58809,42611,16252,12650,10371,8112,23453,24034,9.94,10.09,9.78,8295,2066,6229,3.06,1.43,4.92
  晋宁县,4597,14060,48698,49861,62783,50092,13128,11898,3802,3196,2247,1942,7.98,8.42,7.53,16224,3664,12560,6.91,3.07,10.88
  富民县,2853,6065,27747,28634,25775,21528,7698,6511,2025,1689,1387,1137,7.97,8.32,7.60,7946,2370,5576,6.84,4.02,9.75
  宜良县,6832,14488,86269,84593,77433,69001,18754,17494,5789,4655,2897,2441,7.92,8.18,7.66,19410,5996,13414,5.72,3.49,8.03
  石林彝族自治县,3602,7894,51549,51763,45523,35856,11905,10800,3576,2741,2035,1805,8.00,8.30,7.69,10080,2966,7114,5.12,2.92,7.47
  嵩明县,4707,10273,48183,48968,60900,51418,12720,11235,6956,5768,3273,3537,8.44,8.73,8.14,13458,4007,9451,5.80,3.39,8.32
  禄劝彝族苗族自治县,10040,23904,91289,98491,64981,44641,13603,10218,4480,3060,2393,1475,7.12,7.70,6.53,29586,8301,21285,9.38,5.24,13.57
  寻甸回族彝族自治县,16011,33782,101651,102745,74943,52670,15397,12339,4479,3298,2943,2239,6.96,7.53,6.37,46443,14494,31949,13.07,8.05,18.22
  安宁巿,5634,12558,55178,51082,64315,48278,28791,21381,13766,9341,5930,4211,8.94,9.33,8.48,16297,4780,11517,5.72,3.08,8.88
曲靖市,164227,359072,1245996,1259879,958969,619931,284037,208336,89243,65585,53454,37116,7.47,8.07,6.83,427864,129484,298380,9.60,5.61,13.87
  麒麟区,10014,24763,115237,133075,133799,99582,53258,47580,20697,17446,17314,13521,8.93,9.38,8.47,20777,5650,15127,3.52,1.89,5.20
  马龙县,5835,15280,38780,41570,30424,18624,8157,5851,2746,1854,1876,1188,7.18,8.01,6.33,18999,4961,14038,13.45,6.93,20.16
  陆良县,16593,38464,113644,118364,115940,81294,34891,25058,11083,8564,4849,3247,7.74,8.37,7.08,43001,12603,30398,8.96,5.17,12.90
  师宗县,9458,22703,93325,99589,51353,28152,19749,11980,6396,3950,2693,1434,7.20,7.92,6.43,24731,6814,17917,8.50,4.53,12.76
  罗平县,20514,50005,128311,120682,73449,42074,23762,16127,8230,5730,4186,2514,6.81,7.64,5.95,61529,16907,44622,15.10,8.09,22.47
  富源县,18704,42700,160730,164602,120054,73029,29700,19628,8889,5307,4437,2594,7.26,7.92,6.53,56401,16583,39818,10.85,6.07,16.14
  会泽县,35820,72651,236978,213061,122519,71692,30348,21026,8876,6056,5505,3537,6.63,7.25,5.94,83938,26936,57002,12.19,7.47,17.38
  沾益县,11131,21812,90916,95375,76427,49814,21712,16585,6039,4625,3359,2416,7.58,8.06,7.06,28492,9403,19089,8.32,5.24,11.69
  宣威市,36158,70694,268075,273561,235004,155670,62460,44501,16287,12053,9235,6665,7.51,8.04,6.94,89996,29627,60369,9.02,5.71,12.62
玉溪市,52125,123600,455512,430114,394129,312502,128267,117553,43283,39802,32137,28023,8.04,8.42,7.64,160232,45276,114956,8.57,4.73,12.61
  红塔区,8026,17708,78512,73998,83298,73064,34833,35991,13824,14861,14771,14414,9.16,9.32,8.99,21707,6288,15419,5.31,3.06,7.58
  江川县,4659,10938,51403,53178,57241,47904,13562,12724,4252,4011,2680,2019,8.13,8.46,7.79,14377,4148,10229,6.38,3.65,9.16
  澄江县,3385,7754,32782,32385,29225,24518,9648,9432,3228,2920,1520,1299,8.10,8.42,7.76,10533,3098,7435,7.79,4.54,11.10
  通海县,7629,17662,63774,57535,50114,43402,13612,13550,4027,4065,2446,2317,7.65,7.97,7.32,23574,6837,16737,9.69,5.58,13.87
  华宁县,3775,7313,53221,50589,31972,26227,9182,8540,3284,2952,1975,1756,7.74,7.96,7.50,8782,2846,5936,5.10,3.21,7.12
  易门县,2124,5695,33505,35638,33350,24576,13546,9635,3720,3047,1931,1476,8.41,8.83,7.95,6903,1713,5190,4.69,2.21,7.44
  峨山彝族自治县,2169,6403,31032,31994,30739,22200,10268,9633,2992,2481,1658,1294,8.26,8.65,7.83,7233,1648,5585,5.45,2.40,8.72
  新平彝族傣族自治县,11208,28238,66749,56273,43406,26972,12902,9436,4485,2868,3121,1915,6.92,7.67,6.06,37193,10170,27023,16.08,8.27,24.96
  元江哈尼族彝族傣族自治县,9150,21889,44534,38524,34784,23639,10714,8612,3471,2597,2035,1533,7.11,7.84,6.33,29930,8528,21402,17.28,9.54,25.54
保山市,42680,101280,535855,557413,466859,353437,94603,77275,32285,28810,17319,14349,7.69,8.08,7.29,109626,29285,80341,5.52,2.89,8.25
  隆阳区,18658,37216,184383,192031,179570,151332,34325,32544,14723,14956,7320,6484,7.87,8.14,7.59,38768,12239,26529,5.14,3.24,7.05
  施甸县,6389,18809,74718,74613,48273,34092,9544,7935,2983,2530,1584,1333,7.08,7.62,6.53,23644,5580,18064,9.81,4.57,15.18
  腾冲县,6381,17946,126789,138579,135090,96697,27818,20248,7751,5979,4780,3767,8.03,8.45,7.57,17438,3738,13700,3.49,1.44,5.69
  龙陵县,5639,13254,63696,63665,47505,30639,11135,7655,2939,2271,2014,1474,7.42,7.93,6.87,13565,3599,9966,6.30,3.19,9.72
  昌宁县,5613,14055,86269,88525,56421,40677,11781,8893,3889,3074,1621,1291,7.34,7.75,6.91,16211,4129,12082,5.86,2.90,8.99
昭通市,111363,244527,1479276,1422975,677228,455368,147549,104525,59239,39026,23050,14148,7.00,7.46,6.50,267492,77648,189844,7.02,3.91,10.39
  昭阳区,32891,71154,173788,156633,108083,76672,32260,28552,13922,12044,6509,4840,7.06,7.68,6.42,92795,28328,64467,15.87,9.55,22.38
  鲁甸县,10394,20918,116892,109357,42516,28308,9426,7099,3976,2652,1242,738,6.68,7.12,6.20,19201,6051,13150,6.85,4.16,9.77
  巧家县,10070,20996,165651,150325,61923,34795,11748,7066,4608,2553,2007,1122,6.77,7.21,6.27,24385,7259,17126,6.38,3.54,9.66
  盐津县,5344,11202,116667,110686,42274,30345,9345,7278,3645,2319,1267,770,7.00,7.30,6.67,8695,2523,6172,3.13,1.73,4.68
  大关县,4752,10153,84768,78922,29942,19544,6206,4734,2843,2049,1140,731,6.92,7.27,6.52,12527,3560,8967,6.31,3.40,9.55
  永善县,9285,22621,119215,107878,46314,28824,12306,7740,5138,3034,2065,1020,6.83,7.40,6.20,25493,6907,18586,8.68,4.45,13.45
  绥江县,2139,5563,41430,40341,22005,15920,5563,4440,2095,1645,849,705,7.42,7.78,7.02,4344,997,3347,3.62,1.60,5.81
  镇雄县,21025,45827,369614,379176,195174,132661,32003,17320,11115,5385,3577,1605,7.07,7.54,6.56,43325,12392,30933,4.64,2.56,6.90
  彝良县,7208,13486,169583,164911,54116,36448,11063,7930,4773,2995,1496,924,6.88,7.18,6.56,14588,4436,10152,3.88,2.26,5.63
  威信县,6773,18744,99812,103485,58750,39529,11552,7372,4662,2554,1454,780,7.12,7.71,6.50,17552,4094,13458,6.14,2.79,9.65
  水富县,1482,3863,21856,21261,16131,12322,6077,4994,2462,1796,1444,913,8.24,8.67,7.78,4587,1101,3486,5.72,2.61,9.17
丽江市,37584,86136,214633,217265,233309,169997,70767,52553,28008,24381,15797,14751,7.94,8.49,7.35,98100,28129,69971,9.64,5.37,14.17
  古城区,1894,5447,24073,26863,39021,31348,17731,16064,9864,10673,8247,9480,10.05,10.21,9.88,6301,1431,4870,3.44,1.55,5.34
  玉龙纳西族自治县,5072,12975,38691,40397,44119,31296,12227,7676,4095,3300,1677,1409,7.84,8.42,7.20,15857,4186,11671,8.84,4.46,13.64
  永胜县,9567,24882,66530,73551,79724,60544,21032,15486,6633,5298,2201,1757,7.78,8.38,7.16,28220,7465,20755,8.85,4.63,13.15
  华坪县,4424,8325,34507,30667,32938,23698,8338,6638,3058,2574,1238,818,7.79,8.12,7.40,11368,3799,7569,8.13,5.02,11.77
  宁蒗彝族自治县,16627,34507,50832,45787,37507,23111,11439,6689,4358,2536,2434,1287,6.42,7.44,5.34,36354,11248,25106,18.59,11.18,26.42
普洱市,77556,142119,652430,599609,361057,250180,95489,76176,37968,32074,18368,13905,7.17,7.54,6.77,186612,63127,123485,8.94,5.73,12.53
  思茅区,6853,13809,51180,46874,48746,35514,21473,20231,9961,10695,5875,4297,8.74,8.99,8.46,17641,5586,12055,7.17,4.34,10.28
  宁洱哈尼族彝族自治县,1576,3855,39078,40468,36489,26857,9107,7791,3014,2670,1438,1249,8.12,8.37,7.85,4182,1142,3040,2.68,1.40,4.08
  墨江哈尼族自治县,11270,28022,94003,79705,55189,33351,13069,9081,4164,2996,1966,1380,6.85,7.44,6.17,36915,10233,26682,12.35,6.39,19.23
  景东彝族自治县,5575,13437,93512,92775,57618,41212,10084,8144,4215,3162,1791,1518,7.30,7.65,6.92,14098,3930,10168,4.86,2.61,7.28
  景谷傣族彝族自治县,6283,14877,81202,73024,39038,24465,10830,7834,4210,2949,1630,1111,7.11,7.55,6.59,19333,5404,13929,8.22,4.29,12.76
  镇沅彝族哈尼族拉祜族自治县,1962,3615,59519,58677,28889,18591,8178,5869,2652,1998,1622,1275,7.49,7.74,7.20,5209,1774,3435,3.02,1.93,4.27
  江城哈尼族彝族自治县,3983,8287,27706,25399,19583,13630,4935,3675,1786,1429,942,779,7.23,7.71,6.70,10952,3422,7530,11.08,6.58,16.09
  孟连傣族拉祜族佤族自治县,9885,13647,31627,28782,15676,12605,4132,3227,1790,1500,729,544,6.25,6.62,5.85,12612,4988,7624,11.65,8.94,14.54
  澜沧拉祜族自治县,25342,35625,149095,130698,50817,36971,11092,8366,4668,3532,1822,1360,6.27,6.57,5.94,56534,23097,33437,13.84,10.68,17.41
  西盟佤族自治县,4827,6945,25508,23207,9012,6984,2589,1958,1508,1143,553,392,6.52,6.87,6.14,9136,3551,5585,12.56,9.38,16.01
临沧市,79203,141733,668649,610578,307067,211187,76310,61154,32969,29820,14098,10670,6.93,7.29,6.54,190999,65854,125145,9.84,6.45,13.60
  临翔区,10461,19175,68932,62795,45279,35311,16240,15734,7866,9462,4211,3390,7.88,8.14,7.62,26733,9024,17709,10.27,6.79,13.89
  凤庆县,7555,17370,123794,125573,67735,45081,15103,11467,5140,4011,2117,1514,7.20,7.58,6.79,21848,6246,15602,5.81,3.20,8.64
  云县,9121,17935,126324,116494,64132,44950,11681,9138,5435,4609,2339,1663,7.13,7.44,6.79,23251,7424,15827,6.50,3.92,9.41
  永德县,13919,26414,112102,94927,44009,24456,9785,6961,3806,2990,1252,946,6.47,6.94,5.91,30727,10011,20716,10.45,6.27,15.43
  镇康县,11935,18539,50523,40399,16547,10010,4861,3299,2314,1738,849,583,5.96,6.48,5.35,28464,10917,17547,20.66,14.67,27.68
  双江拉祜族佤族布朗族傣族自治县,7003,11233,52829,46171,19121,13796,4732,3785,2127,1810,1038,944,6.63,6.94,6.29,13799,4999,8800,9.58,6.56,12.98
  耿马傣族佤族自治县,10208,16310,85488,80347,29801,23172,8543,6867,3461,3017,1365,1031,6.73,7.03,6.41,23678,8870,14808,10.38,7.54,13.42
  沧源佤族自治县,9001,14757,48657,43872,20443,14411,5365,3903,2820,2183,927,599,6.53,6.98,6.03,22499,8363,14136,15.61,11.05,20.66
楚雄彝族自治州,36329,91364,539461,591444,509543,384761,126347,102801,49880,38449,30181,21959,8.06,8.47,7.62,94297,23896,70401,4.27,2.11,6.53
  楚雄市,6314,14985,98415,107110,109559,88109,40123,36347,16426,14352,13768,11116,8.92,9.23,8.61,14877,4095,10782,3.00,1.62,4.45
  双柏县,2220,4811,41521,42551,25152,16811,6192,4708,2678,1852,1415,958,7.59,7.96,7.18,2661,670,1991,2.00,0.96,3.16
  牟定县,2129,6520,39521,46621,44588,32675,8576,6449,3970,2587,1913,1078,8.05,8.55,7.53,7205,1568,5637,4.19,1.78,6.73
  南华县,3732,10612,51542,58045,44171,30889,8231,5934,3254,2140,1610,974,7.52,8.08,6.95,11478,2684,8794,6.05,2.78,9.44
  姚安县,2661,6977,41195,46126,38985,30034,7562,6080,2888,2380,1402,920,7.80,8.22,7.38,7081,1693,5388,4.32,2.04,6.64
  大姚县,2725,5699,56106,62346,56451,45219,10820,8340,3862,2734,1923,1270,7.99,8.30,7.67,5663,1612,4051,2.48,1.38,3.65
  永仁县,1631,3909,23937,24874,20130,14765,4541,3391,2302,1803,1046,798,7.89,8.27,7.46,3958,1097,2861,4.34,2.31,6.55
  元谋县,2896,7216,44186,48670,42378,32119,8385,7014,3468,2731,1448,1052,7.87,8.26,7.46,7106,1792,5314,4.05,2.01,6.17
  武定县,3510,8121,57821,66507,50255,36372,11393,8794,3951,2869,2218,1573,7.83,8.25,7.39,7164,1934,5230,3.25,1.72,4.85
  禄丰县,8511,22514,85217,88594,77874,57768,20524,15744,7081,5001,3438,2220,7.74,8.28,7.17,27104,6751,20353,7.95,3.85,12.28
红河哈尼族彝族自治州,131761,268921,1064743,993853,654512,481770,183391,154451,63070,51165,36755,29153,7.31,7.74,6.85,314666,97298,217368,8.90,5.34,12.69
  个旧市,8626,20165,82732,70154,82235,65489,33797,33797,11268,9564,4633,3856,8.50,8.74,8.23,25447,6984,18463,6.66,3.48,10.18
  开远市,6423,16533,62454,57494,52307,43361,21170,19207,7352,6388,3963,2890,8.21,8.59,7.80,20716,5406,15310,7.85,4.00,11.91
  蒙自县,6278,15164,91961,85883,62301,50581,20471,17641,8375,7026,10951,9356,8.28,8.58,7.96,17016,4382,12634,5.02,2.48,7.76
  屏边苗族自治县,4160,8526,43230,40632,19850,13075,4842,3338,1818,1410,659,524,6.86,7.28,6.40,12089,3880,8209,9.65,5.89,13.81
  建水县,8120,17795,124930,120196,86530,73762,19665,19696,6206,5998,3651,3326,7.68,7.89,7.46,22218,6515,15703,5.23,3.02,7.50
  石屏县,4874,13528,72654,70341,44886,37753,10382,9725,3377,3304,1886,1756,7.46,7.80,7.12,16239,3900,12339,6.90,3.31,10.50
  弥勒县,7034,18213,117452,123823,97164,72966,24791,20281,6456,5444,3195,2537,7.78,8.16,7.39,22088,5694,16394,5.12,2.58,7.76
  泸西县,7955,19964,92955,94552,65590,41035,17817,11343,5185,3831,2448,1491,7.38,7.97,6.75,24411,6724,17687,7.96,4.22,11.99
  元阳县,17531,32291,117821,104808,40499,21038,7048,4052,3049,1841,1377,966,6.06,6.65,5.42,43018,14636,28382,14.77,9.67,20.29
  红河县,13505,24485,85156,79923,28440,15152,4921,3182,2288,1567,754,498,6.01,6.59,5.40,25205,8810,16395,11.92,8.13,15.89
  金平苗族瑶族傣族自治县,30963,51133,97446,77786,29404,17651,6465,3885,2896,1885,1207,835,5.19,5.88,4.46,43984,16302,27682,16.40,11.82,21.26
  绿春县,11876,21729,56252,51163,26892,17306,6635,4133,2390,1243,1019,557,6.24,6.91,5.54,29186,10023,19163,17.22,11.47,23.34
  河口瑶族自治县,4416,9395,19700,17098,18414,12601,5387,4171,2410,1664,1012,561,7.41,8.06,6.67,13049,4042,9007,15.35,8.94,22.62
文山壮族苗族自治州,70030,169900,878309,884693,531940,337855,116869,84043,46214,34636,19020,13377,7.24,7.75,6.69,191007,49660,141347,7.15,3.59,10.96
  文山县,7595,18898,97623,97160,74367,56533,27546,25148,13176,12342,6752,5014,8.34,8.70,7.97,22154,5774,16380,5.81,2.96,8.80
  砚山县,6014,13561,119943,122779,70722,49597,12840,10290,5181,3960,1887,1552,7.36,7.69,6.99,15076,4085,10991,4.30,2.26,6.47
