首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,,,,,,,,,单位：人
地    区,"16岁及以上
人口总计","各种行业人口
总计",,,,,,,,,,,,,,,,,,,,,三次产业人口占行业人口比重(%),,
,,,农林牧渔业,采矿业,制造业,"电力、燃气
及水的生产
和供应业",建筑业,仓储和邮政业,"交通运输、
计算机服务
和软件业","信息传输、
批发和零售业",住宿和餐饮业,金融业,房地产业,"租赁和
商务服务业","科学研究、
技术服务和
地质勘察业","水利、环境
和公共设施
管理业","居民服务和
其他服务业",教育,"卫生、社会
保障和社会
福利业","文化、体育
和娱乐业","公共管理和
社会组织",国际组织,第一产业,第二产业,第三产业
  丹凤县,23449,17023,11690,361,769,64,1312,313,32,760,964,59,3,25,2,18,222,155,90,17,167,,68.67,14.72,16.61
  商南县,17118,12403,8821,209,597,33,635,198,37,540,281,56,9,20,6,21,145,314,114,30,337,,71.12,11.88,17.00
  山阳县,32089,22956,17821,268,512,40,1456,380,25,803,476,41,4,11,2,6,183,377,171,14,366,,77.63,9.91,12.45
  镇安县,21992,15622,10368,443,521,69,1252,412,39,832,594,50,12,22,9,54,221,232,142,46,304,,66.37,14.63,19.01
  柞水县,12338,7395,4092,268,477,37,773,206,24,379,285,44,11,12,4,29,132,178,101,29,314,,55.33,21.03,23.64
,,,,,,,,,,,,,,,,,,,,,,,,,
甘肃省,2077912,1414319,1013880,14202,57466,9930,49764,33798,4981,75330,27388,8773,4124,5735,3501,3704,14422,32153,12927,4086,38152,3,71.69,9.29,19.03
兰州市,300109,173907,49135,1705,21179,3038,10182,10628,2230,29612,8214,3359,2213,2879,1989,981,4044,7754,3354,1857,9552,2,28.25,20.76,50.99
  城关区,106934,63397,928,287,6422,766,4784,4699,1637,18485,4245,2301,1305,1726,1195,421,2064,3198,1656,1304,5972,2,1.46,19.34,79.20
  七里河区,45354,23979,4113,276,3372,832,1507,2260,274,5076,1140,329,275,388,358,115,527,1114,615,261,1147,,17.15,24.97,57.88
  西固区,30493,16830,1784,45,5501,642,1369,1066,102,2026,629,269,391,379,238,117,582,722,333,116,519,,10.60,44.90,44.50
  安宁区,25009,9588,280,40,1813,353,538,651,106,1549,791,182,135,173,142,131,344,1328,218,107,707,,2.92,28.62,68.46
  红古区,10529,6126,2222,890,625,110,200,237,16,509,241,53,37,144,5,12,100,234,106,13,372,,36.27,29.79,33.94
  永登县,33591,23908,15898,124,2194,242,1132,974,65,1004,700,75,34,42,17,95,219,561,186,31,315,,66.50,15.44,18.06
  皋兰县,10715,7314,5596,22,308,37,181,264,9,206,69,42,8,7,2,24,59,185,83,7,205,,76.51,7.49,16.00
  榆中县,37484,22765,18314,21,944,56,471,477,21,757,399,108,28,20,32,66,149,412,157,18,315,,80.45,6.55,13.00
嘉峪关市,17963,10380,1073,375,2747,533,656,1369,64,1101,364,171,243,219,54,53,241,309,228,113,467,,10.34,41.53,48.13
  市辖区,17963,10380,1073,375,2747,533,656,1369,64,1101,364,171,243,219,54,53,241,309,228,113,467,,10.34,41.53,48.13
金昌市,36822,22526,9963,1014,3195,537,1422,1053,135,1367,671,306,57,301,171,231,385,580,366,102,670,,44.23,27.38,28.39
  金川区,17530,10318,1967,892,2354,282,928,574,90,890,323,229,44,173,122,127,279,321,186,75,462,,19.06,43.19,37.75
  永昌县,19292,12208,7996,122,841,255,494,479,45,477,348,77,13,128,49,104,106,259,180,27,208,,65.50,14.02,20.48
白银市,132866,87321,61642,1981,4156,984,2409,2536,236,4463,1521,518,166,440,140,288,941,2010,744,147,1999,,70.59,10.91,18.49
  白银区,22819,12505,3307,374,2466,334,416,788,131,1456,415,278,84,221,75,69,294,455,267,62,1013,,26.45,28.71,44.85
  平川区,15116,9005,4658,1462,223,412,177,267,21,538,225,39,46,42,29,25,85,315,138,12,291,,51.73,25.25,23.02
  靖远县,34325,23354,20104,42,226,69,167,817,22,694,129,61,11,35,9,42,125,427,104,25,245,,86.08,2.16,11.76
  会宁县,43409,30905,25129,73,815,79,1305,283,30,1221,529,69,10,96,21,23,258,559,129,20,256,,81.31,7.35,11.34
  景泰县,17197,11552,8444,30,426,90,344,381,32,554,223,71,15,46,6,129,179,254,106,28,194,,73.10,7.70,19.20
天水市,247510,161952,126928,344,6300,504,6529,2721,314,6596,2380,530,190,154,198,217,1175,3058,1098,198,2518,,78.37,8.45,13.18
  秦州区,48915,29584,18029,119,2421,219,1959,718,128,1930,651,247,125,60,86,144,435,812,442,115,944,,60.94,15.95,23.11
  麦积区,41030,24777,17681,147,1413,88,900,981,42,1183,512,88,37,24,72,25,254,554,200,29,547,,71.36,10.28,18.36
  清水县,20545,15382,13409,14,127,38,419,70,12,256,190,28,6,3,,,64,397,72,6,271,,87.17,3.89,8.94
  秦安县,39646,27757,24682,13,380,36,471,231,29,852,175,55,7,17,5,22,122,331,110,13,206,,88.92,3.24,7.84
  甘谷县,42494,27052,21503,15,1068,84,1624,292,60,1153,234,48,9,23,24,10,185,393,120,14,193,,79.49,10.32,10.20
  武山县,33196,22125,18759,21,660,16,811,300,20,647,193,34,6,15,8,7,78,291,75,11,173,,84.79,6.82,8.40
  张家川回族自治县,21684,15275,12865,15,231,23,345,129,23,575,425,30,,12,3,9,37,280,79,10,184,,84.22,4.02,11.76
武威市,151058,105704,86122,755,2375,374,2013,2382,198,3304,1313,412,112,321,109,349,739,2156,861,175,1634,,81.47,5.22,13.31
  凉州区,80160,56263,43927,362,1670,245,978,1791,148,2190,801,294,99,254,86,236,454,1105,594,113,916,,78.07,5.79,16.14
  民勤县,23051,16506,14576,69,96,43,48,137,23,366,60,47,4,25,8,42,130,407,100,16,309,,88.31,1.55,10.14
  古浪县,33311,22660,19656,46,383,31,676,289,15,474,288,29,8,12,8,40,110,324,75,19,177,,86.74,5.01,8.24
  天祝藏族自治县,14536,10275,7963,278,226,55,311,165,12,274,164,42,1,30,7,31,45,320,92,27,232,,77.50,8.47,14.03
张掖市,96404,72754,55273,397,2071,459,2173,1639,230,3256,1013,553,105,202,88,325,523,1600,684,182,1981,,75.97,7.01,17.02
  甘州区,41926,30337,21725,115,1055,263,986,919,126,1688,463,317,81,94,56,173,236,690,357,109,884,,71.61,7.97,20.41
  肃南裕固族自治县,2580,2006,1444,49,26,20,14,39,10,70,48,24,3,2,5,5,16,54,28,20,129,,71.98,5.43,22.58
  民乐县,14687,12270,10533,25,201,49,214,124,23,354,89,48,,2,3,2,57,218,61,3,264,,85.84,3.99,10.17
  临泽县,11011,9050,7581,10,157,28,95,113,15,296,65,48,5,14,,48,66,239,63,6,201,,83.77,3.20,13.03
  高台县,13223,10583,8449,78,178,37,216,179,31,452,174,72,10,14,20,43,80,194,76,24,256,,79.84,4.81,15.35
  山丹县,12977,8508,5541,120,454,62,648,265,25,396,174,44,6,76,4,54,68,205,99,20,247,,65.13,15.09,19.78
平凉市,167956,115841,89612,2478,2793,725,3516,1982,315,4030,1612,538,283,242,84,180,855,2717,927,199,2753,,77.36,8.21,14.43
  崆峒区,40405,24526,15578,129,1077,387,837,990,176,1776,505,282,191,72,49,127,247,770,370,75,888,,63.52,9.91,26.58
  泾川县,21930,16742,13872,20,323,25,560,224,29,400,445,33,4,35,16,18,102,278,110,16,232,,82.86,5.54,11.60
  灵台县,15529,11123,8938,31,130,27,399,160,24,407,204,42,1,11,2,5,105,260,74,27,276,,80.36,5.28,14.37
  崇信县,8467,6144,4171,735,122,94,229,61,15,210,122,17,1,,,4,45,95,25,15,183,,67.89,19.21,12.91
  华亭县,15692,10839,6463,1465,398,111,273,279,30,372,159,72,71,118,12,12,214,222,125,43,400,,59.63,20.73,19.64
  庄浪县,30251,21648,19005,64,316,41,635,95,17,305,77,36,6,2,3,2,58,447,106,10,423,,87.79,4.88,7.33
  静宁县,35682,24819,21585,34,427,40,583,173,24,560,100,56,9,4,2,12,84,645,117,13,351,,86.97,4.37,8.66
酒泉市,85402,61873,39506,2299,2225,736,1763,1967,288,4123,1488,648,305,311,351,334,1120,1450,757,295,1907,,63.85,11.35,24.80
  肃州区,34577,23808,13728,717,1389,279,733,764,141,2314,562,358,237,123,125,86,314,631,374,126,807,,57.66,13.10,29.24
  金塔县,12215,9608,8153,44,128,53,89,144,17,298,83,50,12,9,12,58,52,162,69,13,162,,84.86,3.27,11.88
  瓜州县,11132,8331,6140,147,140,106,254,281,37,381,210,53,29,12,2,52,113,152,51,13,158,,73.70,7.77,18.53
  肃北蒙古族自治县,1236,938,315,315,13,26,12,18,3,31,11,6,,1,1,4,8,41,15,17,101,,33.58,39.02,27.40
  阿克塞哈萨克族自治县,682,472,91,60,18,9,54,17,6,29,14,2,,7,5,12,13,12,12,8,103,,19.28,29.87,50.85
  玉门市,10720,8022,5474,71,280,99,294,401,17,367,222,50,7,22,5,29,149,150,69,29,287,,68.24,9.27,22.49
  敦煌市,14840,10694,5605,945,257,164,327,342,67,703,386,129,20,137,201,93,471,302,167,89,289,,52.41,15.83,31.76
庆阳市,173061,118393,96565,1461,2128,354,2017,1499,227,4085,1681,457,125,145,66,106,1251,2403,908,233,2681,1,81.56,5.03,13.40
  西峰区,28702,17103,9542,202,708,164,711,610,91,1577,590,205,59,76,36,60,323,715,334,106,993,1,55.79,10.44,33.77
  庆城县,21863,15055,11914,906,225,49,126,251,30,398,244,62,27,10,9,7,173,251,107,44,222,,79.14,8.67,12.19
  环县,25001,18062,15607,95,67,17,245,136,26,663,134,52,16,7,4,7,337,266,90,5,288,,86.41,2.35,11.24
  华池县,10361,7620,6422,126,64,32,75,98,7,181,103,18,1,8,,4,55,123,53,8,242,,84.28,3.90,11.82
  合水县,11010,8120,7058,43,86,18,59,60,6,241,97,27,3,5,5,6,43,140,50,17,156,,86.92,2.54,10.54
  正宁县,13632,8671,7237,16,223,15,118,63,10,280,85,25,10,5,1,10,54,218,65,15,221,,83.46,4.29,12.25
  宁县,30372,19503,16718,36,470,40,387,173,31,400,252,41,3,17,5,5,155,407,109,29,225,,85.72,4.78,9.50
  镇原县,32120,24259,22067,37,285,19,296,108,26,345,176,27,6,17,6,7,111,283,100,9,334,,90.96,2.63,6.41
定西市,225477,166909,141033,165,2781,387,5004,1841,230,4965,1924,404,118,219,78,218,1083,2854,897,132,2576,,84.50,4.99,10.51
  安定区,38060,26442,20271,24,618,149,872,592,96,885,436,168,47,36,10,44,172,701,270,40,1011,,76.66,6.29,17.05
  通渭县,27237,19967,16948,28,366,35,680,135,22,571,141,35,6,11,11,14,144,354,111,18,337,,84.88,5.55,9.57
  陇西县,36892,25523,18485,46,1084,50,1608,541,32,1504,614,55,16,123,23,27,300,495,166,21,333,,72.42,10.92,16.65
  渭源县,27291,20962,19478,1,110,20,286,74,17,265,111,23,1,4,1,24,50,252,77,10,158,,92.92,1.99,5.09
  临洮县,45949,34354,29164,56,396,72,1050,346,31,1027,406,62,41,39,28,90,360,645,184,30,327,,84.89,4.58,10.53
  漳县,16175,12538,11757,3,81,21,111,33,8,111,73,26,2,3,1,10,14,150,27,3,104,,93.77,1.72,4.51
  岷县,33873,27123,24930,7,126,40,397,120,24,602,143,35,5,3,4,9,43,257,62,10,306,,91.91,2.10,5.98
陇南市,215651,150292,126502,889,2254,486,4980,1811,238,3117,1488,393,64,188,68,228,929,2372,907,187,3191,,84.17,5.73,10.10
  武都区,45951,34074,27362,83,374,104,1843,597,98,994,440,148,44,73,44,86,176,574,278,69,687,,80.30,7.06,12.64
  成县,21474,15060,12159,169,460,76,345,192,25,455,143,64,3,29,4,15,106,304,114,8,389,,80.74,6.97,12.29
  文县,18658,13094,11192,62,132,119,260,196,20,241,109,28,4,3,5,33,76,213,76,12,313,,85.47,4.38,10.15
  宕昌县,22801,16444,14394,12,87,11,864,113,17,152,85,15,2,3,,10,74,201,96,17,291,,87.53,5.92,6.54
  康县,16946,13036,11126,63,265,33,425,165,16,223,131,32,2,8,8,26,42,147,59,21,244,,85.35,6.03,8.62
  西和县,31144,17823,15686,183,294,34,273,74,25,265,144,31,2,2,,2,50,295,55,15,393,,88.01,4.40,7.59
  礼县,37464,24747,21558,106,289,37,647,226,12,386,262,24,1,51,,25,323,322,102,19,357,,87.11,4.36,8.53
  徽县,16656,12887,10565,186,297,50,254,196,18,326,131,33,5,16,4,23,75,250,84,17,357,,81.98,6.11,11.91
  两当县,4557,3127,2460,25,56,22,69,52,7,75,43,18,1,3,3,8,7,66,43,9,160,,78.67,5.50,15.83
临夏回族自治州,170354,126477,99366,196,2734,595,5799,1824,216,4284,3210,344,136,94,77,124,970,1976,812,158,3562,,78.56,7.37,14.06
  临夏市,21564,12969,3490,15,975,230,1265,689,104,1873,794,182,74,49,49,38,387,652,354,100,1649,,26.91,19.16,53.93
  临夏县,29159,22925,19021,66,482,31,1224,212,18,651,644,12,11,6,2,13,147,163,66,2,154,,82.97,7.86,9.16
  康乐县,21474,17280,14619,41,180,54,803,218,15,284,272,30,4,1,2,28,37,252,94,3,343,,84.60,6.24,9.16
  永靖县,16421,12131,8916,24,572,222,509,201,22,351,266,55,44,18,16,13,101,255,102,22,422,,73.50,10.94,15.56
  广河县,17727,12831,10785,11,166,17,196,207,8,316,514,27,,2,6,9,151,91,40,6,279,,84.05,3.04,12.91
  和政县,18551,13473,10626,16,206,21,1005,149,23,347,384,15,1,13,2,14,93,211,74,19,254,,78.87,9.26,11.87
  东乡族自治县,25520,21321,20169,6,33,12,258,68,16,147,208,10,1,3,,2,22,113,18,4,231,,94.60,1.45,3.95
  积石山保安族东乡族撒拉族自治县,19938,13547,11740,17,120,8,539,80,10,315,128,13,1,2,,7,32,239,64,2,230,,86.66,5.05,8.29
甘南藏族自治州,57279,39990,31160,143,528,218,1301,546,60,1027,509,140,7,20,28,70,166,914,384,108,2661,,77.92,5.48,16.60
  合作市,7801,4400,2081,8,128,80,247,185,10,225,159,49,3,8,16,18,50,284,93,62,694,,47.30,10.52,42.18
  临潭县,11381,7726,6552,6,34,26,491,60,7,134,66,6,,2,,3,11,127,32,4,165,,84.80,7.21,7.99
  卓尼县,8682,6779,5966,2,26,5,46,30,3,59,34,9,,,,12,9,129,45,5,399,,88.01,1.17,10.83
  舟曲县,10516,7581,6171,22,57,43,349,78,9,183,77,35,3,2,1,7,28,167,70,6,273,,81.40,6.21,12.39
  迭部县,4262,2836,2414,1,17,12,20,16,4,33,11,12,1,1,,11,2,51,21,3,206,,85.12,1.76,13.12
  玛曲县,4519,3746,2871,88,57,12,37,24,9,139,52,4,,,6,3,29,34,32,5,344,,76.64,5.18,18.18
  碌曲县,2636,1877,1350,9,41,12,18,42,11,86,38,,,3,,4,14,65,24,4,156,,71.92,4.26,23.81
  夏河县,7482,5045,3755,7,168,28,93,111,7,168,72,25,,4,5,12,23,57,67,19,424,,74.43,5.87,19.70
,,,,,,,,,,,,,,,,,,,,,,,,,
青海省,411514,290469,167732,4485,15606,3214,16251,11484,1429,21796,9251,2281,1445,1349,1394,1103,3988,7398,3973,1291,14999,,57.75,13.62,28.64
西宁市,172269,113170,43973,1200,9479,1873,9150,7221,919,14663,5241,1559,1271,861,1095,625,2402,3470,2298,816,5054,,38.86,19.18,41.97
  城东区,27623,14429,117,61,1278,135,1089,2622,185,4254,1174,198,308,196,140,117,479,506,591,138,841,,0.81,17.76,81.43
  城中区,23702,13635,590,156,1212,252,1713,1119,243,2726,984,450,358,192,132,115,501,590,592,227,1483,,4.33,24.44,71.23
  城西区,19638,11531,58,75,662,465,1461,679,225,2433,849,546,272,221,602,121,273,751,415,243,1180,,0.50,23.09,76.40
  城北区,24856,14216,901,131,2597,676,1883,1095,133,3026,734,235,266,155,178,102,458,584,294,116,652,,6.34,37.19,56.47
  大通回族土族自治县,33420,25733,18125,495,2216,218,1068,593,53,843,576,54,52,33,8,67,222,494,198,44,374,,70.43,15.53,14.03
  湟中县,32681,26227,19268,162,1203,85,1468,847,47,1007,665,36,13,54,31,54,412,374,123,27,351,,73.47,11.13,15.41
  湟源县,10349,7399,4914,120,311,42,468,266,33,374,259,40,2,10,4,49,57,171,85,21,173,,66.41,12.72,20.87
海东地区,102443,75470,58410,229,2086,389,3329,1440,138,2130,2002,236,93,258,71,140,434,1673,520,77,1815,,77.39,7.99,14.61
  平安县,7649,5111,2324,30,408,63,444,280,31,353,185,48,19,159,29,62,52,181,62,19,362,,45.47,18.49,36.04
  民和回族土族自治县,25875,18827,14885,58,353,129,921,333,23,665,389,47,31,16,12,7,107,398,109,10,334,,79.06,7.76,13.18
  乐都县,19371,14024,10384,89,561,61,857,349,27,399,295,47,26,27,19,20,124,339,101,21,278,,74.04,11.18,14.77
  互助土族自治县,27132,22192,19310,20,478,80,423,201,19,318,212,56,15,45,2,34,88,422,156,10,303,,87.01,4.51,8.48
  化隆回族自治县,13750,10079,7581,28,189,37,582,147,21,258,581,28,2,5,5,14,26,186,47,10,332,,75.22,8.29,16.49
  循化撒拉族自治县,8666,5237,3926,4,97,19,102,130,17,137,340,10,,6,4,3,37,147,45,7,206,,74.97,4.24,20.79
海北藏族自治州,19360,15094,11268,183,235,111,534,284,53,464,254,71,5,20,17,86,112,371,198,67,761,,74.65,7.04,18.31
  门源回族自治县,10074,8464,7102,56,85,27,382,45,14,138,95,21,2,4,5,12,35,166,78,23,174,,83.91,6.50,9.59
  祁连县,3486,2661,1927,53,30,9,56,89,10,110,56,17,2,4,2,27,30,53,39,10,137,,72.42,5.56,22.02
  海晏县,2890,2006,869,16,103,71,61,64,25,112,43,27,1,10,10,34,30,103,70,29,328,,43.32,12.51,44.17
  刚察县,2910,1963,1370,58,17,4,35,86,4,104,60,6,,2,,13,17,49,11,5,122,,69.79,5.81,24.40
黄南藏族自治州,17661,12680,7093,5,285,72,190,97,29,567,200,61,6,7,6,47,86,287,182,56,3404,,55.94,4.35,39.71
  同仁县,6795,4567,3270,4,163,27,107,44,15,196,82,43,6,3,3,30,21,171,91,25,266,,71.60,6.59,21.81
  尖扎县,3615,2609,2063,1,38,39,51,31,11,88,70,6,,2,1,13,21,59,32,3,80,,79.07,4.94,15.98
  泽库县,4232,3354,11,,60,2,19,13,1,149,15,3,,2,2,2,21,30,33,6,2985,,0.33,2.42,97.26
  河南蒙古族自治县,3019,2150,1749,,24,4,13,9,2,134,33,9,,,,2,23,27,26,22,73,,81.35,1.91,16.74
海南藏族自治州,31556,23987,18007,95,470,347,654,411,58,1009,538,93,11,47,21,49,252,596,226,62,1041,,75.07,6.53,18.40
  共和县,9020,6748,4652,7,221,114,183,146,19,362,175,36,5,12,11,16,87,220,103,41,338,,68.94,7.78,23.28
  同德县,4499,3312,2695,1,9,14,30,32,1,138,32,10,,1,,10,41,89,23,4,182,,81.37,1.63,17.00
  贵德县,7771,5930,4224,11,135,200,315,132,18,214,172,37,6,22,2,14,75,122,43,11,177,,71.23,11.15,17.62
  兴海县,5216,4037,3132,76,48,8,65,78,16,203,83,7,,10,5,8,22,69,31,4,172,,77.58,4.88,17.54
  贵南县,5050,3960,3304,,57,11,61,23,4,92,76,3,,2,3,1,27,96,26,2,172,,83.43,3.26,13.31
果洛藏族自治州,12651,9883,7402,76,100,9,89,54,37,433,122,42,,15,19,11,71,233,117,19,1034,,74.90,2.77,22.33
  玛沁县,3399,2536,1604,76,69,1,66,31,26,193,34,30,,1,8,9,30,76,66,14,202,,63.25,8.36,28.39
  班玛县,2072,1618,1320,,6,4,9,14,5,25,15,,,,2,,17,28,14,1,158,,81.58,1.17,17.24
  甘德县,2545,2136,1687,,14,,,,,52,21,4,,7,,,8,31,13,3,296,,78.98,0.66,20.37
  达日县,2051,1593,1284,,9,,5,9,1,75,17,8,,,4,,3,37,6,,135,,80.60,0.88,18.52
  久治县,1738,1312,1006,,2,1,2,,4,54,7,,,1,1,1,5,41,16,1,170,,76.68,0.38,22.94
  玛多县,846,688,501,,,3,7,,1,34,28,,,6,4,1,8,20,2,,73,,72.82,1.45,25.73
玉树藏族自治州,21831,15434,13112,6,132,27,156,149,19,562,95,19,,7,14,2,85,219,102,20,708,,84.96,2.08,12.96
  玉树县,5948,3670,2656,5,69,12,79,96,12,206,43,18,,7,3,1,31,101,41,11,279,,72.37,4.50,23.13
  杂多县,3280,2590,2383,,11,,2,10,2,97,9,,,,2,,16,8,13,3,34,,92.01,0.50,7.49
  称多县,3771,2821,2376,,21,6,74,32,1,59,6,,,1,4,,16,48,13,2,163,,84.23,3.58,12.19
  治多县,2039,1382,1201,,6,1,1,2,,32,18,,,,,,6,29,18,1,67,,86.90,0.58,12.52
  囊谦县,5056,3588,3335,1,20,,,5,2,101,11,1,,,,1,4,11,5,,91,,92.95,0.59,6.47
  曲麻莱县,1737,1383,1161,,5,8,,4,2,67,8,,,,5,,12,22,12,3,74,,83.95,0.94,15.11
海西蒙古族藏族自治州,33743,24751,8467,2691,2819,386,2149,1828,176,1968,799,200,59,134,151,143,546,549,330,174,1182,,34.21,32.50,33.29
  格尔木市,14435,9931,2078,540,1648,154,906,1224,113,1229,372,104,48,106,95,46,359,266,156,103,384,,20.92,32.71,46.37
  德令哈市,5761,4118,1440,59,567,63,439,261,26,299,182,60,10,12,19,38,65,117,68,32,361,,34.97,27.39,37.64
  乌兰县,2949,2229,971,135,265,39,300,111,16,114,56,6,,,2,12,13,51,23,10,105,,43.56,33.15,23.28
  都兰县,5419,4152,3141,95,106,90,116,73,7,120,75,17,1,7,3,25,45,74,28,13,116,,75.65,9.80,14.55
  天峻县,2511,1915,758,569,37,15,220,38,5,93,15,7,,4,1,4,9,16,22,8,94,,39.58,43.92,16.50
  芒崖行委,1353,1230,20,799,14,10,65,52,4,70,69,,,,3,13,35,10,11,2,53,,1.63,72.20,26.18
  柴旦行委,1079,957,58,457,82,11,85,65,5,40,23,6,,3,28,4,13,11,17,6,43,,6.06,66.35,27.59
  冷湖行委,236,219,1,37,100,4,18,4,,3,7,,,2,,1,7,4,5,,26,,0.46,72.60,26.94
,,,,,,,,,,,,,,,,,,,,,,,,,
宁夏回族自治区,467146,327094,167209,8835,24297,4647,23398,14762,1827,31095,8504,3317,3190,2152,1034,1980,5441,8817,4295,1893,10400,1,51.12,18.70,30.18
银川市,153950,100799,25840,4474,9933,2127,9677,6142,1099,16776,3885,1902,2345,1168,718,656,2423,3547,1981,1162,4944,,25.64,26.00,48.36
  兴庆区,53700,34351,2790,1787,2284,939,2789,2055,520,9151,1976,1175,1169,537,261,230,969,1369,1084,659,2607,,8.12,22.70,69.17
  西夏区,26132,13888,3031,201,2754,209,1339,1225,150,1925,533,119,226,88,113,139,357,833,241,121,284,,21.82,32.42,45.75
  金凤区,21759,13736,1674,211,1170,431,1400,932,293,2667,551,412,622,274,282,182,416,649,317,273,980,,12.19,23.38,64.43
  永宁县,16045,11900,7249,31,1176,62,816,485,28,728,198,42,64,127,8,39,196,226,120,26,279,,60.92,17.52,21.56
  贺兰县,16724,12237,6305,142,1050,70,1229,711,59,1243,247,51,138,65,22,24,170,237,103,49,322,,51.52,20.36,28.12
  灵武市,19590,14687,4791,2102,1499,416,2104,734,49,1062,380,103,126,77,32,42,315,233,116,34,472,,32.62,41.68,25.70
石嘴山市,57142,37639,12379,3177,5940,1032,2356,2034,197,4227,1208,401,351,210,103,395,650,962,638,150,1229,,32.89,33.22,33.89
  大武口区,22405,13078,758,1977,2160,463,1364,829,110,2137,630,209,240,112,56,265,253,458,291,97,669,,5.80,45.60,48.60
  惠农区,14946,9549,2202,821,2544,452,423,633,49,1055,279,90,70,37,26,40,190,232,161,32,213,,23.06,44.40,32.54
  平罗县,19791,15012,9419,379,1236,117,569,572,38,1035,299,102,41,61,21,90,207,272,186,21,347,,62.74,15.33,21.93
吴忠市,90153,65761,40229,682,4019,743,4466,2832,207,4204,1329,479,209,550,66,357,1139,1581,621,220,1828,,61.17,15.07,23.76
  利通区,28231,18870,7373,329,1834,272,1793,1118,122,2185,578,257,121,451,32,178,518,502,266,122,819,,39.07,22.41,38.52
  红寺堡区,10256,7867,6294,34,111,16,527,125,5,305,111,9,4,4,,11,41,132,30,8,100,,80.01,8.75,11.25
  盐池县,10969,7914,4668,226,252,50,605,551,19,449,220,37,7,17,16,44,212,228,89,24,200,,58.98,14.32,26.70
  同心县,21220,16541,13899,13,136,30,703,325,17,445,124,40,4,16,7,55,66,306,86,20,249,,84.03,5.33,10.64
  青铜峡市,19477,14569,7995,80,1686,375,838,713,44,820,296,136,73,62,11,69,302,413,150,46,460,,54.88,20.45,24.68
固原市,89376,65655,48964,363,1306,419,3800,1460,193,2713,1151,238,83,71,130,252,567,1714,646,184,1400,1,74.58,8.97,16.45
  原州区,29865,21138,12915,80,529,268,1508,926,120,1522,563,135,71,44,87,147,357,736,353,116,661,,61.10,11.28,27.62
  西吉县,26340,20530,18008,20,196,38,444,230,17,475,152,38,2,5,17,24,47,431,109,24,253,,87.72,3.40,8.88
  隆德县,11947,8626,6185,30,280,62,876,118,30,261,157,17,6,10,7,33,84,214,74,25,157,,71.70,14.47,13.83
  泾源县,7037,4713,3308,55,141,22,468,75,10,135,145,18,1,6,12,32,17,87,42,7,132,,70.19,14.56,15.26
  彭阳县,14187,10648,8548,178,160,29,504,111,16,320,134,30,3,6,7,16,62,246,68,12,197,1,80.28,8.18,11.54
中卫市,76525,57240,39797,139,3099,326,3099,2294,131,3175,931,297,202,153,17,320,662,1013,409,177,999,,69.53,11.64,18.83
  沙坡头区,27681,20514,10887,55,2074,180,1669,1244,86,1619,547,162,81,85,15,210,392,452,213,139,404,,53.07,19.39,27.54
  中宁县,23351,17528,12386,66,867,117,916,489,27,1070,246,100,117,48,,106,151,328,120,32,342,,70.66,11.22,18.12
  海原县,25493,19198,16524,18,158,29,514,561,18,486,138,35,4,20,2,4,119,233,76,6,253,,86.07,3.75,10.18
,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,1608023,1133002,693592,15556,57523,9797,44384,41600,6277,87957,21809,8945,6989,8576,5663,5850,16468,34662,17361,5722,44249,22,61.22,11.23,27.55
乌鲁木齐市,251144,146362,9442,2660,18404,2663,13512,13542,2619,34844,8125,3330,3501,3132,2513,1423,4518,6458,4521,2313,8825,17,6.45,25.44,68.11
  天山区,55190,29109,252,108,2601,792,1837,1988,692,7226,1876,1438,711,518,541,385,900,1942,1354,935,3013,,0.87,18.34,80.80
  沙依巴克区,56150,31845,627,433,2926,494,1914,2692,744,10392,2133,616,885,653,767,432,1129,1537,1047,565,1850,9,1.97,18.11,79.92
  新市区,60229,35333,450,581,4328,563,4814,4134,681,8534,1779,596,1032,1058,788,240,948,1597,1221,375,1614,,1.27,29.11,69.61
  水磨沟区,32090,20449,369,431,2443,302,2688,1561,358,5784,1255,468,448,469,215,135,707,542,478,274,1514,8,1.80,28.68,69.52
  头屯河区,13797,8309,1316,44,2147,160,627,1644,47,757,271,45,191,256,104,27,187,205,98,39,144,,15.84,35.84,48.32
  达坂城区,3289,2209,750,340,343,39,179,104,4,113,67,6,29,11,3,19,30,38,17,26,91,,33.95,40.79,25.26
  米东区,24634,15114,3082,594,3286,303,1390,1235,88,1868,553,157,201,149,90,161,575,514,283,83,502,,20.39,36.87,42.74
  乌鲁木齐县,5765,3994,2596,129,330,10,63,184,5,170,191,4,4,18,5,24,42,83,23,16,97,,65.00,13.32,21.68
克拉玛依市,32806,22423,2401,3487,2848,722,2444,1403,253,2268,794,321,774,749,400,306,521,887,526,221,1098,,10.71,42.37,46.92
  独山子区,5778,3966,47,12,1375,201,439,269,32,346,208,59,100,153,71,99,98,166,93,43,155,,1.19,51.11,47.71
  克拉玛依区,21786,15100,1993,2370,1256,417,1817,921,186,1680,474,235,543,466,319,146,340,601,377,143,816,,13.20,38.81,47.99
  白碱滩区,4375,2783,81,1081,207,98,141,170,32,194,95,24,129,129,10,39,69,107,47,32,98,,2.91,54.87,42.22
