首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,
地    区,各年龄组人口占总人口比重（%）,,,,有65岁及以上老年人口的户数（户）,,,,人口自然变动（‰）,,,迁入人口（人）,,
,0-14岁,15-64岁,65岁及以上,"15-49岁
育龄妇女",合计,有一个老人,有二个老人,"有三个
及以上老人",出生率,死亡率,自然增长率,"本县（市）/
本市市区","本省其他县
（市）、市区",外省
  潜江市,12.98,77.65,9.37,29.41,64115,41715,21983,417,9.17,4.90,4.27,43528,16067,8203
  天门市,13.46,77.41,9.13,27.22,89450,57026,32117,307,10.31,7.08,3.23,40394,10904,6281
  神农架林区,12.23,76.90,10.86,27.68,5634,4032,1561,41,9.51,5.75,3.76,2829,2330,1132
,,,,,,,,,,,,,,
湖南省,17.62,72.61,9.77,27.70,4823191,3374368,1433017,15806,12.16,5.77,6.39,4170436,3003397,724982
长沙市,13.57,77.41,9.02,30.51,486489,347054,138061,1374,9.36,5.23,4.13,558309,1188798,231207
  芙蓉区,11.18,81.93,6.89,33.90,25694,15875,9737,82,6.66,3.28,3.38,50703,203483,39167
  天心区,9.90,82.28,7.82,33.49,27588,18410,9103,75,5.43,2.95,2.48,46924,123696,21294
  岳麓区,10.98,82.49,6.54,35.59,39328,26868,12376,84,8.13,3.40,4.73,65645,229177,44235
  开福区,10.85,80.76,8.39,31.39,35106,23844,11150,112,6.41,3.59,2.82,72775,133806,24982
  雨花区,12.07,80.83,7.10,32.95,37022,23293,13622,107,6.38,2.09,4.29,76534,198241,39114
  长沙县,12.84,78.94,8.22,29.73,63123,46989,15968,166,9.68,5.28,4.40,78621,217139,36806
  望城县,13.53,76.30,10.17,29.63,40735,29101,11537,97,11.37,7.11,4.26,25987,50837,8812
  宁乡县,17.20,70.52,12.28,26.78,111596,81607,29660,329,11.22,7.62,3.60,70844,17912,6523
  浏阳市,16.84,72.71,10.45,27.43,106297,81067,24908,322,12.94,7.54,5.40,70276,14507,10274
株洲市,15.13,75.45,9.42,28.59,275282,193951,80433,898,12.28,5.78,6.50,278920,243175,83108
  荷塘区,12.38,79.81,7.81,31.95,17596,11453,6088,55,7.42,3.96,3.46,29604,82383,22369
  芦淞区,11.94,78.70,9.37,32.38,16471,10097,6333,41,7.43,2.81,4.62,25329,51038,19971
  石峰区,11.22,78.91,9.87,28.88,20436,13290,7071,75,7.48,3.97,3.51,23648,34908,5965
  天元区,13.20,80.26,6.54,32.80,10280,6661,3590,29,9.21,2.47,6.74,26458,44095,8443
  株洲县,14.54,73.58,11.88,26.81,34725,24674,9912,139,13.49,7.13,6.36,11052,3149,1169
  攸县,17.00,72.68,10.32,26.38,54021,37935,15918,168,14.11,7.91,6.20,45027,7905,4525
  茶陵县,18.53,73.61,7.85,28.04,34839,25462,9327,50,16.57,5.72,10.85,31968,2918,2877
  炎陵县,15.36,75.97,8.67,26.90,13618,10076,3500,42,11.47,4.74,6.73,15353,10462,10798
  醴陵市,15.21,74.86,9.93,28.49,73296,54303,18694,299,13.02,6.59,6.43,70481,6317,6991
湘潭市,14.35,74.57,11.08,28.12,229862,162404,66774,684,10.67,6.58,4.09,270761,146101,35103
  雨湖区,10.64,80.47,8.89,31.71,32862,21813,10947,102,7.94,4.38,3.56,81620,66256,17944
  岳塘区,11.01,79.73,9.26,29.59,30194,19767,10335,92,6.03,4.11,1.92,71479,54244,9706
  湘潭县,15.48,72.38,12.14,26.72,84595,61288,23059,248,11.93,8.10,3.83,63099,16014,3516
  湘乡市,17.23,70.61,12.16,26.72,74013,53734,20061,218,13.59,7.46,6.13,50134,7435,2940
  韶山市,15.31,72.16,12.53,27.09,8198,5802,2372,24,11.04,8.36,2.68,4429,2152,997
衡阳市,20.43,70.65,8.92,26.66,485985,353458,131096,1431,12.72,6.21,6.51,421204,278233,50381
  珠晖区,14.07,76.73,9.20,29.32,22576,15621,6914,41,8.83,4.61,4.22,27795,57305,8080
  雁峰区,13.31,78.50,8.19,30.42,12967,9011,3920,36,7.36,4.80,2.56,22217,46675,5552
  石鼓区,14.23,77.39,8.38,29.91,14737,10425,4281,31,8.23,3.85,4.38,19461,34549,4579
  蒸湘区,14.33,79.68,5.98,31.68,13362,8967,4378,17,7.92,2.79,5.13,21326,83793,11116
  南岳区,18.73,73.45,7.81,28.91,3498,2452,1039,7,9.84,5.22,4.62,3753,10110,607
  衡阳县,20.85,69.99,9.17,26.50,79115,59323,19607,185,12.13,6.21,5.92,38612,3379,3069
  衡南县,20.50,70.83,8.67,26.18,64294,48674,15454,166,12.60,6.61,5.99,24605,10048,5057
  衡山县,19.96,70.48,9.56,26.36,28225,20345,7802,78,15.06,6.85,8.21,12086,3659,1192
  衡东县,21.39,69.13,9.49,26.07,45819,33145,12544,130,14.75,5.88,8.87,23781,8400,1188
  祁东县,21.52,68.51,9.98,25.87,74032,51748,22003,281,13.22,5.92,7.30,50896,3778,3223
  耒阳市,23.18,68.39,8.42,25.41,74013,53589,20169,255,16.31,8.09,8.22,140757,14130,5331
  常宁巿,22.68,68.41,8.91,25.75,53347,40158,12985,204,11.48,6.37,5.11,35915,2407,1387
邵阳市,21.39,68.76,9.85,26.19,524171,363241,159433,1497,14.47,6.32,8.15,250810,93380,21745
  双清区,17.54,73.35,9.11,27.61,20526,14073,6386,67,10.44,4.73,5.71,35132,21840,2157
  大祥区,17.53,73.48,8.99,29.58,22489,14797,7624,68,11.26,4.76,6.50,31193,22642,3674
  北塔区,18.72,73.76,7.52,29.97,5852,4126,1702,24,12.71,4.80,7.91,5335,16192,866
  邵东县,22.46,65.96,11.58,24.11,78329,54726,23385,218,13.28,7.97,5.31,41237,9036,2500
  新邵县,21.91,68.31,9.78,26.17,54767,39150,15463,154,13.07,5.52,7.55,11820,3380,1705
  邵阳县,22.47,67.98,9.55,25.85,65998,45256,20548,194,15.05,6.46,8.59,21110,3089,2084
  隆回县,22.83,67.79,9.38,25.75,77842,53928,23747,167,15.84,6.62,9.22,20661,4018,2168
  洞口县,21.31,68.28,10.41,25.75,60306,41557,18578,171,15.28,5.75,9.53,12134,2640,1501
  绥宁县,19.40,71.35,9.25,27.91,24637,17496,7065,76,15.20,6.89,8.31,19199,2614,1084
  新宁县,19.34,70.65,10.01,26.73,42254,28972,13170,112,15.79,5.45,10.34,13087,2261,1339
  城步苗族自治县,19.74,71.93,8.34,27.70,16060,11577,4455,28,17.26,6.27,10.99,6509,1119,693
  武冈市,23.01,66.96,10.02,25.80,55111,37583,17310,218,14.83,7.05,7.78,33393,4549,1974
岳阳市,16.02,74.86,9.12,28.75,363653,250377,111725,1551,10.66,5.46,5.20,376754,124180,52381
  岳阳楼区,14.37,79.01,6.63,32.86,38214,24551,13540,123,7.61,3.25,4.36,146614,85122,29976
  云溪区,14.76,76.71,8.53,28.83,10255,6727,3500,28,9.24,4.41,4.83,12056,7378,2926
  君山区,14.62,75.39,9.99,28.13,16962,10848,6018,96,9.32,4.70,4.62,4722,3001,2950
  岳阳县,15.51,76.36,8.14,27.22,43071,29880,13028,163,11.96,4.94,7.02,74396,8989,2662
  华容县,13.59,76.26,10.14,29.38,49737,32390,17088,259,9.62,5.22,4.40,29111,2842,2398
  湘阴县,16.10,73.43,10.48,29.00,50587,35556,14796,235,10.43,5.56,4.87,16898,4574,1773
  平江县,19.54,70.50,9.96,26.49,72257,51960,20007,290,13.30,7.08,6.22,33879,4455,3658
  汩罗市,15.52,74.47,10.00,28.20,52132,38074,13850,208,11.21,7.00,4.21,25077,4934,3301
  临湘市,17.89,73.84,8.27,28.36,30438,20391,9898,149,10.95,5.56,5.39,34001,2885,2737
常德市,13.23,75.34,11.43,28.13,475455,319514,153881,2060,9.00,5.51,3.49,365409,151820,32774
  武陵区,11.33,80.27,8.40,32.81,37035,24469,12399,167,6.62,3.18,3.44,92195,91701,12245
  鼎城区,11.62,76.29,12.09,28.75,72778,48560,23905,313,8.01,5.82,2.19,52902,25551,6167
  安乡县,12.01,76.35,11.64,28.81,40454,25420,14819,215,7.28,4.05,3.23,22264,1971,1398
  汉寿县,15.81,73.46,10.74,28.58,63382,42443,20710,229,11.19,5.92,5.27,33085,3714,2085
  澧县,14.07,74.58,11.35,27.43,68793,46387,22084,322,9.63,5.46,4.17,60433,6403,3301
  临澧县,13.50,75.21,11.29,27.60,33342,22553,10665,124,10.30,5.88,4.42,20984,4626,1593
  桃源县,13.74,73.12,13.14,25.93,85128,58985,25801,342,10.20,7.56,2.64,39879,6462,2402
  石门县,13.84,73.97,12.19,26.41,54501,37361,16914,226,8.71,6.08,2.63,32988,5374,2688
  津市市,11.30,77.30,11.39,26.30,20042,13336,6584,122,7.25,3.29,3.96,10679,6018,895
张家界市,17.74,71.10,11.16,26.36,121636,82035,39159,442,11.49,5.95,5.54,101203,35280,10943
  永定区,18.27,72.38,9.35,27.87,30313,20520,9689,104,10.87,4.24,6.63,52134,21921,6604
  武陵源区,18.73,72.94,8.33,29.64,3225,2202,1012,11,11.53,4.74,6.79,3432,7681,969
  慈利县,15.39,72.54,12.07,26.10,54122,36168,17768,186,9.74,6.85,2.89,28059,2928,1459
  桑植县,20.71,67.08,12.20,24.55,33976,23145,10690,141,14.98,6.69,8.29,17578,2750,1911
益阳市,14.93,73.85,11.22,28.56,354608,238509,114575,1524,11.55,6.00,5.55,213100,72542,21075
  资阳区,14.34,74.97,10.68,29.32,32425,21559,10723,143,11.23,4.98,6.25,32058,14433,1807
  赫山区,14.29,74.81,10.91,29.21,67128,44609,22224,295,10.51,5.72,4.79,66693,35713,6853
  南县,13.25,75.43,11.31,29.29,58358,37284,20762,312,9.50,6.14,3.36,24679,10136,5946
  桃江县,16.35,71.85,11.80,27.35,65950,45360,20295,295,12.53,5.68,6.85,21403,3018,1893
  安化县,17.12,71.92,10.95,27.67,75039,53143,21634,262,13.56,7.13,6.43,16410,3118,1764
  沅江市,13.35,75.14,11.52,29.05,55708,36554,18937,217,11.47,5.69,5.78,51857,6124,2812
郴州市,21.91,69.94,8.14,26.81,287083,205839,80719,525,15.26,4.81,10.45,328702,198923,59783
  北湖区,19.44,73.76,6.80,29.10,21463,14723,6702,38,12.36,3.02,9.34,59970,101725,11139
  苏仙区,16.46,75.50,8.04,29.93,24768,17749,6972,47,13.05,5.11,7.94,39450,55033,7171
  桂阳县,23.95,67.83,8.21,25.44,43683,30938,12661,84,16.74,5.51,11.23,56563,8168,3215
  宜章县,24.23,68.30,7.48,26.89,32835,22812,9951,72,17.69,4.17,13.52,42399,7946,5923
  永兴县,22.74,68.75,8.51,26.02,38584,28740,9798,46,13.56,4.22,9.34,22426,2301,1397
  嘉禾县,27.18,63.33,9.48,23.96,21317,14622,6665,30,16.44,6.03,10.41,6268,2300,1032
  临武县,26.80,65.34,7.86,25.55,20092,14385,5658,49,19.40,3.69,15.71,19986,2276,922
  汝城县,22.61,68.36,9.03,25.59,23497,17375,6081,41,17.77,5.72,12.05,16498,2334,2581
  桂东县,16.15,76.12,7.73,28.79,13387,9757,3580,50,10.00,4.61,5.39,12273,4832,23173
  安仁县,21.02,71.70,7.27,27.36,21726,15927,5766,33,15.55,4.76,10.79,8094,1174,793
  资兴市,16.53,73.64,9.84,27.26,25731,18811,6885,35,12.70,6.63,6.07,44775,10834,2437
永州市,20.76,69.82,9.41,26.34,375215,268564,105781,870,13.41,5.66,7.75,295993,80038,23441
  零陵区,17.79,72.56,9.65,27.96,39907,28671,11131,105,14.39,6.43,7.96,42896,18479,4588
  冷水滩区,17.44,73.40,9.16,28.65,33630,23330,10201,99,9.78,4.69,5.09,67885,37179,5712
  祁阳县,20.23,69.03,10.73,26.07,69470,50154,19136,180,14.11,6.01,8.10,39491,4981,3306
  东安县,18.42,71.84,9.74,26.55,41264,29961,11215,88,13.27,5.37,7.90,17820,3391,907
  双牌县,18.01,72.77,9.22,27.43,11597,8400,3166,31,11.91,4.53,7.38,14324,3039,1814
  道县,23.95,67.60,8.46,24.87,39299,28109,11104,86,11.94,6.12,5.82,25113,2887,791
  江永县,20.97,70.21,8.82,26.23,15692,11072,4584,36,16.08,5.73,10.35,3469,1017,837
  宁远县,21.66,69.18,9.16,26.07,49451,34993,14366,92,10.95,4.98,5.97,33889,3191,2038
  蓝山县,24.48,66.82,8.70,25.58,21718,15082,6584,52,15.82,5.63,10.19,15962,2539,2042
  新田县,22.86,68.12,9.02,25.57,22810,16065,6705,40,14.43,5.33,9.10,24134,1703,444
  江华瑶族自治县,22.91,67.73,9.36,25.22,30377,22727,7589,61,17.90,6.65,11.25,11010,1632,962
怀化市,17.10,72.44,10.46,27.11,372033,255660,115062,1311,12.32,5.30,7.02,312116,167129,69115
  鹤城区,15.34,77.87,6.80,31.74,27149,17694,9335,120,8.38,1.30,7.08,77752,113407,49249
  中方县,16.66,72.06,11.28,26.53,19671,13112,6496,63,14.32,5.84,8.48,5298,5369,1142
  沅陵县,16.88,71.54,11.58,26.47,50283,34031,16041,211,11.51,5.57,5.94,25648,5609,2051
  辰溪县,16.23,72.63,11.14,26.57,37466,25316,11996,154,12.29,5.59,6.70,35381,4517,1393
  溆浦县,18.93,69.88,11.19,25.58,62017,42288,19507,222,13.94,5.69,8.25,33983,5382,2190
  会同县,17.52,72.12,10.36,27.04,25335,17982,7296,57,14.05,6.33,7.72,13158,2556,1691
  麻阳苗族自治县,18.49,71.32,10.19,26.69,26038,17908,8019,111,13.28,5.41,7.87,16954,2107,1337
  新晃侗族自治县,16.71,71.44,11.85,25.42,22151,15927,6123,101,12.72,7.20,5.52,10782,1365,1389
  芷江侗族自治县,18.39,71.02,10.59,26.47,27356,19290,8000,66,11.51,5.81,5.70,21174,5177,1555
  靖州苗族侗族自治县,17.56,73.64,8.80,27.99,16452,11509,4912,31,15.33,5.33,10.00,15421,5274,2662
  通道侗族自治县,19.08,71.23,9.70,26.34,15737,11646,4043,48,14.85,3.96,10.89,10188,3107,1622
  洪江市,14.55,73.65,11.81,27.21,42378,28957,13294,127,10.25,6.87,3.38,46377,13259,2834
娄底市,19.20,70.86,9.94,27.44,285817,203847,81049,921,13.81,6.63,7.18,232546,152056,18916
  娄星区,16.92,75.44,7.64,30.75,28347,19232,9051,64,10.69,4.07,6.62,58072,99189,8649
  双峰县,18.19,71.42,10.38,27.37,67842,50262,17387,193,13.59,7.15,6.44,28557,5520,2720
  新化县,20.28,69.33,10.39,26.76,88825,63997,24522,306,15.57,6.99,8.58,56264,7304,2733
  冷水江市,18.48,72.79,8.74,28.16,21705,15166,6485,54,11.98,5.05,6.93,45962,31323,2133
  涟源市,20.24,69.16,10.60,26.38,79098,55190,23604,304,14.20,7.56,6.64,43691,8720,2681
湘西土家族苗族自治州,20.01,70.33,9.66,27.18,185902,129915,55269,718,14.17,5.95,8.22,164609,71742,15010
  吉首市,16.21,74.84,8.95,30.32,20225,13915,6251,59,10.65,3.43,7.22,33367,47690,5209
  泸溪县,20.24,70.13,9.63,27.06,19877,13779,6018,80,12.73,5.95,6.78,15902,2925,491
  凤凰县,19.74,70.75,9.51,26.61,25036,17444,7503,89,14.04,6.58,7.46,21677,5009,2340
  花垣县,21.41,69.42,9.17,27.19,20005,13943,5977,85,14.91,4.77,10.14,16853,7100,2354
  保靖县,18.93,70.72,10.35,26.73,21459,15166,6219,74,13.54,5.63,7.91,13684,2651,1004
  古丈县,17.90,71.80,10.30,27.74,9933,6963,2937,33,13.89,5.03,8.86,8503,1798,505
  永顺县,22.12,67.32,10.56,25.63,34215,23805,10254,156,16.37,7.14,9.23,29043,2954,1361
  龙山县,20.88,69.93,9.19,27.18,35152,24900,10110,142,15.28,7.11,8.17,25580,1615,1746
,,,,,,,,,,,,,,
广东省,16.87,76.33,6.79,30.97,5377567,3893992,1461232,22343,10.41,4.26,6.15,5416212,9892650,21497787
广州市,11.47,81.86,6.67,32.75,631361,440553,188812,1996,7.74,3.63,4.11,729256,2415676,3002516
  荔湾区,10.15,79.37,10.49,29.35,70997,51191,19593,213,5.88,6.59,-0.71,83960,183336,136950
  越秀区,10.55,77.97,11.48,29.85,98374,65849,32137,388,6.45,6.49,-0.04,70742,150866,131332
  海珠区,10.13,81.12,8.75,31.29,102431,71019,31143,269,5.77,3.69,2.08,148875,348239,291930
  天河区,10.57,84.54,4.89,35.03,50434,31929,18326,179,7.09,1.68,5.41,81899,410454,331613
  白云区,10.49,84.88,4.63,33.90,75142,52644,22243,255,8.40,2.45,5.95,79236,648360,764803
  黄埔区,12.04,83.04,4.92,32.18,16450,11100,5308,42,6.81,1.98,4.83,14991,101060,168322
  番禺区,12.05,82.81,5.14,35.02,68110,48400,19512,198,8.54,2.87,5.67,83119,263294,514085
  花都区,12.06,81.74,6.20,33.32,43667,32280,11261,126,8.99,3.82,5.17,39795,86084,218901
  南沙区,12.02,82.16,5.82,31.03,11520,8204,3282,34,9.29,3.57,5.72,8810,32171,82760
  萝岗区,10.63,85.60,3.77,35.47,10397,7417,2946,34,8.72,2.26,6.46,4403,60418,146743
  增城市,14.29,79.19,6.53,31.95,50593,35861,14544,188,9.11,4.34,4.77,71711,78341,187463
  从化巿,16.77,76.09,7.14,30.88,33246,24659,8517,70,10.07,5.36,4.71,41715,53053,27614
韶关市,18.48,71.43,10.09,27.20,218970,160982,57322,666,13.55,5.86,7.69,234756,180492,122389
  武江区,15.92,75.66,8.42,31.04,18720,12922,5729,69,10.38,3.34,7.04,23631,50353,22526
  浈江区,13.60,76.86,9.54,27.80,27717,19175,8461,81,7.88,4.39,3.49,32484,64927,35266
  曲江区,16.95,73.45,9.60,27.92,22343,16418,5841,84,12.82,4.92,7.90,20702,24375,14957
  始兴县,19.41,69.89,10.70,27.58,17476,13961,3473,42,15.13,7.65,7.48,16124,2613,4175
  仁化县,18.95,70.39,10.66,26.66,15655,11328,4278,49,16.42,6.12,10.30,10154,14365,8820
  翁源县,18.89,70.91,10.20,28.31,26275,19928,6277,70,14.76,6.97,7.79,24335,4366,4025
  乳源瑶族自治县,19.80,70.55,9.65,27.09,13279,9801,3437,41,15.59,6.08,9.51,19367,4498,5427
  新丰县,20.95,68.80,10.25,26.77,16704,12687,3955,62,13.99,6.61,7.38,19600,2615,3501
  乐昌市,20.26,69.58,10.16,24.86,30655,21808,8768,79,15.27,5.85,9.42,29388,9094,17407
  南雄市,22.46,65.56,11.98,24.39,30146,22954,7103,89,16.61,7.91,8.70,38971,3286,6285
深圳市,9.90,88.31,1.79,37.91,136551,96294,39878,379,9.05,0.85,8.20,236683,2482178,5796097
  罗湖区,11.91,85.07,3.02,38.59,20492,13740,6700,52,8.10,1.13,6.97,13628,296951,385978
  福田区,11.88,84.76,3.36,36.94,31361,19623,11604,134,7.98,0.98,7.00,68014,305352,467926
  南山区,11.57,86.16,2.28,36.69,17945,11587,6313,45,8.98,0.91,8.07,63623,214303,428112
  宝安区,7.58,91.40,1.02,38.79,34410,26503,7830,77,8.68,0.78,7.90,50253,967203,3077110
  龙岗区,11.56,86.78,1.66,37.14,29170,22537,6572,61,10.90,0.76,10.14,36775,631339,1331941
  盐田区,11.13,86.87,2.00,36.74,3173,2304,859,10,7.56,0.97,6.59,4390,67030,105030
珠海市,13.57,81.43,5.01,33.92,58328,40737,17415,176,7.27,2.10,5.17,145453,226084,357688
  香洲区,14.09,81.43,4.48,35.02,29310,19698,9503,109,7.15,1.25,5.90,93633,139327,210140
  斗门区,14.00,79.35,6.65,31.62,21014,15304,5662,48,8.68,4.09,4.59,35330,34773,68554
  金湾区,11.02,84.82,4.16,33.81,8004,5735,2250,19,5.34,1.82,3.52,16490,51984,78994
汕头市,22.19,70.80,7.02,28.62,300369,231698,67478,1193,10.78,5.00,5.78,252845,194730,321424
  龙湖区,18.49,75.66,5.85,31.37,24834,18545,6201,88,9.56,3.77,5.79,25225,86832,66410
  金平区,15.95,74.66,9.38,28.75,59471,43472,15820,179,8.15,6.17,1.98,94655,63704,38580
  濠江区,23.23,69.89,6.88,29.54,14740,11313,3372,55,13.78,5.32,8.46,5160,12705,6282
  潮阳区,25.65,68.12,6.24,28.10,80498,63239,16926,333,11.40,4.91,6.49,47285,11465,65794
  潮南区,26.71,67.43,5.86,27.96,59205,46438,12474,293,11.91,4.28,7.63,22564,9546,83330
  澄海区,16.88,74.48,8.63,28.62,56664,45076,11362,226,10.14,5.66,4.48,56534,9533,59534
  南澳县,14.80,74.66,10.54,26.24,4957,3615,1323,19,11.09,7.94,3.15,1422,945,1494
佛山市,11.88,82.87,5.25,32.59,285394,205950,78631,813,6.88,2.87,4.01,290243,1077311,2502819
  禅城区,11.44,82.42,6.15,33.72,49168,32865,16102,201,6.25,2.54,3.71,60159,242380,290431
  南海区,11.31,83.92,4.77,32.80,92828,66651,25952,225,7.40,2.40,5.00,76617,471660,951755
  顺德区,12.07,83.24,4.68,32.75,89884,68071,21552,261,6.13,2.70,3.43,73916,261033,989079
  三水区,13.15,79.95,6.90,30.04,32049,23035,8946,68,8.15,5.06,3.09,42315,76662,170448
  高明区,13.53,79.68,6.79,31.11,21465,15328,6079,58,7.81,4.39,3.42,37236,25576,101106
江门市,14.29,76.63,9.08,29.54,313878,236378,76643,857,9.04,6.44,2.60,351902,243118,515548
  蓬江区,14.48,78.76,6.76,31.43,36757,26078,10559,120,9.92,3.68,6.24,57873,97978,162644
  江海区,14.07,79.74,6.19,32.40,11996,8655,3299,42,7.90,3.52,4.38,5842,45920,57555
  新会区,14.00,76.60,9.41,28.67,60549,44596,15833,120,9.56,6.46,3.10,69551,22753,84634
  台山市,13.61,75.50,10.90,28.50,82069,64423,17420,226,8.89,8.18,0.71,66934,10276,33118
  开平市,15.60,74.66,9.75,28.75,53820,41288,12411,121,8.57,7.65,0.92,94403,32793,57710
  鹤山市,13.61,78.18,8.21,30.48,31258,23120,8037,101,8.82,5.69,3.13,33207,22960,109079
  恩平市,14.81,75.35,9.85,28.93,37429,28218,9084,127,8.67,7.65,1.02,24092,10438,10808
湛江市,22.99,68.19,8.82,27.14,449750,296408,151151,2191,14.16,5.12,9.04,432136,235825,73818
  赤坎区,16.06,75.69,8.25,31.68,18616,12594,5969,53,8.22,3.56,4.66,47470,69013,10448
  霞山区,16.61,74.86,8.53,29.68,30823,20464,10288,71,8.23,3.38,4.85,87308,89057,19655
  坡头区,18.92,72.08,9.01,28.45,22165,15077,7012,76,13.08,4.97,8.11,7396,4419,3977
  麻章区,20.77,71.51,7.71,29.03,27475,18434,8890,151,14.05,4.31,9.74,11946,37410,5326
  遂溪县,22.88,67.23,9.89,26.57,61934,39070,22499,365,14.32,5.05,9.27,39982,8152,3427
  徐闻县,21.30,70.03,8.67,27.75,44585,28991,15423,171,15.47,5.61,9.86,48940,7324,8412
  廉江市,24.56,65.81,9.63,25.41,102467,68576,33271,620,15.78,5.27,10.51,78594,11066,9822
  雷州市,26.46,65.52,8.03,26.40,82603,53488,28805,310,14.85,5.52,9.33,78656,4277,5463
  吴川市,24.84,66.41,8.75,26.81,59082,39714,18994,374,14.94,5.88,9.06,31844,5107,7288
茂名市,25.86,64.68,9.46,25.94,405485,276153,126831,2501,14.05,5.08,8.97,297544,64688,41997
  茂南区,20.54,71.53,7.92,28.65,48199,32741,15253,205,11.25,3.25,8.00,88051,34982,14428
  茂港区,24.35,67.02,8.63,27.12,25347,16993,8213,141,13.18,5.01,8.17,6154,2775,2096
  电白县,25.43,66.08,8.49,26.34,75548,50542,24467,539,13.14,4.79,8.35,41351,7817,4924
  高州市,24.97,64.27,10.77,25.42,102369,70486,31285,598,15.27,5.67,9.60,72401,12102,12408
  化州市,28.61,61.58,9.81,24.55,84866,58163,26175,528,14.96,5.80,9.16,40667,2198,4662
  信宜市,29.55,60.23,10.23,24.97,69156,47228,21438,490,15.28,5.38,9.90,48920,4814,3479
肇庆市,21.05,69.87,9.08,27.26,272690,203504,68089,1097,12.74,6.36,6.38,203338,178974,205763
  端州区,14.31,77.86,7.83,32.10,28140,19361,8672,107,8.63,3.18,5.45,52822,101048,37645
  鼎湖区,14.38,76.67,8.95,29.38,11085,8350,2702,33,11.89,6.01,5.88,8993,16434,14344
  广宁县,20.71,68.22,11.07,25.06,36752,28391,8256,105,15.81,9.51,6.30,17672,3585,2823
  怀集县,30.63,61.35,8.02,25.82,49623,37906,11397,320,16.15,6.49,9.66,11796,4004,3214
  封开县,25.74,63.22,11.04,24.31,34253,25168,8935,150,13.31,6.73,6.58,10572,2049,2322
  德庆县,23.30,66.78,9.91,25.22,25959,18962,6887,110,14.18,6.74,7.44,13472,4018,2664
  高要市,17.23,73.54,9.23,27.98,52583,38909,13507,167,11.63,6.34,5.29,9478,11922,50470
  四会市,15.37,76.54,8.08,28.68,34295,26457,7733,105,9.35,6.17,3.18,78533,35914,92281
惠州市,17.43,76.66,5.91,31.61,210683,155182,54619,882,9.17,3.73,5.44,386652,499232,1171722
  惠城区,16.09,79.24,4.67,34.03,56587,41274,15109,204,9.22,2.78,6.44,137105,267124,491984
  惠阳区,14.30,81.42,4.28,33.09,25664,19326,6227,111,8.45,2.89,5.56,46087,121493,301625
  博罗县,18.30,74.73,6.97,29.78,55420,40275,14950,195,9.73,4.53,5.20,58522,58994,241578
  惠东县,20.43,72.55,7.02,29.66,49833,36797,12715,321,8.35,4.45,3.90,125873,43950,124537
  龙门县,20.37,70.17,9.46,27.35,23179,17510,5618,51,11.27,5.90,5.37,19065,7671,11998
梅州市,20.56,69.10,10.35,27.55,330538,248301,80673,1564,13.40,6.98,6.42,295638,129948,43079
  梅江区,15.01,75.54,9.45,29.50,25521,18807,6595,119,8.61,4.28,4.33,59999,75919,14577
  梅县,16.25,71.81,11.94,27.89,50591,39046,11382,163,11.94,7.20,4.74,48494,33964,9500
  大埔县,21.24,66.20,12.57,24.84,35980,27579,8255,146,15.54,8.92,6.62,23627,2850,2591
  丰顺县,23.46,65.74,10.80,25.86,39469,28558,10711,200,16.54,7.29,9.25,21721,2727,3620
  五华县,26.47,64.99,8.55,27.25,64786,47618,16710,458,13.57,6.61,6.96,20848,2552,1268
  平远县,17.97,70.77,11.26,28.23,19041,13895,5069,77,13.26,7.10,6.16,18352,2853,3675
  蕉岭县,15.89,72.04,12.07,27.75,19213,14624,4516,73,12.49,7.89,4.60,22500,3277,3212
  兴宁市,18.70,71.23,10.07,28.60,75937,58174,17435,328,13.79,7.18,6.61,80097,5806,4636
汕尾市,24.46,68.59,6.94,28.69,159146,117817,40420,909,11.51,4.75,6.76,159329,36576,60613
  城区,18.95,74.83,6.22,31.25,24369,18437,5835,97,10.22,4.81,5.41,41590,16877,18600
  海丰县,19.57,72.80,7.63,30.16,47909,36629,10998,282,11.38,5.41,5.97,79471,13196,36554
  陆河县,27.33,64.71,7.96,27.55,18328,14086,4139,103,10.89,4.47,6.42,17256,2319,1937
  陆丰市,28.70,64.70,6.59,27.14,68540,48665,19448,427,12.18,4.39,7.79,21012,4184,3522
河源市,23.99,66.43,9.58,27.41,212500,155630,55704,1166,16.10,5.48,10.62,156887,131796,79976
  源城区,18.07,75.99,5.94,32.66,20753,15191,5475,87,10.36,3.69,6.67,34562,106324,49722
  紫金县,26.82,63.28,9.90,26.41,47889,35204,12358,327,16.29,5.13,11.16,27387,4678,5583
