首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位：人
地    区,0岁,,1-4岁,1-4岁,5-9岁,1-4岁,10-14岁,1-4岁,15-19岁,1-4岁,20-24岁,1-4岁,25-29岁,1-4岁,30-34岁,1-4岁,35-39岁,1-4岁,40-44岁,1-4岁,45-49岁,1-4岁,50-54岁,1-4岁,55-59岁,1-4岁,60-64岁,1-4岁,65-69岁,1-4岁,70-74岁,1-4岁,75-79岁,1-4岁,80-84岁,1-4岁,85岁及以上,1-4岁
,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女
  化隆回族自治县,2098,1878,8490,7995,9307,9218,8812,8735,8601,9070,7802,8761,7826,8265,8510,8328,8494,7995,8502,7972,6604,6009,3700,3483,4002,4020,3342,3312,2699,2614,1734,1766,977,995,434,490,189,288
  循化撒拉族自治县,1256,1137,5631,4902,5565,5141,5052,4819,5914,5874,5562,5830,5208,5359,5260,5251,4948,4767,4369,4391,3346,3225,2213,2236,2331,2264,1949,2064,1514,1561,1103,1181,679,738,306,430,179,259
海北藏族自治州,1793,1686,6752,6288,10105,9877,11885,11765,12507,12348,11724,10891,10822,10044,13155,12348,15072,13623,14356,12590,11372,9657,5930,5163,5308,5027,3810,3747,2905,2900,2012,2099,1172,1196,467,493,169,246
  门源回族自治县,954,897,3584,3345,5598,5390,6964,6702,6728,6411,6197,5972,5192,4873,6389,6172,7775,6907,7596,6864,6385,5537,3519,3114,3199,3003,2326,2309,1777,1706,1199,1148,695,598,272,234,90,89
  祁连县,321,284,1164,1129,1650,1650,1866,1991,2217,2125,2004,1852,2101,1952,2565,2316,2638,2486,2378,2022,1640,1444,899,782,800,804,589,575,437,483,331,336,156,210,84,117,29,46
  海晏县,203,159,791,716,1267,1284,1487,1451,1661,2066,1370,1278,1493,1338,1928,1935,2319,2226,2246,2029,1779,1452,822,698,684,630,434,426,335,354,195,290,150,153,53,45,10,31
  刚察县,315,346,1213,1098,1590,1553,1568,1621,1901,1746,2153,1789,2036,1881,2273,1925,2340,2004,2136,1675,1568,1224,690,569,625,590,461,437,356,357,287,325,171,235,58,97,40,80
黄南藏族自治州,2064,1960,8254,7950,11012,10609,12602,12620,13454,12547,11646,11401,11579,11722,12004,11519,12170,11169,10822,9893,7679,6700,3442,3125,3491,3513,3329,3453,2691,2677,1867,2360,1218,1676,592,984,278,644
  同仁县,673,633,2850,2634,3654,3518,3818,3878,4949,4476,4311,3964,4194,4081,4509,4343,4562,4269,4223,3768,2837,2441,1351,1202,1366,1448,1325,1305,1024,1082,728,981,491,687,229,409,113,275
  尖扎县,443,399,1463,1463,2060,2013,2937,3134,3076,2825,2018,2022,2120,2208,2611,2522,2667,2581,2590,2434,1848,1604,886,860,843,817,728,805,623,638,434,517,270,361,146,189,62,108
  泽库县,627,612,2864,2698,3732,3704,3986,3847,3538,3496,3355,3527,3359,3443,2924,2820,2860,2569,2335,2105,1778,1610,654,533,722,704,729,774,644,587,428,545,301,394,132,240,70,170
  河南蒙古族自治县,321,316,1077,1155,1566,1374,1861,1761,1891,1750,1962,1888,1906,1990,1960,1834,2081,1750,1674,1586,1216,1045,551,530,560,544,547,569,400,370,277,317,156,234,85,146,33,91
海南藏族自治州,3555,3336,14327,13354,17851,17158,20177,19504,20301,19183,19850,19785,19306,18742,20691,19436,22678,20558,20348,18490,14577,13045,8108,7238,7728,7364,5898,5892,4315,4620,3242,3704,1882,2384,808,1253,323,680
  共和县,891,820,3506,3182,4439,4333,5238,5221,6300,5866,5730,5707,5271,5174,5789,5464,6345,5963,6075,5666,4596,4024,2519,2175,2014,1974,1373,1451,1011,1234,857,1003,447,580,204,304,70,150
  同德县,582,543,2184,2048,2852,2807,3345,3093,2991,2833,3281,3163,3356,3147,3451,3077,3277,2819,2552,2134,1573,1371,829,790,926,833,733,734,509,574,383,493,266,347,100,211,55,107
  贵德县,646,629,3003,2899,3669,3462,4136,4153,3923,3830,3506,3573,3784,3551,4089,3895,5342,5007,5352,4910,3985,3839,2690,2313,2654,2408,1914,1823,1334,1377,973,1082,547,716,234,299,68,156
  兴海县,744,701,2920,2668,3501,3315,3969,3694,3594,3304,3939,3803,3638,3511,3618,3378,3723,3158,3106,2719,2169,1790,1056,963,993,959,845,832,613,588,471,505,321,367,135,207,72,136
  贵南县,692,643,2714,2557,3390,3241,3489,3343,3493,3350,3394,3539,3257,3359,3744,3622,3991,3611,3263,3061,2254,2021,1014,997,1141,1190,1033,1052,848,847,558,621,301,374,135,232,58,131
果洛藏族自治州,1423,1361,6650,6520,8890,8739,9056,8488,8964,7756,9221,8087,8578,7922,9090,8173,9311,7624,7895,6175,5383,4197,2472,2025,2456,2274,2138,2009,1573,1642,1138,1382,659,931,339,585,149,407
  玛沁县,382,353,1819,1668,2308,2240,2401,2228,2641,2270,2833,2074,2594,2324,2731,2419,2816,2311,2429,1871,1669,1255,768,602,662,539,492,472,370,375,259,321,149,235,76,155,40,94
  班玛县,237,231,914,867,1375,1306,1385,1262,1225,1049,1260,1226,1234,1257,1299,1259,1381,1185,1142,850,803,611,355,290,423,394,364,321,298,316,223,262,126,145,63,112,31,104
  甘德县,282,252,1285,1272,1845,1764,1936,1691,1847,1572,1831,1624,1589,1470,1579,1426,1648,1320,1343,1160,1009,797,405,359,449,410,410,409,317,326,259,295,134,203,80,114,34,94
  达日县,198,217,1422,1394,1499,1563,1437,1446,1565,1315,1490,1418,1416,1244,1451,1371,1505,1286,1345,1060,908,682,420,345,427,420,400,358,263,273,162,235,123,132,56,90,22,37
  久治县,219,213,872,941,1328,1385,1393,1357,1179,1071,1133,1110,1194,1089,1377,1163,1372,1048,1085,847,703,598,368,310,360,371,339,321,231,255,170,196,95,165,52,92,15,64
  玛多县,105,95,338,378,535,481,504,504,507,479,674,635,551,538,653,535,589,474,551,387,291,254,156,119,135,140,133,128,94,97,65,73,32,51,12,22,7,14
玉树藏族自治州,4570,3949,16795,16546,20634,19880,19599,18601,17198,16043,18309,17476,17466,16637,17656,16309,17227,15014,13651,11558,9018,7246,4396,3883,4894,4509,5009,4954,3771,4024,2350,3194,1313,2027,582,1079,324,748
  玉树县,1362,1183,5167,5052,5968,5641,5926,5767,5255,4918,5805,5372,5705,5485,6017,5495,5790,5066,4681,3928,3081,2448,1482,1259,1724,1554,1614,1582,1177,1256,688,1075,370,668,173,375,100,238
  杂多县,756,669,3159,3140,3614,3644,3204,3203,2830,2588,2558,2578,2406,2381,2379,2340,2323,2104,2111,1748,1361,1056,487,428,649,578,653,566,516,553,354,443,221,300,95,140,38,95
  称多县,677,545,2043,1999,2906,2773,2745,2668,2399,2179,2865,2667,2868,2588,2819,2502,2754,2285,2022,1627,1361,1109,680,659,767,702,774,732,593,589,360,473,224,288,91,153,40,93
  治多县,296,295,1183,1249,1588,1614,1580,1567,1368,1357,1466,1454,1433,1314,1296,1256,1408,1314,991,906,701,607,354,334,407,410,446,402,283,320,163,208,103,172,33,75,19,65
  囊谦县,1246,1027,4092,3903,4916,4511,4515,3982,3963,3757,4237,4034,3804,3717,3764,3502,3693,3130,2839,2473,1903,1524,1032,914,957,889,1185,1346,956,1036,638,809,301,466,160,277,106,221
  曲麻莱县,233,230,1151,1203,1642,1697,1629,1414,1383,1244,1378,1371,1250,1152,1381,1214,1259,1115,1007,876,611,502,361,289,390,376,337,326,246,270,147,186,94,133,30,59,21,36
海西蒙古族藏族自治州,2347,2176,10820,9962,14880,13608,17529,16343,20943,17369,27566,18771,24728,18790,26925,21541,35198,26699,35430,27056,24281,17690,11575,7635,7622,6077,4467,4652,3485,3903,2744,2583,1245,1316,437,567,151,227
  格尔木市,1115,951,5349,4798,7404,6611,8439,7690,9596,7659,12192,8599,10196,8497,10865,9729,14999,12256,14756,11979,10175,7758,4471,3006,3051,2365,1816,2000,1525,1724,1338,1006,456,395,151,168,57,72
  德令哈市,371,356,1694,1682,2367,2120,2956,2838,3324,3145,3699,3034,3288,2939,3832,3384,4895,4205,5166,4419,3928,3103,2020,1477,1377,1249,809,902,678,805,585,587,301,331,105,135,32,46
  乌兰县,168,149,694,645,1009,959,1413,1363,1752,1463,2345,1438,1922,1295,2120,1547,2583,1905,2755,1955,1941,1383,1019,647,791,595,490,451,317,343,201,229,109,136,39,59,15,27
  都兰县,407,420,2040,1853,2658,2510,3108,2997,3660,3386,3519,3115,3195,2587,3865,3198,4738,3656,4742,3624,3435,2611,1829,1369,1502,1288,1010,999,740,760,450,519,248,305,85,114,34,47
  天峻县,144,153,658,634,905,901,1058,1023,1646,1238,2884,1292,2591,1346,2401,1282,2693,1344,2431,1269,1563,917,732,364,435,358,247,238,187,221,151,202,110,129,49,83,12,32
  芒崖行委,82,82,195,162,314,274,344,250,427,275,1361,797,2231,1554,2343,1816,3362,2584,3638,2963,2137,1455,1101,690,280,155,39,32,15,14,6,17,6,9,3,2,,2
  柴旦行委,31,36,173,174,201,213,181,159,443,181,1306,429,1084,484,1303,507,1635,629,1642,709,938,398,325,70,160,57,50,28,19,34,12,22,14,11,5,6,1,1
  冷湖行委,29,29,17,14,22,20,30,23,95,22,260,67,221,88,196,78,293,120,300,138,164,65,78,12,26,10,6,2,4,2,1,1,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宁夏回族自治区,40062,35215,181134,160617,231455,208734,254028,236785,280086,272051,276639,274824,252813,248266,275407,263837,305743,286467,295336,280997,231469,213887,151258,141479,148324,145142,102752,103756,78250,81702,61392,61360,36997,35797,16665,15212,7594,7818
银川市,9724,8919,46555,40899,55594,49410,61787,57014,81362,77238,107460,102729,93667,89000,94422,87238,106794,96452,101488,91606,79035,70810,51233,47672,47949,48661,31846,31861,22491,24544,19096,19398,12004,11501,5646,5031,2410,2542
  兴庆区,3031,2689,15125,13386,17613,15768,18609,16984,22014,23161,28108,32678,32128,34401,34392,33829,38476,36298,35334,32937,28158,25783,18021,17173,15768,17177,11847,11221,7835,8865,7002,7467,4661,4331,2204,1914,919,999
  西夏区,1144,1177,6162,5649,7917,7147,9503,8824,18284,17405,29587,27214,12588,12494,12309,12163,14911,14441,14973,14172,11655,10409,7936,7241,6950,6743,4417,4688,3558,4272,3649,3346,2165,1839,915,773,350,340
  金凤区,1515,1405,6784,6123,7585,6784,8139,7618,12744,11511,13070,12422,13872,14266,14180,13314,15436,13872,14721,13272,11694,10209,7505,7039,6550,6446,3970,4092,3010,3307,2649,2588,1517,1448,681,576,326,314
  永宁县,1004,959,5247,4489,7020,6189,8671,7973,10204,9391,10433,9649,9380,8360,9034,7951,10859,9911,10386,9966,8355,7918,5457,5461,6412,6493,3878,4155,2677,2560,1881,1922,1156,1269,590,547,233,220
  贺兰县,1249,1095,5286,4740,6293,5885,7500,7245,8284,7513,10060,9247,10137,8762,10184,8964,12085,10577,12031,10762,9527,8560,6408,5809,6583,6486,3982,3964,2778,2704,1970,2020,1210,1300,620,603,279,279
  灵武市,1781,1594,7951,6512,9166,7637,9365,8370,9832,8257,16202,11519,15562,10717,14323,11017,15027,11353,14043,10497,9646,7931,5906,4949,5686,5316,3752,3741,2633,2836,1945,2055,1295,1314,636,618,303,390
石嘴山市,3281,3117,15135,13954,20569,18787,23605,22108,25050,23086,26519,24267,25856,24581,32276,30104,41560,38197,43076,39943,33861,30054,22334,19968,19334,19064,12460,13582,10818,12352,9599,9320,5628,5281,2612,2115,1006,1023
  大武口区,1154,1102,5488,5097,7657,6885,9296,8631,10559,9174,11633,9781,10749,10428,13081,12267,17269,15640,17925,16298,13553,11581,8451,7175,6638,6412,4377,5203,4237,5142,4009,3688,2090,1829,899,648,294,329
  惠农区,725,695,3493,3201,4952,4630,5915,5419,5760,5157,6275,5307,6286,5862,8039,7474,11242,10215,12110,10937,9299,8235,6023,5145,4639,4704,2993,3466,2837,3652,2831,2728,1706,1730,859,641,318,303
  平罗县,1402,1320,6154,5656,7960,7272,8394,8058,8731,8755,8611,9179,8821,8291,11156,10363,13049,12342,13041,12708,11009,10238,7860,7648,8057,7948,5090,4913,3744,3558,2759,2904,1832,1722,854,826,394,391
吴忠市,9685,8075,41860,36662,53926,48118,57272,52799,60633,58286,53252,52713,49869,48972,56621,55262,58706,56051,55867,54655,42498,40452,27000,26998,27971,28043,19331,19521,14492,14429,10674,10744,6481,6423,3043,3058,1649,1701
  利通区,2671,2216,12038,10418,14591,13084,14418,13081,16532,16193,16280,15845,15011,14313,17980,17424,18979,17952,16905,16902,12720,12372,7913,8376,9280,9442,6268,6107,4393,4432,3374,3667,2198,2366,1148,1164,627,666
  红寺堡区,1351,1143,5285,4643,8236,7293,9874,9203,9466,8883,7636,7714,6768,7188,7236,7481,7242,7092,7029,6360,4875,4056,2565,2143,2297,2096,1776,1697,1341,1382,940,893,514,491,254,276,151,146
  盐池县,913,629,4095,3039,5893,4824,6215,5554,6176,5775,4849,4663,5444,5424,6649,6173,7461,7004,7308,6786,5845,5582,4190,4052,3660,3720,2549,2672,2009,1989,1435,1434,833,807,285,313,165,146
  同心县,3241,2749,13140,12069,16194,14719,16736,15824,18766,18725,14646,15055,12799,12831,12516,12861,10992,10971,10988,11539,8761,8256,5400,5331,4955,4836,3808,4110,3344,3144,2342,2112,1282,1163,594,573,371,410
  青铜峡市,1509,1338,7302,6493,9012,8198,10029,9137,9693,8710,9841,9436,9847,9216,12240,11323,14032,13032,13637,13068,10297,10186,6932,7096,7779,7949,4930,4935,3405,3482,2583,2638,1654,1596,762,732,335,333
固原市,10087,8725,42845,38530,56479,52053,61175,58452,59247,61307,43400,49188,41144,45041,48124,48768,49837,49310,48553,48578,40102,37375,26356,23458,28542,25619,22124,21231,17207,17090,12534,12393,7483,7340,2900,2843,1251,1465
  原州区,3253,2946,14090,12629,17483,15518,19203,18086,19235,19520,16935,19131,15688,16946,17701,17616,17992,17381,16961,16560,13547,12563,8364,7659,8689,8148,6493,6543,5133,5285,3766,3734,2229,2174,926,864,398,465
  西吉县,3484,2922,14501,13254,18445,17732,20168,19466,18677,19074,11686,13417,11326,12488,12696,13205,12189,12107,11958,12578,10284,9856,6700,6295,7737,6997,6029,5930,4762,4659,3444,3434,2115,2125,864,876,389,452
  隆德县,975,849,4191,3762,5931,5477,7322,7098,8387,8533,5701,6062,4471,4791,5251,5421,6777,7102,7295,7522,6358,5996,4337,3431,4443,3677,3599,3269,2762,2641,1954,1958,1091,1193,369,415,134,209
  泾源县,947,840,3616,3362,5204,4908,4964,4878,3647,4357,3063,3776,3385,3953,4193,4247,4103,3859,3782,3413,2901,2746,2309,2103,2740,2341,2070,1724,1632,1643,1163,1117,692,622,268,228,126,104
  彭阳县,1428,1168,6447,5523,9416,8418,9518,8924,9301,9823,6015,6802,6274,6863,8283,8279,8776,8861,8557,8505,7012,6214,4646,3970,4933,4456,3933,3765,2918,2862,2207,2150,1356,1226,473,460,204,235
中卫市,7285,6379,34739,30572,44887,40366,50189,46412,53794,52134,46008,45927,42277,40672,43964,42465,48846,46457,46352,46215,35973,35196,24335,23383,24528,23755,16991,17561,13242,13287,9489,9505,5401,5252,2464,2165,1278,1087
  沙坡头区,1943,1665,10285,8947,13343,11801,15045,13753,17572,16597,14908,14386,14236,13315,15517,14669,20311,19609,19038,18626,13857,13424,10092,9567,9799,9658,6333,6692,4846,5170,3691,3761,1960,1969,856,700,391,274
  中宁县,1974,1763,8907,8202,12257,10874,14059,12907,15459,14845,12824,12574,11310,11121,12481,11919,14352,13758,14151,14585,11343,11757,7648,7368,7836,7263,5106,5322,3881,3970,2722,2905,1645,1575,744,698,435,381
  海原县,3368,2951,15547,13423,19287,17691,21085,19752,20763,20692,18276,18967,16731,16236,15966,15877,14183,13090,13163,13004,10773,10015,6595,6448,6893,6834,5552,5547,4515,4147,3076,2839,1796,1708,864,767,452,432
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,164879,155521,638472,605343,715776,675366,773420,733025,898641,853845,1074762,1042806,928530,895000,918011,876314,1146605,1057554,1124162,1018529,822073,717796,541414,483783,433766,412805,342488,351050,278669,283126,243253,201078,125439,105329,64447,48388,35340,29010
乌鲁木齐市,12880,11862,62959,57601,70651,63676,77525,70757,112239,100613,166896,161968,126698,128193,139262,135447,200087,181008,187145,163166,137665,117099,85649,74509,62993,60054,42528,52352,40966,51203,45085,39364,23616,20266,11069,8252,4862,4394
  天山区,2941,2694,14521,13589,16248,15056,18268,17230,24634,25306,38049,40941,26940,29425,26959,29510,39647,39949,38417,36404,30301,26933,20487,18313,14367,13220,9172,11110,8769,11075,9456,8892,5277,5072,2585,2081,1252,1187
  沙依巴克区,2518,2347,13024,11889,14511,13024,16275,14652,21453,20089,37734,37180,25408,27544,28433,29511,41455,39311,38455,35516,28722,25626,17669,16232,12787,12775,8831,11632,9019,12433,10938,9832,6031,4968,2767,2071,1132,922
  新市区,2969,2712,14074,12816,14742,13294,15448,13850,29148,24196,42492,41027,33114,33115,37510,34296,49786,42030,43020,35542,30217,25615,18454,16385,14041,13858,9430,12048,9313,11727,10306,8519,5019,4251,2428,1597,1028,890
  水磨沟区,1471,1381,7933,7092,9080,7824,9278,8334,12731,11956,20204,20302,18527,18356,19952,18671,27809,24342,24759,20985,17737,14460,10196,8370,6812,6393,4456,5773,4387,5377,4847,4203,2341,1994,1008,764,423,415
  头屯河区,727,645,3366,3136,4225,3813,4980,4589,6615,5031,7358,6121,5732,4939,6754,6173,11870,10170,12121,10118,8871,7151,5308,4371,3854,3557,2638,2987,2081,3068,2839,2637,1724,1354,760,565,296,252
  达坂城区,197,216,969,824,1055,966,1074,1061,1131,861,1672,1141,1582,1234,1882,1432,2921,2191,3003,2279,2222,1607,1364,946,1009,845,734,821,760,746,648,492,257,202,110,98,53,52
  米东区,1558,1385,6994,6330,8407,7445,9548,8515,13645,10957,16283,12814,12497,11022,14219,12697,21714,18547,22232,17720,15501,12213,9591,7652,7794,7032,5485,6370,5354,5572,5125,3918,2459,1975,1150,871,556,529
  乌鲁木齐县,499,482,2078,1925,2383,2254,2654,2526,2882,2217,3104,2442,2898,2558,3553,3157,4885,4468,5138,4602,4094,3494,2580,2240,2329,2374,1782,1611,1283,1205,926,871,508,450,261,205,122,147
克拉玛依市,1618,1517,7298,6889,9423,8489,11934,10973,11276,9688,13700,11355,16702,15427,15856,15601,26854,25002,28734,25467,19315,17035,11215,10260,9823,8313,4945,6465,3881,6874,6131,5199,3042,2046,1128,731,435,367
  独山子区,382,337,1407,1410,1860,1636,2200,2046,1901,1652,3319,2440,4161,3398,2625,2907,5095,4829,4957,4108,2539,2225,1394,1292,987,1055,693,1138,702,1215,1143,969,529,364,180,123,79,64
  克拉玛依区,1007,954,4836,4409,6082,5533,7768,7165,7576,6444,8140,7198,9987,9803,11106,10643,18063,16648,19739,17552,13770,11959,7670,6872,6466,5613,3438,4312,2607,4716,4133,3648,2188,1457,842,528,311,262
  白碱滩区,185,195,875,910,1194,1071,1608,1458,1523,1315,1934,1440,2304,1959,1806,1762,3081,2891,3248,3093,2455,2460,1919,1896,2155,1439,667,786,415,743,647,437,253,141,69,40,25,23
  乌尔禾区,44,31,180,160,287,249,358,304,276,277,307,277,250,267,319,289,615,634,790,714,551,391,232,200,215,206,147,229,157,200,208,145,72,84,37,40,20,18
吐鲁番地区,5774,5236,20344,19776,20292,19146,20148,19161,22760,21033,31314,26158,30333,26334,29524,26722,33633,29537,33046,28769,24809,20557,15928,14272,12050,11603,10010,9513,7572,7473,5422,5148,2803,2732,1439,1281,653,598
  吐鲁番市,2782,2535,9285,9027,8961,8453,9338,8796,10682,9785,14591,12062,13235,11596,12320,11472,13258,12147,13318,12360,10310,9210,6884,6405,5234,5020,4221,4313,3305,3433,2408,2413,1256,1275,624,551,258,262
  鄯善县,2028,1807,7579,7307,7632,7074,7194,6940,8266,7708,11445,10220,11800,10305,11189,10059,13301,11462,12957,10854,9468,7480,5696,4930,4123,4041,3465,3318,2597,2561,1771,1713,946,846,417,423,198,177
  托克逊县,964,894,3480,3442,3699,3619,3616,3425,3812,3540,5278,3876,5298,4433,6015,5191,7074,5928,6771,5555,5031,3867,3348,2937,2693,2542,2324,1882,1670,1479,1243,1022,601,611,398,307,197,159
哈密地区,2672,2487,11682,10708,14464,13954,17481,16652,18874,16689,20464,16860,21295,19539,24611,22488,36603,32347,37927,32235,28756,24487,18175,15483,14079,13756,9725,10221,8260,9250,7961,7540,4644,4158,2275,1778,938,882
  哈密市,2019,1868,9153,8423,11493,11023,14276,13633,16035,14236,16080,13408,16675,15434,19758,18285,30616,27388,32018,27597,24195,20742,15055,12879,11604,11288,7901,8589,6937,7920,6745,6412,4004,3542,1972,1484,781,707
  巴里坤哈萨克自治县,477,481,1855,1693,2267,2230,2495,2340,2124,1880,2984,2455,3185,2903,3530,3038,4418,3645,4361,3462,3496,2880,2417,2048,1980,2050,1444,1336,1077,1104,1003,946,533,519,267,246,125,148
  伊吾县,176,138,674,592,704,701,710,679,715,573,1400,997,1435,1202,1323,1165,1569,1314,1548,1176,1065,865,703,556,495,418,380,296,246,226,213,182,107,97,36,48,32,27
昌吉回族自治州,6816,6436,27620,26000,35615,33321,43595,41128,44896,42735,46305,43112,44144,41082,61190,54827,92999,79696,98159,82256,75189,60623,46169,38227,38074,35971,27455,27151,25559,23796,22483,18128,11911,9864,5893,4425,2966,2771
  昌吉市,1977,1891,8152,7866,10359,9469,12203,11529,14908,15631,17911,18370,14379,14057,19410,18025,28044,24691,26790,23327,20223,16865,12466,10569,10048,9466,7103,7418,6388,6528,6154,4864,3121,2434,1392,989,658,578
  阜康市,767,681,3189,2807,3844,3764,5088,4793,5355,4723,5725,4482,5372,4737,6565,5857,10636,9465,11640,10016,8738,7198,5294,4386,4363,4163,3155,3345,2932,2792,2711,2147,1359,1097,733,453,355,279
  呼图壁县,998,832,4341,4032,5538,5214,6571,6216,6681,6123,6121,5701,6242,5761,9190,8116,13379,11374,15083,12409,11936,9122,6945,5258,5468,5038,3827,3792,3797,3262,3264,2543,1874,1583,922,711,451,486
  玛纳斯县,868,858,3855,3732,5833,5539,7697,7252,6365,5790,5660,4800,5819,5230,9295,8525,16314,14074,18543,15417,13674,10713,8113,6387,6569,6132,4676,4821,5030,4708,4360,3345,2281,1906,1158,917,688,614
  奇台县,1185,1118,4238,3994,5307,4839,6514,6076,6388,5825,5692,5331,6614,6302,8991,7801,13691,11119,14441,11404,11138,8804,7086,6189,6292,6133,4687,4188,4054,3456,3170,2767,1695,1541,889,704,441,462
  吉木萨尔县,562,597,2201,2048,2749,2653,3416,3217,3247,2832,3056,2488,3634,3027,5103,3970,7405,5815,7944,6159,6269,4937,4049,3355,3532,3155,2585,2345,2252,1939,1835,1569,1027,833,540,430,268,241
