首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,
地    区,全部数据,,,长表数据,,,,,,,,,,,,
,家庭户,"平均每户
住房间数
（间/户）","人均住房
建筑面积
（平方米/人）",家庭户,住房内有无管道自来水,,住房内有无厨房,,住房内有无厕所,,住房内有无洗澡设施,,住房来源,,,
,,,,,有,无,有,无,有,无,有,无,租赁,自建,购买,其他
武威市,467040,5.88,25.93,49514,31351,18163,41797,7717,21173,28341,8076,41438,1462,38512,9050,490
  凉州区,262124,6.36,28.82,26522,20305,6217,24678,1844,15540,10982,5849,20673,927,18434,6888,273
  民勤县,68879,5.17,28.53,8165,5009,3156,6842,1323,1526,6639,930,7235,98,7192,817,58
  古浪县,88651,5.73,19.26,9847,4166,5681,7041,2806,2204,7643,702,9145,49,9281,494,23
  天祝藏族自治县,47386,4.59,20.69,4980,1871,3109,3236,1744,1903,3077,595,4385,388,3605,851,136
张掖市,359228,4.23,29.48,36739,33004,3735,33463,3276,26172,10567,10571,26168,2138,26078,7974,549
  甘州区,152169,4.28,29.98,15612,15090,522,14928,684,13242,2370,5435,10177,1038,9823,4526,225
  肃南裕固族自治县,10474,3.77,33.70,1047,739,308,889,158,540,507,289,758,70,676,261,40
  民乐县,59942,3.24,24.29,5394,5180,214,5269,125,5136,258,1245,4149,215,4569,587,23
  临泽县,40168,5.47,31.88,4211,3432,779,3537,674,2097,2114,1136,3075,89,3456,631,35
  高台县,46255,4.70,30.78,5180,4258,922,4420,760,2279,2901,1412,3768,187,4059,888,46
  山丹县,50220,3.92,31.02,5295,4305,990,4420,875,2878,2417,1054,4241,539,3495,1081,180
平凉市,549633,4.01,24.18,58187,37594,20593,51666,6521,41810,16377,9506,48681,2091,46055,9084,957
  崆峒区,133330,3.86,24.61,13572,9096,4476,11238,2334,9329,4243,4234,9338,665,8036,4509,362
  泾川县,78627,5.02,36.16,8472,6083,2389,7922,550,6803,1669,713,7759,208,7474,752,38
  灵台县,56832,4.21,24.07,6176,3897,2279,5604,572,3802,2374,500,5676,220,5353,507,96
  崇信县,25072,4.05,23.64,2601,2013,588,2309,292,2093,508,495,2106,110,2083,356,52
  华亭县,51451,4.38,24.09,5519,4543,976,5029,490,4448,1071,1457,4062,556,3523,1391,49
  庄浪县,93182,4.07,20.32,9847,7300,2547,9334,513,8918,929,998,8849,102,9088,615,42
  静宁县,111139,3.15,19.65,12000,4662,7338,10230,1770,6417,5583,1109,10891,230,10498,954,318
酒泉市,342074,3.70,30.45,33484,31836,1648,29958,3526,20149,13335,15287,18197,3310,17399,10714,2061
  肃州区,141232,3.76,30.02,14221,13615,606,12747,1474,10471,3750,7613,6608,1855,6103,6084,179
  金塔县,44225,4.81,38.74,4467,4216,251,4221,246,1513,2954,1467,3000,101,3391,957,18
  瓜州县,39773,3.27,25.78,3887,3603,284,3160,727,1394,2493,948,2939,313,2627,854,93
  肃北蒙古族自治县,4181,3.34,29.75,412,312,100,311,101,174,238,125,287,41,183,161,27
  阿克塞哈萨克族自治县,2618,3.35,29.13,253,248,5,241,12,220,33,190,63,22,64,164,3
  玉门市,48673,3.09,23.00,4203,4060,143,3654,549,2035,2168,1133,3070,522,2394,1195,92
  敦煌市,61372,3.55,34.62,6041,5782,259,5624,417,4342,1699,3811,2230,456,2637,1299,1649
庆阳市,595445,4.12,23.46,61788,22442,39346,50852,10936,30423,31365,7671,54117,3318,51284,6136,1050
  西峰区,102754,4.64,29.86,10082,7885,2197,9067,1015,8032,2050,3036,7046,1306,5843,2707,226
  庆城县,66444,3.75,22.54,7295,1939,5356,6216,1079,3611,3684,1463,5832,296,5761,1130,108
  环县,76889,2.83,15.24,8196,822,7374,4796,3400,844,7352,434,7762,495,7035,412,254
  华池县,31494,3.36,20.16,3547,675,2872,2802,745,931,2616,446,3101,340,2836,320,51
  合水县,41336,3.68,20.80,4018,1293,2725,3272,746,1742,2276,343,3675,168,3472,303,75
  正宁县,52996,4.75,27.43,5368,2077,3291,4523,845,2118,3250,472,4896,209,4700,347,112
  宁县,112182,4.93,24.62,11617,5752,5865,10421,1196,7254,4363,874,10743,277,10745,481,114
  镇原县,111350,4.03,23.60,11665,1999,9666,9755,1910,5891,5774,603,11062,227,10892,436,110
定西市,702558,3.62,19.53,73080,20671,52409,56698,16382,36705,36375,6739,66341,2238,64236,5976,630
  安定区,122481,2.84,24.49,13124,4359,8765,10910,2214,5897,7227,2427,10697,785,9898,2271,170
  通渭县,91870,2.58,18.37,9501,1959,7542,8953,548,8547,954,418,9083,175,8902,352,72
  陇西县,122784,2.97,20.67,12480,4534,7946,8094,4386,3824,8656,1464,11016,346,10506,1489,139
  渭源县,82645,3.00,16.55,8686,2165,6521,5070,3616,2250,6436,488,8198,111,8169,392,14
  临洮县,132184,4.85,19.39,14142,5349,8793,11474,2668,9689,4453,1220,12922,599,12400,1010,133
  漳县,43728,4.44,18.35,4580,950,3630,3646,934,1670,2910,221,4359,34,4362,161,23
  岷县,106866,4.75,17.60,10567,1355,9212,8551,2016,4828,5739,501,10066,188,9999,301,79
陇南市,660598,4.90,23.78,71842,21210,50632,54681,17161,36083,35759,8421,63421,1940,64943,4089,870
  武都区,144237,4.72,25.00,15276,7636,7640,12776,2500,8718,6558,2597,12679,809,12773,1447,247
  成县,67172,3.95,23.93,7470,1110,6360,4247,3223,2383,5087,792,6678,369,6395,598,108
  文县,62352,3.89,26.18,6784,1480,5304,5240,1544,3264,3520,1179,5605,159,6180,356,89
  宕昌县,67673,5.18,24.89,7560,2670,4890,5699,1861,3314,4246,661,6899,73,7201,247,39
  康县,50812,3.50,22.58,5840,1364,4476,3059,2781,1290,4550,425,5415,159,5301,298,82
  西和县,87594,6.45,19.79,9196,2140,7056,8027,1169,6058,3138,812,8384,83,8813,220,80
  礼县,111345,6.39,23.53,12235,2442,9793,10195,2040,7629,4606,708,11527,76,11796,286,77
  徽县,56095,3.34,25.07,5886,1687,4199,4217,1669,2699,3187,961,4925,185,5126,472,103
  两当县,13318,3.93,26.84,1595,681,914,1221,374,728,867,286,1309,27,1358,165,45
临夏回族自治州,446796,4.79,18.26,51878,35815,16063,48049,3829,46817,5061,8041,43837,1874,44984,4453,567
  临夏市,73079,2.59,22.07,7460,6419,1041,6870,590,7022,438,2873,4587,1160,3652,2367,281
  临夏县,76403,3.51,17.63,8848,6509,2339,8499,349,8334,514,428,8420,69,8720,42,17
  康乐县,54237,5.84,18.13,6584,4608,1976,6154,430,5971,613,571,6013,99,6191,251,43
  永靖县,50193,5.00,25.33,5723,3033,2690,5225,498,5074,649,1254,4469,282,4187,1193,61
  广河县,44640,5.96,13.83,4943,2574,2369,4395,548,4211,732,647,4296,92,4650,159,42
  和政县,42604,5.87,18.58,5566,4340,1226,5195,371,4768,798,362,5204,73,5290,182,21
  东乡族自治县,55597,6.27,14.73,7013,4367,2646,6669,344,6652,361,523,6490,32,6899,56,26
  积石山保安族东乡族撒拉族自治县,50043,5.00,18.12,5741,3965,1776,5042,699,4785,956,1383,4358,67,5395,203,76
甘南藏族自治州,163436,2.97,23.74,17719,5314,12405,11726,5993,8352,9367,1645,16074,775,14181,1872,891
  合作市,20815,2.95,22.36,2212,1308,904,1409,803,1412,800,593,1619,262,1083,742,125
  临潭县,33635,2.79,28.86,3608,1362,2246,2870,738,2224,1384,250,3358,61,3316,140,91
  卓尼县,25021,2.85,21.72,2770,739,2031,2231,539,1979,791,165,2605,64,2368,212,126
  舟曲县,33343,3.23,27.73,3508,605,2903,2518,990,809,2699,300,3208,67,3062,195,184
  迭部县,12147,2.75,17.81,1324,326,998,645,679,329,995,121,1203,43,1005,201,75
  玛曲县,12415,2.19,10.51,1407,219,1188,174,1233,85,1322,53,1354,134,966,140,167
  碌曲县,8171,3.27,18.56,856,406,450,432,424,280,576,32,824,51,643,101,61
  夏河县,17889,3.53,26.63,2034,349,1685,1447,587,1234,800,131,1903,93,1738,141,62
,,,,,,,,,,,,,,,,
青海省,1529039,3.04,21.33,145187,78517,66670,105150,40037,93082,52105,33178,112009,15932,83057,38592,7606
西宁市,646837,2.76,25.71,62124,42229,19895,54625,7499,53729,8395,21990,40134,9364,24113,27113,1534
  城东区,113526,2.70,27.80,10761,9549,1212,9241,1520,9460,1301,4959,5802,2711,1170,6559,321
  城中区,101681,2.66,30.16,9656,8415,1241,8413,1243,8585,1071,4795,4861,1972,1142,6221,321
  城西区,78129,2.48,31.88,7597,6887,710,6863,734,6822,775,4413,3184,1650,237,5458,252
  城北区,97109,2.43,29.18,9558,7757,1801,8166,1392,8126,1432,3836,5722,2104,1660,5439,355
  大通回族土族自治县,109567,3.16,21.84,10726,3614,7112,10100,626,9855,871,2163,8563,379,8128,2114,105
  湟中县,107987,3.05,20.57,10302,2626,7676,8857,1445,8619,1683,1222,9080,314,9225,654,109
  湟源县,38838,2.59,23.30,3524,3381,143,2985,539,2262,1262,602,2922,234,2551,668,71
海东地区,346533,4.36,20.93,34082,14375,19707,27569,6513,22754,11328,5086,28996,1035,28549,3965,533
  平安县,31476,3.25,29.07,2976,2307,669,2488,488,2169,807,741,2235,260,1795,860,61
  民和回族土族自治县,80683,5.10,18.02,8058,3817,4241,7019,1039,5841,2217,1430,6628,218,6896,826,118
  乐都县,71374,3.53,20.97,6923,1659,5264,4326,2597,3067,3856,1014,5909,202,5600,1061,60
  互助土族自治县,89219,4.73,23.41,8862,3847,5015,7417,1445,6299,2563,824,8038,119,7890,798,55
  化隆回族自治县,47719,3.51,17.58,4633,707,3926,4030,603,3465,1168,425,4208,153,4165,206,109
  循化撒拉族自治县,26062,6.02,21.03,2630,2038,592,2289,341,1913,717,652,1978,83,2203,214,130
海北藏族自治州,74354,2.63,18.82,7037,6519,518,3613,3424,3734,3303,997,6040,457,4880,1453,247
  门源回族自治县,37595,2.53,18.56,3386,3280,106,2165,1221,2615,771,394,2992,132,2776,430,48
  祁连县,13789,2.51,19.92,1376,974,402,419,957,318,1058,285,1091,85,876,367,48
  海晏县,11497,3.00,21.59,1171,1163,8,712,459,583,588,252,919,150,500,454,67
  刚察县,11473,2.72,16.00,1104,1102,2,317,787,218,886,66,1038,90,728,202,84
黄南藏族自治州,62950,3.04,15.28,6417,2061,4356,2424,3993,1860,4557,659,5758,422,4726,769,500
  同仁县,22488,3.02,21.03,2241,1367,874,1536,705,1214,1027,369,1872,162,1503,448,128
  尖扎县,12859,5.04,21.18,1259,552,707,678,581,533,726,277,982,83,976,161,39
  泽库县,17092,1.75,4.53,1824,12,1812,14,1810,3,1821,4,1820,81,1409,87,247
  河南蒙古族自治县,10511,2.74,13.79,1093,130,963,196,897,110,983,9,1084,96,838,73,86
海南藏族自治州,115358,2.87,19.03,11338,4807,6531,6663,4675,4416,6922,1058,10280,925,8255,1579,579
  共和县,33140,2.68,19.04,3286,1279,2007,1974,1312,1217,2069,454,2832,363,2018,721,184
  同德县,15633,3.13,14.05,1577,336,1241,323,1254,153,1424,61,1516,164,1156,156,101
  贵德县,27927,2.73,28.94,2803,2038,765,2478,325,2143,660,351,2452,157,2280,285,81
  兴海县,18636,3.90,15.04,1873,453,1420,696,1177,413,1460,105,1768,141,1494,145,93
  贵南县,20022,2.24,14.10,1799,701,1098,1192,607,490,1309,87,1712,100,1307,211,120
果洛藏族自治州,51383,2.16,14.81,5189,405,4784,532,4657,399,4790,175,5014,353,2872,402,1562
  玛沁县,15205,2.48,17.80,1426,282,1144,292,1134,230,1196,146,1280,178,807,179,262
  班玛县,7588,2.07,18.01,838,77,761,120,718,136,702,20,818,25,646,63,104
  甘德县,9475,2.01,11.89,1010,2,1008,13,997,4,1006,1,1009,41,523,7,439
  达日县,8665,1.80,12.29,875,14,861,68,807,12,863,2,873,44,417,32,382
  久治县,6474,2.40,13.25,627,19,608,28,599,13,614,5,622,43,434,79,71
  玛多县,3976,1.87,13.42,413,11,402,11,402,4,409,1,412,22,45,42,304
玉树藏族自治州,92091,2.07,11.90,5998,179,5819,1488,4510,322,5676,32,5966,166,4992,71,769
  玉树县,31111,0.19,1.06,168,19,149,21,147,,168,,168,,133,,35
  杂多县,12098,2.69,15.40,1146,1,1145,554,592,120,1026,1,1145,65,1002,16,63
  称多县,15231,3.48,22.21,1546,24,1522,284,1262,69,1477,10,1536,24,1289,6,227
  治多县,8486,2.39,16.90,805,1,804,47,758,8,797,3,802,15,659,12,119
  囊谦县,16865,3.36,15.37,1620,132,1488,559,1061,121,1499,16,1604,29,1405,28,158
  曲麻莱县,8300,2.63,14.67,713,2,711,23,690,4,709,2,711,33,504,9,167
海西蒙古族藏族自治州,139533,2.37,19.56,13002,7942,5060,8236,4766,5868,7134,3181,9821,3210,4670,3240,1882
  格尔木市,65134,2.18,19.22,5856,3650,2206,3974,1882,3089,2767,1851,4005,2184,1442,1852,378
  德令哈市,24207,2.40,22.92,2262,1858,404,1748,514,1251,1011,650,1612,370,887,754,251
  乌兰县,10790,2.29,19.82,1057,788,269,765,292,531,526,124,933,148,560,162,187
  都兰县,20580,3.54,18.38,2017,698,1319,1029,988,332,1685,191,1826,196,1341,234,246
  天峻县,8282,1.91,14.80,745,209,536,149,596,78,667,46,699,105,383,142,115
  芒崖行委,5377,1.71,20.33,557,448,109,291,266,376,181,213,344,103,40,20,394
  柴旦行委,4439,1.57,19.80,427,257,170,242,185,178,249,79,348,94,16,76,241
  冷湖行委,724,1.45,22.51,81,34,47,38,43,33,48,27,54,10,1,,70
,,,,,,,,,,,,,,,,
宁夏回族自治区,1882205,2.75,24.50,180667,114323,66344,158053,22614,123071,57596,88305,92362,20944,93900,61420,4403
银川市,640621,2.43,28.52,60122,49818,10304,53995,6127,45151,14971,40668,19454,10770,15750,31309,2293
  兴庆区,243931,2.23,29.03,23075,20714,2361,20382,2693,18976,4099,17914,5161,5885,2080,14132,978
  西夏区,93591,2.51,26.92,9046,7845,1201,8269,777,7005,2041,6257,2789,1332,1706,5645,363
  金凤区,91336,2.47,33.22,8911,7911,1000,8210,701,7328,1583,6986,1925,1440,1422,5705,344
  永宁县,65128,2.86,26.20,5874,3764,2110,5367,507,3099,2775,2566,3308,327,3893,1568,86
  贺兰县,73583,2.53,28.85,6542,4345,2197,5955,587,3667,2875,3273,3269,782,3345,2204,211
  灵武市,73052,2.46,25.49,6674,5239,1435,5812,862,5076,1598,3672,3002,1004,3304,2055,311
石嘴山市,248285,2.55,28.78,23882,20522,3360,21870,2012,12854,11028,12449,11433,2827,8060,12277,718
  大武口区,96916,2.58,28.35,9274,8389,885,8333,941,6529,2745,5424,3850,1426,1342,6089,417
  惠农区,67088,2.26,27.30,6523,6358,165,6011,512,3736,2787,3331,3192,843,1653,3860,167
  平罗县,84281,2.77,30.33,8085,5775,2310,7526,559,2589,5496,3694,4391,558,5065,2328,134
吴忠市,369058,2.85,23.55,35000,20617,14383,30858,4142,25776,9224,21653,13347,2733,22762,8881,624
  利通区,110868,3.04,27.44,10905,8526,2379,9424,1481,8101,2804,8626,2279,782,5467,4409,247
  红寺堡区,40362,2.60,17.48,3746,2680,1066,2913,833,1521,2225,1414,2332,292,3217,143,94
  盐池县,51272,2.42,22.61,4596,2569,2027,3765,831,1946,2650,1122,3474,697,2770,1076,53
  同心县,80683,2.84,19.26,7736,1876,5860,7544,192,7630,106,6752,984,320,6906,461,49
  青铜峡市,85873,3.01,27.60,8017,4966,3051,7212,805,6578,1439,3739,4278,642,4402,2792,181
固原市,322760,2.77,18.97,32966,11409,21557,27407,5559,23686,9280,6327,26639,2757,25762,4122,325
  原州区,112117,3.04,21.92,11090,4736,6354,9524,1566,9227,1863,2886,8204,1455,7157,2277,201
  西吉县,87109,2.34,16.40,9507,1760,7747,8822,685,8662,845,1601,7906,543,8338,589,37
  隆德县,42467,2.83,16.78,4233,2401,1832,3702,531,3224,1009,520,3713,218,3466,517,32
  泾源县,27058,3.44,18.10,2663,1242,1421,1866,797,1388,1275,827,1836,55,2368,217,23
  彭阳县,54009,2.53,19.93,5473,1270,4203,3493,1980,1185,4288,493,4980,486,4433,522,32
中卫市,301481,3.43,22.10,28697,11957,16740,23923,4774,15604,13093,7208,21489,1857,21566,4831,443
  沙坡头区,119536,3.62,23.61,11036,6367,4669,9762,1274,7559,3477,3331,7705,1012,6859,2961,204
  中宁县,86287,3.44,25.87,8517,3784,4733,6889,1628,2399,6118,2334,6183,381,6387,1575,174
  海原县,95658,3.17,17.63,9144,1806,7338,7272,1872,5646,3498,1543,7601,464,8320,295,65
,,,,,,,,,,,,,,,,
新疆维吾尔自治区,6705607,2.77,24.39,618388,499735,118653,448893,169495,398653,219735,269174,349214,73757,321874,205625,17132
乌鲁木齐市,1133835,2.03,27.06,104532,97995,6537,89929,14603,86636,17896,70010,34522,30351,9641,59997,4543
  天山区,251396,1.98,26.49,22460,21699,761,19529,2931,20029,2431,16666,5794,6872,860,13748,980
  沙依巴克区,238164,2.02,27.65,23263,22502,761,20842,2421,20475,2788,17407,5856,6363,1067,15165,668
  新市区,261185,2.08,28.56,25037,24228,809,21954,3083,21937,3100,18002,7035,6859,1032,15930,1216
  水磨沟区,150947,1.85,24.55,14273,13955,318,11575,2698,12074,2199,8004,6269,6088,811,6630,744
  头屯河区,66462,2.14,27.31,5943,5400,543,4949,994,4088,1855,3593,2350,1496,965,3297,185
  达坂城区,15092,1.94,21.55,1357,587,770,967,390,644,713,253,1104,455,490,331,81
  米东区,122567,2.14,27.46,10011,7776,2235,8457,1554,6492,3519,5489,4522,1904,2715,4834,558
  乌鲁木齐县,28022,2.40,27.02,2188,1848,340,1656,532,897,1291,596,1592,314,1701,62,111
克拉玛依市,144730,2.30,28.95,14451,13731,720,13482,969,12194,2257,11856,2595,2552,758,10778,363
  独山子区,25308,2.54,34.08,2524,2488,36,2435,89,2377,147,2237,287,316,49,2109,50
  克拉玛依区,98064,2.26,28.52,9700,9265,435,8925,775,7951,1749,7772,1928,1886,549,7025,240
  白碱滩区,17984,2.18,25.01,1867,1819,48,1801,66,1756,111,1711,156,305,44,1479,39
  乌尔禾区,3374,2.62,25.98,360,159,201,321,39,110,250,136,224,45,116,165,34
吐鲁番地区,168699,2.86,26.59,15611,14307,1304,9005,6606,11960,3651,5991,9620,1515,10644,2955,497
  吐鲁番市,70427,2.61,22.23,6715,6221,494,3111,3604,4612,2103,2200,4515,594,4309,1636,176
  鄯善县,62483,3.52,26.68,5943,5266,677,3334,2609,4649,1294,2053,3890,746,4014,932,251
  托克逊县,35789,2.19,36.62,2953,2820,133,2560,393,2699,254,1738,1215,175,2321,387,70
哈密地区,196865,2.48,28.32,18395,15728,2667,14083,4312,12084,6311,10198,8197,1899,6672,9056,768
  哈密市,161355,2.56,29.78,15526,14056,1470,12830,2696,11139,4387,9626,5900,1783,4876,8184,683
  巴里坤哈萨克自治县,26826,2.00,20.43,2208,1252,956,889,1319,686,1522,346,1862,78,1522,548,60
  伊吾县,8684,2.33,24.46,661,420,241,364,297,259,402,226,435,38,274,324,25
昌吉回族自治州,543860,2.16,28.13,45755,33348,12407,40358,5397,26509,19246,20987,24768,5135,19602,19587,1431
  昌吉市,157264,2.15,28.94,13870,10418,3452,12413,1457,11309,2561,9250,4620,2267,3284,7864,455
  阜康市,63047,2.13,29.31,5157,3641,1516,4707,450,3715,1442,2766,2391,603,1949,2431,174
  呼图壁县,84258,1.99,27.04,6593,6121,472,5807,786,2693,3900,2669,3924,598,3313,2392,290
  玛纳斯县,95603,2.10,28.52,8105,5281,2824,7153,952,3857,4248,3085,5020,654,3267,3976,208
  奇台县,79334,2.21,25.36,6450,3246,3204,5520,930,3440,3010,2022,4428,621,4195,1525,109
  吉木萨尔县,42922,2.45,30.44,3528,2790,738,3042,486,1115,2413,908,2620,266,2228,908,126
  木垒哈萨克自治县,21432,2.53,27.26,2052,1851,201,1716,336,380,1672,287,1765,126,1366,491,69
博尔塔拉蒙古自治州,148886,2.65,26.30,13685,11435,2250,10995,2690,6782,6903,5497,8188,1281,6569,5463,372
  博乐市,76137,2.88,26.99,7612,6968,644,6282,1330,4869,2743,4031,3581,794,2771,3757,290
  精河县,47785,2.40,26.39,4045,3027,1018,3341,704,1409,2636,1146,2899,419,2510,1088,28
  温泉县,24964,2.43,23.68,2028,1440,588,1372,656,504,1524,320,1708,68,1288,618,54
巴音郭楞蒙古自治州,420335,2.70,28.84,39167,31076,8091,32730,6437,25648,13519,22552,16615,5376,15441,16632,1718
  库尔勒市,185438,2.75,29.96,17914,16801,1113,16564,1350,14813,3101,13274,4640,3094,3040,10957,823
  轮台县,35686,3.17,26.33,3180,2040,1140,2492,688,2805,375,1035,2145,485,2182,443,70
  尉犁县,33234,2.69,27.78,3019,2701,318,2529,490,1336,1683,1623,1396,353,1495,1066,105
  若羌县,10494,2.54,32.72,1060,971,89,942,118,692,368,697,363,99,498,353,110
  且末县,19216,2.39,28.13,1791,1368,423,1160,631,978,813,508,1283,118,1198,402,73
  焉耆回族自治县,40341,2.57,28.72,3339,1486,1853,2062,1277,1336,2003,1324,2015,374,2022,883,60
  和静县,51512,2.68,28.04,5117,2965,2152,3819,1298,1693,3424,2206,2911,531,2839,1481,266
  和硕县,25992,2.24,26.11,2157,1901,256,1923,234,1435,722,1130,1027,249,1110,629,169
  博湖县,18422,2.77,29.82,1590,843,747,1239,351,560,1030,755,835,73,1057,418,42
阿克苏地区,666921,3.20,22.90,60763,46085,14678,37325,23438,41054,19709,20561,40202,6582,40198,12519,1464
  阿克苏市,162040,3.09,26.10,15261,13386,1875,12150,3111,11137,4124,7878,7383,2987,5692,6168,414
  温宿县,68194,3.12,22.99,6145,4517,1628,3644,2501,2707,3438,1624,4521,496,4408,1110,131
  库车县,129804,3.21,22.29,11784,10364,1420,7129,4655,9271,2513,3770,8014,1253,8662,1558,311
  沙雅县,72006,2.80,21.75,5831,3393,2438,2818,3013,4065,1766,1311,4520,334,4892,545,60
  新和县,49628,2.91,22.72,4451,3357,1094,1728,2723,2426,2025,932,3519,425,3328,547,151
  拜城县,59399,3.38,20.00,5492,3531,1961,2673,2819,3120,2372,1291,4201,518,4083,592,299
  乌什县,49685,3.35,17.80,4756,2410,2346,2127,2629,2742,2014,617,4139,155,3527,1042,32
  阿瓦提县,65934,3.72,25.09,5986,4110,1876,4196,1790,4710,1276,2961,3025,374,4727,824,61
  柯坪县,10231,4.37,23.92,1057,1017,40,860,197,876,181,177,880,40,879,133,5
克孜勒苏柯尔克孜自治州,125540,4.01,22.45,12717,8462,4255,6017,6700,6518,6199,3348,9369,717,9928,1878,194
  阿图什市,54934,4.54,25.60,5573,4461,1112,2636,2937,2828,2745,1858,3715,433,4010,1064,66
  阿克陶县,46861,3.82,19.53,4676,2769,1907,2055,2621,2793,1883,815,3861,121,4219,274,62
  阿合奇县,10255,3.18,20.05,1092,685,407,623,469,458,634,283,809,55,834,180,23
  乌恰县,13490,3.15,20.75,1376,547,829,703,673,439,937,392,984,108,865,360,43
喀什地区,968587,3.81,22.18,96186,74988,21198,60429,35757,70408,25778,29752,66434,4988,77940,11760,1498
  喀什市,132085,4.15,28.75,13649,12917,732,9513,4136,11227,2422,6390,7259,2133,6349,4833,334
  疏附县,73301,3.76,21.88,7435,7183,252,6293,1142,7109,326,5533,1902,122,6958,302,53
  疏勒县,74838,3.99,18.95,7802,5371,2431,5124,2678,6839,963,2026,5776,264,6810,638,90
  英吉沙县,61374,3.91,20.28,6048,5655,393,3618,2430,4376,1672,900,5148,68,5656,289,35
  泽普县,55408,3.29,20.26,5145,4521,624,3864,1281,4241,904,2382,2763,260,3856,956,73
  莎车县,177495,3.93,23.43,17613,10345,7268,8631,8982,9729,7884,2298,15315,678,15067,1476,392
  叶城县,103901,3.51,17.60,10389,7897,2492,4607,5782,5812,4577,1586,8803,452,9105,745,87
  麦盖提县,70027,3.04,19.98,6205,3186,3019,3510,2695,3492,2713,1793,4412,339,4684,1042,140
  岳普湖县,37710,3.96,21.33,3771,3320,451,2409,1362,3421,350,992,2779,77,3262,413,19
