首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,,,单位：人
地    区,"16岁及以上
人口","各种职业人口
总计",,,,,,,,"各种未工作
人口总计",,,,,,,,,
,,,国家机关、党群组织、企业、事业单位负责人,专业技术人员,"办事人员和
有关人员","商业、服务业
人员","农、林、牧、
渔、水利业
生产人员","生产、运输
设备操作人员
及有关人员","不便分类的
其他从业人员",,在校学生,丧失工作能力,毕业后未工作,"因单位原因
失去工作","因本人原因
失去工作",承包土地被征用,离退休,料理家务,其他
  韩城市,31432,20327,116,1113,721,2213,11563,4555,46,11105,2521,1728,411,89,92,106,1511,3419,1228
  华阴市,18049,11238,40,710,199,1395,7037,1857,,6811,880,768,395,173,39,19,1323,1827,1387
延安市,177981,116943,859,8207,5700,15738,67945,18359,135,61038,14830,10491,3813,597,3033,356,4268,20511,3139
  宝塔区,36603,21073,92,3006,2181,4226,8246,3322,,15530,3527,1364,786,268,1118,151,1889,5378,1049
  延长县,11020,7454,76,426,213,726,4949,1063,1,3566,742,770,229,23,87,5,212,1486,12
  延川县,13547,7870,48,566,312,1435,3813,1695,1,5677,1548,744,288,20,94,26,238,2236,483
  子长县,17632,10184,97,468,414,1434,4951,2742,78,7448,1549,1205,388,40,145,3,271,3201,646
  安塞县,13665,9594,92,522,405,1605,4399,2568,3,4071,1065,853,158,16,42,25,128,1497,287
  志丹县,13132,8686,45,352,260,1007,5764,1258,,4446,954,979,254,13,59,14,153,1650,370
  吴旗县,12752,8862,70,459,307,1164,4750,2112,,3890,1035,867,730,2,106,13,186,780,171
  甘泉县,6193,3757,59,298,213,503,1936,748,,2436,429,393,196,11,527,1,116,758,5
  富县,11126,8221,66,402,229,772,6321,431,,2905,759,809,202,41,67,15,200,812,
  洛川县,17311,13645,62,725,314,1179,10893,471,1,3666,1530,846,169,48,40,12,216,711,94
  宜川县,10435,7219,47,284,201,624,5688,324,51,3216,974,750,90,34,600,29,182,557,
  黄龙县,4341,3200,77,170,131,162,2518,142,,1141,233,369,47,24,9,3,136,298,22
  黄陵县,10224,7178,28,529,520,901,3717,1483,,3046,485,542,276,57,139,59,341,1147,
汉中市,281577,205299,2112,10264,5815,21826,136754,28447,81,76278,15229,20080,1997,1197,849,668,11465,19233,5560
  汉台区,43379,26586,927,3013,1502,6093,10290,4751,10,16793,4236,1868,424,461,384,149,4870,3280,1121
  南郑县,37039,27365,40,864,782,2259,20223,3176,21,9674,2248,2345,298,166,80,152,1037,2361,987
  城固县,36887,28866,321,1455,755,2693,20109,3529,4,8021,1525,2428,162,103,51,34,1487,1977,254
  洋县,32658,25356,91,720,544,1637,18807,3552,5,7302,1637,2485,165,86,38,13,777,1662,439
  西乡县,26906,19657,76,701,440,2114,13350,2973,3,7249,1202,2222,156,64,76,40,588,2364,537
  勉县,34933,25885,233,1540,460,2336,17032,4265,19,9048,1677,2521,285,158,64,218,1261,2109,755
  宁强县,25598,19251,92,574,354,1423,14243,2550,15,6347,999,2246,163,45,63,30,414,1909,478
  略阳县,17056,11971,169,615,504,1694,7131,1858,,5085,735,1425,122,55,31,16,628,1716,357
  镇巴县,19772,15267,72,487,282,1005,12084,1337,,4505,639,1775,177,39,36,14,278,1181,366
  留坝县,4319,3060,18,155,111,302,2239,231,4,1259,200,463,18,2,16,2,71,320,167
  佛坪县,3030,2035,73,140,81,270,1246,225,,995,131,302,27,18,10,,54,354,99
榆林市,267086,171509,3219,11237,6662,24012,97960,28285,134,95577,22554,17755,4599,659,1353,255,4599,34718,9085
  榆阳区,49533,31203,763,2954,1859,6861,12013,6750,3,18330,4936,2066,722,199,410,34,1788,6786,1389
  神木县,36693,20967,619,2660,1167,4526,6133,5748,114,15726,3305,1903,890,69,261,35,518,6623,2122
  府谷县,22352,15129,283,1053,784,2550,5915,4542,2,7223,2041,1440,337,30,117,19,248,2502,489
  横山县,24604,16322,265,509,297,1230,12282,1730,9,8282,2535,1935,435,32,75,4,167,2409,690
  靖边县,26351,17374,706,959,496,2020,10697,2495,1,8977,2503,1462,640,56,125,29,302,3321,539
  定边县,26824,19188,195,606,443,2051,13873,2020,,7636,2085,1749,255,48,80,28,321,2492,578
  绥德县,22355,13057,143,649,354,1360,8953,1596,2,9298,1321,1933,441,104,95,77,426,3794,1107
  米脂县,11587,7337,71,422,340,518,5005,980,1,4250,798,1035,166,27,23,4,214,1528,455
  佳县,16120,11645,30,437,346,1009,9230,593,,4475,1151,1487,217,29,49,,186,1054,302
  吴堡县,5866,3445,58,304,176,354,2129,422,2,2421,404,324,138,7,33,10,89,966,450
  清涧县,10808,7181,28,322,157,652,5457,565,,3627,529,997,171,41,25,8,187,1351,318
  子洲县,13993,8661,58,362,243,881,6273,844,,5332,946,1424,187,17,60,7,153,1892,646
安康市,223739,159652,1435,6717,4445,19500,98629,28879,47,64087,11636,17453,1851,515,782,255,5547,20168,5880
  汉滨区,72655,49400,603,2825,1745,7658,27183,9362,24,23255,4370,5341,790,309,312,138,3053,6675,2267
  汉阴县,21933,15649,175,620,410,2057,7875,4507,5,6284,865,1607,149,41,99,18,423,2514,568
  石泉县,14837,11136,43,458,388,2190,5598,2457,2,3701,803,1119,80,32,37,21,427,1063,119
  宁陕县,5989,4429,94,192,119,693,2670,661,,1560,244,429,70,5,12,2,148,495,155
  紫阳县,23528,16294,109,515,232,945,13144,1348,1,7234,995,2363,208,15,59,11,353,2415,815
  岚皋县,14584,10499,84,439,292,1496,6222,1966,,4085,619,1332,93,27,58,13,196,1369,378
  平利县,16495,11372,84,351,296,1415,6848,2378,,5123,610,1526,111,35,101,8,289,1930,513
  镇坪县,4661,3492,54,188,234,221,2381,414,,1169,274,314,44,4,8,,75,346,104
  旬阳县,36163,27988,99,827,528,2113,20354,4052,15,8175,2043,2328,244,28,62,23,381,2318,748
  白河县,12894,9393,90,302,201,712,6354,1734,,3501,813,1094,62,19,34,21,202,1043,213
商洛市,187652,138492,688,5560,2810,13565,99095,16730,44,49160,11395,11094,1812,351,518,284,2435,15442,5829
  商州区,41698,32250,113,1643,945,4015,21659,3871,4,9448,2694,2143,292,99,84,17,881,2520,718
  洛南县,38968,30843,67,1105,415,1933,24717,2593,13,8125,2450,1691,322,72,94,35,362,2074,1025
  丹凤县,23449,17023,45,357,291,2066,11650,2614,,6426,1272,1805,261,20,56,25,194,1893,900
  商南县,17118,12403,149,603,268,1107,8783,1493,,4715,984,973,170,38,44,84,236,1612,574
  山阳县,32089,22956,86,705,368,1549,17814,2434,,9133,2189,1993,364,60,124,22,295,2990,1096
  镇安县,21992,15622,160,753,218,1944,10353,2174,20,6370,1206,1499,184,28,41,43,296,2244,829
  柞水县,12338,7395,68,394,305,951,4119,1551,7,4943,600,990,219,34,75,58,171,2109,687
,,,,,,,,,,,,,,,,,,,
甘肃省,2077912,1414319,14101,78766,40331,138567,1012815,128948,791,663593,194788,133178,15803,11175,8012,2734,76044,162695,59164
兰州市,300109,173907,4881,22814,13919,46622,49226,36308,137,126202,41787,8914,2574,3619,2231,743,34671,23803,7860
  城关区,106934,63397,3209,12007,7836,26063,984,13263,35,43537,12079,986,370,1456,1074,230,17189,6757,3396
  七里河区,45354,23979,480,3446,2311,7505,4142,6090,5,21375,5204,826,779,916,448,71,7022,4561,1548
  西固区,30493,16830,458,2522,1182,4387,1817,6423,41,13663,2515,646,543,513,281,71,5329,2851,914
  安宁区,25009,9588,319,2086,1194,3196,289,2487,17,15421,9855,297,244,294,109,235,2598,1471,318
  红古区,10529,6126,58,564,462,1140,2221,1671,10,4403,471,358,174,156,148,64,1083,1680,269
  永登县,33591,23908,176,1053,440,2404,15899,3915,21,9683,2458,2144,215,138,100,18,751,3192,667
  皋兰县,10715,7314,57,352,217,382,5568,738,,3401,820,921,92,33,13,4,263,1017,238
  榆中县,37484,22765,124,784,277,1545,18306,1721,8,14719,8385,2736,157,113,58,50,436,2274,510
嘉峪关市,17963,10380,445,1171,635,2752,1033,4335,9,7583,1146,363,193,159,99,2,2475,2621,525
  市辖区,17963,10380,445,1171,635,2752,1033,4335,9,7583,1146,363,193,159,99,2,2475,2621,525
金昌市,36822,22526,461,2475,809,3196,9877,5589,119,14296,2113,1582,315,244,188,27,2939,4965,1923
  金川区,17530,10318,290,1729,561,1875,2011,3832,20,7212,803,361,189,174,151,15,2287,2466,766
  永昌县,19292,12208,171,746,248,1321,7866,1757,99,7084,1310,1221,126,70,37,12,652,2499,1157
白银市,132866,87321,1236,4871,2288,7842,62452,8617,15,45545,16505,8598,993,759,897,105,5591,9214,2883
  白银区,22819,12505,160,1826,1075,2853,3311,3280,,10314,1614,847,248,296,468,15,3707,2526,593
  平川区,15116,9005,160,956,392,1296,4692,1494,15,6111,1765,725,191,183,33,1,956,1790,467
  靖远县,34325,23354,247,690,225,742,20860,590,,10971,4473,2699,261,150,334,44,348,1948,714
  会宁县,43409,30905,508,851,371,1864,25108,2203,,12504,6690,3155,167,97,24,36,224,1683,428
  景泰县,17197,11552,161,548,225,1087,8481,1050,,5645,1963,1172,126,33,38,9,356,1267,681
天水市,247510,161952,564,6636,2895,12181,126413,13221,42,85558,24650,18901,2148,1430,918,321,6680,21432,9078
  秦州区,48915,29584,191,2637,1252,3711,17594,4184,15,19331,4943,2326,612,659,316,71,3621,4751,2032
  麦积区,41030,24777,127,1196,694,2265,17685,2805,5,16253,3587,2984,406,390,163,77,1903,4829,1914
  清水县,20545,15382,32,536,226,536,13410,642,,5163,1369,1758,106,64,23,2,118,1424,299
  秦安县,39646,27757,50,607,190,1309,24670,930,1,11889,4327,3646,221,133,184,44,262,2479,593
  甘谷县,42494,27052,55,684,224,1982,21459,2630,18,15442,5454,3389,316,89,52,12,340,3358,2432
  武山县,33196,22125,68,503,160,1235,18766,1392,1,11071,3136,2610,338,57,119,93,343,3110,1265
  张家川回族自治县,21684,15275,41,473,149,1143,12829,638,2,6409,1834,2188,149,38,61,22,93,1481,543
武威市,151058,105704,518,4772,1746,7248,85964,5303,153,45354,16613,8643,1294,993,786,262,2883,10735,3145
  凉州区,80160,56263,277,3001,1088,4795,43826,3169,107,23897,8237,3901,846,735,669,232,2318,5246,1713
  民勤县,23051,16506,101,674,255,623,14531,322,,6545,2840,1425,115,143,41,7,260,1408,306
  古浪县,33311,22660,56,588,174,1076,19675,1090,1,10651,4307,2252,210,56,31,10,114,2806,865
  天祝藏族自治县,14536,10275,84,509,229,754,7932,722,45,4261,1229,1065,123,59,45,13,191,1275,261
张掖市,96404,72754,783,3793,1718,6327,55236,4886,11,23650,6345,4955,438,325,204,95,3039,6281,1968
  甘州区,41926,30337,479,1853,776,3200,21772,2250,7,11589,3563,1657,218,235,134,68,1946,2779,989
  肃南裕固族自治县,2580,2006,31,165,79,190,1424,114,3,574,97,212,9,4,,,50,154,48
  民乐县,14687,12270,30,379,218,581,10514,548,,2417,732,720,34,15,5,,133,716,62
  临泽县,11011,9050,64,453,182,490,7537,324,,1961,443,627,39,25,16,,211,439,161
  高台县,13223,10583,53,483,248,980,8477,342,,2640,707,855,53,13,20,24,215,493,260
  山丹县,12977,8508,126,460,215,886,5512,1308,1,4469,803,884,85,33,29,3,484,1700,448
平凉市,167956,115841,771,5357,2551,8404,89536,9113,109,52115,17259,12499,1259,805,459,179,3462,12639,3554
  崆峒区,40405,24526,204,1897,1033,3412,15546,2338,96,15879,3940,2266,489,466,198,145,2142,4451,1782
  泾川县,21930,16742,62,489,240,1112,13872,964,3,5188,1928,1522,116,45,21,10,229,1049,268
  灵台县,15529,11123,116,432,187,808,8911,669,,4406,1287,1235,83,28,43,11,160,1348,211
  崇信县,8467,6144,41,240,182,470,4163,1045,3,2323,731,457,90,15,13,1,78,783,155
  华亭县,15692,10839,150,647,386,1153,6496,2000,7,4853,1275,793,154,108,75,6,449,1613,380
  庄浪县,30251,21648,99,739,255,612,18985,958,,8603,3930,2797,96,47,52,1,146,1241,293
  静宁县,35682,24819,99,913,268,837,21563,1139,,10863,4168,3429,231,96,57,5,258,2154,465
酒泉市,85402,61873,1044,4750,2090,8482,39189,6306,12,23529,5522,3922,701,666,471,171,3547,6533,1996
  肃州区,34577,23808,547,2090,968,3884,13622,2692,5,10769,2614,1325,273,457,339,118,2069,2961,613
  金塔县,12215,9608,64,341,153,576,8138,334,2,2607,995,594,73,32,32,1,178,508,194
  瓜州县,11132,8331,132,530,137,787,6019,726,,2801,558,803,60,20,21,1,137,833,368
  肃北蒙古族自治县,1236,938,27,107,53,90,303,358,,298,36,53,14,4,1,2,26,94,68
  阿克塞哈萨克族自治县,682,472,23,60,70,76,90,153,,210,7,35,17,1,3,,31,97,19
  玉门市,10720,8022,43,571,243,986,5444,732,3,2698,472,655,106,53,34,4,286,776,312
  敦煌市,14840,10694,208,1051,466,2083,5573,1311,2,4146,840,457,158,99,41,45,820,1264,422
庆阳市,173061,118393,656,5033,2433,8262,96321,5600,88,54668,15983,13085,1529,862,514,232,2275,15733,4455
  西峰区,28702,17103,248,1680,886,2961,9521,1794,13,11599,3628,1257,401,367,167,83,1077,3677,942
  庆城县,21863,15055,83,683,284,974,11887,1137,7,6808,1682,1470,251,58,71,16,251,2356,653
  环县,25001,18062,24,597,269,1230,15606,336,,6939,2347,2185,92,27,31,13,126,1567,551
  华池县,10361,7620,68,226,236,372,6407,311,,2741,728,851,98,36,30,8,87,611,292
  合水县,11010,8120,34,235,141,412,7051,246,1,2890,826,786,105,112,17,18,168,604,254
  正宁县,13632,8671,48,375,198,572,7169,294,15,4961,1285,904,126,47,43,27,150,1946,433
  宁县,30372,19503,75,750,188,986,16624,853,27,10869,2758,2921,322,121,126,30,221,3330,1040
  镇原县,32120,24259,76,487,231,755,22056,629,25,7861,2729,2711,134,94,29,37,195,1642,290
定西市,225477,166909,373,5125,2519,9266,140886,8702,38,58568,21017,16384,1035,586,455,275,3521,11477,3818
  安定区,38060,26442,142,1390,883,1766,20238,2023,,11618,4139,2506,264,237,144,107,970,2469,782
  通渭县,27237,19967,53,625,292,901,16924,1172,,7270,3142,2418,77,38,44,13,242,985,311
  陇西县,36892,25523,48,871,456,2820,18480,2845,3,11369,4234,2457,184,72,82,77,1287,2368,608
  渭源县,27291,20962,33,411,157,500,19452,403,6,6329,2224,2105,107,57,33,22,94,1085,602
  临洮县,45949,34354,51,1115,315,2205,29139,1527,2,11595,3854,3716,178,118,100,35,580,2264,750
  漳县,16175,12538,27,232,70,196,11745,268,,3637,1526,1225,57,29,20,4,81,548,147
  岷县,33873,27123,19,481,346,878,24908,464,27,6750,1898,1957,168,35,32,17,267,1758,618
陇南市,215651,150292,986,4891,2659,6523,126384,8795,54,65359,13896,16162,1905,502,428,193,2198,19047,11028
  武都区,45951,34074,304,1385,569,2048,27283,2456,29,11877,2925,3226,388,122,94,42,609,3389,1082
  成县,21474,15060,173,574,267,773,12164,1102,7,6414,1636,1631,207,66,60,7,310,1724,773
  文县,18658,13094,75,380,296,491,11155,695,2,5564,1103,1253,213,75,36,7,237,1489,1151
  宕昌县,22801,16444,87,577,188,435,14371,773,13,6357,1052,1600,155,57,50,111,127,1810,1395
  康县,16946,13036,71,329,192,523,11073,848,,3910,659,1625,93,32,44,2,155,1039,261
  西和县,31144,17823,107,458,380,463,15701,713,1,13321,2717,2410,384,38,81,8,163,3775,3745
  礼县,37464,24747,40,565,334,1000,21563,1245,,12717,2904,2750,294,40,34,10,282,4286,2117
  徽县,16656,12887,92,430,316,637,10598,812,2,3769,701,1115,121,59,20,4,243,1207,299
  两当县,4557,3127,37,193,117,153,2476,151,,1430,199,552,50,13,9,2,72,328,205
临夏回族自治州,170354,126477,977,4367,2622,9381,99231,9898,1,43877,7751,14279,1006,148,271,85,2224,13663,4450
  临夏市,21564,12969,350,1732,1366,3333,3479,2708,1,8595,1280,1252,315,83,106,48,1117,3359,1035
  临夏县,29159,22925,108,325,100,1608,19031,1753,,6234,1207,2769,122,10,49,5,154,1573,345
  康乐县,21474,17280,121,463,218,625,14612,1241,,4194,917,1577,51,16,19,16,137,1079,382
  永靖县,16421,12131,157,535,350,830,8921,1338,,4290,930,1300,114,16,33,,482,1121,294
  广河县,17727,12831,111,326,129,988,10758,519,,4896,662,1615,103,3,21,2,97,1646,747
  和政县,18551,13473,52,371,192,1013,10629,1216,,5078,655,1756,117,12,14,3,123,1686,712
  东乡族自治县,25520,21321,62,212,124,404,20167,352,,4199,1057,2121,38,1,6,3,29,773,171
  积石山保安族东乡族撒拉族自治县,19938,13547,16,403,143,580,11634,771,,6391,1043,1889,146,7,23,8,85,2426,764
甘南藏族自治州,57279,39990,406,2711,1447,2081,31067,2275,3,17289,4201,4891,413,77,91,44,539,4552,2481
  合作市,7801,4400,109,713,406,632,2076,461,3,3401,1123,523,95,41,37,38,169,918,457
  临潭县,11381,7726,56,196,99,221,6546,608,,3655,812,1233,85,5,8,4,60,1029,419
  卓尼县,8682,6779,36,336,287,102,5921,97,,1903,444,767,53,6,15,,49,377,192
  舟曲县,10516,7581,56,338,211,325,6151,500,,2935,744,808,89,6,15,1,90,799,383
  迭部县,4262,2836,34,135,133,65,2414,55,,1426,288,447,26,9,6,1,60,300,289
  玛曲县,4519,3746,27,331,127,257,2836,168,,773,332,242,4,,1,,17,86,91
  碌曲县,2636,1877,15,192,73,169,1349,79,,759,151,150,13,5,1,,28,318,93
  夏河县,7482,5045,73,470,111,310,3774,307,,2437,307,721,48,5,8,,66,725,557
,,,,,,,,,,,,,,,,,,,
青海省,411514,290469,5281,21736,11385,39590,169810,42426,241,121045,25532,19403,2796,1888,2040,602,19131,37192,12461
西宁市,172269,113170,3237,11001,6856,23812,43536,24615,113,59099,13206,5203,1317,1334,1545,514,15892,16588,3500
  城东区,27623,14429,477,1797,1408,6301,123,4320,3,13194,2491,736,309,209,548,104,3973,4265,559
  城中区,23702,13635,290,2288,2028,4747,541,3730,11,10067,1667,436,235,346,311,14,3765,2710,583
  城西区,19638,11531,663,2842,1679,3675,59,2594,19,8107,1951,207,184,257,167,158,3057,1647,479
  城北区,24856,14216,1309,1832,972,4054,775,5230,44,10640,2436,447,187,322,279,191,3484,2539,755
  大通回族土族自治县,33420,25733,221,986,407,1922,18081,4096,20,7687,1820,1379,223,103,137,4,1015,2492,514
  湟中县,32681,26227,221,801,219,2276,19072,3629,9,6454,1992,1511,123,52,36,38,331,1999,372
  湟源县,10349,7399,56,455,143,837,4885,1016,7,2950,849,487,56,45,67,5,267,936,238
海东地区,102443,75470,636,3605,1237,5536,58276,6129,51,26973,6125,6783,545,298,162,49,1503,8417,3091
  平安县,7649,5111,202,459,248,973,2297,932,,2538,551,376,53,55,30,10,329,918,216
  民和回族土族自治县,25875,18827,93,710,317,1217,14867,1623,,7048,2040,2023,135,70,46,5,281,1938,510
  乐都县,19371,14024,92,697,203,1208,10374,1411,39,5347,1228,1362,113,106,26,4,457,1472,579
  互助土族自治县,27132,22192,74,904,206,843,19240,925,,4940,1447,1367,89,29,12,2,306,1324,364
  化隆回族自治县,13750,10079,145,456,163,805,7570,929,11,3671,431,1078,57,33,29,3,63,1380,597
  循化撒拉族自治县,8666,5237,30,379,100,490,3928,309,1,3429,428,577,98,5,19,25,67,1385,825
海北藏族自治州,19360,15094,150,894,493,1181,11277,1095,4,4266,956,769,101,37,52,6,251,1817,277
  门源回族自治县,10074,8464,38,347,111,362,7081,524,1,1610,419,395,37,5,21,1,102,558,72
  祁连县,3486,2661,37,156,102,239,1918,209,,825,198,170,23,14,15,2,52,289,62
  海晏县,2890,2006,38,240,243,350,903,229,3,884,212,79,23,14,12,3,64,407,70
  刚察县,2910,1963,37,151,37,230,1375,133,,947,127,125,18,4,4,,33,563,73
黄南藏族自治州,17661,12680,124,796,287,958,9966,548,1,4981,980,1275,156,42,23,13,197,1416,879
  同仁县,6795,4567,45,472,169,352,3272,256,1,2228,475,525,83,30,17,5,126,643,324
  尖扎县,3615,2609,32,143,37,215,2045,137,,1006,199,258,25,6,3,1,38,303,173
  泽库县,4232,3354,36,95,48,178,2904,93,,878,213,341,27,4,1,7,19,171,95
  河南蒙古族自治县,3019,2150,11,86,33,213,1745,62,,869,93,151,21,2,2,,14,299,287
海南藏族自治州,31556,23987,187,1492,590,2041,17922,1738,17,7569,1501,1842,162,61,29,7,406,2542,1019
  共和县,9020,6748,71,474,246,708,4637,595,17,2272,609,433,59,39,17,3,138,654,320
  同德县,4499,3312,13,252,51,223,2679,94,,1187,230,277,20,3,,,43,359,255
  贵德县,7771,5930,34,338,135,520,4212,691,,1841,299,443,48,6,6,2,170,719,148
  兴海县,5216,4037,46,212,75,355,3107,242,,1179,173,262,16,3,3,1,17,480,224
  贵南县,5050,3960,23,216,83,235,3287,116,,1090,190,427,19,10,3,1,38,330,72
果洛藏族自治州,12651,9883,149,967,291,768,7408,299,1,2768,439,846,52,8,33,,83,672,635
  玛沁县,3399,2536,63,259,98,329,1603,184,,863,158,171,15,4,23,,35,227,230
  班玛县,2072,1618,26,152,42,72,1294,32,,454,63,196,7,4,3,,18,103,60
  甘德县,2545,2136,16,212,24,110,1742,31,1,409,85,185,10,,3,,7,80,39
  达日县,2051,1593,13,139,43,94,1276,28,,458,52,152,11,,3,,10,75,155
  久治县,1738,1312,21,163,28,91,997,12,,426,58,97,7,,1,,11,126,126
  玛多县,846,688,10,42,56,72,496,12,,158,23,45,2,,,,2,61,25
玉树藏族自治州,21831,15434,102,687,410,762,13034,438,1,6397,769,1753,150,5,10,11,121,1774,1804
  玉树县,5948,3670,14,265,202,304,2649,236,,2278,101,431,75,5,7,1,80,596,982
  杂多县,3280,2590,10,33,19,124,2379,25,,690,159,326,10,,1,8,11,110,65
  称多县,3771,2821,12,206,22,87,2367,127,,950,121,218,17,,,,14,330,250
  治多县,2039,1382,20,51,45,58,1202,5,1,657,99,150,8,,,,2,284,114
  囊谦县,5056,3588,24,73,82,109,3280,20,,1468,197,538,36,,2,2,9,367,317
  曲麻莱县,1737,1383,22,59,40,80,1157,25,,354,92,90,4,,,,5,87,76
海西蒙古族藏族自治州,33743,24751,696,2294,1221,4532,8391,7564,53,8992,1556,932,313,103,186,2,678,3966,1256
  格尔木市,14435,9931,291,1088,551,2661,2063,3265,12,4504,683,302,175,50,115,,376,2160,643
  德令哈市,5761,4118,154,330,321,637,1417,1230,29,1643,295,192,62,21,30,1,180,676,186
  乌兰县,2949,2229,40,179,61,264,979,706,,720,139,118,24,5,11,,35,278,110
  都兰县,5419,4152,57,191,90,271,3123,419,1,1267,284,249,34,12,6,,48,476,158
  天峻县,2511,1915,54,223,46,266,728,597,1,596,107,65,8,,13,,17,247,139
  芒崖行委,1353,1230,39,162,70,258,24,670,7,123,30,2,2,4,9,,12,53,11
  柴旦行委,1079,957,42,89,64,138,57,567,,122,18,4,5,10,2,1,8,67,7
  冷湖行委,236,219,19,32,18,37,,1110,3,17,,,3,1,,,2,9,2
,,,,,,,,,,,,,,,,,,,
宁夏回族自治区,467146,327094,5495,25114,14558,51487,167050,63337,53,140052,34390,18607,3235,1750,2450,1264,26418,41205,10733
银川市,153950,100799,3381,12564,8722,25544,25785,24791,12,53151,13128,3558,1369,996,1269,893,14805,12802,4331
  兴庆区,53700,34351,2152,6079,4794,11456,2737,7129,4,19349,3175,626,552,511,483,428,7362,4603,1609
  西夏区,26132,13888,169,1995,842,3762,2990,4129,1,12244,6024,360,171,177,228,32,3405,1423,424
  金凤区,21759,13736,516,2320,1878,4005,1670,3347,,8023,1409,504,244,176,339,154,2142,2230,825
  永宁县,16045,11900,132,509,274,1334,7209,2440,2,4145,1106,574,101,50,73,86,494,1156,505
  贺兰县,16724,12237,171,677,409,1864,6326,2789,1,4487,721,713,144,35,68,167,628,1494,517
  灵武市,19590,14687,241,984,525,3123,4853,4957,4,4903,693,781,157,47,78,26,774,1896,451
