表2-4省自治区直辖市的市按非农业户口和农业户口分的人口数,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、％,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    非农业户口,,,    农业户口,,,    户口待定和暂无户口,,,    非农业
    市名,  合计,    男,    女,,,,,,,,,,    户口占
,,,,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,    的比例
  榆林地区,    369 335,  190 069,    179 266,    74 712,    40 006,    34 706,    283 954,    144 658,    139 296,    10 669,    5 405,    5 264,    20.23
    榆林市,    369 335,  190 069,    179 266,    74 712,    40 006,    34 706,    283 954,    144 658,    139 296,    10 669,    5 405,    5 264,    20.23
甘肃省,  6 054 612,    3 154 581,  2 900 031,  2 458 150, 1 329 417, 1 128 733,  3 539 235,  1 797 098,  1 742 137,    57 227,    28 066,    29 161,    40.60
  兰州市,  1 617 761,    855 948,    761 813,  1 205 098,    643 863,  561 235,    389 697,    200 071,    189 626,    22 966,    12 014,    10 952,    74.49
    城关区,    669 962,    350 414,    319 548,    575 450,    300 128,  275 322,    83 962,    44 720,    39 242,    10 550,    5 566,    4 984,    85.89
    七里河区,    393 713,    208 916,    184 797,    271 903,    145 771,  126 132,    115 974,    60 099,    55 875,    5 836,    3 046,    2 790,    69.06
    西固区,    291 055,    153 513,    137 542,    201 278,    107 979,    93 299,    87 060,    44 137,    42 923,    2 717,    1 397,    1 320,    69.15
    安宁区,    132 230,    71 151,    61 079,    91 692,  51 085,    40 607,    39 031,    19 205,    19 826,    1 507,    861,    646,    69.34
    红古区,    130 801,    71 954,    58 847,    64 775,    38 900,    25 875,    63 670,    31 910,    31 760,    2 356,    1 144,    1 212,    49.52
  嘉峪关市,    109 987,    60 679,    49 308,    77 009,    44 058,    32 951,    32 396,    16 318,    16 078,    582,    303,    279,    70.02
    嘉峪关区,    109 987,    60 679,    49 308,    77 009,    44 058,    32 951,    32 396,    16 318,    16 078,    582,    303,    279,    70.02
  金昌市,    159 579,    84 587,    74 992,    100 464,    54 055,    46 409,    57 932,    29 945,    27 987,    1 183,    587,    596,    62.96
    金川区,    159 579,    84 587,    74 992,    100 464,    54 055,    46 409,    57 932,    29 945,    27 987,    1 183,    587,    596,    62.96
  白银市,    382 654,    206 600,    176 054,    198 735,  112 904,    85 831,    181 321,    92 345,    88 976,    2 598,    1 351,    1 247,    51.94
    白银区,    224 729,    119 265,    105 464,    139 416,    76 591,    62 825,    84 005,    41 974,    42 031,    1 308,    700,    608,    62.04
    平川区,    157 925,    87 335,    70 590,    59 319,    36 313,    23 006,    97 316,    50 371,    46 945,    1 290,    651,    639,    37.56
  天水市,    1 039 750,    539 661,    500 089,    237 823,  127 827,    109 996,    793 393,    407 590,    385 803,    8 534,    4 244,    4 290,    22.87
    秦城区,    533 255,    277 164,    256 091,    149 292,    79 301,    69 991,    378 388,    195 060,    183 328,    5 575,    2 803,    2 772,    28.00
    北道区,    506 495,    262 497,    243 998,    88 531,    48 526,    40 005,    415 005,    212 530,    202 475,    2 959,    1 441,    1 518,    17.48
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
表2-4单位：人、％,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    非农业户口,,,    农业户口,,,    户口待定和暂尢户口,,,    非农业
    市名,  合计,    男,    女,,,,,,,,,,    户口占
,,,,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,    的比例
  酒泉地区,    609 765,    313 283,    296 482,    205 382,  109 067,    96 315,    400 812,    202 519,    198 293,    3 571,    1 697,    1 874,    33.68
    玉门市,    193 911,    102 112,    91 799,    112 324,    60 987,    51 337,    80 737,    40 707,    40 030,    850,    418,    432,    57.93
    洒泉市,    300 947,    152 922,    148 025,    71 302,    36 772,    34 530,    227 925,    115 367,    112 558,    1 720,    783,    937,    23.69
    敦煌市,    114 907,    58 249,    56 658,    21 756,    11 308,    10 448,    92 150,    46 445,    45 705,    1 001,    496,    505,    18.93
  张掖地区,    433 569,    223 137,    210 432,    85 420,    45 862,    39 558,    346 193,    176 417,    169 776,    1 956,    858,    1 098,    19.70
    张掖市,    433 569,    223 137,    210 432,    85 420,    45 862,    39 558,    346 193,    176 417,    169 776,1 956,    858,    1 098,    19.70
  武威地区,    876 073,    446 355,    429 718,    124 855,    70 594,    54 261,    744 631,    373 115,    371 516,    6 587,    2 646,    3 941,    14.25
    武威市,    876 073,    446 355,    429 718,    124 855,    70 594,    54 261,    744 631,    373 115,    371 516,    6 587,    2 646,    3 941,    14.25
  平凉地区,    386 325,    200 025,    186 300,    95 848,    52 117,    43 731,    287 060,    146 264,    140 796,    3 417,    1 644,    1 773,    24.81
    半凉市,    386 325,    200 025,    186 300,    95 848,    52 117,    43 731,    287 060,    146 264,    140 796,    3 417,    1 644,    1 773,    24.81
  庆阳地区,    270 435,    139 100,    131 335,    50 087,    29 250,    20 837,    219 065,    109 203,    109 862,    1 283,    647,    636,    18.52
    西峰市,    270 435,    139 100,    131 335,    50 087,    29 250,    20 837,    219 065,    109 203,    109 862,    1 283,    647,    636,    18.52
  临夏回族自治州,    168 714,    85 206,    83 508,    77 429,    39 820,    37 609,    86 735,    43 311,    43 424,    4 550,    2 075,    2 475,    45.89
    临夏市,    168 714,    85 206,    83 508,    77 429,    39 820,    37 609,    86 735,    43 311,    43 424,    4 550,    2 075,    2 475,    45.89
青海省,    833 566,    437 901,    395 665,    640 056,    335 053,    305 003,    178 022,    94 822,    83 200,    1 5 488,    8 026,    7 462,    76.79
  西宁市,    697 780,    362 078,    335 702,    558 670,    291 495,    267 175,    126 897,    64 249,    62 648,    12 213,    6 334,    5 879,    80.06
    城东区,    207 789,    106 676,    101 113,    165 518,    85 124,    80 394,    37 137,    18 897,    18 240,    5 134,    2 655,    2 479,    79.66
    城中区,    129 468,    66 720,    62 748,    120 934,    62 292,    58 642,    6 993,    3 609,    3 384,    1 541,    819,    722,    93.41
    城西区,    179 826,    94 591,    85 235,    149 517,    79 356,    70 161,    27 899,    13 955,    13 944,    2 410,    1 280,    1 1 30,    83.15
    城北区,    180 697,    94 091,    86 606,    122 701,    64 723,    57 978,    54 868,    27 788,    27 080,    3 128,    1 580,    1 548,    67.90
  海西蒙古族藏族自治州,    135 786,    75 823,    59 963,    81 386,    43 558,    37 828,51 125,    30 573,    20 552,    3 275,    1 692,    1 583,    59.94
    格尔木市,    83 015,    47 885,    35 130,    50 990,    27 529,    23 461,    30 213,    19 436,    10 777,    1 812,    920,    892,    61.42
    德令哈市,    52 771,    27 938,    24 833,    30 396,    16 029,    14 367,    20 912,    111 37,    9 775,    1 463,    772,    691,    57.60
宁夏回族自治区,  1 258 698,    651 012,    607 686,    709 469,  371 337,338 132,    535 936,    272 973,    262 963,    13 293,    6 702,    6 591,    56.37
  银川市,    502 080,    260 035,    242 045,    350 071,  180 905,  169 166,    146 612,    76 325,    70 287,    5 397,    2 805,    2 592,    69.72
    城区,    192 573,    98 688,    93 885,    184 406,    94 252,    90 154,    7 048,    3 853,    3 195,    1 119,    583,    536,    95.76
    新城区,    191 081,    101 195,    89 886,    158 510,    82 557,    75 953,    30 766,    17 603,    13 163,    1 805,    1 035,    770,    82.95
    郊区,    118 426,    60 152,    58 274,    7 155,    4 096,    3 059,    108 798,    54 869,    53 929,    2 473,    1 187,    1 286,    6.04
  石嘴山市,    283 470,    149 194,    134 276,    244 779,  128 202,  116 577,    35 062,    19 133,    15 929,    3 629,    1 859,    1 770,    86.35
    大武口区,    96 519,    50 567,    45 952,    80 821,    42 106,    38 715,    14 644,    7 910,    6 734,    1 054,    551,    503,    83.74
    石嘴山区,    111 714,    58 295,    53 419,    99 231,    51 494,    47 737,    10 962,    6 009,    4 953,    1 521,    792,    729,    88.83
    石炭井区,    75 237,    40 332,    34 905,    64 727,    34 602,    30 125,    9 456,    5 214,    4 242,    1 054,    516,    538,    86.03
  银南地区,    473 148,    241 783,    231 365,    1 14 619,    62 230,    52 389,    354 262,    177 515,    176 747,    4 267,    2 038,    2 229,    24.22
    吴忠市,    252 017,    127 295,    124 722,    64 809,    34 478,    30 331,    184 374,    91 544,    92 830,    2 834,    1 273,    1 561,    25.72
    青铜峡市,    221 131,    114 488,    106 643,    49 810,    27 752,    22 058,    169 888,    85 971,    83 917,    1 433,    765,    668,    22.53
新疆维吾尔自治区,  4 841 701,  2 501 834,  2 339 867,  2 636 518, 1 353 376, 1 283 142,    2 151 482,  1 120 691,  1 030 791,    53 701,    27 767,    25 934,    54.45
  乌鲁木齐市,  1 217 316,    631 194,    586 122,  1 070 810,  548 118,  522 692,    133 292,    75 984,    57 308,    13 214,    7 092,    6 122,    87.96
    天山区,    333 571,    169 865,    163 706,    307 783,  155 387,  152 396,    21 784,    12 411,    9 373,    4 004,    2 067,    1 937,    92.27
    沙衣巴克区,    318 006,    164 211,    1 53 795,    280 316,  143 169,  137 147,    33 877,    19 019,    14 858,    3 813,    2 023,    1 790,    88.15
    新市区,    245 223,    129 464,    115 759,    228 645,  119 031,  109 614,    14 692,    9 353,    5 339,    1 886,    1 080,    806,    93.24
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
表2-4单位：人、％,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    非农业户口,,,    农业户口,,,    户口待定和暂无户口,,,    非农业
    市名,  合计,    男,    女,,,,,,,,,,    户口占
,,,,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,    的比例
    水磨沟区,    110 108,    56 509,    53 599,    96 354,    48 585,  47 769,    12 726,    7 402,    5 324,    1 028,    522,    506,    87.51
    头屯河区,    100 025,    53 060,    46 965,    67 820,    35 498,  32 322,    31 222,    17 027,    14 195,    983,    535,    448,    67.80
    南山区,    27 677,    14 797,    12 880,    24 689,    12 858,  11 831,    2 577,    1 698,    879,    411,    241,    170,    89.20
    东山区,    82 706,    43 288,    39 418,    65 203,    33 590,  31 613,    16 414,    9 074,    7 340,    1 089,    624,    465,    78.84
  克拉玛依市,    210 064,    110 832,    99 232,    194 049,  101 161,  92 888,    14 551,    8 962,    5 589,    1 464,    709,    755,    92.38
    独山子区,    35 628,    18 900,    16 728,    33 426,    17 397,  16 029,    2 052,    1 421,    631,    150,    82,    68,    93.82
    克拉玛依区,    93 074,    47 930,    45 144,    87 715,    44 817,  42 898,    4 907,    2 876,    2 031,    452,    237,    215,    94.24
    白碱滩区,    71 093,    38 333,    32 760,    64 725,    34 556,  30 169,    5 593,    3 427,    2 166,    775,    350,    425,    91.04
    乌尔禾区,    10 269,    5 669,    4 600,    8 183,    4 391,    3 792,    1 999,    1 238,    761,    87,    40,    47,    79.69
  吐鲁番地区,    218 354,    111 778,    106 576,    55 645,    29 335,  26 310,    162 113,    82 172,79 941,    596,    271,    325,    25.48
    吐鲁番市,    218 354,    111 778,    106 576,    55 645,    29 335,  26 310,    162 113,    82 172,    79 941,    596,    271,    325,    25.48
  哈密地区,    290 143,    149 285,    140 858,    146 495,    75 339,  71 156,    142 013,    72 978,    69 035,    1 635,    968,    667,    50.49
    哈密市,    290 143,    149 285,    140 858,    146 495,    75 339,  71 156,    142 013,    72 978,    69 035,    1 635,    968,    667,    50.49
  昌吉回族自治州,    258 592,    133 877,    124 715,    109 236,    56 315,  52 921,    146 274,    75 992,    70 282,    3 082,    1 570,    1 512,    42.24
    昌吉市,    258 592,    133 877,    124 715,    109 236,    56 315,  52 921,    146 274,    75 992,    70 282,    3 082,    1 570,    1 512,    42.24
  博尔塔拉蒙古自治州,    160 753,    83 128,    77 625,    40 676,    20 628,  20 048,    116 735,    60 778,    55 957,    3 342,    1 722,    1 620,    25.30
    博乐市,    160 753,    83 128,    77 625,    40 676,    20 628,  20 048,    116 735,    60 778,    55 957,    3 342,    1 722,    1 620,    25.30
  巴音郭楞蒙古自治州,    246 982,    128 153,    118 829,    136 765,    70 592,  66 173,    108 030,    56 450,    51 580,    2 187,    1 111,    1 076,    55.37
    库尔勒市,    246 982,    128 153,    118 829,    136 765,    70 592,  66 173,    108 030,    56 450,    51 580,    2 187,    1 111,    1 076,    55.37
  阿克苏地区,    383 038,    202 121,    180 917,    126 325,    68 091,  58 234,    252 497,    131 839,    120 658,    4 216,    2 191,    2 025,    32.98
    阿克苏市,    383 038,    202 121,    180 917,    126 325,    68 091,  58 234,    252 497,    131 839,    120 658,    4 216,    2 191,    2 025,    32.98
  克孜勒苏柯尔克孜自治州,    167 851,    85 592,    82 259,    36 296,    19 685,  16 611,    131 234,    65 761,    65 473,    321,    146,    175,    21.62
    阿图什市,    167 851,    85 592,    82 259,    36 296,    19 685,  16 611,    131 234,    65 761,    65 473,    321,    146,    175,    21.62
  喀什地区,    215 437,    108 782,    106 655,    158 352,    79 626,  78 726,    54 172,    27 810,    26 362,    2 913,    1 346,    1 567,    73.50
    喀什市,    215 437,    108 782,    106 655,    158 352,    79 626,  78 726,    54 172,    27 810,    26 362,    2 913,    1 346,    1 567,    73.50
  和田地区,    139 603,    71 094,    68 509,    62 902,    32 077,  30 825,    73 940,    37 655,    36 285,    2 761,    1 362,    1 399,    45.06
    和田市,    139 603,    71 094,    68 509,    62 902,    32 077,  30 825,    73 940,    37 655,    36 285,    2 761,    1 362,    1 399,    45.06
  伊犁哈萨克自治州,    226 104,    118 651,    107 453,    58 836,    30 808,  28 028,    165 343,    86 773,    78 570,    1 925,    1 070,    855,    26.02
    奎电市,    226 104,    118 651,    107 453,    58 836,    30 808,  28 028,    165 343,    86 773,    78 570,    1 925,    1 070,    855,    26.02
  伊犁地区,    271 288,    137 862,    133 426,    172 480,    86 624,  85 856,    89 469,    46 530,    42 939,    9 339,    4 708,    4 631,    63.58
    伊宁市,    271 288,    137 862,    133 426,    172 480,    86 624,  85 856,    89 469,    46 530,    42 939,    9 339,    4 708,    4 631,    63.58
  塔城地区,    128 680,    65 522,63 158,    40 834,    20 372,  20 462,    86 591,    44 528,    42 063,    1 255,    622,    633,    31.73
