表5    各职业大类人口和未工作人口（长表数据）,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,单位：人
县市名,,,,,,,,,,,,,,,,,
,15岁及以上人口,各种职业人口,国家机关、党群组织、,专业技术人员,办事人员和有关人员,商业、服务业人员,农林牧渔水利业,生产、运输设备操作,不便分类的其他,各种未工作人口,在校学生,料理家务,离退休,丧失劳动能力,从未工作,失去工作,其他
,总        计,总        计,企业、事业单位负责人,,,,生  产  人  员,人 员 及 有 关 人 员,从  业  人  员,总        计,,,,,正在寻找工作,正在寻找工作,
,,,,,,,,,,,,,,,,,
会泽县,57908,50868,280,1363,266,1302,45972,1626,59,7040,1634,1380,897,2623,238,37,231
沾益县,27907,23968,71,825,340,1019,19958,1754,1,3939,968,1058,491,1108,139,91,84
宣威市,88812,77813,496,2224,531,2863,66810,4880,9,10999,3803,2032,1294,2815,458,122,475
玉溪市,153119,124153,1094,6060,2918,8735,91252,14056,38,28966,6357,6984,4670,7975,846,848,1286
红塔区,31324,23520,306,1907,1188,2868,12604,4632,15,7804,2128,1602,1546,1609,247,340,332
江川县,18525,15342,114,541,227,883,12063,1508,6,3183,558,650,422,1307,78,64,104
澄江县,10849,9006,66,337,226,638,6993,740,6,1843,340,356,233,741,50,46,77
通海县,19930,15725,187,605,271,1130,11196,2332,4,4205,652,1170,764,1166,72,144,237
华宁县,14594,12503,78,448,156,495,10706,617,3,2091,471,427,266,744,68,63,52
易门县,12659,10415,49,542,196,582,7940,1105,1,2244,507,560,463,477,85,49,103
峨山彝族自治县,10972,9115,105,494,190,569,6845,912,,1857,400,616,276,389,55,25,96
新平彝族傣族自治县,19976,16885,89,637,236,943,13709,1268,3,3091,730,850,337,912,96,60,106
元江哈尼族彝族傣族自治县,14290,11642,100,549,228,627,9196,942,,2648,571,753,363,630,95,57,179
昭通地区,293665,249279,1221,7725,2847,7469,221222,8756,39,44386,9953,12496,3638,13840,1910,562,1987
昭通市,47704,38188,226,1603,925,2154,30388,2888,4,9516,2505,2404,1296,2232,455,181,443
鲁甸县,20603,17820,86,536,159,345,16336,355,3,2783,766,603,132,1071,86,15,110
巧家县,32637,28318,100,615,190,529,26371,511,2,4319,852,980,291,1822,138,18,218
盐津县,20021,16849,98,661,167,518,14876,529,,3172,565,1181,230,855,122,35,184
大关县,15026,13252,82,415,145,419,11786,402,3,1774,338,491,129,672,67,15,62
永善县,24396,20708,100,640,185,532,18789,461,1,3688,711,989,235,1348,140,55,210
绥江县,9251,8067,51,288,114,339,6930,343,2,1184,181,339,193,268,86,65,52
镇雄县,67802,58062,176,1287,369,1107,54015,1103,5,9740,2599,2197,507,3472,561,80,324
彝良县,29774,25989,120,746,265,608,23323,927,,3785,676,1438,261,1094,135,37,144
威信县,19977,16736,125,579,172,428,14844,569,19,3241,552,1461,215,768,68,28,149
水富县,6474,5290,57,355,156,490,3564,668,,1184,208,413,149,238,52,33,91
楚雄彝族自治州,190938,159623,1272,6248,2369,8323,132351,9004,56,31315,6309,9304,5262,7479,1047,709,1205
楚雄市,38349,29912,306,1818,758,2826,21359,2837,8,8437,2184,2130,1784,1157,372,349,461
双柏县,11574,10078,73,321,116,371,8830,366,1,1496,283,400,181,536,48,2,46
牟定县,14418,12124,80,391,165,447,10609,430,2,2294,395,861,305,607,50,30,46
南华县,17110,14587,80,498,197,639,12605,568,,2523,351,937,308,822,44,23,38
姚安县,14518,12168,99,373,137,409,10822,326,2,2350,437,613,340,808,54,19,79
大姚县,21326,18029,178,569,133,684,15816,648,1,3297,815,888,466,920,80,50,78
永仁县,7843,6724,64,228,114,258,5829,228,3,1119,217,347,169,268,46,15,57
元谋县,15302,12859,87,396,202,520,11077,570,7,2443,347,934,326,595,76,74,91
武定县,18959,16825,136,511,167,621,14824,562,4,2134,549,559,232,619,61,27,87
禄丰县,31539,26317,169,1143,380,1548,20580,2469,28,5222,731,1635,1151,1147,216,120,222
红河哈尼族彝族自治州,287162,237688,1681,9117,4523,13419,186725,22187,36,49474,8459,14881,10106,9507,2172,1499,2850
个旧市,34540,24758,343,1854,1445,3557,8833,8725,1,9782,1408,2708,3295,799,529,561,482
开远市,20755,16174,145,989,869,1783,9577,2810,1,4581,621,1160,1577,465,314,224,220
蒙自县,23270,18661,132,723,363,1205,14578,1652,8,4609,1211,1262,937,589,193,138,279
屏边苗族自治县,9910,8473,57,291,95,402,7161,463,4,1437,172,591,125,301,91,30,127
建水县,35611,29369,209,1139,352,1396,24344,1918,11,6242,1268,1611,1290,1593,153,127,200
石屏县,20408,16643,159,598,219,753,13269,1645,,3765,575,1366,594,855,116,100,159
弥勒县,34711,29930,167,944,253,1204,25705,1656,1,4781,857,1488,804,1190,148,94,200
泸西县,25062,20885,112,675,240,888,17736,1234,,4177,612,1342,416,1474,157,66,110
元阳县,24473,21656,73,465,132,639,19666,681,,2817,455,1084,159,774,133,21,191
红河县,17405,15054,62,346,141,255,13899,349,2,2351,436,804,159,304,62,23,563
金平苗族瑶族傣族自治县,21785,19746,89,469,157,568,17982,473,8,2039,382,685,147,617,52,31,125
绿春县,12676,11282,48,294,96,227,10475,142,,1394,322,466,62,408,54,4,78
河口瑶族自治县,6556,5057,85,330,161,542,3500,439,,1499,140,314,541,138,170,80,116
文山壮族苗族自治州,220249,194159,896,5766,1846,5534,174200,5848,69,26090,7250,8331,2878,5426,816,413,976
文山县,29405,24237,262,1329,548,1526,18930,1620,22,5168,1675,1313,836,757,200,148,239
砚山县,28978,26013,102,759,208,763,23166,1015,,2965,868,854,393,615,71,51,113
西畴县,16891,14937,80,467,160,384,13489,355,2,1954,647,526,211,421,62,18,69
麻栗坡县,18870,16604,36,466,167,405,15183,347,,2266,496,813,255,547,56,27,72
马关县,24548,21617,87,565,164,711,19190,884,16,2931,904,784,314,626,144,48,111
丘北县,27865,24806,126,707,195,592,22681,497,8,3059,734,858,331,851,78,68,139
广南县,46631,41994,94,928,235,583,39507,632,15,4637,1258,1605,356,1129,119,27,143
富宁县,27061,23951,109,545,169,570,22054,498,6,3110,668,1578,182,480,86,26,90
思茅地区,168173,142422,1319,5602,1770,6965,119408,7301,57,25751,6291,7521,3200,6284,957,509,989
思茅市,17144,12501,269,1015,560,1704,7307,1605,41,4643,1618,1113,943,360,212,154,243
普洱哈尼族彝族自治县,13660,11306,107,552,169,787,8642,1049,,2354,393,709,351,569,98,66,168
墨江哈尼族自治县,22605,19706,151,661,147,750,17369,623,5,2899,946,681,276,747,106,36,107
景东彝族自治县,24938,21257,161,592,183,673,18881,767,,3681,819,1094,395,1129,90,32,122
景谷傣族彝族自治县,20675,17721,169,711,198,833,14871,937,2,2954,728,1010,295,756,86,20,59
镇沅彝族哈尼族拉祜族自治县,14640,12471,104,473,93,422,10862,516,1,2169,415,588,197,789,79,32,69
江城哈尼族彝族自治县,7299,6136,60,255,72,343,5089,317,,1163,221,346,154,282,81,37,42
孟连傣族拉祜族佤族自治县,8805,7684,59,264,109,422,6367,455,8,1121,140,444,128,284,45,22,58
澜沧拉祜族自治县,32457,28328,173,890,170,851,25462,782,,4129,852,1352,394,1228,129,77,97
西盟佤族自治县,5950,5312,66,189,69,180,4558,250,,638,159,184,67,140,31,33,24
西双版纳傣族自治州,73591,57016,782,2905,1079,5209,42960,4066,15,16575,2112,5231,3486,2380,1054,793,1519
景洪市,33527,25112,426,1550,698,3258,16751,2422,7,8415,1348,2114,2056,946,557,476,918
勐海县,22764,18660,124,623,181,1017,15892,819,4,4104,359,1860,584,875,139,96,191
勐腊县,17300,13244,232,732,200,934,10317,825,4,4056,405,1257,846,559,358,221,410
大理白族自治州,241776,200712,1619,7443,2809,10416,166025,12363,37,41064,8210,11718,6181,11751,900,919,1385
大理市,39736,29518,454,2051,1288,4436,16980,4301,8,10218,2594,2198,2763,1275,392,586,410
漾濞彝族自治县,7324,6481,72,347,96,340,4929,697,,843,181,208,116,278,25,6,29
祥云县,32101,26757,189,690,201,1073,22893,1708,3,5344,726,1659,675,2017,60,73,134
宾川县,23856,20027,128,664,209,663,17626,729,8,3829,832,1068,355,1424,51,34,65
弥渡县,22315,19155,109,536,130,604,17335,439,2,3160,508,897,425,1109,62,35,124
南涧彝族自治县,15492,13667,103,428,136,416,12172,412,,1825,518,483,161,573,23,5,62
巍山彝族回族自治县,21700,18563,89,550,140,670,16419,695,,3137,546,984,294,1083,43,51,136
永平县,13255,11038,80,471,98,549,8935,902,3,2217,390,730,188,717,41,18,133
云龙县,12990,11295,80,355,119,349,10175,217,,1695,389,442,200,563,38,12,51
洱源县,22689,19375,109,513,124,563,17345,708,13,3314,597,1022,343,1113,81,36,122
剑川县,11825,9460,71,355,137,287,7841,769,,2365,403,952,295,611,41,21,42
鹤庆县,18493,15376,135,483,131,466,13375,786,,3117,526,1075,366,988,43,42,77
保山地区,170311,143525,834,4624,1731,5870,123726,6698,42,26786,5160,7746,2907,9261,473,420,819
保山市,61577,51145,281,1756,772,2315,43355,2658,8,10432,1936,3246,1288,3087,245,212,418
施甸县,22797,19216,115,579,135,649,17000,721,17,3581,474,977,268,1737,38,25,62
腾冲县,42622,36101,199,1216,370,1638,30932,1742,4,6521,1623,1561,794,2138,111,114,180
龙陵县,19310,16263,106,565,193,640,13791,955,13,3047,631,964,217,1103,30,27,75
昌宁县,24005,20800,133,508,261,628,18648,622,,3205,496,998,340,1196,49,42,84
德宏傣族景颇族自治州,75787,63140,699,2998,1229,4771,49591,3824,28,12647,2895,3390,2145,2475,571,396,775
瑞丽市,10615,8702,145,451,315,1714,5129,932,16,1913,177,628,433,203,120,145,207
潞西市,24464,19938,270,998,415,1360,15636,1259,,4526,1218,1177,760,839,203,113,216
梁河县,10212,8758,59,425,86,360,7442,380,6,1454,338,382,170,447,52,23,42
盈江县,18534,15761,124,659,252,838,13183,702,3,2773,761,728,406,597,107,70,104
陇川县,11962,9981,101,465,161,499,8201,551,3,1981,401,475,376,389,89,45,206
丽江地区,80052,67302,438,2637,1116,3577,56163,3340,31,12750,2677,3394,1909,3743,336,299,392
丽江纳西族自治县,26755,22004,175,1016,660,2034,16779,1339,1,4751,1167,1157,1105,901,140,135,146
永胜县,26250,22527,53,674,202,550,20481,538,29,3723,669,1039,414,1372,78,61,90
华坪县,11844,9629,87,465,139,508,7392,1037,1,2215,373,662,223,762,59,57,79
宁蒗彝族自治县,15203,13142,123,482,115,485,11511,426,,2061,468,536,167,708,59,46,77
怒江傈僳族自治州,35424,31148,303,1309,488,1341,26202,1501,4,4276,1245,952,499,1180,232,30,138
泸水县,10831,9388,123,513,205,569,7480,498,,1443,397,359,209,323,88,15,52
福贡县,5944,5442,43,177,64,162,4867,126,3,502,137,98,60,165,30,4,8
贡山独龙族怒族自治县,4847,4213,59,167,47,157,3693,89,1,634,173,130,72,213,20,5,21
兰坪白族普米族自治县,13802,12105,78,452,172,453,10162,788,,1697,538,365,158,479,94,6,57
迪庆藏族自治州,23819,20457,179,1111,437,1093,16826,811,,3362,665,997,467,931,103,41,158
中甸县,9991,8500,93,576,277,708,6251,595,,1491,394,424,237,313,52,24,47
德钦县,3954,3300,46,203,54,121,2792,84,,654,74,247,79,218,13,9,14
维西傈僳族自治县,9874,8657,40,332,106,264,7783,132,,1217,197,326,151,400,38,8,97
临沧地区,155179,134153,819,4468,1537,5069,117126,5094,40,21026,3608,7184,2232,5794,682,284,1242
临沧县,20850,16857,133,830,453,1081,12900,1459,1,3993,1061,1010,519,952,158,84,209
凤庆县,29832,26250,105,723,213,744,23746,703,16,3582,598,1269,298,1176,74,32,135
云县,29296,25690,145,824,183,666,22995,877,,3606,636,1185,258,1160,93,26,248
永德县,23824,20729,104,575,140,545,19059,299,7,3095,412,1143,227,1076,47,18,172
镇康县,10998,9553,79,288,114,347,8423,301,1,1445,229,632,115,384,26,12,47
双江拉祜族佤族布朗族傣族自治县,11191,9987,65,313,72,465,8656,408,8,1204,136,460,174,322,40,25,47
耿马傣族佤族自治县,17985,15237,91,544,245,879,12851,623,4,2748,299,1031,454,474,171,51,268
沧源佤族自治县,11203,9850,97,371,117,342,8496,424,3,1353,237,454,187,250,73,36,116
,,,,,,,,,,,,,,,,,
西藏自治区,168366,134215,1859,6866,3114,7929,108137,6093,217,34151,4501,11977,2782,9969,1062,108,3752
拉萨市,33406,24818,523,2304,1199,3960,13969,2792,71,8588,1780,2845,1263,1248,511,43,898
城关区,16774,10434,431,1755,1057,3608,1143,2399,41,6340,1338,2342,1150,331,457,38,684
林周县,3347,2969,17,45,14,23,2842,28,,378,84,43,20,197,7,,27
当雄县,2512,2078,21,100,26,189,1592,149,1,434,52,100,17,206,15,3,41
尼木县,1688,1457,10,60,17,20,1324,26,,231,42,32,8,136,1,,12
曲水县,2131,1779,17,63,19,30,1566,83,1,352,107,77,15,103,8,,42
堆龙德庆县,2741,2445,5,87,28,44,2192,62,27,296,76,68,34,82,12,2,22
达孜县,1762,1540,8,104,17,21,1379,11,,222,34,77,13,87,1,,10
墨竹工卡县,2451,2116,14,90,21,25,1931,34,1,335,47,106,6,106,10,,60
昌都地区,33506,27058,272,936,392,547,24222,629,60,6448,715,1989,295,2686,106,15,642
昌都县,4873,3557,105,314,187,258,2366,299,28,1316,229,343,174,378,48,9,135
江达县,4579,3800,22,83,16,35,3615,29,,779,41,176,14,497,9,,42
贡觉县,2976,2397,23,49,22,32,2249,22,,579,31,191,18,256,7,2,74
类乌齐县,1702,1436,19,36,18,23,1167,141,32,266,22,57,11,126,5,,45
丁青县,2864,2460,10,75,18,39,2299,19,,404,26,133,10,179,7,1,48
察雅县,3199,2492,11,61,25,19,2366,10,,707,41,289,4,280,2,,91
八宿县,2240,1765,18,42,19,31,1641,14,,475,28,187,14,178,4,,64
左贡县,2560,2203,15,71,18,23,2055,21,,357,72,103,14,153,5,,10
芒康县,4945,4118,24,67,24,49,3905,49,,827,138,289,20,316,11,2,51
洛隆县,1958,1610,9,97,32,19,1441,12,,348,58,72,9,185,2,1,21
边坝县,1610,1220,16,41,13,19,1118,13,,390,29,149,7,138,6,,61
山南地区,21570,18459,203,899,294,575,15913,555,20,3111,616,999,204,1042,57,15,178
乃东县,4166,3366,70,306,155,329,2173,328,5,800,121,309,90,151,31,11,87
扎囊县,2428,2116,7,58,15,24,1999,13,,312,82,64,11,139,7,1,8
贡嘎县,3104,2676,14,133,30,79,2367,52,1,428,80,177,12,142,4,2,11
桑日县,1143,1023,10,33,13,18,928,18,3,120,35,30,15,35,1,1,3
琼结县,1247,1118,12,47,4,16,1028,11,,129,20,64,10,32,,,3
曲松县,1099,856,21,83,8,14,709,20,1,243,42,114,4,55,,,28
措美县,957,820,9,30,7,11,753,10,,137,21,20,9,79,4,,4
洛扎县,1281,1116,17,63,8,12,1004,11,1,165,67,33,10,47,1,,7
加查县,1371,1145,10,35,12,25,1030,33,,226,30,56,12,123,2,,3
隆子县,2244,2051,13,55,14,19,1921,21,8,193,62,42,10,66,1,,12
错那县,1155,988,19,21,10,19,894,25,,167,38,40,14,72,,,3
浪卡子县,1375,1184,1,35,18,9,1107,13,1,191,18,50,7,101,6,,9
日喀则地区,42670,35935,284,1271,547,1300,31348,1151,34,6735,807,2734,451,2422,110,2,209
日喀则市,7131,5744,75,463,272,757,3647,529,1,1387,193,522,254,311,65,1,41
南木林县,4311,4023,15,110,15,15,3796,72,,288,52,78,11,136,,,11
江孜县,4424,3524,12,123,32,99,3075,170,13,900,120,384,52,318,6,,20
定日县,3197,2816,13,67,12,42,2660,22,,381,17,147,19,187,5,,6
萨迦县,2638,2244,18,42,22,16,2139,6,1,394,43,153,6,187,1,1,3
拉孜县,2930,2505,10,61,21,35,2331,47,,425,45,170,11,197,2,,
昂仁县,3004,2524,18,44,9,4,2406,37,6,480,23,220,11,206,1,,19
谢通门县,2578,2177,16,54,17,32,2026,32,,401,77,125,7,174,4,,14
白朗县,2875,2412,18,68,16,12,2273,24,1,463,49,243,6,135,2,,28
仁布县,1729,1394,8,25,13,11,1327,10,,335,27,129,7,161,3,,8
康马县,1444,1282,10,28,37,18,1167,22,,162,52,20,13,69,1,,7
定结县,1247,1053,7,27,19,14,977,9,,194,20,99,11,56,1,,7
仲巴县,1008,867,6,14,4,19,814,10,,141,8,36,6,78,2,,11
亚东县,871,601,8,39,12,59,438,45,,270,36,157,15,50,4,,8
吉隆县,816,692,15,24,8,20,616,9,,124,11,70,,35,3,,5
聂拉木县,1029,852,17,42,21,111,567,83,11,177,14,100,7,44,3,,9
萨嘎县,808,689,9,19,10,24,616,11,,119,8,47,9,38,7,,10
岗巴县,630,536,9,21,7,12,473,13,1,94,12,34,6,40,,,2
那曲地区,21277,15229,233,628,236,560,13285,274,13,6048,161,2256,287,1708,146,4,1486
那曲县,4803,3809,65,275,124,407,2813,117,8,994,82,276,166,131,94,3,242
嘉黎县,1698,1436,18,44,6,17,1330,21,,262,12,63,12,167,6,,2
比如县,2996,1312,15,25,10,14,1237,10,1,1684,10,390,14,301,5,,964
聂荣县,1441,1127,41,45,4,14,1015,8,,314,6,81,15,159,2,,51
安多县,1545,1272,19,44,38,52,1103,16,,273,8,96,27,118,6,,18
申扎县,851,502,12,30,14,9,426,11,,349,11,243,7,71,,,17
索县,2066,1538,11,72,18,15,1412,10,,528,12,165,7,229,20,1,94
班戈县,2052,1187,9,24,3,5,1116,26,4,865,10,580,19,201,9,,46
巴青县,1684,1416,8,20,2,11,1358,17,,268,5,37,6,194,1,,25
尼玛县,2141,1630,35,49,17,16,1475,38,,511,5,325,14,137,3,,27
阿里地区,5022,3764,160,239,149,261,2864,81,10,1258,90,552,78,390,43,9,96
普兰县,521,448,12,13,8,15,390,1,9,73,4,17,2,45,1,4,
札达县,384,321,18,19,3,17,252,12,,63,11,19,5,27,,1,
噶尔县,1137,775,97,135,72,140,278,53,,362,60,146,51,39,34,3,29
日土县,432,375,8,18,7,21,320,,1,57,6,22,5,19,2,1,2
革吉县,763,498,8,15,7,7,455,6,,265,2,164,3,69,3,,24
改则县,1034,836,12,17,44,42,718,3,,198,2,50,8,117,1,,20
措勤县,751,511,5,22,8,19,451,6,,240,5,134,4,74,2,,21
林芝地区,10915,8952,184,589,297,726,6536,611,9,1963,332,602,204,473,89,20,243
林芝县,2996,2309,64,264,161,435,1075,308,2,687,177,164,108,102,35,13,88
工布江达县,1835,1548,20,98,19,65,1315,31,,287,50,87,20,105,2,1,22
米林县,1264,989,20,48,36,76,720,88,1,275,24,119,20,84,7,3,18
墨脱县,593,473,15,20,5,15,410,8,,120,13,68,1,19,2,,17
波密县,1842,1490,29,77,30,82,1158,112,2,352,35,91,26,88,33,1,78
察隅县,1454,1302,23,54,26,40,1115,44,,152,30,44,16,52,4,2,4
朗县,931,841,13,28,20,13,743,20,4,90,3,29,13,23,6,,16
,,,,,,,,,,,,,,,,,
陕西省,2538019,1848441,25054,114175,56597,140713,1311458,199165,1279,689578,190571,199934,104372,110064,30788,17698,36151
西安市,540306,343500,8525,36735,19907,48623,168782,60768,160,196806,61838,42980,46898,15837,9090,8280,11883
新城区,40012,21364,1252,3780,2760,7131,52,6389,,18648,2332,3278,8523,385,1061,1845,1224
碑林区,53556,24201,1591,7322,4275,6351,53,4590,19,29355,12888,3188,8560,408,1236,1271,1804
莲湖区,49201,26342,1526,5029,3741,7845,417,7765,19,22859,3928,4027,9389,503,1553,1605,1854
灞桥区,37009,24754,394,1732,1007,2710,12820,6091,,12255,3701,2069,3863,1125,387,644,466
未央区,34596,21969,671,2658,1622,4079,6420,6487,32,12627,2809,3128,3513,901,884,605,787
雁塔区,60837,29401,1207,6660,3515,7289,3148,7570,12,31436,16758,4415,5427,844,1135,1242,1615
阎良区,17720,12924,315,1405,454,1088,7201,2452,9,4796,1384,1199,1113,665,123,84,228
临潼区,45743,34725,282,1729,635,2487,25162,4419,11,11018,3286,3327,1525,1515,331,202,832
长安县,62815,40860,549,2160,544,4145,27948,5488,26,21955,4486,8820,1873,3425,1308,447,1596
蓝田县,39533,31923,200,994,253,1280,27435,1757,4,7610,2350,2055,925,1809,194,85,192
周至县,42097,33592,188,1246,375,1222,28844,1713,4,8505,3199,2177,594,1883,249,99,304
户县,41271,28812,280,1477,507,2236,19168,5120,24,12459,3647,4380,1310,1657,531,100,834
高陵县,15916,12633,70,543,219,760,10114,927,,3283,1070,917,283,717,98,51,147
铜川市,57453,38583,468,2946,1925,3365,22440,7408,31,18870,2792,6961,3774,1710,1427,988,1218
王益区,14179,7350,59,1125,846,1327,1497,2494,2,6829,650,2321,1898,260,587,586,527
印台区,15265,9097,206,661,465,927,4363,2447,28,6168,714,2583,1195,471,535,335,335
耀县,21390,16608,153,826,504,924,11989,2212,,4782,1112,1751,599,789,232,55,244
宜君县,6619,5528,50,334,110,187,4591,255,1,1091,316,306,82,190,73,12,112
宝鸡市,259767,191567,2435,11857,5337,16093,126531,29065,249,68200,19890,20137,11775,10241,2461,1490,2206
渭滨区,25581,15843,538,2426,1553,3306,2510,5461,49,9738,2322,2089,3636,413,503,412,363
金台区,21423,12636,310,1731,1411,3444,724,4911,105,8787,1927,1900,3324,243,470,582,341
宝鸡县,51346,36962,353,1804,456,2240,25862,6225,22,14384,3618,5849,1382,2306,589,131,509
凤翔县,34357,26597,147,1005,311,1423,21261,2448,2,7760,2756,2325,744,1519,202,68,146
岐山县,32212,23988,309,1290,426,1599,16527,3832,5,8224,2621,2198,1250,1678,185,79,213
扶风县,30427,23280,278,1167,186,1248,18277,2074,50,7147,2732,2066,472,1533,172,41,131
眉县,21057,16443,106,751,336,971,12637,1639,3,4614,1706,1320,262,947,109,44,226
陇县,17274,14534,147,608,171,740,12059,801,8,2740,921,887,246,475,77,47,87
千阳县,8679,7062,66,279,115,312,5827,463,,1617,502,489,143,362,47,21,53
麟游县,6087,5113,20,266,96,242,4268,220,1,974,285,243,89,273,37,17,30
凤县,7610,6054,106,324,167,399,4324,730,4,1556,325,530,204,346,45,31,75
太白县,3714,3055,55,206,109,169,2255,261,,659,175,241,23,146,25,17,32
咸阳市,345882,253449,2820,13514,5995,16174,189740,25053,153,92433,31295,24878,12386,14123,3340,1793,4618
秦都区,34057,22127,693,2314,1280,2815,9114,5907,4,11930,3896,2094,3398,725,565,727,525
杨陵区,10530,5507,114,834,189,986,2536,840,8,5023,2584,1145,428,453,215,50,148
渭城区,27748,16881,337,1914,1227,2365,6809,4204,25,10867,3239,2373,2808,718,411,431,887
三原县,28690,21048,223,1068,512,1559,15663,1975,48,7642,2354,2244,819,1426,282,117,400
泾阳县,34221,26310,135,1058,458,1481,20611,2567,,7911,2827,2096,589,1718,317,64,300
乾县,37306,27092,141,763,324,1314,23193,1356,1,10214,3417,3403,540,1780,328,74,672
礼泉县,32814,26271,111,1014,580,954,23121,487,4,6543,2757,1611,413,1387,68,33,274
永寿县,12976,10255,60,313,144,263,9196,277,2,2721,851,1037,130,465,110,9,119
