表3    各年龄组人口比重、有老年人口的户数、人口自然变动、迁入人口（全部数据）,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
县市名,各种年龄组人口占总人口比重(%) ,,,,有65岁及以上老年人口的户数(户),,,,人口自然变动(‰),,,总和生育率,迁入人口（人） ,,
,0-14岁,15-64岁,65岁及以上,15-49岁育龄妇女,合计,有一个老人,有二个老人,有二个以上老人,出生率,死亡率,自然增长率,（长表数据）,本县(市)/本市市区,本省其他县(市)、市区,外省
,,,,,,,,,,,,,,,
越秀区,13.13 ,74.25 ,12.61 ,30.37 ,33550,24541,8846,163,6.54 ,9.57 ,-3.03 ,0.65 ,37211,25375,22035
海珠区,12.52 ,80.28 ,7.21 ,32.23 ,69301,50739,18316,246,7.62 ,4.31 ,3.32 ,0.81 ,202220,193059,200977
天河区,12.88 ,83.42 ,3.70 ,33.44 ,32076,23800,8141,135,9.97 ,2.50 ,7.47 ,0.86 ,158307,228437,259918
芳村区,13.06 ,80.17 ,6.77 ,30.91 ,16937,12767,4123,47,7.65 ,3.92 ,3.73 ,0.79 ,49679,54156,67161
白云区,15.77 ,79.67 ,4.56 ,33.72 ,62056,46624,15233,199,8.91 ,2.93 ,5.98 ,0.78 ,198590,293793,498227
黄埔区,13.55 ,83.02 ,3.44 ,32.72 ,10561,7978,2567,16,10.00 ,3.05 ,6.94 ,0.72 ,20988,65242,126054
番禺区,16.08 ,79.63 ,4.29 ,36.62 ,54324,41174,13006,144,10.17 ,3.24 ,6.93 ,0.76 ,55782,138965,576945
花都区,21.36 ,72.56 ,6.08 ,30.16 ,34179,25678,8401,100,8.57 ,5.07 ,3.50 ,0.86 ,43552,46759,132146
增城市,24.60 ,69.35 ,6.05 ,29.27 ,42505,31353,11055,97,10.08 ,4.60 ,5.48 ,0.93 ,38781,30614,151926
从化市,28.42 ,64.73 ,6.85 ,27.42 ,27695,20396,7205,94,14.85 ,5.67 ,9.19 ,1.40 ,27818,11568,39076
韶关市,25.72 ,66.77 ,7.51 ,26.17 ,167500,131550,35461,489,10.79 ,5.79 ,4.99 ,1.29 ,183295,110015,107132
北江区,16.63 ,76.21 ,7.15 ,26.82 ,7923,5984,1909,30,8.89 ,4.68 ,4.21 ,1.05 ,14396,11650,9795
武江区,18.34 ,75.68 ,5.98 ,31.84 ,9192,7051,2116,25,9.61 ,3.48 ,6.13 ,1.02 ,25758,21091,16651
浈江区,17.63 ,76.76 ,5.61 ,28.88 ,9169,6929,2213,27,9.63 ,3.98 ,5.65 ,1.03 ,27871,28112,16325
曲江县,25.63 ,66.74 ,7.63 ,26.24 ,22580,17645,4854,81,9.32 ,5.59 ,3.73 ,1.17 ,16061,16885,12157
始兴县,27.67 ,63.81 ,8.51 ,26.21 ,14885,12392,2451,42,12.72 ,6.78 ,5.94 ,1.48 ,9383,1711,4333
仁化县,26.11 ,66.67 ,7.22 ,26.18 ,9522,7379,2107,36,10.89 ,6.23 ,4.66 ,1.51 ,7169,13192,8144
翁源县,30.54 ,61.56 ,7.90 ,24.17 ,20341,16341,3948,52,9.91 ,6.42 ,3.50 ,1.21 ,19080,3406,4682
乳源瑶族自治县,26.62 ,65.98 ,7.40 ,25.20 ,10749,8439,2269,41,10.47 ,5.90 ,4.57 ,1.16 ,9387,3760,9545
新丰县,30.91 ,60.33 ,8.76 ,24.15 ,12876,10162,2682,32,11.84 ,6.00 ,5.84 ,1.51 ,9584,1903,3227
乐昌市,26.56 ,66.32 ,7.12 ,25.14 ,23924,17958,5900,66,11.41 ,5.57 ,5.84 ,1.47 ,22931,6101,16540
南雄市,28.29 ,63.22 ,8.49 ,25.72 ,26339,21270,5012,57,12.72 ,7.43 ,5.29 ,1.54 ,21675,2204,5733
深圳市,8.49 ,90.28 ,1.23 ,44.98 ,66363,51814,14365,184,6.79 ,0.99 ,5.80 ,0.62 ,222131,1792934,4055605
罗湖区,11.39 ,86.78 ,1.83 ,40.02 ,11089,8611,2446,32,8.68 ,1.14 ,7.53 ,0.66 ,58356,222010,299338
福田区,11.68 ,86.77 ,1.55 ,38.84 ,11068,8574,2472,22,8.51 ,1.02 ,7.48 ,0.67 ,76775,208834,392847
南山区,10.11 ,88.59 ,1.29 ,39.94 ,7293,5691,1585,17,8.05 ,0.57 ,7.48 ,0.70 ,36796,192885,367842
宝安区,6.84 ,92.19 ,0.97 ,47.80 ,19914,15401,4461,52,5.98 ,0.89 ,5.09 ,0.59 ,23393,657576,1836425
龙岗区,7.52 ,91.30 ,1.18 ,48.07 ,15646,12427,3164,55,5.90 ,1.26 ,4.64 ,0.63 ,23541,453500,1090184
盐田区,7.72 ,91.19 ,1.09 ,45.22 ,1353,1110,237,6,5.42 ,0.83 ,4.59 ,0.55 ,3270,58129,68969
珠海市,17.31 ,78.66 ,4.03 ,36.55 ,38821,28978,9733,110,10.81 ,2.73 ,8.07 ,0.77 ,84349,224207,357269
香洲区,13.95 ,83.31 ,2.75 ,39.73 ,18044,13870,4125,49,11.69 ,1.84 ,9.85 ,0.75 ,64425,184269,306208
斗门县,24.31 ,69.00 ,6.69 ,29.95 ,20777,15108,5608,61,8.98 ,4.60 ,4.38 ,0.88 ,19924,39938,51061
汕头市,31.11 ,62.29 ,6.61 ,26.47 ,249677,197974,50572,1131,13.31 ,5.09 ,8.23 ,1.29 ,231190,88588,155342
达濠区,34.27 ,59.10 ,6.63 ,25.28 ,9865,7604,2203,58,15.23 ,4.85 ,10.38 ,1.71 ,2166,2132,2794
龙湖区,23.17 ,72.61 ,4.22 ,32.88 ,8866,7085,1744,37,12.34 ,2.79 ,9.55 ,1.04 ,35468,31153,40679
金园区,22.21 ,69.95 ,7.83 ,29.46 ,27989,20394,7449,146,11.76 ,4.75 ,7.01 ,1.16 ,86226,26171,15664
升平区,23.48 ,68.06 ,8.46 ,27.80 ,19615,14876,4662,77,10.79 ,6.46 ,4.33 ,1.07 ,46979,17808,14579
河浦区,36.81 ,56.13 ,7.06 ,23.93 ,4478,3526,928,24,15.99 ,5.24 ,10.75 ,1.51 ,441,512,677
南澳县,27.78 ,65.25 ,6.97 ,26.28 ,3968,3065,895,8,8.43 ,5.99 ,2.43 ,1.28 ,1107,646,1551
潮阳市,35.89 ,58.13 ,5.98 ,24.78 ,118676,95194,22925,557,15.16 ,5.15 ,10.01 ,1.39 ,24209,4632,32497
澄海市,26.12 ,66.12 ,7.76 ,27.85 ,56220,46230,9766,224,9.73 ,5.26 ,4.47 ,1.22 ,34594,5534,46901
佛山市,16.35 ,78.71 ,4.94 ,33.00 ,210546,165110,44948,488,8.77 ,3.75 ,5.03 ,0.78 ,196325,665710,1540828
城区,14.75 ,77.04 ,8.21 ,31.88 ,18936,14085,4765,86,10.23 ,5.35 ,4.88 ,0.85 ,24478,41016,20441
石湾区,12.75 ,84.18 ,3.07 ,35.97 ,11229,8754,2454,21,8.89 ,1.89 ,7.00 ,0.71 ,45083,140452,130051
顺德市,17.34 ,77.74 ,4.92 ,32.10 ,68160,55352,12667,141,9.44 ,4.11 ,5.32 ,0.85 ,36138,132374,508686
南海市,15.18 ,80.66 ,4.16 ,34.74 ,70812,55288,15386,138,7.52 ,3.05 ,4.47 ,0.72 ,38807,313402,779887
三水市,20.23 ,72.69 ,7.09 ,28.92 ,24329,18505,5752,72,9.72 ,5.06 ,4.66 ,0.90 ,20163,27349,64918
高明市,20.64 ,72.21 ,7.15 ,28.20 ,17080,13126,3924,30,10.92 ,5.99 ,4.93 ,1.02 ,31656,11117,36845
江门市,22.56 ,68.78 ,8.66 ,28.89 ,272577,207701,64130,746,10.20 ,5.97 ,4.22 ,1.00 ,219689,141722,321576
蓬江区,15.54 ,78.02 ,6.44 ,32.91 ,17548,13037,4441,70,11.45 ,4.19 ,7.26 ,0.77 ,32490,39318,47306
江海区,19.07 ,74.47 ,6.46 ,31.81 ,9642,7407,2207,28,9.78 ,3.95 ,5.83 ,0.92 ,15162,15354,27166
台山市,23.08 ,66.83 ,10.09 ,27.78 ,77209,60011,16987,211,9.82 ,7.19 ,2.63 ,1.01 ,34705,11117,42748
新会市,22.02 ,69.54 ,8.43 ,28.89 ,61836,46364,15293,179,9.47 ,5.68 ,3.79 ,1.07 ,35158,22098,95759
开平市,25.29 ,65.54 ,9.17 ,28.13 ,49113,37732,11268,113,10.99 ,6.22 ,4.77 ,1.15 ,53112,23322,37359
鹤山市,19.60 ,71.98 ,8.42 ,30.76 ,27399,21164,6164,71,9.48 ,5.27 ,4.20 ,0.85 ,21419,11122,57815
恩平市,27.93 ,63.87 ,8.21 ,26.43 ,29830,21986,7770,74,11.14 ,6.48 ,4.66 ,1.10 ,27643,19391,13423
湛江市,34.68 ,58.21 ,7.11 ,23.53 ,326206,226024,98996,1186,16.12 ,5.03 ,11.10 ,1.71 ,287798,72687,80303
赤坎区,19.79 ,73.26 ,6.95 ,31.52 ,12022,8560,3420,42,11.99 ,4.12 ,7.87 ,0.95 ,40201,21220,7373
霞山区,21.09 ,72.66 ,6.26 ,30.38 ,18555,13324,5189,42,11.65 ,3.42 ,8.23 ,1.05 ,74435,24587,12694
坡头区,35.60 ,57.44 ,6.97 ,23.50 ,17635,12659,4914,62,16.01 ,4.84 ,11.17 ,1.59 ,6818,1615,5064
麻章区,33.26 ,59.87 ,6.88 ,23.95 ,21429,14975,6380,74,15.73 ,4.63 ,11.11 ,1.93 ,10426,7142,6400
遂溪县,34.34 ,57.89 ,7.77 ,22.92 ,46199,30562,15430,207,16.57 ,4.77 ,11.80 ,1.78 ,27688,3423,5061
徐闻县,33.14 ,60.08 ,6.79 ,24.41 ,31742,22024,9603,115,15.60 ,5.11 ,10.49 ,1.77 ,19137,3745,14113
廉江市,36.70 ,55.01 ,8.29 ,21.70 ,76008,53237,22458,313,18.93 ,5.80 ,13.13 ,2.02 ,48551,5058,12979
雷州市,38.23 ,55.62 ,6.15 ,22.12 ,57951,38914,18856,181,14.12 ,4.36 ,9.76 ,1.71 ,36127,2325,9031
吴川市,38.52 ,54.42 ,7.06 ,22.71 ,44665,31769,12746,150,18.55 ,6.39 ,12.16 ,1.84 ,24415,3572,7588
茂名市,36.10 ,56.30 ,7.60 ,22.86 ,309440,224453,83967,1020,15.79 ,5.90 ,9.89 ,1.71 ,209617,33986,57315
茂南区,28.81 ,64.82 ,6.37 ,26.61 ,32450,24236,8126,88,12.85 ,3.63 ,9.22 ,1.23 ,52143,15941,9973
电白县,36.20 ,56.87 ,6.93 ,23.19 ,77235,54335,22638,262,15.81 ,5.66 ,10.16 ,1.87 ,49579,5563,14106
高州市,36.00 ,55.68 ,8.33 ,22.44 ,78946,57311,21389,246,15.73 ,6.12 ,9.61 ,1.73 ,43327,4805,14137
化州市,37.82 ,54.22 ,7.96 ,21.83 ,62810,46118,16497,195,17.72 ,6.78 ,10.93 ,1.85 ,37951,3292,9154
信宜市,39.36 ,52.47 ,8.17 ,21.37 ,57999,42453,15317,229,15.77 ,6.63 ,9.14 ,1.84 ,26617,4385,9945
肇庆市,29.53 ,62.61 ,7.86 ,25.58 ,215474,168877,46050,547,15.87 ,6.49 ,9.39 ,1.43 ,187373,86526,100007
端州区,16.62 ,77.77 ,5.61 ,33.94 ,16401,12487,3854,60,11.89 ,3.46 ,8.44 ,0.86 ,61157,49605,31895
鼎湖区,27.01 ,64.81 ,8.19 ,26.56 ,9349,7378,1950,21,7.58 ,6.21 ,1.37 ,0.82 ,9354,7305,9264
广宁县,29.13 ,60.83 ,10.04 ,24.83 ,33015,26241,6677,97,18.62 ,8.13 ,10.49 ,1.67 ,13769,1661,2477
怀集县,39.29 ,54.48 ,6.23 ,22.94 ,37994,30470,7442,82,19.37 ,6.67 ,12.70 ,2.06 ,13524,1371,2052
封开县,32.86 ,59.16 ,7.98 ,22.68 ,25136,19830,5234,72,18.47 ,7.14 ,11.32 ,2.05 ,10715,1549,2466
德庆县,28.82 ,62.64 ,8.55 ,23.87 ,21308,16524,4731,53,14.93 ,6.82 ,8.11 ,1.38 ,8406,1480,2973
高要市,28.73 ,62.49 ,8.78 ,25.28 ,43967,33676,10214,77,14.72 ,6.75 ,7.97 ,1.32 ,20283,6011,15908
四会市,23.48 ,67.98 ,8.53 ,27.66 ,28304,22271,5948,85,13.38 ,6.11 ,7.27 ,1.05 ,50165,17544,32972
惠州市,23.04 ,70.73 ,6.23 ,31.57 ,158462,119629,38138,695,9.32 ,4.50 ,4.82 ,0.82 ,204960,261132,651906
惠城区,16.49 ,79.38 ,4.13 ,37.45 ,19365,14691,4594,80,9.49 ,3.60 ,5.90 ,0.71 ,59542,115574,153709
博罗县,23.89 ,68.94 ,7.17 ,29.33 ,43684,32308,11200,176,10.50 ,5.03 ,5.48 ,0.98 ,35677,25733,134577
惠东县,29.73 ,63.35 ,6.91 ,27.45 ,39363,30042,9116,205,10.12 ,5.02 ,5.10 ,1.11 ,60065,23786,73229
龙门县,28.37 ,63.11 ,8.51 ,24.61 ,18535,14432,4059,44,10.68 ,5.86 ,4.82 ,1.34 ,14932,4115,9707
惠阳市,19.57 ,74.89 ,5.54 ,35.12 ,37515,28156,9169,190,7.04 ,3.78 ,3.26 ,0.60 ,34744,91924,280684
梅州市,30.78 ,59.96 ,9.26 ,24.68 ,281304,214402,65812,1090,11.95 ,6.80 ,5.15 ,1.20 ,259557,96382,53940
梅江区,19.63 ,72.57 ,7.81 ,29.96 ,19218,14330,4759,129,10.59 ,5.64 ,4.94 ,1.03 ,85864,49592,15191
梅县,26.87 ,62.30 ,10.83 ,25.04 ,44418,33368,10855,195,9.04 ,6.77 ,2.27 ,1.10 ,25729,29015,13988
大埔县,30.59 ,57.22 ,12.19 ,22.90 ,34116,25867,8107,142,12.81 ,8.52 ,4.29 ,1.49 ,20868,2771,3379
丰顺县,32.60 ,57.86 ,9.54 ,23.35 ,33605,24879,8594,132,16.71 ,7.14 ,9.56 ,1.63 ,19765,2413,4122
五华县,38.52 ,53.76 ,7.72 ,23.21 ,54737,42190,12365,182,13.28 ,6.33 ,6.95 ,1.12 ,20201,2710,2662
平远县,27.43 ,63.21 ,9.36 ,25.42 ,16286,12554,3676,56,9.91 ,6.35 ,3.56 ,1.26 ,16325,2172,3686
蕉岭县,23.96 ,66.33 ,9.70 ,25.72 ,15801,12143,3598,60,9.66 ,7.13 ,2.53 ,1.10 ,16382,1897,3894
兴宁市,30.86 ,60.20 ,8.93 ,25.03 ,63123,49071,13858,194,11.07 ,6.87 ,4.20 ,1.17 ,54423,5812,7018
汕尾市,37.62 ,56.37 ,6.01 ,24.16 ,118439,91000,26879,560,15.45 ,5.17 ,10.28 ,1.83 ,123394,34222,51274
城区,32.19 ,61.77 ,6.05 ,26.80 ,20048,15522,4437,89,13.78 ,4.90 ,8.88 ,1.47 ,48676,20313,11742
海丰县,32.69 ,60.27 ,7.04 ,25.87 ,36685,28281,8188,216,12.81 ,5.54 ,7.27 ,1.35 ,38324,9111,31267
陆河县,39.55 ,53.10 ,7.36 ,22.84 ,13810,10874,2870,66,15.74 ,5.24 ,10.51 ,2.11 ,11364,1532,2186
陆丰市,41.91 ,52.94 ,5.15 ,22.54 ,47896,36323,11384,189,17.45 ,5.04 ,12.41 ,2.27 ,25030,3266,6079
河源市,32.10 ,59.04 ,8.86 ,23.33 ,163255,127291,35342,622,14.33 ,7.09 ,7.24 ,1.60 ,111072,48096,28864
源城区,25.61 ,67.68 ,6.71 ,28.59 ,12642,10132,2474,36,12.42 ,5.46 ,6.96 ,1.16 ,35676,32809,10674
紫金县,34.20 ,56.42 ,9.38 ,22.31 ,38260,29844,8201,215,17.81 ,7.56 ,10.24 ,1.62 ,19551,2854,2720
龙川县,33.03 ,57.75 ,9.22 ,23.43 ,42904,32202,10540,162,14.35 ,7.15 ,7.20 ,1.63 ,22214,3421,4387
连平县,29.96 ,62.00 ,8.04 ,23.83 ,19390,15872,3455,63,13.98 ,6.59 ,7.39 ,1.74 ,10593,5043,4979
和平县,32.26 ,59.40 ,8.34 ,23.16 ,23822,18596,5162,64,12.41 ,6.90 ,5.51 ,1.65 ,12713,1034,1265
东源县,33.51 ,56.22 ,10.27 ,20.66 ,26237,20645,5510,82,12.59 ,8.08 ,4.51 ,1.91 ,10325,2935,4839
阳江市,28.17 ,63.26 ,8.57 ,25.48 ,142376,101279,40568,529,11.78 ,5.84 ,5.94 ,1.21 ,146776,52730,47118
江城区,24.79 ,67.54 ,7.67 ,28.55 ,32138,23549,8468,121,11.66 ,5.11 ,6.56 ,1.05 ,78791,39362,23122
阳西县,31.93 ,58.88 ,9.19 ,24.05 ,27048,19569,7375,104,12.82 ,6.11 ,6.71 ,1.41 ,9164,2748,4638
阳东县,27.89 ,63.29 ,8.82 ,24.85 ,27496,19395,8016,85,11.39 ,5.91 ,5.48 ,1.22 ,16207,6410,10955
阳春市,28.76 ,62.50 ,8.74 ,24.46 ,55694,38766,16709,219,11.57 ,6.16 ,5.41 ,1.26 ,42614,4210,8403
清远市,30.26 ,61.33 ,8.40 ,24.09 ,215966,170417,44886,663,12.49 ,6.70 ,5.79 ,1.39 ,177662,69413,64802
清城区,24.83 ,67.14 ,8.03 ,27.85 ,31700,23215,8363,122,10.55 ,5.20 ,5.34 ,1.04 ,49210,41424,20017
佛冈县,31.78 ,59.45 ,8.77 ,23.29 ,18136,14153,3924,59,12.19 ,6.52 ,5.67 ,1.20 ,15147,3547,7623
阳山县,35.11 ,56.63 ,8.27 ,22.03 ,27881,23005,4798,78,10.74 ,7.45 ,3.29 ,1.32 ,16483,1784,2340
连山壮族瑶族自治县,30.86 ,61.74 ,7.40 ,23.54 ,5903,4550,1337,16,12.50 ,6.69 ,5.81 ,1.69 ,5861,806,1948
连南瑶族自治县,28.57 ,64.54 ,6.89 ,25.45 ,7527,5916,1595,16,14.38 ,7.08 ,7.30 ,1.97 ,5901,2130,1864
清新县,31.73 ,58.94 ,9.33 ,23.60 ,40680,32459,8083,138,15.42 ,7.67 ,7.75 ,1.55 ,31319,7056,11761
英德市,31.41 ,60.15 ,8.45 ,23.10 ,56043,44366,11499,178,13.62 ,6.37 ,7.25 ,1.52 ,40138,8482,13602
连州市,27.54 ,64.23 ,8.23 ,24.25 ,28096,22753,5287,56,10.16 ,7.17 ,2.99 ,1.33 ,13603,4184,5647
东莞市,8.64 ,89.27 ,2.09 ,46.22 ,101537,74120,27113,304,5.67 ,1.48 ,4.19 ,0.55 ,86543,786063,4136545
市辖区,8.64 ,89.27 ,2.09 ,46.22 ,101537,74120,27113,304,5.67 ,1.48 ,4.19 ,0.55 ,86543,786063,4136545
中山市,16.12 ,79.26 ,4.62 ,36.74 ,87536,68212,19122,202,8.50 ,3.89 ,4.61 ,0.72 ,54443,183591,861270
市辖区,16.12 ,79.26 ,4.62 ,36.74 ,87536,68212,19122,202,8.50 ,3.89 ,4.61 ,0.72 ,54443,183591,861270
潮州市,26.97 ,65.13 ,7.90 ,26.98 ,155213,123366,31178,669,12.12 ,5.60 ,6.52 ,1.22 ,103198,32576,77263
湘桥区,20.88 ,71.15 ,7.97 ,30.12 ,22719,16887,5704,128,9.58 ,5.06 ,4.52 ,0.94 ,76886,25225,27305
潮安县,27.87 ,64.08 ,8.05 ,26.44 ,77685,63704,13704,277,12.85 ,5.82 ,7.03 ,1.29 ,13012,5854,43848
饶平县,28.29 ,64.04 ,7.67 ,26.38 ,54809,42775,11770,264,12.22 ,5.53 ,6.69 ,1.27 ,13300,1497,6110
揭阳市,34.11 ,59.39 ,6.50 ,24.95 ,268981,205499,62086,1396,13.93 ,5.19 ,8.74 ,1.31 ,110577,21390,133652
榕城区,30.58 ,63.41 ,6.00 ,26.84 ,31106,24593,6394,119,11.57 ,4.81 ,6.75 ,1.17 ,21950,6124,36856
揭东县,31.67 ,60.81 ,7.52 ,24.76 ,64580,50425,13890,265,14.32 ,5.45 ,8.87 ,1.10 ,6050,2883,18127
揭西县,33.05 ,58.52 ,8.43 ,24.47 ,47476,35417,11773,286,17.17 ,5.72 ,11.45 ,1.53 ,9359,2168,8603
惠来县,36.06 ,57.85 ,6.08 ,24.59 ,45690,33920,11514,256,14.42 ,5.03 ,9.39 ,1.59 ,12015,1299,2670
普宁市,36.12 ,58.32 ,5.56 ,24.78 ,80129,61144,18515,470,13.02 ,5.06 ,7.96 ,1.27 ,61203,8916,67396
云浮市,32.37 ,59.38 ,8.26 ,24.00 ,142206,109035,32803,368,12.53 ,6.35 ,6.18 ,1.36 ,81356,24399,32849
云城区,26.51 ,65.98 ,7.52 ,26.22 ,15670,11966,3664,40,8.38 ,5.44 ,2.94 ,1.06 ,14921,10783,9380
新兴县,30.10 ,60.77 ,9.13 ,23.98 ,28741,22811,5858,72,14.35 ,6.38 ,7.97 ,1.36 ,17540,3410,9282
郁南县,32.53 ,58.27 ,9.20 ,22.78 ,27969,21487,6403,79,12.40 ,7.52 ,4.88 ,1.63 ,12803,3545,3719
云安县,32.48 ,59.04 ,8.48 ,24.35 ,17208,12616,4516,76,10.39 ,6.20 ,4.19 ,1.19 ,3219,2793,1608
罗定市,35.03 ,57.35 ,7.62 ,23.76 ,52618,40155,12362,101,13.67 ,6.14 ,7.54 ,1.45 ,32873,3868,8860
,,,,,,,,,,,,0.00 ,,,
广西壮族自治区,26.19 ,66.51 ,7.30 ,25.72 ,2527802,1881797,637247,8758,13.83 ,5.61 ,8.21 ,1.54 ,1391181,1415144,428188
南宁市,19.66 ,73.85 ,6.49 ,29.22 ,162552,119388,42534,630,10.90 ,4.36 ,6.54 ,1.13 ,214632,394670,68492
兴宁区,14.04 ,78.29 ,7.68 ,31.48 ,7358,5483,1845,30,7.56 ,4.54 ,3.02 ,0.88 ,16049,23970,5993
新城区,12.71 ,81.84 ,5.45 ,34.98 ,17794,12748,4947,99,7.68 ,2.38 ,5.29 ,0.80 ,47560,96776,20215
城北区,11.48 ,83.75 ,4.76 ,35.16 ,14273,10458,3766,49,7.05 ,2.56 ,4.49 ,0.81 ,43016,62800,11865
江南区,15.78 ,79.31 ,4.91 ,32.22 ,7489,5614,1853,22,10.49 ,2.60 ,7.89 ,0.89 ,30829,46518,5666
永新区,15.18 ,76.99 ,7.83 ,32.51 ,8560,6421,2117,22,10.56 ,6.71 ,3.85 ,0.85 ,23236,26088,4517
市郊区,22.91 ,71.41 ,5.68 ,27.94 ,21307,15356,5857,94,12.86 ,4.06 ,8.80 ,1.29 ,17262,96107,12606
邕宁县,24.76 ,67.99 ,7.25 ,25.11 ,48590,35936,12467,187,13.75 ,5.06 ,8.69 ,1.61 ,21930,36036,6029
武鸣县,23.59 ,68.57 ,7.85 ,25.91 ,37181,27372,9682,127,11.02 ,6.17 ,4.86 ,1.36 ,14750,6375,1601
柳州市,19.60 ,73.93 ,6.47 ,29.53 ,107250,80407,26480,363,10.73 ,4.18 ,6.55 ,1.08 ,167810,325598,76352
城中区,13.11 ,78.12 ,8.76 ,31.18 ,4999,3544,1437,18,6.34 ,5.17 ,1.18 ,0.60 ,8819,9096,3214
鱼峰区,15.32 ,79.49 ,5.19 ,34.03 ,11327,8779,2510,38,10.23 ,3.38 ,6.84 ,0.84 ,34949,66478,12986
柳南区,16.17 ,77.33 ,6.50 ,31.32 ,16436,11921,4466,49,11.19 ,3.57 ,7.62 ,0.92 ,30704,70666,28254
柳北区,14.69 ,79.57 ,5.74 ,32.82 ,13142,9839,3276,27,10.74 ,3.36 ,7.38 ,0.89 ,31614,51652,13313
市郊区,20.70 ,74.33 ,4.97 ,29.40 ,10042,7517,2492,33,11.11 ,3.15 ,7.96 ,1.16 ,18309,88837,11304
柳江县,24.30 ,68.79 ,6.91 ,26.64 ,28599,21573,6921,105,11.31 ,4.96 ,6.35 ,1.29 ,32088,28962,5110
柳城县,23.66 ,68.36 ,7.97 ,25.74 ,22705,17234,5378,93,10.50 ,5.42 ,5.08 ,1.43 ,11327,9907,2171
桂林市,20.25 ,71.48 ,8.27 ,27.67 ,302634,226669,75064,901,9.69 ,5.94 ,3.75 ,1.15 ,135515,159317,75788
秀峰区,14.01 ,79.44 ,6.54 ,33.72 ,6396,4719,1653,24,9.71 ,3.69 ,6.02 ,1.01 ,14794,24834,10127
叠彩区,15.15 ,77.00 ,7.84 ,30.56 ,8273,6097,2160,16,9.34 ,4.48 ,4.86 ,0.78 ,13351,18349,8423
象山区,14.69 ,79.37 ,5.94 ,34.23 ,11614,8665,2916,33,9.83 ,3.15 ,6.69 ,0.80 ,23651,43601,18920
七星区,11.85 ,83.96 ,4.19 ,33.80 ,7527,5763,1740,24,8.68 ,2.66 ,6.02 ,0.85 ,25057,40188,20319
雁山区,21.69 ,69.73 ,8.58 ,27.84 ,4648,3527,1100,21,8.70 ,5.67 ,3.03 ,1.03 ,1613,3170,1503
阳朔县,21.93 ,68.90 ,9.17 ,25.97 ,19291,14511,4707,73,10.08 ,6.11 ,3.98 ,1.38 ,5554,2308,1112
临桂县,23.21 ,68.60 ,8.18 ,26.66 ,27961,21370,6492,99,10.08 ,5.51 ,4.57 ,1.10 ,4957,5961,1577
灵川县,20.51 ,70.59 ,8.90 ,26.91 ,23240,18386,4785,69,8.57 ,6.68 ,1.89 ,1.15 ,7343,7834,4271
全州县,22.07 ,68.78 ,9.15 ,26.00 ,46065,32668,13316,81,10.52 ,7.05 ,3.46 ,1.34 ,10970,1934,2291
兴安县,19.01 ,72.52 ,8.46 ,28.52 ,23127,16529,6515,83,8.56 ,5.79 ,2.77 ,1.04 ,4407,2190,1173
永福县,21.54 ,69.12 ,9.34 ,25.19 ,17835,13851,3923,61,9.89 ,6.88 ,3.00 ,1.24 ,3546,1051,620
灌阳县,22.41 ,68.76 ,8.84 ,25.84 ,15839,11336,4478,25,10.78 ,7.41 ,3.37 ,1.48 ,970,122,111
龙胜各族自治县,19.21 ,72.20 ,8.59 ,26.71 ,11388,9034,2332,22,9.83 ,7.92 ,1.90 ,1.37 ,2441,1308,1589
资源县,19.98 ,71.61 ,8.41 ,28.05 ,10158,7175,2952,31,9.30 ,6.43 ,2.87 ,1.10 ,1512,214,288
平乐县,24.87 ,67.08 ,8.05 ,25.75 ,25111,18631,6383,97,9.52 ,5.43 ,4.09 ,1.48 ,4045,1710,913
荔浦县,18.54 ,71.99 ,9.47 ,27.23 ,26425,20443,5894,88,9.75 ,6.73 ,3.02 ,1.19 ,9200,3312,1734
恭城瑶族自治县,21.38 ,70.65 ,7.97 ,26.61 ,17736,13964,3718,54,9.87 ,6.43 ,3.44 ,1.27 ,2104,1231,817
梧州市,28.83 ,63.76 ,7.41 ,25.06 ,165246,124980,39760,506,15.13 ,5.53 ,9.59 ,1.75 ,87512,52400,18378
万秀区,14.42 ,75.22 ,10.36 ,30.46 ,9272,6890,2355,27,7.48 ,8.00 ,-0.52 ,0.67 ,13888,9421,2154
蝶山区,15.31 ,78.56 ,6.13 ,33.33 ,9025,6746,2253,26,10.06 ,4.32 ,5.74 ,0.88 ,33177,24140,6265
市郊区,25.44 ,66.42 ,8.14 ,26.66 ,5173,3843,1305,25,10.89 ,5.43 ,5.46 ,1.52 ,4359,4804,3146
苍梧县,29.68 ,63.08 ,7.25 ,23.84 ,38048,29531,8441,76,16.25 ,5.82 ,10.43 ,1.93 ,7543,6007,1939
藤县,31.58 ,61.00 ,7.42 ,23.47 ,49782,36956,12665,161,16.14 ,5.51 ,10.63 ,1.97 ,9369,3027,1691
蒙山县,25.42 ,65.94 ,8.63 ,25.34 ,13311,10505,2755,51,13.29 ,5.74 ,7.55 ,1.82 ,4002,1329,530
岑溪市,31.82 ,61.17 ,7.01 ,24.78 ,40635,30509,9986,140,16.39 ,5.18 ,11.21 ,1.90 ,15174,3672,2653
北海市,28.20 ,64.27 ,7.53 ,25.91 ,79483,53181,25813,489,12.90 ,4.13 ,8.76 ,1.49 ,73087,62897,30091
