表6    各行业门类人口及三次产业人口比重（长表数据）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,单位：人、%,
县市名,15岁及以上人口,各行业人口合计,,,,,,,,,,,,,,,,,三次产业人口占行业人口比重（%）,,,
,总        计,,农林牧渔业,采掘业,制造业,电力、煤气及,建筑业,地质勘查业、,交通运输、仓储,批发和零售,金融保险业,房地产业,社会服务业,卫生、体育和,教育、文化艺术及,科学研究和,国家机关、政党,其他行业,第一产业,第二产业,第三产业,
,,,,,,水的生产和供应业,,水利管理业,及邮电通信业,贸易、餐饮业,,,,社会福利业,广播电影电视业,综合技术服务业,机关和社会团体,,,,,
,,,,,,,,,,,,,,,,,,,,,,
大埔县,23743,14860,8567,61,1880,207,621,9,559,1191,78,5,304,185,674,17,492,10,57.65,18.63,23.71,
丰顺县,28925,19521,14035,15,1235,201,550,10,389,1422,111,21,265,225,547,1,483,11,71.90,10.25,17.85,
五华县,50538,33068,25429,107,1178,219,1146,15,541,1707,129,19,390,393,1016,4,672,103,76.90,8.01,15.09,
平远县,15550,11195,6956,206,1095,213,384,14,383,710,66,15,180,169,358,6,424,16,62.13,16.95,20.91,
蕉岭县,14459,9928,5715,163,1367,201,273,9,313,716,68,11,213,86,316,9,461,7,57.56,20.19,22.25,
兴宁市,57645,38856,25829,520,2683,276,1514,19,1388,2832,176,30,662,445,1211,15,1163,93,66.47,12.85,20.68,
汕尾市,147873,80291,45008,259,10712,478,3092,69,1968,9750,399,78,1943,955,2371,24,2806,379,56.06,18.11,25.83,
城区,26672,13627,4135,110,2747,81,1220,6,476,2097,144,31,727,208,477,13,888,267,30.34,30.51,39.14,
海丰县,42164,25166,11836,29,5880,147,758,42,829,3015,107,21,588,331,744,6,778,55,47.03,27.08,25.89,
陆河县,13302,7360,4900,5,334,117,408,,146,623,43,10,89,83,299,,297,6,66.58,11.74,21.68,
陆丰市,65735,34138,24137,115,1751,133,706,21,517,4015,105,16,539,333,851,5,843,51,70.70,7.92,21.37,
河源市,147485,99276,72093,378,4720,945,2397,46,2475,6317,517,145,1332,1139,3096,76,3418,182,72.62,8.50,18.88,
源城区,16034,9317,2370,51,1570,158,430,22,447,1587,224,60,593,222,443,40,1049,51,25.44,23.71,50.85,
紫金县,31942,20423,15317,70,842,117,687,8,529,1242,69,9,205,194,657,17,422,38,75.00,8.40,16.60,
龙川县,37547,25656,20011,35,683,277,548,3,636,1409,70,54,198,282,798,3,620,29,78.00,6.01,15.99,
连平县,18804,13690,10346,84,602,138,213,5,278,783,67,11,73,153,347,7,568,15,75.57,7.57,16.85,
和平县,22950,16373,13179,10,516,149,256,4,277,633,57,9,177,167,448,7,461,23,80.49,5.69,13.82,
东源县,20208,13817,10870,128,507,106,263,4,308,663,30,2,86,121,403,2,298,26,78.67,7.27,14.06,
阳江市,146828,105017,72088,220,10328,587,3469,54,1761,7200,594,149,2073,955,2322,67,3141,9,68.64,13.91,17.45,
江城区,37546,23902,10058,68,4562,142,1335,12,716,3128,355,90,867,353,661,33,1518,4,42.08,25.55,32.37,
阳西县,25272,18226,13347,32,1373,70,816,5,259,1055,56,7,280,150,377,3,393,3,73.23,12.57,14.20,
阳东县,28187,21030,15991,26,1925,40,782,9,242,968,33,3,229,106,391,2,283,,76.04,13.19,10.78,
阳春市,55823,41859,32692,94,2468,335,536,28,544,2049,150,49,697,346,893,29,947,2,78.10,8.20,13.70,
清远市,211402,149447,104702,800,10611,1436,3569,139,4121,10892,866,171,2615,1573,3965,147,3759,81,70.06,10.98,18.96,
清城区,35854,23529,11508,79,3110,151,1000,66,1036,3269,363,94,790,328,652,43,1007,33,48.91,18.45,32.64,
佛冈县,16806,12248,8601,100,901,71,526,1,279,752,67,11,168,131,322,4,310,4,70.22,13.05,16.73,
阳山县,25177,18907,14764,54,697,316,326,29,439,861,73,11,251,178,524,13,370,1,78.09,7.37,14.54,
连山壮族瑶族自治县,6819,5076,3626,27,243,74,84,,127,342,38,2,61,60,167,5,220,,71.43,8.43,20.13,
连南瑶族自治县,9444,7105,4801,102,576,174,163,4,162,381,37,2,142,66,211,5,277,2,67.57,14.29,18.14,
清新县,35082,25097,19553,21,1781,133,391,2,437,1361,66,5,276,176,515,7,369,4,77.91,9.27,12.82,
英德市,53139,37144,26486,261,2455,293,644,32,1101,2715,143,38,653,396,1046,60,791,30,71.31,9.83,18.86,
连州市,29081,20341,15363,156,848,224,435,5,540,1211,79,8,274,238,528,10,415,7,75.53,8.18,16.30,
东莞市,533625,476264,19215,379,359857,1899,13376,64,6603,47875,1571,1255,14403,1972,3424,114,4245,12,4.03,78.85,17.12,
市辖区,533625,476264,19215,379,359857,1899,13376,64,6603,47875,1571,1255,14403,1972,3424,114,4245,12,4.03,78.85,17.12,
中山市,183918,145638,22258,249,81297,864,6982,103,3267,17185,1017,629,5785,953,2158,120,2612,159,15.28,61.38,23.34,
市辖区,183918,145638,22258,249,81297,864,6982,103,3267,17185,1017,629,5785,953,2158,120,2612,159,15.28,61.38,23.34,
潮州市,169355,117117,51335,198,37668,664,4230,148,2582,11349,555,154,2337,1028,2526,126,2058,159,43.83,36.51,19.66,
湘桥区,26800,15699,1210,64,6432,219,977,35,654,2833,278,114,829,373,743,101,760,77,7.71,49.00,43.30,
潮安县,80657,55419,18921,75,24902,233,2124,73,1115,5129,142,12,1007,316,855,7,479,29,34.14,49.32,16.54,
饶平县,61898,45999,31204,59,6334,212,1129,40,813,3387,135,28,501,339,928,18,819,53,67.84,16.81,15.35,
揭阳市,329054,223595,127106,350,47277,911,6578,75,4260,22276,635,114,3564,1531,4205,40,4116,557,56.85,24.65,18.50,
榕城区,42066,24678,4232,12,9546,190,1467,28,1091,4666,239,61,801,348,790,21,1125,61,17.15,45.45,37.41,
揭东县,70519,50970,24138,86,17492,137,1774,17,879,3908,77,4,426,193,731,6,989,113,47.36,38.24,14.41,
揭西县,45680,31495,21329,51,3574,251,1092,11,500,2621,79,15,360,260,728,3,596,25,67.72,15.77,16.50,
惠来县,60438,40236,30109,76,3477,148,596,9,615,3051,74,15,462,226,751,3,573,51,74.83,10.68,14.49,
普宁市,110351,76216,47298,125,13188,185,1649,10,1175,8030,166,19,1515,504,1205,7,833,307,62.06,19.87,18.07,
云浮市,139802,104369,79981,434,7094,564,2358,60,1778,4855,498,110,1003,864,2193,45,2306,226,76.63,10.01,13.35,
云城区,18509,13132,7335,294,1628,215,438,1,340,1111,188,44,244,162,399,28,627,78,55.86,19.61,24.54,
新兴县,26158,19836,15047,21,1700,110,319,13,316,876,83,10,237,177,423,4,483,17,75.86,10.84,13.30,
郁南县,25264,18021,12791,46,1252,99,650,19,529,1198,97,10,180,176,473,6,478,17,70.98,11.36,17.66,
云安县,17250,13466,11310,22,667,27,392,5,177,396,11,13,57,59,218,,98,14,83.99,8.23,7.78,
罗定市,52621,39914,33498,51,1847,113,559,22,416,1274,119,33,285,290,680,7,620,100,83.93,6.44,9.64,
,,,,,,,,,,,,,,,,,,,,,,
广西壮族自治区,3050182,2384030,1851821,12576,128181,10146,30089,1741,42457,125528,10719,2195,33929,20371,60930,2722,43801,6824,77.68,7.59,14.73,
南宁市,238981,162995,89181,640,16316,981,5194,363,5445,19712,1803,672,5793,2820,7199,1223,4462,1191,54.71,14.19,31.09,
兴宁区,9393,5314,45,6,688,17,590,9,582,1598,63,62,751,206,268,115,257,57,0.85,24.48,74.67,
新城区,32766,18636,655,26,2146,195,1229,124,867,4389,912,273,1775,1169,2002,601,2069,204,3.51,19.30,77.19,
城北区,31520,13591,194,18,3055,183,1021,64,1261,3392,288,166,883,372,1664,222,675,133,1.43,31.47,67.10,
江南区,14948,8699,553,29,2447,191,856,91,433,2140,195,94,690,243,341,77,214,105,6.36,40.50,53.14,
永新区,11409,6313,72,18,1894,43,336,15,435,2342,68,42,519,143,187,47,114,38,1.14,36.29,62.57,
市郊区,35546,27849,19222,196,2328,61,613,2,718,2840,54,11,544,180,569,141,300,70,69.02,11.48,19.49,
邕宁县,59595,47762,39628,239,2385,144,350,37,705,1682,112,10,300,259,1305,18,449,139,82.97,6.53,10.50,
武鸣县,43804,34831,28812,108,1373,147,199,21,444,1329,111,14,331,248,863,2,384,445,82.72,5.25,12.04,
柳州市,156081,105332,45657,400,20977,800,4575,136,4244,14028,1008,401,4188,1648,3596,472,2588,614,43.35,25.40,31.26,
城中区,5632,3354,10,15,521,47,100,1,118,900,169,75,384,166,278,76,454,40,0.30,20.36,79.34,
鱼峰区,21439,11875,229,58,4617,160,677,56,479,3061,195,84,923,377,455,88,289,127,1.93,46.42,51.65,
柳南区,24981,14309,290,31,4699,155,1256,32,1748,3549,186,86,959,328,555,32,342,61,2.03,42.92,55.06,
柳北区,23002,13522,124,34,5356,272,1203,,549,2710,280,112,1054,388,581,215,523,121,0.92,50.77,48.31,
市郊区,18313,12280,5451,166,2983,54,616,21,478,1362,35,18,337,91,385,36,104,143,44.39,31.10,24.51,
柳江县,36632,29152,22490,58,1870,53,546,16,520,1602,91,23,358,168,772,12,490,83,77.15,8.67,14.18,
柳城县,26082,20840,17063,38,931,59,177,10,352,844,52,3,173,130,570,13,386,39,81.88,5.78,12.34,
桂林市,350291,266692,199368,1130,17339,1132,3240,266,4863,15743,1328,317,6131,2699,6835,306,5205,790,74.76,8.56,16.68,
秀峰区,9850,5688,672,20,1175,16,292,,216,1197,167,63,778,218,374,56,399,45,11.81,26.42,61.76,
叠彩区,10841,6626,1131,9,1406,20,206,3,596,1513,125,41,687,217,268,35,332,37,17.07,24.77,58.16,
象山区,19754,11609,1025,46,3513,155,566,40,570,2126,241,93,1585,398,523,62,547,119,8.83,36.87,54.30,
七星区,17751,9348,1371,13,2583,55,713,40,313,1674,155,76,1014,187,729,84,309,32,14.67,35.99,49.35,
雁山区,5184,3952,3291,10,152,,35,3,56,168,8,,67,23,93,26,19,1,83.27,4.98,11.74,
阳朔县,19847,15418,12790,48,484,19,85,6,259,847,34,3,180,107,334,4,207,11,82.95,4.13,12.92,
临桂县,31289,25815,21888,60,1060,21,168,50,305,1114,33,6,184,117,536,6,212,55,84.79,5.07,10.14,
灵川县,24602,18677,14216,122,1379,83,183,32,421,903,71,8,213,187,490,6,313,50,76.12,9.46,14.42,
全州县,50363,40110,34598,103,1127,179,177,35,469,1345,71,1,210,250,846,2,681,16,86.26,3.95,9.79,
兴安县,27348,21476,17767,37,836,102,92,15,316,900,87,13,259,218,429,6,360,39,82.73,4.97,12.30,
永福县,17756,14148,11983,82,392,42,79,16,194,423,59,2,108,91,262,2,292,121,84.70,4.21,11.10,
灌阳县,17720,14278,12404,87,359,96,92,3,111,314,43,1,81,110,289,1,219,68,86.87,4.44,8.68,
龙胜各族自治县,12625,10483,8501,226,280,51,83,1,150,475,27,4,111,65,232,1,190,86,81.09,6.11,12.80,
资源县,11860,9838,8588,50,166,42,24,,97,278,28,2,71,71,203,3,194,21,87.29,2.87,9.84,
平乐县,25993,21017,17916,23,635,79,121,11,265,741,60,3,218,145,482,3,258,57,85.25,4.08,10.67,
荔浦县,26602,21253,16612,56,1375,62,265,3,370,1157,75,,232,166,448,5,403,24,78.16,8.27,13.57,
恭城瑶族自治县,20906,16956,14615,138,417,110,59,8,155,568,44,1,133,129,297,4,270,8,86.19,4.27,9.54,
梧州市,172947,133954,104831,322,8291,777,1586,53,2154,6181,668,144,1426,1294,3283,141,2608,195,78.26,8.19,13.55,
万秀区,9039,4517,44,7,1338,54,123,3,344,1144,106,28,334,239,267,27,414,45,0.97,33.69,65.33,
蝶山区,13763,7693,164,27,3195,155,358,10,449,1311,242,92,466,248,437,76,437,26,2.13,48.55,49.32,
市郊区,5315,4092,2950,15,567,5,89,3,113,190,6,2,31,22,64,,33,2,72.09,16.52,11.39,
苍梧县,40874,33727,29317,110,1276,110,154,15,326,934,85,3,113,189,580,20,438,57,86.92,4.89,8.18,
藤县,48958,39104,34897,47,533,200,113,2,323,1101,103,9,181,220,840,3,513,19,89.24,2.28,8.47,
蒙山县,11982,9300,7498,27,344,54,117,9,157,356,33,,83,85,282,8,233,14,80.62,5.83,13.55,
岑溪市,43016,35521,29961,89,1038,199,632,11,442,1145,93,10,218,291,813,7,540,32,84.35,5.51,10.14,
北海市,97436,73407,48892,219,5430,322,992,76,2175,6687,566,230,2408,924,2207,72,1799,408,66.60,9.49,23.91,
海城区,20514,12819,2165,18,2206,161,397,24,921,2765,385,176,1373,363,610,60,1076,119,16.89,21.70,61.41,
银海区,9666,7490,5446,67,497,19,59,1,197,606,11,21,214,46,165,1,76,64,72.71,8.57,18.72,
铁山港区,9861,7812,6570,48,246,11,69,3,85,384,18,2,53,46,187,,73,17,84.10,4.79,11.11,
合浦县,57395,45286,34711,86,2481,131,467,48,972,2932,152,31,768,469,1245,11,574,208,76.65,6.99,16.36,
防城港市,52836,39405,26398,170,1610,273,697,44,1724,4054,333,53,864,374,1104,22,1446,239,66.99,6.98,26.03,
港口区,7830,5680,2206,61,315,30,205,1,799,785,123,23,268,64,173,7,492,128,38.84,10.76,50.40,
防城区,22585,16770,12027,45,576,98,343,35,461,1516,119,14,291,173,471,8,500,93,71.72,6.33,21.95,
上思县,14600,10913,8561,24,521,105,51,4,171,598,42,6,131,84,324,2,274,15,78.45,6.42,15.13,
东兴市,7821,6042,3604,40,198,40,98,4,293,1155,49,10,174,53,136,5,180,3,59.65,6.22,34.13,
钦州市,180535,150521,126024,322,4183,294,1732,62,1781,6765,528,37,1267,1015,3615,35,2409,452,83.73,4.34,11.94,
钦南区,35504,25686,16519,87,1325,132,632,27,893,2445,266,18,673,336,917,16,1078,322,64.31,8.47,27.22,
钦北区,35266,30706,27485,153,647,33,60,12,206,981,39,,87,112,654,1,231,5,89.51,2.91,7.58,
灵山县,68353,58835,51479,33,1393,63,396,22,454,2259,136,12,329,309,1238,15,633,64,87.50,3.20,9.30,
浦北县,41412,35294,30541,49,818,66,644,1,228,1080,87,7,178,258,806,3,467,61,86.53,4.47,9.00,
贵港市,247380,195068,167082,233,5850,424,1379,148,2675,6701,559,45,1816,1223,3925,25,2577,406,85.65,4.04,10.30,
港北区,66699,51354,39660,78,2994,132,498,88,1199,2813,207,20,941,452,1267,12,882,111,77.23,7.21,15.56,
港南区,25175,20099,18398,2,252,36,83,1,131,471,33,,69,84,378,,139,22,91.54,1.86,6.61,
平南县,67077,53662,47410,33,1001,89,391,27,621,1435,113,14,250,316,1035,3,745,179,88.35,2.82,8.83,
桂平市,88429,69953,61614,120,1603,167,407,32,724,1982,206,11,556,371,1245,10,811,94,88.08,3.28,8.64,
玉林市,319781,252407,207405,208,12881,744,1849,104,3340,9661,1015,86,2231,2043,6427,86,3906,421,82.17,6.21,11.62,
玉州区,60253,44402,28011,89,4992,213,513,58,1532,4121,392,33,1126,614,1461,56,1071,120,63.08,13.08,23.84,
容县,38880,31415,26254,15,1255,148,223,10,266,1170,114,15,273,301,785,4,513,69,83.57,5.22,11.20,
陆川县,44054,34829,30361,15,1027,106,159,5,420,699,131,7,205,257,804,4,475,154,87.17,3.75,9.08,
博白县,77009,63927,55778,20,2452,139,296,8,467,1625,140,12,286,376,1505,9,796,18,87.25,4.55,8.20,
兴业县,35405,27831,24717,34,782,18,170,13,254,614,75,,96,147,623,1,267,20,88.81,3.61,7.58,
北流市,64180,50003,42284,35,2373,120,488,10,401,1432,163,19,245,348,1249,12,784,40,84.56,6.03,9.41,
南宁地区,345005,285013,239895,1093,10221,961,1951,163,3813,10412,781,68,1963,1739,6508,79,4750,616,84.17,4.99,10.84,
凭祥市,7635,6003,3685,29,216,29,59,3,302,920,53,1,124,65,208,22,220,67,61.39,5.55,33.07,
横县,61092,50027,42012,175,1723,138,509,22,670,1929,144,1,396,311,1200,2,671,124,83.98,5.09,10.93,
宾阳县,56945,46206,35814,26,3679,69,551,68,896,2334,127,26,369,329,987,4,866,61,77.51,9.36,13.13,
上林县,26575,21930,19239,92,464,98,101,11,272,525,34,5,112,100,510,3,349,15,87.73,3.44,8.83,
隆安县,23253,19711,17463,13,486,67,79,13,183,395,57,1,80,127,385,6,313,43,88.60,3.27,8.13,
马山县,28154,23599,21245,38,307,53,167,12,159,518,39,4,90,90,515,,349,13,90.03,2.39,7.58,
扶绥县,27703,22168,18530,344,778,57,128,16,311,749,80,10,150,132,527,8,336,12,83.59,5.90,10.52,
崇左县,22833,18796,15367,57,628,101,105,6,334,908,60,5,211,137,517,2,335,23,81.76,4.74,13.50,
大新县,23841,20113,17482,255,625,124,43,8,197,480,44,4,65,113,417,4,249,3,86.92,5.21,7.88,
天等县,22296,19384,17749,14,182,47,79,2,143,230,43,1,61,105,377,,238,113,91.57,1.66,6.77,
宁明县,25083,20698,17676,20,450,105,42,2,208,794,60,7,146,128,478,15,505,62,85.40,2.98,11.62,
龙州县,19595,16378,13633,30,683,73,88,,138,630,40,3,159,102,387,13,319,80,83.24,5.34,11.42,
柳州地区,254067,203256,169285,1396,7262,1019,1898,90,3013,7335,570,30,1642,1262,4792,54,3241,367,83.29,5.69,11.02,
合山市,9690,6624,4253,616,297,272,49,1,142,320,42,1,75,93,238,4,199,22,64.21,18.63,17.16,
鹿寨县,29218,22732,16946,83,1745,103,273,11,645,1309,89,10,277,180,522,2,493,44,74.55,9.70,15.76,
象州县,21954,17894,15018,98,505,51,177,18,265,630,62,3,168,107,468,5,265,54,83.93,4.64,11.43,
武宣县,23976,18862,15960,46,576,50,104,6,259,590,61,5,121,129,526,2,353,74,84.61,4.11,11.27,
来宾县,57379,44329,36919,101,1665,228,828,37,514,1564,115,2,369,267,1095,9,563,53,83.28,6.37,10.35,
融安县,21332,16877,13451,210,712,95,159,4,493,685,54,1,147,116,414,11,304,21,79.70,6.97,13.33,
三江侗族自治县,22368,19215,17104,26,477,53,60,2,169,497,30,2,85,68,350,6,277,9,89.01,3.21,7.78,
融水苗族自治县,31783,26502,23057,162,572,54,122,10,280,910,55,3,242,119,516,12,315,73,87.00,3.43,9.57,
金秀瑶族自治县,10108,8156,6696,30,238,49,60,1,118,344,28,1,84,59,234,1,207,6,82.10,4.62,13.28,
忻城县,26259,22065,19881,24,475,64,66,,128,486,34,2,74,124,429,2,265,11,90.10,2.85,7.05,
贺州地区,129193,101780,84377,662,3706,527,728,66,1287,3908,290,27,945,706,2367,35,1760,389,82.90,5.52,11.57,
贺州市,56589,43676,35542,359,1759,286,421,23,737,1999,134,20,499,304,993,12,587,1,81.38,6.47,12.16,
昭平县,23324,18138,14975,56,760,88,108,7,234,641,45,3,136,136,481,1,281,186,82.56,5.58,11.86,
钟山县,30565,24243,20542,176,734,124,106,14,153,699,61,1,209,147,533,9,537,198,84.73,4.70,10.56,
富川瑶族自治县,18715,15723,13318,71,453,29,93,22,163,569,50,3,101,119,360,13,355,4,84.70,4.11,11.19,
百色地区,247336,203894,172450,1529,6496,928,1591,106,2528,6635,613,45,1414,1276,4422,80,3512,269,84.58,5.17,10.25,
百色市,26803,19577,12883,147,1649,260,347,16,599,1379,189,24,325,317,681,27,670,64,65.81,12.27,21.92,
田阳县,23278,19275,16084,186,828,29,82,24,268,663,58,2,159,106,383,15,281,107,83.44,5.84,10.72,
田东县,27059,21928,17358,660,996,141,265,17,381,797,67,5,191,162,547,1,326,14,79.16,9.40,11.44,
平果县,28874,24204,20140,70,1162,125,215,13,303,914,71,4,243,158,504,9,261,12,83.21,6.49,10.30,
德保县,21115,17954,16333,92,257,66,44,6,99,297,30,2,61,83,320,3,250,11,90.97,2.56,6.47,
靖西县,32764,27997,25473,100,281,57,68,5,208,630,43,3,76,113,542,7,380,11,90.98,1.81,7.21,
那坡县,13220,11103,9973,7,140,33,42,,95,245,19,,43,55,206,5,238,2,89.82,2.00,8.18,
凌云县,12308,9938,8377,50,299,62,231,5,100,324,21,,44,37,191,1,194,2,84.29,6.46,9.25,
乐业县,9727,7793,6504,38,236,22,154,2,80,270,11,,60,48,181,3,183,1,83.46,5.77,10.77,
田林县,17927,14762,12835,113,228,38,50,10,214,468,37,5,73,73,320,4,283,11,86.95,2.91,10.15,
隆林各族自治县,24317,20823,18922,59,338,61,58,8,104,416,41,,78,79,367,5,258,29,90.87,2.48,6.65,
西林县,9944,8540,7568,7,82,34,35,,77,232,26,,61,45,180,,188,5,88.62,1.85,9.53,
河池地区,258313,210306,170976,4252,7619,964,2677,64,3415,7706,657,40,1841,1348,4650,92,3538,467,81.30,7.38,11.33,
河池市,25146,19000,10041,422,2353,173,593,25,1107,1913,187,13,542,307,575,35,583,131,52.85,18.64,28.52,
宜州市,41646,33717,28005,100,1628,161,286,4,530,1228,87,5,338,220,683,26,367,49,83.06,6.45,10.49,
罗城仫佬族自治县,22395,17724,14602,439,531,58,173,3,281,668,40,3,131,104,374,5,294,18,82.39,6.78,10.84,
环江毛南族自治县,24394,20125,16450,545,624,56,379,1,373,600,37,1,144,89,461,4,321,40,81.74,7.97,10.29,
南丹县,23061,18828,12963,2504,451,86,217,3,352,957,79,14,187,117,406,4,417,71,68.85,17.30,13.85,
天峨县,10528,8640,7383,22,155,28,101,,92,283,24,1,63,55,199,1,226,7,85.45,3.54,11.01,
凤山县,11726,9799,8728,27,156,46,60,4,64,176,28,,32,51,220,1,194,12,89.07,2.95,7.98,
东兰县,18334,15498,13756,29,351,40,143,9,135,307,41,,57,73,304,3,237,13,88.76,3.63,7.61,
巴马瑶族自治县,15786,13337,11968,18,238,43,58,2,97,237,34,,53,68,289,4,224,4,89.74,2.68,7.59,
都安瑶族自治县,40254,33738,30356,56,679,87,392,6,249,660,46,2,94,140,584,8,374,5,89.98,3.60,6.43,
大化瑶族自治县,25043,19900,16724,90,453,186,275,7,135,677,54,1,200,124,555,1,301,117,84.04,5.05,10.91,
,,,,,,,,,,,,,,,,,,,,,,
海南省,517358,370560,252473,1780,19628,2429,6229,376,10234,30701,2866,1441,12432,4882,11434,734,10052,2869,68.13,8.11,23.75,
海口市,61276,36288,3624,45,5040,463,1658,88,2312,8966,1178,1176,5096,1180,2105,435,2430,492,9.99,19.86,70.16,
振东区,26444,14749,534,16,1686,192,714,36,1070,4064,530,481,2356,420,900,235,1303,212,3.62,17.68,78.70,
新华区,24073,14233,505,8,2127,229,720,47,681,3765,574,614,2227,524,926,171,871,244,3.55,21.67,74.78,
秀英区,10759,7306,2585,21,1227,42,224,5,561,1137,74,81,513,236,279,29,256,36,35.38,20.72,43.90,
三亚市,32395,24374,14162,117,924,191,332,31,918,3383,220,70,1713,420,660,14,1071,148,58.10,6.42,35.48,
市辖区,32395,24374,14162,117,924,191,332,31,918,3383,220,70,1713,420,660,14,1071,148,58.10,6.42,35.48,
省直辖市行政单位,423687,309898,234687,1618,13664,1775,4239,257,7004,18352,1468,195,5623,3282,8669,285,6551,2229,75.73,6.87,17.40,
通什市,7650,5304,3544,10,102,85,29,,81,182,46,2,369,83,393,4,185,189,66.82,4.26,28.92,
琼海市,33336,23479,16385,30,1221,137,677,12,695,1957,137,7,698,252,576,12,447,236,69.79,8.80,21.42,
儋州市,53590,37490,27762,273,1922,217,512,32,1046,1759,161,14,581,640,1141,26,846,558,74.05,7.80,18.15,
琼山市,44515,32453,22593,217,2509,187,579,14,862,2123,231,96,586,334,975,37,881,229,69.62,10.76,19.62,
文昌市,37827,26963,19315,81,1467,88,626,14,720,2387,127,23,699,249,640,24,441,62,71.64,8.39,19.98,
万宁市,33463,22571,16163,133,788,114,336,15,706,1700,95,11,849,248,686,5,496,226,71.61,6.07,22.32,
东方市,24142,18847,15425,93,406,98,173,22,485,755,88,6,229,165,489,6,333,74,81.84,4.09,14.07,
定安县,19498,14707,11915,15,427,71,114,16,257,768,57,8,177,145,440,11,258,28,81.02,4.26,14.72,
屯昌县,16043,12022,8840,27,717,72,165,11,273,808,76,10,202,117,334,11,249,110,73.53,8.16,18.31,
澄迈县,29730,21448,16329,16,846,148,210,36,371,1603,89,6,361,207,611,1,433,181,76.13,5.69,18.18,
临高县,25555,19725,15389,59,1302,88,184,11,341,1091,72,3,187,138,422,10,326,102,78.02,8.28,13.70,
白沙黎族自治县,11485,8883,7022,26,384,56,112,1,134,370,33,1,106,92,263,4,265,14,79.05,6.51,14.44,
昌江黎族自治县,15059,10801,7735,367,530,107,95,42,260,626,66,3,157,140,314,24,305,30,71.61,10.17,18.21,
乐东黎族自治县,29291,22601,19258,242,275,112,147,16,298,878,65,,114,184,537,6,385,84,85.21,3.43,11.36,
陵水黎族自治县,20484,16171,13889,7,359,56,85,14,163,713,54,3,136,98,284,2,244,64,85.89,3.14,10.98,
保亭黎族苗族自治县,9866,7454,6092,13,114,59,36,,91,248,36,2,97,79,256,96,223,12,81.73,2.98,15.29,
琼中黎族苗族自治县,12153,8979,7031,9,295,80,159,1,221,384,35,,75,111,308,6,234,30,78.30,6.05,15.65,
西沙群岛,0,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
南沙群岛,0,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
中沙群岛的岛礁及其海域,0,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,
重庆市,2048451,1587863,1155587,15778,128154,8003,35607,890,35731,94194,6298,3142,26807,14514,35038,2181,24506,1433,72.78,11.81,15.41,
市辖区,710264,487235,257791,5610,78778,3568,15809,467,17666,49312,3659,2721,16572,6529,15160,1779,11054,760,52.91,21.30,25.79,
万州区,114324,88938,65262,459,5892,463,2789,45,2318,5138,470,193,1460,801,1822,117,1675,34,73.38,10.80,15.82,
涪陵区,79304,64363,47390,213,5077,481,1311,64,1822,3539,308,85,924,593,1377,54,1092,33,73.63,11.00,15.37,
