表7    人口婚姻状况和妇女生育状况（长表数据）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,单位：人,,
县市名,15岁及以上人口,,,未婚,,,初婚有配偶,,,再婚有配偶,,,离婚,,,丧偶,,,15—50岁妇女,,,
,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,平均活产子女数,平均存活子女数,,
,,,,,,,,,,,,,,,,,,,,,,
民勤县,19937,9918,10019,2974,1679,1295,15517,7693,7824,279,134,145,75,61,14,1092,351,741,1.55,1.53,,
古浪县,24093,12025,12068,4366,2573,1793,18137,8899,9238,253,123,130,62,56,6,1275,374,901,1.76,1.71,,
天祝藏族自治县,15712,8123,7589,3064,1914,1150,11567,5824,5743,189,79,110,66,54,12,826,252,574,1.49,1.45,,
定西地区,193299,99174,94125,35929,23049,12880,141749,69753,71996,2603,1207,1396,1571,1268,303,11447,3897,7550,1.66,1.63,,
定西县,29991,15052,14939,5156,3114,2042,22663,11047,11616,409,183,226,211,158,53,1552,550,1002,1.61,1.58,,
通渭县,27076,13717,13359,4870,3124,1746,20259,9849,10410,253,103,150,128,119,9,1566,522,1044,1.93,1.91,,
陇西县,32569,16639,15930,6221,3878,2343,23959,11800,12159,388,193,195,237,172,65,1764,596,1168,1.72,1.68,,
渭源县,23964,12548,11416,4409,3060,1349,17491,8656,8835,307,134,173,232,206,26,1525,492,1033,1.55,1.52,,
临洮县,36727,18833,17894,7426,4658,2768,26125,12906,13219,581,270,311,346,278,68,2249,721,1528,1.55,1.53,,
漳县,12064,6244,5820,2160,1415,745,8928,4417,4511,110,46,64,70,55,15,796,311,485,1.78,1.76,,
岷县,30908,16141,14767,5687,3800,1887,22324,11078,11246,555,278,277,347,280,67,1995,705,1290,1.56,1.53,,
陇南地区,186430,98694,87736,37875,25353,12522,129696,64577,65119,3777,1790,1987,1849,1413,436,13233,5561,7672,1.57,1.53,,
武都县,37579,19882,17697,7611,5116,2495,26298,13076,13222,765,354,411,369,267,102,2536,1069,1467,1.54,1.50,,
宕昌县,19933,10458,9475,3866,2662,1204,14130,6988,7142,357,174,183,219,152,67,1361,482,879,1.54,1.51,,
成县,17856,9395,8461,3897,2488,1409,11895,5928,5967,541,277,264,184,147,37,1339,555,784,1.46,1.41,,
康县,14918,8049,6869,3271,2320,951,9672,4817,4855,406,179,227,227,141,86,1342,592,750,1.47,1.44,,
文县,16643,8793,7850,3553,2337,1216,11589,5777,5812,269,144,125,136,94,42,1096,441,655,1.49,1.46,,
西和县,25618,13516,12102,4997,3314,1683,18182,9060,9122,411,180,231,239,212,27,1789,750,1039,1.70,1.66,,
礼县,34145,18050,16095,6611,4385,2226,24319,12097,12222,534,265,269,287,241,46,2394,1062,1332,1.70,1.67,,
两当县,3759,2062,1697,841,588,253,2520,1279,1241,104,43,61,32,24,8,262,128,134,1.59,1.55,,
徽县,15979,8489,7490,3228,2143,1085,11091,5555,5536,390,174,216,156,135,21,1114,482,632,1.46,1.44,,
平凉地区,143413,71926,71487,24986,15108,9878,106564,51835,54729,2449,1117,1332,884,681,203,8530,3185,5345,1.59,1.57,,
平凉市,30542,15174,15368,5388,3094,2294,22736,11102,11634,678,351,327,264,169,95,1476,458,1018,1.37,1.36,,
泾川县,21061,10366,10695,2846,1697,1149,16183,7787,8396,470,207,263,152,121,31,1410,554,856,1.69,1.66,,
灵台县,14489,7337,7152,2128,1332,796,10934,5352,5582,316,129,187,121,98,23,990,426,564,1.69,1.66,,
崇信县,6717,3532,3185,1128,717,411,5047,2557,2490,104,44,60,40,32,8,398,182,216,1.61,1.59,,
华亭县,12177,6332,5845,2171,1343,828,8944,4517,4427,326,146,180,102,85,17,634,241,393,1.42,1.39,,
庄浪县,27960,13904,14056,5676,3501,2175,20100,9541,10559,276,118,158,107,91,16,1801,653,1148,1.67,1.65,,
静宁县,30467,15281,15186,5649,3424,2225,22620,10979,11641,279,122,157,98,85,13,1821,671,1150,1.70,1.68,,
庆阳地区,166964,84970,81994,31186,18628,12558,122827,60423,62404,2898,1420,1478,1061,846,215,8992,3653,5339,1.68,1.66,,
西峰市,22624,11374,11250,4593,2641,1952,16105,7899,8206,663,355,308,208,132,76,1055,347,708,1.50,1.48,,
庆阳县,22475,11678,10797,4257,2597,1660,16584,8273,8311,404,216,188,188,136,52,1042,456,586,1.61,1.58,,
环县,21686,11178,10508,3837,2312,1525,16152,8015,8137,318,154,164,144,132,12,1235,565,670,1.90,1.87,,
华池县,8972,4645,4327,1740,1021,719,6655,3325,3330,93,49,44,50,45,5,434,205,229,1.69,1.66,,
合水县,10288,5215,5073,1697,1011,686,7770,3819,3951,195,94,101,65,54,11,561,237,324,1.76,1.73,,
正宁县,13703,6866,6837,2298,1349,949,10398,5044,5354,194,87,107,56,47,9,757,339,418,1.78,1.76,,
宁县,33543,16924,16619,6489,3924,2565,24445,11905,12540,563,263,300,186,161,25,1860,671,1189,1.67,1.65,,
镇原县,33673,17090,16583,6275,3773,2502,24718,12143,12575,468,202,266,164,139,25,2048,833,1215,1.65,1.63,,
临夏回族自治州,125905,63877,62028,22917,14068,8849,90006,44297,45709,5015,2602,2413,1285,832,453,6682,2078,4604,1.72,1.61,,
临夏市,14780,7371,7409,2658,1605,1053,10608,5179,5429,565,328,237,240,105,135,709,154,555,1.33,1.28,,
临夏县,24202,12198,12004,3961,2475,1486,17190,8436,8754,1416,703,713,275,195,80,1360,389,971,1.80,1.64,,
康乐县,16087,8193,7894,2977,1850,1127,11583,5685,5898,523,280,243,136,98,38,868,280,588,1.74,1.69,,
永靖县,13588,6919,6669,2487,1521,966,9807,4862,4945,403,192,211,123,76,47,768,268,500,1.57,1.51,,
广河县,13081,6532,6549,2599,1451,1148,9304,4559,4745,497,292,205,112,67,45,569,163,406,1.85,1.72,,
和政县,12401,6341,6060,1970,1278,692,8998,4425,4573,630,304,326,119,85,34,684,249,435,1.86,1.73,,
东乡族自治县,16861,8575,8286,3679,2185,1494,11820,5817,6003,396,218,178,117,83,34,849,272,577,1.70,1.60,,
积石山东乡族保安族撒拉族自治县,14905,7748,7157,2586,1703,883,10696,5334,5362,585,285,300,163,123,40,875,303,572,1.87,1.74,,
甘南藏族自治州,45083,22967,22116,9152,5871,3281,30931,15392,15539,1044,555,489,840,350,490,3116,799,2317,1.65,1.60,,
合作市,5573,2825,2748,1391,811,580,3617,1821,1796,175,98,77,84,34,50,306,61,245,1.36,1.32,,
临潭县,9682,4981,4701,1503,1059,444,7105,3470,3635,318,162,156,121,94,27,635,196,439,1.75,1.70,,
卓尼县,6705,3430,3275,1171,764,407,4806,2401,2405,162,94,68,98,55,43,468,116,352,1.77,1.72,,
舟曲县,9179,4724,4455,1963,1264,699,6391,3165,3226,92,46,46,86,42,44,647,207,440,1.72,1.70,,
迭部县,3652,1802,1850,875,530,345,2380,1181,1199,39,15,24,79,22,57,279,54,225,1.49,1.47,,
玛曲县,2655,1421,1234,712,478,234,1624,861,763,55,32,23,106,27,79,158,23,135,1.66,1.60,,
碌曲县,2039,1010,1029,437,277,160,1336,663,673,48,28,20,76,16,60,142,26,116,1.65,1.60,,
夏河县,5598,2774,2824,1100,688,412,3672,1830,1842,155,80,75,190,60,130,481,116,365,1.57,1.48,,
,,,,,,,,,,,,,,,,,,,,,,
青海省,343460,174549,168911,73424,44003,29421,233255,115134,118121,13111,6967,6144,6067,2949,3118,17603,5496,12107,1.53,1.45,,
西宁市,139575,71034,68541,27716,16630,11086,97839,48364,49475,5213,2717,2496,2300,1265,1035,6507,2058,4449,1.35,1.27,,
城东区,20610,10345,10265,4034,2373,1661,14345,7015,7330,909,515,394,509,239,270,813,203,610,1.08,1.05,,
城中区,11814,5779,6035,2348,1281,1067,8129,3950,4179,528,295,233,307,146,161,502,107,395,0.89,0.88,,
城西区,17670,8731,8939,3713,2030,1683,12317,6014,6303,607,335,272,418,208,210,615,144,471,0.91,0.89,,
城北区,16699,8599,8100,3336,2021,1315,11820,5921,5899,529,298,231,362,191,171,652,168,484,1.05,1.03,,
大通回族土族自治县,30097,15520,14577,5485,3388,2097,21472,10710,10762,1378,682,696,353,238,115,1409,502,907,1.73,1.58,,
湟中县,32874,17008,15866,6688,4250,2438,22924,11341,11583,1035,492,543,260,184,76,1967,741,1226,1.65,1.54,,
湟源县,9811,5052,4759,2112,1287,825,6832,3413,3419,227,100,127,91,59,32,549,193,356,1.51,1.45,,
海东地区,99375,50690,48685,19955,12244,7711,68117,33447,34670,4548,2381,2167,1372,797,575,5383,1821,3562,1.75,1.64,,
平安县,7916,3954,3962,1415,842,573,5620,2726,2894,392,211,181,110,56,54,379,119,260,1.58,1.49,,
民和回族土族自治县,24014,12406,11608,4829,3054,1775,16637,8197,8440,975,531,444,283,187,96,1290,437,853,1.87,1.77,,
乐都县,19275,9772,9503,3680,2229,1451,13665,6704,6961,662,320,342,182,146,36,1086,373,713,1.71,1.61,,
互助土族自治县,26146,13490,12656,5472,3342,2130,18071,8989,9082,875,407,468,258,191,67,1470,561,909,1.72,1.60,,
化隆回族自治县,14746,7465,7281,3030,1862,1168,9500,4613,4887,1122,613,509,339,150,189,755,227,528,1.76,1.64,,
循化撒拉族自治县,7278,3603,3675,1529,915,614,4624,2218,2406,522,299,223,200,67,133,403,104,299,1.74,1.61,,
海北藏族自治州,17553,9068,8485,3527,2145,1382,12099,6073,6026,831,413,418,307,162,145,789,275,514,1.75,1.66,,
门源回族自治县,9608,4973,4635,1901,1177,724,6707,3332,3375,431,208,223,132,75,57,437,181,256,1.86,1.76,,
祁连县,3023,1540,1483,638,368,270,1976,1004,972,216,106,110,65,32,33,128,30,98,1.75,1.61,,
海晏县,2240,1175,1065,444,269,175,1593,816,777,88,49,39,36,21,15,79,20,59,1.46,1.39,,
刚察县,2682,1380,1302,544,331,213,1823,921,902,96,50,46,74,34,40,145,44,101,1.63,1.57,,
黄南藏族自治州,13906,6777,7129,3448,1954,1494,8703,4208,4495,432,257,175,356,96,260,967,262,705,1.60,1.56,,
同仁县,5321,2585,2736,1391,796,595,3304,1582,1722,107,62,45,121,40,81,398,105,293,1.52,1.50,,
尖扎县,3714,1814,1900,850,470,380,2345,1132,1213,231,131,100,98,29,69,190,52,138,1.53,1.49,,
泽库县,3080,1506,1574,781,434,347,1929,942,987,49,35,14,61,12,49,260,83,177,1.77,1.70,,
河南蒙古族自治县,1791,872,919,426,254,172,1125,552,573,45,29,16,76,15,61,119,22,97,1.67,1.60,,
海南藏族自治州,25195,12623,12572,5801,3452,2349,16537,8052,8485,766,431,335,635,253,382,1456,435,1021,1.58,1.53,,
共和县,7382,3673,3709,1820,1039,781,4774,2319,2455,240,137,103,179,71,108,369,107,262,1.50,1.43,,
同德县,3336,1741,1595,940,645,295,2113,1002,1111,46,29,17,81,28,53,156,37,119,1.63,1.60,,
贵德县,6906,3481,3425,1421,861,560,4596,2269,2327,241,132,109,202,84,118,446,135,311,1.54,1.48,,
兴海县,3475,1741,1734,693,412,281,2369,1169,1200,114,61,53,90,34,56,209,65,144,1.79,1.72,,
贵南县,4096,1987,2109,927,495,432,2685,1293,1392,125,72,53,83,36,47,276,91,185,1.59,1.55,,
果洛藏族自治州,8521,4206,4315,2595,1514,1081,4696,2276,2420,294,187,107,285,76,209,651,153,498,1.63,1.50,,
玛沁县,2227,1129,1098,537,315,222,1383,701,682,125,69,56,74,23,51,108,21,87,1.64,1.51,,
班玛县,1529,766,763,513,319,194,847,396,451,20,15,5,22,9,13,127,27,100,1.43,1.38,,
甘德县,1547,736,811,453,259,194,832,398,434,61,43,18,68,9,59,133,27,106,1.84,1.65,,
达日县,1512,766,746,577,326,251,734,358,376,27,24,3,46,17,29,128,41,87,1.43,1.33,,
久治县,1152,526,626,370,204,166,590,265,325,24,17,7,49,11,38,119,29,90,1.64,1.50,,
玛多县,554,283,271,145,91,54,310,158,152,37,19,18,26,7,19,36,8,28,2.05,1.77,,
玉树藏族自治州,16048,7845,8203,5962,3231,2731,8202,4049,4153,277,162,115,412,104,308,1195,299,896,1.54,1.45,,
玉树县,5005,2385,2620,1965,1029,936,2449,1210,1239,53,37,16,190,44,146,348,65,283,1.40,1.33,,
杂多县,2422,1234,1188,905,517,388,1297,644,653,49,26,23,25,4,21,146,43,103,1.94,1.79,,
称多县,2612,1258,1354,1016,549,467,1253,611,642,37,23,14,78,17,61,228,58,170,1.35,1.29,,
治多县,1485,739,746,405,227,178,877,437,440,46,25,21,38,11,27,119,39,80,1.81,1.65,,
囊谦县,3112,1530,1582,1325,710,615,1482,731,751,24,12,12,33,10,23,248,67,181,1.43,1.36,,
曲麻莱县,1412,699,713,346,199,147,844,416,428,68,39,29,48,18,30,106,27,79,1.73,1.58,,
海西蒙古族藏族自治州,23287,12306,10981,4420,2833,1587,17062,8665,8397,750,419,331,400,196,204,655,193,462,1.38,1.34,,
格尔木市,9310,4865,4445,1603,1010,593,7179,3610,3569,267,155,112,114,47,67,147,43,104,1.26,1.24,,
德令哈市,6263,3424,2839,1228,812,416,4579,2392,2187,182,107,75,123,69,54,151,44,107,1.27,1.24,,
乌兰县,2631,1405,1226,527,342,185,1873,959,914,87,47,40,46,25,21,98,32,66,1.54,1.48,,
都兰县,3924,2030,1894,795,502,293,2715,1359,1356,156,76,80,55,37,18,203,56,147,1.65,1.56,,
天峻县,1159,582,577,267,167,100,716,345,371,58,34,24,62,18,44,56,18,38,1.76,1.71,,
,,,,,,,,,,,,,,,,,,,,,,
宁夏回族自治区,387340,196199,191141,81607,46620,34987,278661,138556,140105,9106,4960,4146,3569,1939,1630,14397,4124,10273,1.64,1.59,,
银川市,90363,45569,44794,19621,10838,8783,64246,32127,32119,2252,1221,1031,1411,683,728,2833,700,2133,1.16,1.14,,
城区,22762,11115,11647,4742,2445,2297,16029,7919,8110,610,343,267,600,263,337,781,145,636,0.84,0.83,,
新城区,20310,10124,10186,5793,3002,2791,13178,6572,6606,487,271,216,366,163,203,486,116,370,0.82,0.81,,
郊区,19869,10343,9526,4054,2387,1667,14685,7495,7190,421,229,192,203,96,107,506,136,370,1.34,1.32,,
永宁县,13983,7110,6873,2663,1555,1108,10274,5125,5149,415,208,207,104,70,34,527,152,375,1.60,1.56,,
贺兰县,13439,6877,6562,2369,1449,920,10080,5016,5064,319,170,149,138,91,47,533,151,382,1.53,1.49,,
石嘴山市,51693,26466,25227,9797,5823,3974,38114,19131,18983,1334,724,610,644,342,302,1804,446,1358,1.32,1.29,,
大武口区,10545,5270,5275,2140,1148,992,7661,3821,3840,280,165,115,176,87,89,288,49,239,0.99,0.98,,
石嘴山区,9423,4875,4548,1569,1000,569,6979,3526,3453,302,167,135,208,101,107,365,81,284,1.09,1.08,,
石炭井区,4636,2437,2199,889,541,348,3441,1744,1697,146,90,56,56,28,28,104,34,70,1.35,1.32,,
平罗县,19355,9902,9453,3679,2200,1479,14367,7200,7167,411,199,212,157,97,60,741,206,535,1.48,1.44,,
陶乐县,2147,1096,1051,444,272,172,1551,769,782,58,30,28,12,7,5,82,18,64,1.80,1.73,,
惠农县,5587,2886,2701,1076,662,414,4115,2071,2044,137,73,64,35,22,13,224,58,166,1.49,1.44,,
吴忠市,133412,67377,66035,26148,14987,11161,98390,48858,49532,3187,1785,1402,952,521,431,4735,1226,3509,1.74,1.68,,
利通区,22166,11066,11100,4009,2229,1780,16484,8182,8302,661,385,276,242,114,128,770,156,614,1.53,1.48,,
红寺堡区,3118,1579,1539,737,391,346,2276,1141,1135,33,18,15,5,3,2,67,26,41,1.99,1.95,,
中卫县,22984,11590,11394,4164,2429,1735,17210,8522,8688,507,272,235,154,101,53,949,266,683,1.69,1.64,,
中宁县,17425,8792,8633,3323,1934,1389,12862,6381,6481,405,212,193,109,63,46,726,202,524,1.82,1.75,,
盐池县,10833,5551,5282,2177,1270,907,8027,3998,4029,201,114,87,67,42,25,361,127,234,1.80,1.72,,
同心县,20710,10396,10314,4988,2736,2252,14547,7167,7380,435,274,161,104,51,53,636,168,468,2.15,2.07,,
青铜峡市,18392,9349,9043,3515,2065,1450,13651,6827,6824,465,235,230,144,89,55,617,133,484,1.49,1.45,,
灵武市,17784,9054,8730,3235,1933,1302,13333,6640,6693,480,275,205,127,58,69,609,148,461,1.70,1.63,,
固原地区,111872,56787,55085,26041,14972,11069,77911,38440,39471,2333,1230,1103,562,393,169,5025,1752,3273,2.06,1.98,,
固原县,31554,15899,15655,7493,4236,3257,21822,10736,11086,697,387,310,192,119,73,1350,421,929,1.93,1.85,,
海原县,21054,10703,10351,5155,2906,2249,14565,7202,7363,486,277,209,101,60,41,747,258,489,2.25,2.14,,
西吉县,24764,12589,12175,5943,3406,2537,17139,8460,8679,481,247,234,85,66,19,1116,410,706,2.21,2.14,,
隆德县,13528,6934,6594,2835,1735,1100,9593,4747,4846,252,109,143,78,68,10,770,275,495,1.91,1.85,,
泾源县,5539,2804,2735,1184,692,492,3871,1897,1974,179,100,79,47,36,11,258,79,179,2.08,1.95,,
彭阳县,15433,7858,7575,3431,1997,1434,10921,5398,5523,238,110,128,59,44,15,784,309,475,1.96,1.91,,
,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,1390269,716325,673944,324965,195952,129013,842262,415086,427176,134163,74116,60047,36304,18035,18269,52575,13136,39439,1.52,1.42,,
乌鲁木齐市,168503,86021,82482,44982,24915,20067,110240,55660,54580,4895,2761,2134,3513,1587,1926,4873,1098,3775,0.84,0.83,,
天山区,40684,19618,21066,13887,6607,7280,23380,11612,11768,1164,685,479,1019,448,571,1234,266,968,0.66,0.65,,
沙依巴克区,36174,18673,17501,7361,4495,2866,25440,12810,12630,1262,695,567,928,411,517,1183,262,921,0.88,0.87,,
新市区,25453,13066,12387,6234,3658,2576,17252,8604,8648,714,408,306,524,232,292,729,164,565,0.75,0.74,,
水磨沟区,16151,8102,8049,3430,1941,1489,11187,5558,5629,566,318,248,405,179,226,563,106,457,0.81,0.80,,
头屯河区,10778,5685,5093,2945,1805,1140,7008,3557,3451,323,180,143,178,78,100,324,65,259,0.94,0.92,,
南泉区,997,539,458,168,115,53,755,390,365,36,18,18,21,8,13,17,8,9,1.47,1.45,,
东山区,9347,4492,4855,4526,2106,2420,4353,2179,2174,193,109,84,150,71,79,125,27,98,0.47,0.44,,
乌鲁木齐县,28919,15846,13073,6431,4188,2243,20865,10950,9915,637,348,289,288,160,128,698,200,498,1.22,1.21,,
克拉玛依市,29894,16233,13661,4811,3189,1622,22918,12167,10751,899,523,376,607,249,358,659,105,554,0.99,0.98,,
独山子区,9936,5243,4693,1250,795,455,7965,4169,3796,271,156,115,214,90,124,236,33,203,0.93,0.93,,
克拉玛依区,12837,6839,5998,2261,1454,807,9506,4962,4544,459,258,201,300,114,186,311,51,260,0.97,0.96,,
白碱滩区,5511,3193,2318,921,676,245,4332,2386,1946,137,91,46,52,29,23,69,11,58,1.12,1.11,,
乌尔禾区,1610,958,652,379,264,115,1115,650,465,32,18,14,41,16,25,43,10,33,1.04,1.02,,
吐鲁番地区,43287,22184,21103,10777,6416,4361,26555,13062,13493,3508,1981,1527,972,438,534,1475,287,1188,1.53,1.45,,
吐鲁番市,23678,12092,11586,5683,3360,2323,14900,7333,7567,1802,1043,759,542,241,301,751,115,636,1.52,1.43,,
鄯善县,12477,6449,6028,3044,1864,1180,7539,3723,3816,1218,656,562,266,121,145,410,85,325,1.59,1.50,,
托克逊县,7132,3643,3489,2050,1192,858,4116,2006,2110,488,282,206,164,76,88,314,87,227,1.49,1.43,,
哈密地区,47488,24450,23038,10346,6226,4120,32998,16506,16492,1723,903,820,669,352,317,1752,463,1289,1.26,1.23,,
哈密市,38278,19754,18524,7941,4836,3105,26834,13455,13379,1504,789,715,600,305,295,1399,369,1030,1.22,1.19,,
巴里坤哈萨克自治县,6546,3318,3228,1496,860,636,4638,2295,2343,121,61,60,38,28,10,253,74,179,1.46,1.41,,
伊吾县,2664,1378,1286,909,530,379,1526,756,770,98,53,45,31,19,12,100,20,80,1.35,1.33,,
昌吉回族自治州,121073,63343,57730,27055,16620,10435,85477,43178,42299,3003,1546,1457,1278,755,523,4260,1244,3016,1.25,1.23,,
昌吉市,31297,15855,15442,6817,3624,3193,22526,11391,11135,734,414,320,422,216,206,798,210,588,1.02,1.01,,
阜康市,13829,7233,6596,2264,1488,776,10503,5312,5191,456,233,223,168,86,82,438,114,324,1.28,1.26,,
米泉市,14186,7993,6193,4901,3269,1632,8446,4358,4088,319,179,140,142,91,51,378,96,282,1.14,1.12,,
呼图壁县,16590,8702,7888,3777,2384,1393,11486,5769,5717,451,231,220,161,107,54,715,211,504,1.37,1.34,,
玛纳斯县,14343,7557,6786,3012,1912,1100,10240,5195,5045,358,177,181,173,114,59,560,159,401,1.26,1.24,,
奇台县,16328,8448,7880,3231,2037,1194,11899,5940,5959,374,172,202,106,67,39,718,232,486,1.47,1.44,,
吉木萨尔县,8424,4397,4027,1766,1108,658,6014,3025,2989,169,80,89,66,45,21,409,139,270,1.43,1.41,,
木垒哈萨克自治县,6076,3158,2918,1287,798,489,4363,2188,2175,142,60,82,40,29,11,244,83,161,1.59,1.54,,
博尔塔拉蒙古自治州,31241,16293,14948,7102,4289,2813,21481,10841,10640,1249,701,548,449,234,215,960,228,732,1.41,1.37,,
博乐市,16502,8777,7725,3721,2307,1414,11499,5887,5612,617,353,264,258,133,125,407,97,310,1.32,1.28,,
精河县,9492,4802,4690,2086,1211,875,6474,3191,3283,459,257,202,144,68,76,329,75,254,1.50,1.44,,
温泉县,5247,2714,2533,1295,771,524,3508,1763,1745,173,91,82,47,33,14,224,56,168,1.56,1.50,,
巴音郭楞蒙古自治州,81856,42778,39078,17982,11193,6789,53961,27052,26909,5248,2830,2418,1836,946,890,2829,757,2072,1.42,1.36,,
库尔勒市,29580,15426,14154,6007,3723,2284,20375,10288,10087,1678,938,740,647,283,364,873,194,679,1.25,1.20,,
轮台县,7621,3961,3660,2069,1290,779,4060,1934,2126,911,516,395,266,132,134,315,89,226,1.54,1.41,,
尉犁县,6655,3493,3162,1035,704,331,4712,2381,2331,491,238,253,168,93,75,249,77,172,1.36,1.32,,
若羌县,3921,2128,1793,879,550,329,2581,1332,1249,269,153,116,92,60,32,100,33,67,1.49,1.43,,
且末县,4011,2144,1867,969,608,361,2341,1206,1135,438,234,204,134,62,72,129,34,95,1.56,1.47,,
焉耆回族自治县,8202,4239,3963,1931,1174,757,5382,2674,2708,413,213,200,137,83,54,339,95,244,1.59,1.53,,
和静县,12168,6279,5889,2845,1722,1123,8001,3972,4029,616,315,301,228,132,96,478,138,340,1.48,1.44,,
和硕县,4834,2511,2323,1121,689,432,3218,1607,1611,216,110,106,91,51,40,188,54,134,1.46,1.43,,
博湖县,4864,2597,2267,1126,733,393,3291,1658,1633,216,113,103,73,50,23,158,43,115,1.57,1.52,,
阿克苏地区,154894,80301,74593,35210,22057,13153,86224,41717,44507,21025,11745,9280,6120,3148,2972,6315,1634,4681,1.75,1.60,,
阿克苏市,40467,20944,19523,7508,4746,2762,27003,13318,13685,3767,2026,1741,958,480,478,1231,374,857,1.47,1.38,,
温宿县,14644,7554,7090,3494,2167,1327,8124,3920,4204,1969,1077,892,506,252,254,551,138,413,1.78,1.60,,
库车县,33076,17081,15995,8147,5146,3001,17426,8274,9152,4394,2538,1856,1506,737,769,1603,386,1217,1.71,1.56,,
沙雅县,13451,7014,6437,2932,1832,1100,6718,3250,3468,2454,1358,1096,836,450,386,511,124,387,1.87,1.70,,
新和县,9146,4757,4389,2221,1408,813,4540,2164,2376,1479,835,644,482,267,215,424,83,341,1.79,1.64,,
拜城县,14907,7910,6997,4079,2558,1521,7026,3470,3556,2567,1378,1189,602,335,267,633,169,464,1.98,1.72,,
乌什县,13459,6887,6572,3507,2108,1399,7077,3354,3723,1541,914,627,579,300,279,755,211,544,1.92,1.77,,
阿瓦提县,12554,6472,6082,2579,1609,970,6575,3119,3456,2346,1319,1027,595,299,296,459,126,333,1.94,1.79,,
柯坪县,3190,1682,1508,743,483,260,1735,848,887,508,300,208,56,28,28,148,23,125,2.43,2.14,,
克孜勒苏柯尔克孜自治州,32937,16920,16017,8719,5341,3378,16952,8122,8830,4852,2807,2045,944,392,552,1470,258,1212,2.18,1.90,,
阿图什市,16506,8460,8046,4516,2733,1783,8941,4308,4633,2020,1188,832,332,138,194,697,93,604,2.20,1.92,,
阿克陶县,10857,5607,5250,2590,1655,935,5118,2417,2701,2181,1234,947,474,195,279,494,106,388,2.27,1.97,,
阿合奇县,2618,1338,1280,790,475,315,1417,687,730,203,113,90,45,23,22,163,40,123,1.80,1.72,,
乌恰县,2956,1515,1441,823,478,345,1476,710,766,448,272,176,93,36,57,116,19,97,2.07,1.72,,
喀什地区,229683,116992,112691,46625,29326,17299,117883,55333,62550,45967,25629,20338,8955,4388,4567,10253,2316,7937,2.01,1.78,,
喀什市,21584,10795,10789,4288,2653,1635,13048,6194,6854,2741,1544,1197,694,288,406,813,116,697,1.56,1.44,,
疏附县,19834,10170,9664,4022,2703,1319,9257,4288,4969,4870,2696,2174,746,345,401,939,138,801,2.39,1.97,,
