表2    分年龄、性别的人口（全部数据）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位：人
县市名,0岁,,1-4岁,,5-9岁,,10-14岁,,15-19岁,,20-24岁,,25-29岁,,30-34岁,,35-39岁,,40-44岁,,45-49岁,,50-54岁,,55-59岁,,60-64岁,,65-69岁,,70-74岁,,75-79岁,,80-84岁,,85岁及以上,
,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南江县,4901,4037,25934,21237,29726,24813,31078,25807,14798,12464,19124,18921,33282,33108,30642,30386,21926,21290,16058,15215,19521,19333,18637,17038,15858,14741,11162,9798,5958,5005,5670,5150,3180,3042,1595,1877,595,813
平昌县,6657,5181,30879,25443,46256,39392,48622,41336,25000,23761,25820,30913,35124,37870,34630,36967,27239,28666,22980,22894,31340,31268,26166,25219,20375,19399,16175,14819,9271,8847,8385,8569,4382,5141,2424,3409,899,1576
资阳市,21219,18485,108259,92791,148204,133847,277918,253774,142223,128308,138008,144282,256656,248615,259509,251937,188395,174714,128890,115904,194737,184861,152933,130814,119131,97762,95456,80867,80751,72508,61098,59609,35457,40205,14596,22730,6875,15346
雁江区,4002,3741,21258,18595,30868,28134,66769,62253,30925,28370,29703,29781,54367,51958,58114,54901,44167,38621,27394,24659,40790,38413,31578,25747,25739,21794,20991,17846,16734,15181,12772,12812,7191,8363,2747,4585,1217,2954
安岳县,6697,5483,33053,26045,45471,38886,98791,86694,53437,45370,38953,42040,71687,70518,69753,71276,52828,53271,40524,37623,59638,55876,45978,38780,34814,29758,27361,23728,22872,20361,17656,17235,10429,11988,4771,7380,2333,5160
乐至县,3727,3349,17664,15674,26370,24258,41596,38565,23263,21174,27161,28276,46338,44887,49056,47821,35771,31551,25580,20998,35280,30877,27691,23191,22981,19261,18612,16387,15810,15112,11143,11255,6023,7581,2420,4172,1104,2620
简阳市,6793,5912,36284,32477,45495,42569,70762,66262,34598,33394,42191,44185,84264,81252,82586,77939,55629,51271,35392,32624,59029,59695,47686,43096,35597,26949,28492,22906,25335,21854,19527,18307,11814,12273,4658,6593,2221,4612
阿坝藏族羌族自治州,6344,6126,28029,26958,40957,38972,43409,41754,39079,36792,41874,37726,47675,42872,43427,38881,30314,26286,22338,19664,23635,21179,20604,18463,17473,16167,12718,12329,7584,8269,5880,7227,4012,5516,1853,2957,744,1381
汶川县,554,537,2828,2762,4774,4532,5767,5666,5066,4884,5409,4671,6933,5876,6831,5798,4768,3877,3297,2565,3485,3002,2736,2257,2213,1836,1625,1413,1062,913,897,879,633,635,277,363,131,183
理县,298,305,1321,1225,2020,1911,2020,1975,1617,1496,1991,1853,2463,2297,2461,2319,1640,1438,1199,1092,1382,1357,1216,1063,961,946,707,682,347,330,353,390,231,343,110,175,43,91
茂县,714,714,3691,3537,4915,4736,5642,5448,5174,4625,5568,4600,6100,5101,5200,4379,3630,3100,2594,2425,3006,2771,2303,2059,1982,1943,1452,1441,699,707,678,838,508,562,220,295,82,131
松潘县,484,452,2424,2311,3394,3318,3640,3447,3371,3017,3367,3153,3629,3216,3255,2908,2357,2148,2012,1684,2001,1713,1745,1483,1354,1201,1140,1044,615,761,524,618,267,450,158,243,78,97
九寨沟县,396,395,2066,2031,3212,3177,3196,2920,2598,2724,3216,3113,3671,3367,3429,2854,2394,1898,1699,1452,1662,1286,1279,1119,1157,1036,917,848,585,541,458,416,313,302,157,163,52,58
金川县,551,486,2279,2184,3322,3172,3444,3443,2642,2226,2821,2574,3913,3729,3518,3276,2338,2147,1762,1666,2134,1972,1962,1844,1959,1625,1141,1055,599,611,501,545,390,519,199,276,97,176
小金县,535,517,2695,2487,3587,3377,4040,3872,3211,2932,3860,3287,4379,3945,3892,3657,2889,2609,2177,1986,2165,1951,1874,1636,1764,1637,1147,979,666,692,454,573,326,442,125,198,63,83
黑水县,575,554,1899,1814,2444,2400,2376,2188,2558,2415,3223,3167,3291,3125,2733,2585,1699,1528,1404,1313,1533,1529,1694,1702,1378,1370,933,1034,417,591,265,437,182,356,61,151,23,53
马尔康县,291,292,1216,1199,1924,1786,2358,2321,2610,2831,2400,2178,3115,2817,3169,2888,2329,1986,1720,1468,1863,1602,1778,1434,1383,1177,827,882,491,627,375,547,283,393,131,220,45,90
壤塘县,275,339,1169,1107,1701,1648,1728,1630,1765,1607,1637,1612,1720,1534,1465,1362,1008,910,811,700,818,725,839,771,708,679,541,488,418,466,250,355,167,277,80,152,18,70
阿坝县,606,510,2425,2377,3678,3413,3498,3342,3262,3010,3247,2786,3101,2901,2720,2528,1892,1746,1318,1228,1256,1163,1155,1234,1023,1037,898,974,670,805,471,682,289,476,141,280,44,126
若尔盖县,693,658,2593,2556,3961,3585,3534,3313,3116,3073,3418,2939,3382,3074,2959,2713,2058,1783,1429,1324,1355,1329,1269,1207,974,1136,870,1006,679,858,424,648,280,561,139,301,52,164
红原县,372,367,1423,1368,2025,1917,2166,2189,2089,1952,1717,1793,1978,1890,1795,1614,1312,1116,916,761,975,779,754,654,617,544,520,483,336,367,230,299,143,200,55,140,16,59
甘孜藏族自治州,7086,6941,28310,27084,39436,37351,42041,40282,43740,41491,49720,46675,50920,47515,44285,40758,33568,29295,23218,21237,23862,22265,19515,19207,16902,17065,13248,15051,8672,10674,6101,8552,3437,5491,1511,2824,589,1320
康定县,737,738,2862,2794,4569,4247,4899,4682,5958,6100,6335,5230,5955,5260,5875,5287,4848,4021,3443,3022,3261,2989,2406,2094,1844,1741,1508,1485,984,1071,685,818,410,540,185,274,71,121
泸定县,612,622,2759,2642,3551,3423,3780,3643,2393,1997,3824,3306,4578,4027,4096,3546,2922,2531,2258,1905,2508,2344,1882,1692,1460,1359,1366,1342,981,972,817,855,494,552,249,302,101,164
丹巴县,493,464,1925,1829,2366,2288,2484,2309,2243,2078,2818,2672,3065,2785,2817,2555,2117,1842,1667,1576,1629,1502,1243,1238,1116,1184,863,921,557,600,488,614,327,488,170,254,46,120
九龙县,578,520,2599,2286,3228,2763,2474,2258,2104,1967,2567,2285,2755,2553,2435,2278,1818,1585,1259,1165,1039,1007,940,872,779,739,741,746,414,555,326,382,203,216,116,132,60,72
雅江县,318,292,1378,1358,1964,1856,1984,1837,1926,1740,2084,1953,2353,2069,1912,1724,1432,1284,984,891,1005,905,886,877,751,807,599,667,371,439,239,327,110,179,48,96,19,37
道孚县,326,320,1376,1351,1967,1870,2211,2010,2276,2200,2477,2464,2585,2499,2144,2070,1624,1447,1079,1043,1224,1117,977,930,842,845,600,655,394,524,281,422,143,263,78,139,21,54
炉霍县,313,324,1252,1238,1603,1466,1882,1820,2041,1941,2283,2193,2168,2066,1891,1824,1509,1378,1083,974,1149,1042,868,798,738,676,503,619,352,399,235,375,127,248,49,113,11,52
甘孜县,320,363,1445,1494,2131,2117,2186,2218,2875,2671,3398,3036,3427,3259,2755,2613,2089,1859,1478,1495,1658,1561,1238,1325,1095,1150,791,974,466,634,320,504,165,313,46,150,28,56
新龙县,302,312,1502,1437,1774,1646,2225,2227,2278,2240,2098,2073,2011,1830,1682,1503,1194,1064,1000,919,928,818,817,858,873,834,583,750,439,599,284,481,191,356,57,188,34,98
德格县,412,434,1799,1655,2728,2601,3406,3406,3796,3526,3616,3285,3543,3279,2874,2685,2156,1934,1452,1511,1570,1444,1327,1313,1261,1274,943,1103,644,779,414,623,260,452,118,226,36,104
白玉县,320,280,1146,1088,1499,1304,1717,1744,1977,1983,2614,2456,2625,2450,2184,1998,1514,1279,922,846,1132,1057,972,1045,899,1006,639,740,418,612,267,460,167,304,75,146,33,95
石渠县,554,507,1453,1390,2748,2597,3143,2934,3678,3619,4025,3899,3616,3423,2853,2699,2194,1983,1399,1202,1503,1363,1200,1324,1130,1175,919,1043,667,781,511,677,295,474,108,231,54,118
色达县,255,293,983,994,1319,1230,2059,1910,2277,2057,2324,3205,2492,3023,1956,2027,1557,1462,736,737,953,897,805,886,716,741,562,665,438,592,258,371,152,281,43,120,19,55
理塘县,436,379,1536,1477,2143,2143,2276,2048,2468,2328,2656,2695,2825,2814,2640,2423,1814,1619,1320,1147,1196,1195,1108,1075,857,985,695,899,431,622,249,414,104,224,40,111,14,47
巴塘县,372,347,1476,1396,2080,2091,2074,1981,2150,2007,2282,2101,2440,2205,2075,1844,1546,1297,1046,983,1174,1155,1107,1135,981,930,652,955,360,475,227,358,101,178,45,116,15,57
乡城县,262,248,1008,938,1367,1349,1136,1110,1057,906,1442,1251,1589,1412,1403,1230,1060,920,701,668,711,642,627,608,521,518,429,511,244,319,151,280,33,129,13,65,8,13
稻城县,252,279,996,969,1216,1222,1111,1163,1231,1174,1610,1393,1621,1381,1513,1353,1231,1023,828,675,703,717,596,598,514,566,391,512,248,375,154,284,48,149,23,72,6,31
得荣县,224,219,815,748,1183,1138,994,982,1012,957,1267,1178,1272,1180,1180,1099,943,767,563,478,519,510,516,539,525,535,464,464,264,326,195,307,107,145,48,89,13,26
凉山彝族自治州,40962,34892,173279,150950,225437,198722,217433,194694,187410,166336,174041,161133,227088,209072,210467,193292,142231,132829,88747,83623,98984,96561,88145,84824,80098,75654,69714,66156,45381,44041,31264,31521,15480,17397,7027,9456,2815,4541
西昌市,4561,4136,20085,18291,27624,25302,26928,25165,25428,22658,24012,21577,35874,34045,35032,32004,24922,23042,16794,15897,18184,18021,14769,14431,12405,11649,11657,10517,8578,7857,6366,5693,3316,3397,1518,1912,605,960
木里藏族自治县,1209,1057,5255,4879,7326,6794,6973,6525,5653,5203,5908,5464,6533,6215,6179,5688,4346,3899,2914,2670,2719,2719,2358,2302,2011,2001,1887,2009,1185,1364,750,914,396,511,175,261,85,125
盐源县,3311,2699,14701,12601,20080,17614,16961,15050,15474,13767,13404,12659,16798,15133,15720,14428,10929,9812,6586,6066,6822,6524,6262,5853,5535,5127,5252,4830,3122,3089,1994,2096,897,1053,441,606,193,276
德昌县,1303,1152,7002,6116,9334,8353,9630,9066,7414,6752,7107,6929,11493,11195,10590,9708,7107,6747,4241,3965,4961,4995,4528,4152,3967,3625,3641,3283,2381,2120,1448,1434,888,882,460,571,182,258
会理县,3459,3131,15608,14559,22077,20360,21355,19697,14429,13194,12305,12116,26029,23779,26762,23980,16501,15184,9218,8267,13232,12021,10237,9605,10029,9177,8492,7929,6375,6020,4518,4696,2270,2838,1036,1605,352,743
会东县,3391,2575,14643,11119,15223,12583,18476,15081,15266,12065,12982,10797,23065,19270,21060,18579,12700,11671,7458,6861,9503,8945,8359,7503,8454,7131,7668,6711,5053,4617,3417,3359,1595,1717,681,961,269,502
宁南县,1613,1343,6268,5304,9460,8148,8436,7351,5550,4688,5591,5667,10356,9685,10111,9348,7076,6664,4125,3950,4187,4113,3791,3664,3653,3420,3207,3211,2170,2142,1442,1474,709,855,338,430,177,245
普格县,1474,1301,6747,5564,8500,7086,7374,6503,6795,5698,7673,6557,8138,6902,7464,6284,4710,4213,2672,2507,2567,2413,2730,2770,2518,2514,2181,2011,1257,1244,815,796,370,341,144,193,51,79
布拖县,1739,1455,6392,5056,8634,6975,8016,6793,7487,6896,7299,7209,6505,6388,5891,5765,4273,4441,2554,2613,2527,2619,2880,3008,2710,2770,2348,2231,1241,1256,749,822,275,349,157,171,39,71
金阳县,1950,1683,7316,6542,9056,7679,8660,7780,7200,6348,6824,6203,6642,6236,5842,5620,4252,4167,2755,2696,2741,2717,2714,2630,2544,2344,2141,2040,1070,1017,766,755,308,293,156,204,66,71
昭觉县,2219,1835,9102,8099,12916,11259,12930,11465,12781,11826,10869,9726,9762,9015,8141,8007,6423,6243,3937,3854,4341,4223,4114,4285,3771,3841,3015,3227,1652,1633,1028,981,403,406,140,142,54,47
喜德县,1697,1516,6962,6079,8786,7667,7418,6567,7059,6319,7468,7415,6802,6559,6015,5795,4223,3936,2382,2356,2816,2752,2826,2762,2421,2519,1929,1862,1083,1135,731,708,333,336,146,178,54,64
冕宁县,3656,3107,15945,14027,17546,16154,17010,15482,13836,12564,12204,11839,18099,17027,15546,14811,10997,10363,6983,6754,7913,8143,7015,6568,6191,5770,5218,5005,3721,3777,2644,2904,1444,1739,634,938,269,489
越西县,2975,2449,12668,11187,15744,13387,14030,12182,11875,10555,11477,10815,11885,11285,10373,10198,6611,6344,4666,4656,4883,5036,4659,4803,3868,3940,2958,3228,1846,2075,1220,1434,645,811,281,431,108,212
甘洛县,2132,1795,8492,7138,10648,8924,9569,8407,9509,8058,9272,7834,9703,8604,8907,7926,5616,5119,4194,3651,3451,3212,3167,3099,2771,2983,2394,2348,1317,1435,942,1067,472,594,176,283,82,135
美姑县,2350,2029,7429,6736,10873,9898,10212,9206,10290,9910,9402,9121,8614,8553,7564,6933,4886,4772,3020,2827,3237,3436,3571,3559,3474,3279,2509,2539,1335,1391,919,935,391,452,213,203,79,67
雷波县,1923,1629,8664,7653,11610,10539,13455,12374,11364,9835,10244,9205,10790,9181,9270,8218,6659,6212,4248,4033,4900,4672,4165,3830,3776,3564,3217,3175,1995,1869,1515,1453,768,823,331,367,150,197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
贵州省,337731,311297,1381373,1196608,1863691,1621566,2059423,1862086,1548024,1247583,1391502,1254828,1794560,1625263,1708885,1558123,1322249,1224683,886409,823254,1014361,967570,830619,780562,683131,645062,619856,584430,450371,431727,312078,311348,150895,173567,75891,104729,33428,58932
贵阳市,25138,24032,107381,97849,143462,132511,165609,156914,166692,141804,181042,151490,222946,194255,212254,182527,166961,147373,119057,106872,108656,105271,89202,82928,70163,66070,65107,62446,48812,46314,33415,31099,16562,17726,8619,10150,3741,5999
南明区,4957,5205,16924,15674,19862,18454,20571,19867,33721,27439,39498,30183,44863,39863,41426,35989,35286,30405,24313,21956,19600,19231,16305,14659,12743,12349,12214,12510,9060,8877,6589,5855,3058,3132,1633,1733,706,1094
云岩区,4265,4316,15535,14079,19390,17946,23065,22325,28883,32715,37325,33844,40828,39382,38720,36360,35677,34025,27690,25028,21853,19680,16231,14738,11984,11740,11625,12466,9128,9765,6936,6896,3654,4033,2160,2299,971,1431
花溪区,2384,2035,9931,9041,13355,12570,15614,14563,17118,14234,22296,15887,19629,16497,17842,15447,13055,11466,9033,8679,8853,9425,7880,7547,6131,5896,5614,5490,4207,4029,2892,2745,1528,1683,743,928,318,592
乌当区,2185,2034,8945,8083,11961,10856,15006,14012,17171,11119,15393,11624,20886,16529,19512,15417,14045,11584,9254,8204,8910,9320,7741,7663,6333,5937,6244,5413,4251,3696,2822,2368,1394,1370,674,858,330,475
白云区,1298,1364,5463,4883,6389,5930,8338,7816,7295,5476,8245,6923,12274,10831,12504,10505,10069,8273,6106,5328,4944,5269,4469,4297,3868,3511,3444,3164,2470,2051,1448,1196,623,654,315,350,108,204
小河区,1009,915,3843,3461,4774,4443,4954,4714,4900,4061,6445,5743,10380,8588,9466,7703,7197,5864,4388,3892,3684,4498,4185,4104,3349,2987,3293,2755,2070,1656,1102,843,476,478,226,260,88,193
开阳县,2734,2427,14850,13201,20232,18529,21770,20400,17089,13668,11614,11354,20667,17974,20910,17930,15452,13925,11462,9835,12135,11132,10210,9381,7692,7213,6629,6009,5125,4718,3448,3344,1728,1724,839,978,389,535
息烽县,1627,1337,7253,6467,11361,9991,12115,10924,8987,7140,8763,8185,12094,10191,11905,10256,8244,7494,6141,5296,7356,6874,6055,5427,4526,3955,3829,3454,3059,3020,2177,2053,1100,1141,519,663,230,374
修文县,1752,1595,8680,7980,11848,11265,16589,16054,11593,9399,10761,9512,14287,11661,13784,11361,9971,8547,7024,6292,8187,7704,6310,5912,5157,4706,4473,3974,3553,3268,2211,2173,1172,1308,597,748,247,384
清镇市,2927,2804,15957,14980,24290,22527,27587,26239,19935,16553,20702,18235,27038,22739,26185,21559,17965,15790,13646,12362,13134,12138,9816,9200,8380,7776,7742,7211,5889,5234,3790,3626,1829,2203,913,1333,354,717
六盘水市,26210,23648,123548,104325,135820,114852,170733,154026,129588,107196,122287,108745,148344,131087,130472,119650,98760,91678,69609,64620,68986,67219,59355,54816,48793,43647,46651,41702,28906,25674,21507,20295,10676,11477,5493,7285,2275,4130
钟山区,4630,4301,17340,14885,18243,15002,21126,18508,18553,16158,21966,20288,31536,28915,27572,24904,19318,16978,12010,10951,10773,11886,12092,10905,9299,7209,7179,5864,3704,3107,2430,1966,1019,1057,443,617,185,374
六枝特区,5016,4317,23155,19325,26487,22151,34236,30454,25969,21017,20764,19184,25690,22965,24577,22182,19457,18273,14580,13467,14511,14611,11660,11902,10299,9981,10714,9850,7049,6488,5487,5282,2788,3071,1340,1940,495,1028
水城县,7868,7297,30842,25767,34278,27695,42079,36814,32986,25498,35078,28992,38307,32114,32244,29131,21505,19656,14692,13069,17899,16316,14972,13766,12080,10784,11015,10116,6711,6242,5410,5448,2849,3185,1636,2064,674,1149
盘县,8696,7733,52211,44348,56812,50004,73292,68250,52080,44523,44479,40281,52811,47093,46079,43433,38480,36771,28327,27133,25803,24406,20631,18243,17115,15673,17743,15872,11442,9837,8180,7599,4020,4164,2074,2664,921,1579
遵义市,55427,50564,250780,213111,358235,315924,372529,342599,234432,187868,225198,211638,334981,317098,323509,308591,254913,247636,148217,136732,212120,204623,169408,161372,142263,134985,115388,107453,91261,86947,61782,61594,27579,31687,12835,17346,5679,9556
红花岗区,4711,4487,20794,18632,27455,24721,28678,27360,27365,26055,29900,26723,44991,41966,42349,38336,34228,30224,20434,18109,20251,20179,16327,15896,13217,12069,10713,10582,8056,7699,5363,4836,2399,2611,1058,1469,550,901
遵义县,9409,7521,50565,41093,70262,61701,73904,67278,47901,37541,42352,39289,63175,57193,61728,56727,46316,45430,27267,26160,39214,39629,32815,31515,26545,24735,21589,19711,16358,16357,10873,11609,4709,6010,2293,3499,982,1938
桐梓县,4257,4297,20771,18299,34186,30405,35254,32330,20947,16856,21378,19680,27446,25013,25945,24573,21750,20583,13050,11750,18850,17840,14080,13018,12740,12356,10170,9683,8752,8412,5923,6051,2292,2658,1114,1448,587,836
绥阳县,4317,3901,18313,15770,24299,21717,27293,25127,18136,14961,15109,15319,21896,21321,21138,20533,17199,16775,10535,10101,14774,14157,12013,11048,9764,8759,7832,7068,6641,6266,4330,4268,1625,1906,818,1134,332,609
正安县,4494,3829,20920,16836,27593,23792,31008,27537,19454,14357,16003,15085,22536,23428,21971,22183,18544,19535,11636,10690,17178,15921,13389,12998,12234,11912,10089,8832,7576,6787,5057,4595,2119,2096,810,988,340,480
道真仡佬族苗族自治县,2917,2514,11775,9968,13652,11929,15080,14394,8943,6049,8614,7773,14704,14525,14270,14082,10916,10947,6423,5694,10413,9750,8688,8468,7892,7648,5801,5249,3908,3228,2927,2591,1589,1382,714,691,290,317
务川仡佬族苗族自治县,4855,4338,19690,17069,23129,20377,21051,19635,12707,10236,14374,14271,19599,19364,17549,17905,13042,13068,6912,6516,10988,10395,9211,8654,8640,7925,6698,6214,5563,4568,3291,3010,1687,1559,662,699,344,369
凤冈县,3330,3570,16405,14303,24639,21424,18219,16414,11815,8969,12143,11798,19709,19574,19164,18845,14903,14254,6323,5710,11364,10616,9603,9329,7670,7732,6279,6082,4907,4879,2825,2850,1249,1423,536,736,221,441
湄潭县,3901,3437,16846,14593,22046,19412,21444,19600,11943,9404,14254,14104,22084,21203,21210,20332,17122,16721,8589,7939,13669,12669,11164,10698,8748,8362,6973,6640,5971,5874,3886,4007,1703,2051,811,1222,317,664
余庆县,2289,1800,10285,8549,10971,9260,12499,11229,7046,5148,7715,7899,14859,13997,14382,13354,11041,10899,5458,5186,8764,8375,7223,7125,5508,5426,5010,4760,4090,3954,2346,2466,946,1186,489,727,240,464
习水县,4619,4196,18242,15144,38076,34019,42699,39099,21333,17143,18318,16680,26000,24662,26222,26413,21197,21278,12331,11322,19898,19274,14226,13602,12465,12063,10027,9221,8614,8333,6430,6637,3054,3714,1364,1811,546,936
赤水市,1706,1474,7973,6971,10502,9587,12600,11985,6333,4987,6667,6407,13114,11994,13508,12338,10694,9957,6654,6069,10366,10174,7575,6786,7053,6690,5209,4954,4230,4016,3174,3206,1701,2064,831,1244,337,650
仁怀市,4622,5200,18201,15884,31425,27580,32800,30611,20509,16162,18371,16610,24868,22858,24073,22970,17961,17965,12605,11486,16391,15644,13094,12235,9787,9308,8998,8457,6595,6574,5357,5468,2506,3027,1335,1678,593,951
安顺市,22105,20244,91652,77335,133650,117059,133151,120632,98279,82404,93462,82993,116012,103409,108025,96406,84139,76550,63972,61486,63980,63807,53981,52150,45253,42755,40386,38762,29120,28362,22023,22410,11369,13893,5642,8392,2175,4316
西秀区,6914,6423,28157,25225,40631,37309,38100,35842,28490,25060,29517,26253,40948,37185,38343,34968,29885,28503,21579,21284,21178,21837,18697,18217,15787,14266,13808,12935,10259,9806,7271,7397,3936,4842,1736,2586,658,1475
平坝县,2980,2825,11712,10263,15802,13921,16813,15451,11836,10106,13470,12013,18559,15760,16805,14341,12312,10980,9468,9192,9148,9822,7998,7648,6798,6118,5916,5354,4429,4091,2974,2808,1523,1787,833,1150,330,623
普定县,3318,3170,14982,12328,21186,18291,22104,19857,15733,13012,14888,12915,16653,14423,15389,13443,11839,10625,8799,8506,9731,9406,7825,7115,6192,5852,6537,6042,4380,4266,3733,3713,1939,2339,900,1334,356,682
