表8    家庭户住房状况（全部数据、长表数据）,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
县市名,全 部 数 据,,,长    表    数    据  （户）,,,,,,,,,,,,,
,家庭户（户）,平均每户住房间数,人均住房建筑面积,家庭户,住房中有无厨房,,是否饮用自来水,,住房中有无洗澡设施,,住房中有无厕所,,住房来源,,,,
,,（间/户）,（平方米/人）,,有,    无    ,    是    ,    否    ,有,    无    ,有,    无    ,自建,购买,租用,其他,
,,,,,,,,,,,,,,,,,
汝南县,217637,2.11,21.59,21573,21131,442,1478,20095,1060,20513,19702,1871,20212,724,463,174,
遂平县,153192,2.45,24.16,15154,14184,970,1057,14097,916,14238,13568,1586,14133,528,264,229,
新蔡县,244330,2.24,19.54,24253,22875,1378,909,23344,1130,23123,22160,2093,23182,518,307,246,
,,,,,,,,,,,,,,,,,
湖北省,15613793,2.65,25.73,1480601,1250384,230217,606644,873957,397446,1083155,967166,513435,1029919,252289,137252,61141,
武汉市,2288097,2.28,22.29,219112,183474,35638,164744,54368,93068,126044,130339,88773,86307,75109,47474,10222,
江岸区,220145,1.91,17.16,21283,18595,2688,21195,88,12293,8990,16842,4441,2431,9619,8136,1097,
江汉区,188311,1.70,15.84,17613,14732,2881,17561,52,9429,8184,13549,4064,1845,7014,7881,873,
硚口区,195899,1.70,14.74,18408,15154,3254,18337,71,8899,9509,13539,4869,2506,7138,7691,1073,
汉阳区,148745,2.06,19.20,14189,12407,1782,13912,277,7472,6717,10599,3590,2927,6707,3983,572,
武昌区,279260,2.02,19.20,26963,24132,2831,26871,92,17711,9252,21742,5221,2448,16067,6651,1797,
青山区,136291,1.87,16.06,13238,12177,1061,13154,84,9959,3279,11198,2040,388,8911,3424,515,
洪山区,211469,2.30,23.64,20067,16420,3647,17951,2116,10229,9838,13039,7028,7691,6493,4477,1406,
东西湖区,85729,2.45,26.03,8380,7413,967,6492,1888,3878,4502,5048,3332,3589,3859,620,312,
汉南区,31445,2.25,25.39,3049,2750,299,2589,460,875,2174,1876,1173,1489,1254,195,111,
蔡甸区,140448,2.72,29.96,13797,10938,2859,6617,7180,2484,11313,4171,9626,10016,2363,942,476,
江夏区,160303,3.00,28.88,15757,13366,2391,7594,8163,3536,12221,10685,5072,11165,2408,1505,679,
黄陂区,259408,2.63,26.01,24066,19333,4733,6386,17680,3778,20288,3960,20106,20384,1843,1031,808,
新洲区,230644,3.05,28.45,22302,16057,6245,6085,16217,2525,19777,4091,18211,19428,1433,938,503,
黄石市,612660,2.67,23.01,57951,46911,11040,26233,31718,19902,38049,32471,25480,34748,13217,7486,2500,
黄石港区,57157,2.13,22.15,5421,4916,505,5390,31,3770,1651,4497,924,453,3472,1277,219,
石灰窑区,74458,2.23,20.22,7268,6353,915,6516,752,3210,4058,5217,2051,1527,3400,2105,236,
下陆区,41671,2.46,25.08,3995,3391,604,3658,337,2018,1977,2485,1510,1046,1938,865,146,
铁山区,20380,2.16,20.74,2010,1812,198,1856,154,1113,897,1373,637,351,1078,468,113,
阳新县,198073,3.05,21.33,18237,13876,4361,4113,14124,4196,14041,10127,8110,15115,1340,900,882,
大冶市,220921,2.72,25.66,21020,16563,4457,4700,16320,5595,15425,8772,12248,16256,1989,1871,904,
十堰市,932222,2.48,22.92,89974,81789,8185,28801,61173,16525,73449,69136,20838,61393,17623,7022,3936,
茅箭区,78328,2.18,21.47,7589,6554,1035,6342,1247,3977,3612,5950,1639,1212,4271,1583,523,
张湾区,98582,2.07,19.07,9302,8035,1267,7359,1943,4873,4429,7083,2219,1874,4944,1843,641,
郧县,154935,2.50,21.70,14999,14046,953,2958,12041,1173,13826,13445,1554,12280,1445,712,562,
郧西县,135909,2.52,23.52,13202,11774,1428,1831,11371,700,12502,6581,6621,11072,1035,546,549,
竹山县,120051,2.50,25.10,11628,10786,842,2130,9498,1132,10496,9946,1682,9664,1006,448,510,
竹溪县,88302,2.64,26.22,8834,8364,470,1157,7677,491,8343,7993,841,7449,781,340,264,
房县,121252,2.69,24.25,11545,10917,628,1615,9930,1137,10408,9641,1904,9735,965,491,354,
丹江口市,134863,2.54,21.35,12875,11313,1562,5409,7466,3042,9833,8497,4378,8107,3176,1059,533,
宜昌市,1247480,2.76,33.65,120900,111792,9108,49532,71368,33275,87625,110304,10596,80452,22962,11237,6249,
西陵区,126433,2.00,19.23,11679,10214,1465,11588,91,7047,4632,9684,1995,738,7555,2446,940,
伍家岗区,58508,2.04,22.11,5523,4913,610,5353,170,2693,2830,4699,824,855,3079,1269,320,
点军区,14240,2.92,38.83,1367,1289,78,818,549,487,880,1227,140,913,234,139,81,
猇亭区,14851,2.94,40.85,1462,1341,121,1064,398,688,774,1282,180,1061,273,72,56,
宜昌县,185174,2.66,35.07,17871,16012,1859,4959,12912,2391,15480,15838,2033,13654,1681,1560,976,
远安县,68403,2.79,37.36,6702,6288,414,2694,4008,784,5918,6404,298,4003,998,629,1072,
兴山县,62419,3.60,39.56,5866,5336,530,1285,4581,793,5073,5380,486,4212,645,597,412,
秭归县,124169,2.52,33.74,12146,11409,737,2230,9916,4908,7238,11441,705,9879,1053,654,560,
长阳土家族自治县,123945,3.15,38.44,12400,11780,620,2386,10014,1154,11246,11900,500,10335,616,928,521,
五峰土家族自治县,64601,2.83,40.41,6446,6142,304,815,5631,4870,1576,6245,201,5413,356,504,173,
宜都市,112469,3.01,40.94,10995,10584,411,5804,5191,1792,9203,10436,559,8652,1220,729,394,
当阳市,145146,2.76,30.19,14065,13065,1000,4781,9284,2866,11199,12796,1269,10005,2840,782,438,
枝江市,147122,3.10,32.90,14378,13419,959,5755,8623,2802,11576,12972,1406,10732,2412,928,306,
襄樊市,1506314,2.72,24.06,143178,120441,22737,54546,88632,23248,119930,107421,35757,95547,27313,13695,6623,
襄城区,77091,2.36,22.94,7355,6350,1005,6404,951,3366,3989,5848,1507,1349,4075,1594,337,
樊城区,166228,2.22,21.61,15653,12792,2861,14259,1394,6860,8793,11798,3855,2544,8840,3654,615,
襄阳县,327111,2.86,21.70,30612,22946,7666,7000,23612,2534,28078,20515,10097,24898,2415,1757,1542,
南漳县,153665,3.20,30.50,15056,13032,2024,3784,11272,1023,14033,11781,3275,11376,1821,767,1092,
谷城县,145948,2.85,25.77,13971,12520,1451,4360,9611,2449,11522,9091,4880,11096,1612,764,499,
保康县,80793,2.80,30.06,7942,7467,475,1657,6285,406,7536,7219,723,6372,547,681,342,
老河口市,128554,2.52,20.71,12314,10759,1555,6079,6235,2276,10038,8911,3403,8377,2450,906,581,
枣阳市,286638,2.65,22.65,26553,23034,3519,7365,19188,2581,23972,22252,4301,19908,3296,2407,942,
宜城市,140286,2.84,26.41,13722,11541,2181,3638,10084,1753,11969,10006,3716,9627,2257,1165,673,
鄂州市,261852,2.73,25.38,25250,20655,4595,9535,15715,6081,19169,10164,15086,17985,4563,1943,759,
梁子湖区,41998,2.86,26.20,3991,3015,976,590,3401,402,3589,875,3116,3662,133,80,116,
华容区,64592,2.79,26.84,6252,5284,968,1069,5183,803,5449,2690,3562,5777,215,120,140,
鄂城区,155262,2.67,24.52,15007,12356,2651,7876,7131,4876,10131,6599,8408,8546,4215,1743,503,
荆门市,781857,2.68,28.66,74605,66293,8312,32534,42071,16703,57902,61353,13252,51245,14058,5686,3616,
东宝区,157114,2.61,30.31,15116,13646,1470,8423,6693,5211,9905,13144,1972,7206,5413,1708,789,
京山县,188445,2.80,29.68,17949,15925,2024,6590,11359,4075,13874,13269,4680,12272,3665,1061,951,
沙洋县,172505,2.58,25.63,16420,14354,2066,7423,8997,2062,14358,13864,2556,12234,2017,1354,815,
钟祥市,263793,2.70,28.99,25120,22368,2752,10098,15022,5355,19765,21076,4044,19533,2963,1563,1061,
孝感市,1242362,2.63,23.17,112945,84007,28938,30448,82497,20767,92178,40562,72383,91005,12522,5439,3979,
孝南区,220479,2.67,24.05,20125,14404,5721,6400,13725,4789,15336,6766,13359,14349,3697,1194,885,
孝昌县,145517,2.74,23.17,13702,9722,3980,1280,12422,3825,9877,2037,11665,12298,498,455,451,
大悟县,156382,2.65,23.75,14657,12572,2085,3268,11389,1117,13540,1790,12867,12263,943,831,620,
云梦县,141625,2.47,22.73,12270,10828,1442,2505,9765,2391,9879,9875,2395,10233,1223,616,198,
应城市,166928,2.54,22.13,15024,9809,5215,5088,9936,2717,12307,7200,7824,11120,2105,1141,658,
安陆市,155659,2.67,23.70,14453,11447,3006,3148,11305,1965,12488,6986,7467,11768,1601,506,578,
汉川市,255772,2.63,22.68,22714,15225,7489,8759,13955,3963,18751,5908,16806,18974,2455,696,589,
荆州市,1640781,2.43,25.04,152731,128679,24052,69555,83176,50776,101955,120724,32007,112575,22359,11729,6068,
沙市区,178942,2.00,21.73,16845,13830,3015,13925,2920,8430,8415,12483,4362,4478,6725,4512,1130,
荆州区,145573,2.71,29.61,14023,12750,1273,6776,7247,7070,6953,12404,1619,8580,3752,1015,676,
公安县,268649,2.55,24.69,25020,21153,3867,10703,14317,9323,15697,19866,5154,20071,2734,1410,805,
监利县,330302,2.39,22.86,29180,24077,5103,8576,20604,4197,24983,24318,4862,24728,2042,1375,1035,
江陵县,98831,2.49,24.97,9286,7200,2086,3246,6040,3316,5970,6674,2612,7736,806,449,295,
石首市,163220,2.26,26.74,15272,13851,1421,7664,7608,3898,11374,13677,1595,12199,1795,715,563,
洪湖市,225323,2.20,21.50,21019,14816,6203,13900,7119,4734,16285,10336,10683,16103,2794,924,1198,
松滋市,229941,2.85,31.06,22086,21002,1084,4765,17321,9808,12278,20966,1120,18680,1711,1329,366,
黄冈市,1781099,3.03,26.61,168479,134923,33556,36273,132206,31532,136947,48907,119572,145724,10283,8483,3989,
黄州区,93740,2.75,31.63,8905,7648,1257,6250,2655,3476,5429,5940,2965,4792,2395,1342,376,
团风县,96995,2.90,26.30,9074,7252,1822,2054,7020,1502,7572,1770,7304,8144,293,411,226,
红安县,166324,2.57,24.21,15467,12749,2718,3774,11693,2345,13122,3059,12408,12934,1018,924,591,
罗田县,150783,3.26,27.15,14323,12005,2318,2598,11725,1261,13062,1730,12593,12593,692,772,266,
英山县,108273,2.97,29.35,10524,9042,1482,1774,8750,1591,8933,1785,8739,9252,704,417,151,
浠水县,248300,2.89,23.99,23332,18747,4585,3891,19441,3474,19858,3730,19602,20975,1123,853,381,
蕲春县,225723,3.64,27.67,21348,18430,2918,3983,17365,5019,16329,8337,13011,19172,1097,807,272,
黄梅县,227224,2.61,24.67,21171,17178,3993,3555,17616,7663,13508,14497,6674,19322,902,569,378,
麻城市,290487,3.56,28.33,27766,23183,4583,4163,23603,2394,25372,3869,23897,24755,722,1300,989,
武穴市,173250,2.62,26.90,16569,8689,7880,4231,12338,2807,13762,4190,12379,13785,1337,1088,359,
咸宁市,659982,2.99,23.61,61252,51362,9890,23255,37997,18196,43056,44272,16980,43735,8969,4728,3820,
咸安区,132527,2.76,23.47,12212,10580,1632,6128,6084,3399,8813,9884,2328,6895,2713,1457,1147,
嘉鱼县,88717,2.61,21.03,8221,5532,2689,4389,3832,1878,6343,3570,4651,6010,1294,485,432,
通城县,108065,3.58,29.53,9992,8895,1097,1985,8007,4531,5461,8355,1637,8292,742,452,506,
崇阳县,104926,3.52,24.83,9910,9222,688,2252,7658,3746,6164,8807,1103,8416,530,532,432,
通山县,94298,2.96,22.75,8923,7485,1438,2472,6451,1108,7815,5296,3627,7151,777,482,513,
赤壁市,131449,2.57,19.93,11994,9648,2346,6029,5965,3534,8460,8360,3634,6971,2913,1320,790,
随州市,628682,2.61,25.40,60035,49835,10200,14595,45440,5682,54353,30067,29968,47640,6573,3854,1968,
曾都区,404198,2.56,25.54,39088,33993,5095,10281,28807,3769,35319,26532,12556,30064,5132,2768,1124,
广水市,224484,2.69,25.16,20947,15842,5105,4314,16633,1913,19034,3535,17412,17576,1441,1086,844,
恩施土家族苗族自治州,1031907,2.98,33.18,99784,89623,10161,23759,76025,31705,68079,85163,14621,85211,5428,4736,4409,
恩施市,209123,2.77,32.64,20337,18907,1430,4964,15373,7464,12873,18742,1595,16612,1927,1210,588,
利川市,211084,3.28,29.80,20190,16606,3584,3346,16844,1830,18360,12963,7227,17818,576,682,1114,
建始县,139383,2.81,35.14,13491,12152,1339,3078,10413,2788,10703,11742,1749,11823,486,543,639,
巴东县,140395,2.97,37.25,13781,12427,1354,3751,10030,2438,11343,11282,2499,11465,728,757,831,
宣恩县,89212,3.09,35.54,8622,8290,332,2061,6561,8487,135,8488,134,7698,381,304,239,
咸丰县,103085,2.50,30.78,9819,8999,820,2133,7686,3790,6029,9354,465,8385,495,496,443,
来凤县,77477,2.82,28.61,7481,6653,828,2075,5406,1273,6208,6565,916,6357,387,381,356,
鹤峰县,62148,3.89,39.89,6063,5589,474,2351,3712,3635,2428,6027,36,5053,448,363,199,
省直辖行政单位,998498,2.55,25.76,94405,80600,13805,42834,51571,29986,64419,76283,18122,76352,11310,3740,3003,
仙桃市,362977,2.35,23.63,32751,29393,3358,18104,14647,7412,25339,29226,3525,27728,2843,1128,1052,
潜江市,253782,2.60,23.98,23994,20357,3637,15860,8134,7138,16856,21379,2615,15614,6179,1262,939,
天门市,359891,2.69,29.53,35516,28968,6548,7661,27855,15151,20365,24031,11485,31648,1951,1068,849,
神农架林区,21848,2.93,27.99,2144,1882,262,1209,935,285,1859,1647,497,1362,337,282,163,
,,,,,,,,,,,,,,,,,
湖南省,17662105,2.87,26.93,1700907,1325673,375234,473825,1227082,605009,1095898,1208415,492492,1341717,191067,110563,57560,
长沙市,1705895,2.88,33.56,165788,154322,11466,61256,104532,94740,71048,147708,18080,109591,34152,15973,6072,
芙蓉区,112259,2.18,23.62,10566,9250,1316,8606,1960,6998,3568,9261,1305,1502,5802,2603,659,
天心区,111727,2.15,22.05,10362,9508,854,9643,719,6734,3628,8282,2080,1558,5393,2423,988,
岳麓区,96712,2.50,27.24,9072,8381,691,7300,1772,6335,2737,7931,1141,2527,4013,2076,456,
开福区,131843,2.49,24.33,12436,11503,933,9939,2497,8382,4054,10369,2067,3204,5818,2799,615,
雨花区,140042,2.35,23.94,13372,12564,808,11612,1760,10253,3119,12285,1087,2055,8435,2031,851,
长沙县,215426,3.27,35.66,21229,19498,1731,2331,18898,11435,9794,18839,2390,18698,1074,912,545,
望城县,188531,2.76,31.93,18743,17431,1312,3107,15636,9685,9058,16609,2134,16683,932,682,446,
宁乡县,366324,2.91,46.76,35894,34048,1846,3925,31969,19900,15994,32360,3534,32859,1073,1133,829,
浏阳市,343031,3.60,33.51,34114,32139,1975,4793,29321,15018,19096,31772,2342,30505,1612,1314,683,
株洲市,994177,3.62,36.54,97038,87012,10026,30645,66393,41746,55292,81893,15145,70806,15574,8082,2576,
荷塘区,77775,2.19,24.20,7495,6786,709,6005,1490,5264,2231,6674,821,2085,3642,1558,210,
芦淞区,69093,2.10,23.06,6588,6031,557,5987,601,5059,1529,6033,555,987,3832,1567,202,
石峰区,82435,2.28,24.76,7837,7093,744,6622,1215,5381,2456,6772,1065,2082,3903,1567,285,
天元区,33766,3.03,36.30,3239,3117,122,1545,1694,3041,198,3137,102,1725,1224,203,87,
株洲县,116263,3.08,37.99,11479,10821,658,1478,10001,5430,6049,10133,1346,10212,539,426,302,
攸县,187824,4.73,45.80,18474,16121,2353,2150,16324,6111,12363,16725,1749,17023,482,718,251,
茶陵县,134929,4.48,35.07,13403,11387,2016,2201,11202,1499,11904,9302,4101,11657,246,767,733,
炎陵县,46311,4.15,34.67,4683,4236,447,803,3880,1088,3595,3752,931,4054,263,230,136,
醴陵市,245781,3.86,39.32,23840,21420,2420,3854,19986,8873,14967,19365,4475,20981,1443,1046,370,
湘潭市,775025,2.92,32.69,75554,69186,6368,24055,51499,35925,39629,65510,10044,55119,12979,5591,1865,
雨湖区,101142,2.33,26.11,9728,9218,510,9231,497,6535,3193,8184,1544,1944,5193,2280,311,
岳塘区,103334,2.32,26.13,9967,9289,678,8039,1928,6582,3385,8494,1473,3028,5065,1554,320,
湘潭县,299052,3.13,32.93,29182,27303,1879,2427,26755,13596,15586,27793,1389,27065,714,802,601,
湘乡市,243766,3.12,37.34,23968,20898,3070,3591,20377,8114,15854,18754,5214,20826,1717,860,565,
韶山市,27731,3.24,34.13,2709,2478,231,767,1942,1098,1611,2285,424,2256,290,95,68,
衡阳市,1864647,2.80,25.96,175172,107765,67407,38740,136432,44386,130786,87922,87250,140227,19760,10244,4941,
江东区,59066,1.86,18.74,5645,5075,570,5565,80,3456,2189,4460,1185,268,3413,1801,163,
城南区,57599,1.95,20.07,5565,5059,506,5495,70,3755,1810,4616,949,143,3921,1302,199,
城北区,69599,2.07,21.46,6525,6053,472,6453,72,4818,1707,5716,809,226,4736,1258,305,
郊区,61796,2.60,29.92,5548,4363,1185,2092,3456,2482,3066,4416,1132,4443,368,584,153,
南岳区,13110,3.38,35.94,1249,1034,215,459,790,558,691,887,362,898,210,107,34,
衡阳县,297252,2.74,25.38,26996,14465,12531,2192,24804,3969,23027,8317,18679,24833,1073,562,528,
衡南县,259987,2.63,23.56,25059,11299,13760,2567,22492,2335,22724,6849,18210,22512,719,912,916,
衡山县,100935,3.64,39.51,9909,8442,1467,1550,8359,2940,6969,7474,2435,8873,544,304,188,
衡东县,172890,4.68,39.75,16374,13601,2773,2053,14321,4336,12038,13976,2398,14967,428,654,325,
祁东县,257573,3.07,26.64,23425,14771,8654,3265,20160,5721,17704,15958,7467,21118,897,707,703,
耒阳市,305718,2.11,18.56,28732,8781,19951,4357,24375,2871,25861,3490,25242,24320,2236,1128,1048,
常宁市,209122,2.57,25.23,20145,14822,5323,2692,17453,7145,13000,11763,8382,17626,1215,925,379,
邵阳市,1933227,2.74,23.83,182514,122871,59643,41429,141085,48582,133932,114898,67616,156911,10319,9317,5967,
双清区,80434,1.97,19.80,7562,5396,2166,5906,1656,3146,4416,4155,3407,3264,2603,1377,318,
大祥区,78565,2.05,21.90,7062,4554,2508,4532,2530,2948,4114,5774,1288,3440,2375,943,304,
北塔区,19983,2.35,25.70,1904,1171,733,969,935,446,1458,1213,691,1396,203,199,106,
邵东县,323548,2.44,24.69,28838,21458,7380,3808,25030,9277,19561,21466,7372,24976,1240,1484,1138,
新邵县,195051,2.44,23.76,18756,10318,8438,6110,12646,4048,14708,16977,1779,16970,689,509,588,
邵阳县,233948,2.38,18.86,21914,9137,12777,2374,19540,3123,18791,10100,11814,19894,651,911,458,
隆回县,294810,3.57,24.05,27871,17142,10729,7692,20179,3613,24258,5395,22476,25046,525,992,1308,
洞口县,206845,3.12,31.55,19821,18707,1114,2390,17431,7741,12080,18805,1016,18361,437,728,295,
绥宁县,89876,3.22,24.77,8892,7481,1411,2218,6674,4699,4193,6747,2145,7584,452,650,206,
新宁县,153872,3.16,23.70,14635,11444,3191,1304,13331,5080,9555,10962,3673,13248,272,607,508,
城步苗族自治县,63384,2.87,22.85,6230,5832,398,1416,4814,1227,5003,5849,381,5385,309,359,177,
武冈市,192911,2.38,22.33,19029,10231,8798,2710,16319,3234,15795,7455,11574,17347,563,558,561,
岳阳市,1411611,2.81,25.98,132417,108163,24254,40388,92029,48834,83583,98402,34015,102071,18016,7930,4400,
岳阳楼区,167382,2.48,26.37,15152,13763,1389,14071,1081,12044,3108,13013,2139,3872,7533,3120,627,
云溪区,49094,3.10,27.67,4812,4099,713,3189,1623,2606,2206,3495,1317,2346,1830,471,165,
君山区,59278,2.31,25.81,5444,4154,1290,2072,3372,1173,4271,3147,2297,3813,1333,141,157,
岳阳县,198723,3.16,25.38,18498,13427,5071,3875,14623,3601,14897,10614,7884,16089,1193,707,509,
华容县,188438,2.26,25.17,16902,14964,1938,5801,11101,4520,12382,13907,2995,14386,1352,615,549,
湘阴县,180783,2.55,26.02,16888,12496,4392,2799,14089,4823,12065,10978,5910,14558,982,717,631,
平江县,252858,2.89,23.75,25061,21366,3695,2249,22812,9038,16023,22157,2904,22242,1066,774,979,
汨罗市,192983,3.14,29.49,18517,16597,1920,3276,15241,8609,9908,15603,2914,15963,1520,690,344,
临湘市,122072,3.42,26.68,11143,7297,3846,3056,8087,2420,8723,5488,5655,8802,1207,695,439,
常德市,1668791,2.63,29.03,161099,142450,18649,47150,113949,70635,90464,130578,30521,132669,16341,8898,3191,
武陵区,146605,2.38,25.80,14297,12536,1761,11144,3153,9392,4905,11216,3081,5281,6081,2416,519,
鼎城区,242768,2.56,28.89,23371,21422,1949,5636,17735,9670,13701,20044,3327,20434,1429,969,539,
安乡县,152524,2.67,24.14,13846,12857,989,3355,10491,4677,9169,12878,968,12499,918,204,225,
汉寿县,217012,2.58,25.38,20725,17228,3497,4551,16174,8471,12254,15877,4848,17924,1585,848,368,
澧县,247997,2.69,29.98,23609,20078,3531,5222,18387,10131,13478,17392,6217,20991,1335,765,518,
临澧县,118820,2.84,33.46,11445,10415,1030,2576,8869,6373,5072,9255,2190,10312,627,406,100,
桃源县,265011,2.80,31.64,26543,24366,2177,4973,21570,13760,12783,24710,1833,23480,1498,1112,453,
石门县,202356,2.53,33.61,19771,17194,2577,5829,13942,5056,14715,14023,5748,17285,1201,956,329,
津市市,75698,2.39,24.46,7492,6354,1138,3864,3628,3105,4387,5183,2309,4463,1667,1222,140,
张家界市,433735,3.20,30.95,42563,33304,9259,9462,33101,10387,32176,29596,12967,37136,2126,1905,1396,
永定区,112678,3.13,27.10,10980,8730,2250,3537,7443,4753,6227,7715,3265,9213,983,522,262,
武陵源区,13045,2.88,25.96,1244,906,338,487,757,617,627,759,485,987,96,80,81,
慈利县,196352,3.38,37.49,19071,17306,1765,2264,16807,3330,15741,17167,1904,17051,498,764,758,
桑植县,111660,2.99,24.87,11268,6362,4906,3174,8094,1687,9581,3955,7313,9885,549,539,295,
益阳市,1229461,2.83,28.39,117965,105938,12027,28078,89887,57837,60128,102018,15947,96640,11154,7596,2575,
资阳区,113986,2.55,25.93,11125,10583,542,2984,8141,3444,7681,10227,898,8203,1175,1442,305,
赫山区,234526,2.49,34.89,22987,21013,1974,5902,17085,17417,5570,20409,2578,16892,3868,1803,424,
南县,198792,2.34,26.09,18118,16621,1497,5781,12337,5971,12147,15136,2982,14706,2033,887,492,
桃江县,225907,3.46,32.35,22209,20154,2055,2912,19297,10582,11627,19378,2831,20235,726,843,405,
安化县,250611,3.42,23.82,23844,20535,3309,5616,18228,11196,12648,20656,3188,21025,1064,1223,532,
沅江市,205639,2.44,26.52,19682,17032,2650,4883,14799,9227,10455,16212,3470,15579,2288,1398,417,
郴州市,1232524,2.86,21.26,120869,81915,38954,44120,76749,36841,84028,63341,57528,91387,14901,8485,6096,
北湖区,97695,2.28,22.67,9581,7189,2392,7491,2090,4493,5088,6638,2943,3573,3552,1719,737,
苏仙区,102114,2.47,22.40,9998,7145,2853,5980,4018,3561,6437,3761,6237,5261,2521,1644,572,
桂阳县,204521,3.24,17.70,20155,9529,10626,4754,15401,4163,15992,14692,5463,16496,1237,1311,1111,
宜章县,137117,3.57,20.50,13517,10313,3204,4401,9116,6190,7327,11476,2041,11183,1137,719,478,
