表4    各种受教育程度人口、平均受教育年限、文盲人口（全部数据）,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
县市名,6岁及以上各种受教育程度人口（人）,,,,,,,,,,,,,,,,,,平均受教育年限（年）,,,15岁及以上文盲人口,,, 文盲率（%） ,,
,未上过学,,扫盲班,,小学,,初中,,高中,,中专,,大学专科,,大学本科,,研究生,,合计,男,女,合计,男,女, 合计 , 男 , 女 
,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
四会市,2932,17749,1049,6839,66969,74665,89785,70274,18996,9108,5942,5036,3928,1781,848,261,19,3,7.63,8.33,6.91,17829,1718,16111,5.69,1.09,10.29
惠州市,38017,129633,6655,16447,478310,521577,671203,631770,167106,95772,60979,58819,42034,20833,12968,4433,688,145,7.99,8.48,7.49,143905,25091,118814,5.81,2.05,9.51
惠城区,3348,12768,401,1385,50803,57801,113677,130282,53108,40535,20861,24475,19456,11707,8588,3309,566,118,9.43,9.87,9.00,13177,1725,11452,2.67,0.72,4.49
博罗县,9876,35321,2189,4505,122316,134804,168893,146423,35452,16326,13757,11386,6555,2607,1408,350,27,5,7.69,8.25,7.13,40527,7248,33279,6.82,2.42,11.29
惠东县,13489,38748,2097,5240,136471,145682,133883,109091,22417,10778,7671,5813,4782,1687,761,180,27,7,7.14,7.69,6.57,42225,8324,33901,8.43,3.33,13.49
龙门县,4422,15933,610,1405,48640,49323,54121,40480,11787,5117,4803,4124,2624,1005,363,70,2,1,7.41,8.05,6.71,17720,3075,14645,9.23,3.07,15.97
惠阳市,6882,26863,1358,3912,120080,133967,200629,205494,44342,23016,13887,13021,8617,3827,1848,524,66,14,8.10,8.53,7.68,30256,4719,25537,4.36,1.40,7.16
梅州市,34042,191758,5502,26783,639983,707615,689170,608788,235454,126416,51712,46459,50679,24455,10336,2564,542,129,7.74,8.43,7.05,201469,20479,180990,7.66,1.59,13.50
梅江区,2004,8668,117,766,30624,30624,51892,50535,35252,28948,10366,12795,14713,9209,4552,1519,326,89,9.64,10.09,9.17,8417,800,7617,3.34,0.62,6.15
梅县,3621,25334,402,3466,76475,83951,106584,95023,39252,21469,6627,4790,5590,2523,963,217,46,13,7.96,8.66,7.26,25554,1804,23750,6.76,0.96,12.55
大埔县,3039,21851,487,2632,66046,71317,60257,51103,20866,9711,4531,3818,3888,1403,647,121,30,6,7.43,8.24,6.64,22734,1886,20848,9.30,1.58,16.71
丰顺县,5330,21432,1048,3222,90914,102856,76347,59427,18975,8755,4522,3566,3781,1855,493,93,17,4,7.24,7.86,6.62,23721,3783,19938,7.83,2.50,13.11
五华县,9402,43863,1669,5864,179509,207175,137895,118801,34612,13797,7748,7146,6523,2796,942,155,32,2,7.14,7.79,6.53,46261,5837,40424,8.56,2.30,14.11
平远县,1996,16478,155,1470,34822,41172,39336,29242,14949,5873,3579,2459,3366,1110,517,73,15,2,7.51,8.59,6.43,16518,937,15581,10.54,1.20,19.79
蕉岭县,1416,10456,249,1303,30050,30549,40167,34391,17243,9863,3533,3027,3760,1607,685,113,35,6,8.16,8.88,7.39,11264,1096,10168,7.29,1.37,13.61
兴宁市,7234,43676,1375,8060,131543,139971,176692,170266,54305,28000,10806,8858,9058,3952,1537,273,41,7,7.81,8.48,7.15,47000,4336,42664,7.80,1.49,13.71
汕尾市,53202,150711,11080,34761,547185,597265,363556,210635,77384,26708,17329,11769,14531,5276,2653,892,230,51,6.59,7.33,5.82,169277,34749,134528,11.06,4.49,17.80
城区,9438,26493,1359,3289,82387,91414,66106,43961,16489,7334,4812,3456,5050,2128,1392,406,142,17,7.01,7.75,6.24,30396,6618,23778,10.94,4.72,17.30
海丰县,13050,35517,1960,5035,139579,154883,110120,72971,24030,8527,5657,4183,4170,1563,634,152,49,25,6.92,7.56,6.24,41073,8992,32081,9.40,4.04,14.95
陆河县,1277,3573,1657,4384,49704,56170,34377,28060,8028,3279,1678,1300,1673,610,148,33,13,1,7.19,7.64,6.72,3519,625,2894,2.53,0.90,4.16
陆丰市,29437,85128,6104,22053,275515,294798,152953,65643,28837,7568,5182,2830,3638,975,479,301,26,8,6.12,6.98,5.23,94289,18514,75775,13.94,5.41,22.67
河源市,30360,126256,6781,19960,417486,464277,400813,321750,105766,51939,30586,24368,22878,8207,3319,717,136,20,7.32,8.02,6.62,139333,21044,118289,9.05,2.76,15.25
源城区,2016,8864,376,1034,28215,30229,39492,39870,20798,14415,5203,5820,6390,2833,1532,398,101,11,8.67,9.27,8.07,9469,1257,8212,5.59,1.50,9.62
紫金县,6135,29379,1855,6058,93906,102639,89635,69626,20897,8910,5425,4313,3918,1225,463,75,11,3,7.15,7.90,6.40,32695,4624,28071,9.90,2.83,16.81
龙川县,7788,30912,1334,4447,105693,125460,100170,86812,27271,13325,9078,6749,5371,1793,570,100,7,2,7.35,8.03,6.70,32669,4518,28151,8.32,2.40,13.79
连平县,4461,19823,592,1359,55856,60622,53116,36255,11771,4827,4060,2998,2855,979,373,79,5,3,7.14,7.93,6.31,22757,3693,19064,11.31,3.58,19.40
和平县,4522,19191,1113,3305,72319,81990,60910,45547,13273,6287,3969,2618,2867,933,223,44,8,,7.09,7.78,6.41,21235,3126,18109,8.94,2.66,15.10
东源县,5438,18087,1511,3757,61497,63337,57490,43640,11756,4175,2851,1870,1477,444,158,21,4,1,6.99,7.65,6.30,20508,3826,16682,9.88,3.59,16.49
阳江市,32674,111430,9146,22703,450192,455355,385466,286568,100986,48708,23666,19760,22656,10318,4297,1218,137,30,7.26,7.87,6.61,131793,25729,106064,8.46,3.23,13.93
江城区,6401,23289,1587,3987,91824,92003,95753,85557,36950,24371,7256,8820,9709,5519,2439,836,91,13,7.98,8.49,7.46,27151,4820,22331,6.71,2.39,11.01
阳西县,8147,19651,2260,4497,90297,89117,60987,42888,12029,4683,2746,1994,2611,823,283,41,4,2,6.79,7.33,6.20,25737,6855,18882,9.94,5.19,14.89
阳东县,6916,22209,1491,3462,91365,87061,77036,56069,16339,5644,3400,2179,2483,897,415,74,7,2,7.06,7.65,6.40,26495,5466,21029,8.96,3.52,15.00
阳春市,11210,46281,3808,10757,176706,187174,151690,102054,35668,14010,10264,6767,7853,3079,1160,267,35,13,7.11,7.83,6.33,52410,8588,43822,8.75,2.79,15.03
清远市,49508,189862,12809,35962,671283,687588,532039,368485,116417,55495,41397,37177,33798,17197,6939,2236,299,114,7.08,7.76,6.36,206853,33032,173821,9.43,2.95,16.16
清城区,5811,26253,839,2149,85309,95256,97705,77697,24395,13779,9551,10330,9171,5389,2791,1112,176,36,7.82,8.45,7.18,28044,3579,24465,7.36,1.89,12.78
佛冈县,3024,13673,353,1461,53832,52918,44603,33922,10790,4937,4105,3248,2542,1066,472,124,15,1,7.32,7.95,6.65,14094,1626,12468,8.09,1.81,14.76
阳山县,7617,25840,2202,6704,91749,97306,60838,38037,11377,5117,4056,3202,3665,1936,482,111,29,30,6.69,7.42,5.94,26427,4137,22290,10.16,3.17,17.18
连山壮族瑶族自治县,1292,4493,498,1282,19836,19419,17320,12407,4703,2414,1855,1723,1378,570,213,55,5,2,7.46,8.05,6.79,5255,1026,4229,7.67,2.83,13.12
连南瑶族自治县,3743,9114,353,456,27640,27569,21393,15741,4650,2716,2268,1987,1895,962,255,60,4,2,7.08,7.65,6.48,11322,2962,8360,11.84,6.06,17.90
清新县,9318,38145,2841,6168,118329,120405,90147,59969,13942,4669,4882,3925,3097,1232,499,128,23,16,6.68,7.43,5.91,40539,5839,34700,11.18,3.19,19.34
英德市,11949,49661,4285,15069,183311,188971,128918,75897,30567,12576,9766,7151,7696,3630,1519,384,39,25,6.85,7.65,5.99,53178,7881,45297,9.57,2.74,16.88
连州市,6754,22683,1438,2673,91277,85744,71115,54815,15993,9287,4914,5611,4354,2412,708,262,8,2,7.23,7.73,6.70,27994,5982,22012,9.44,3.90,15.37
东莞市,17816,72589,4099,12210,489626,637757,1705221,2119965,469206,290904,117404,131750,72420,35821,22811,6974,904,195,8.95,9.26,8.67,86052,14221,71831,1.46,0.52,2.27
市辖区,17816,72589,4099,12210,489626,637757,1705221,2119965,469206,290904,117404,131750,72420,35821,22811,6974,904,195,8.95,9.26,8.67,86052,14221,71831,1.46,0.52,2.27
中山市,14546,54984,4220,13599,306425,355599,539039,540270,162415,105519,33198,31756,27067,17573,11736,5196,552,147,8.40,8.79,8.01,60015,9190,50825,3.03,0.95,5.03
市辖区,14546,54984,4220,13599,306425,355599,539039,540270,162415,105519,33198,31756,27067,17573,11736,5196,552,147,8.40,8.79,8.01,60015,9190,50825,3.03,0.95,5.03
潮州市,27566,91986,4555,23928,474200,598398,426425,285346,112944,47210,22306,20304,20036,9389,5632,2850,126,47,7.31,7.97,6.64,98792,15291,83501,5.63,1.75,9.50
湘桥区,4910,15688,280,1466,50860,64535,61360,53117,28539,18141,7624,8789,9778,5667,4185,2509,96,38,8.40,9.05,7.77,17283,2579,14704,6.01,1.82,10.07
潮安县,16881,49867,1834,8735,251112,304624,199036,128401,42540,14718,7158,5859,4101,1724,582,180,7,2,6.97,7.59,6.34,52028,8665,43363,6.25,2.08,10.44
饶平县,5775,26431,2441,13727,172228,229239,166029,103828,41865,14351,7524,5656,6157,1998,865,161,23,7,7.29,8.02,6.54,29481,4047,25434,4.64,1.28,8.00
揭阳市,55970,127767,15152,47451,1072996,1297754,935021,669627,205530,84949,29685,27016,20997,8670,3492,1084,90,29,7.25,7.73,6.76,138095,28619,109476,4.00,1.65,6.39
榕城区,10070,18431,880,2256,116938,137301,108173,89933,37427,20809,6261,7974,6478,3339,1633,589,43,5,7.69,8.09,7.27,15910,3375,12535,3.62,1.53,5.72
揭东县,6654,16025,2603,7883,227543,264719,195483,155122,44678,16241,4259,3505,3028,1121,283,81,19,14,7.38,7.77,6.97,21487,5394,16093,2.94,1.46,4.47
揭西县,6576,18616,2417,6031,138327,151998,132337,113179,28971,15065,4392,3769,2983,1289,331,80,0,,7.43,7.82,7.03,21676,4014,17662,4.52,1.67,7.36
惠来县,14851,45339,4957,20426,206028,270175,159273,71121,33303,8205,5559,2810,2541,553,240,32,7,2,6.60,7.45,5.74,49132,8274,40858,7.99,2.70,13.24
普宁市,17819,29356,4295,10855,384160,473561,339755,240272,61151,24629,9214,8958,5967,2368,1005,302,21,8,7.29,7.67,6.90,29890,7562,22328,2.52,1.26,3.81
云浮市,24174,100423,4852,20492,442168,459834,376217,299611,86977,40061,25677,20887,18578,8584,3586,891,125,46,7.29,7.89,6.67,106439,12734,93705,7.31,1.75,12.87
云城区,1729,10483,429,1914,48552,49660,48200,38372,13491,7476,5703,5222,5232,2708,1540,397,65,9,7.92,8.52,7.27,10860,1016,9844,5.65,1.03,10.54
新兴县,3129,19329,744,3511,73881,80194,68279,56400,15280,6774,5342,4704,3504,1756,637,186,33,18,7.36,8.03,6.70,20648,1739,18909,7.68,1.32,13.81
郁南县,5326,20953,1301,3363,80028,79999,64946,51310,17037,7613,4777,3174,3152,1188,348,62,6,7,7.18,7.81,6.51,22271,3387,18884,8.70,2.61,14.99
云安县,3918,15407,776,2216,58029,65905,45334,28562,6752,1891,2317,1389,1001,365,96,30,3,3,6.76,7.47,6.03,15996,2237,13759,9.08,2.53,15.70
罗定市,10072,34251,1602,9488,181678,184076,149458,124967,34417,16307,7538,6398,5689,2567,965,216,18,9,7.26,7.78,6.73,36664,4355,32309,6.52,1.56,11.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,
广西壮族自治区,468488,1447596,134350,438179,9220798,9211728,8285533,5932961,1775323,1012503,737931,688833,479282,280368,194364,81554,8320,3246,7.57,8.02,7.07,1714347,350272,1364075,5.30,2.07,8.85
南宁市,15641,73411,2794,14084,462960,465617,633594,507045,207926,147233,107814,118206,94446,67925,64085,34059,3993,1607,8.96,9.33,8.54,80677,10053,70624,3.12,0.74,5.72
兴宁区,512,2286,86,484,11020,12578,24713,22939,13531,11236,5374,5812,6267,4151,3403,1418,175,52,9.91,10.34,9.46,2408,271,2137,2.12,0.46,3.89
新城区,1332,5389,184,848,28867,29685,59050,53252,34114,31311,26885,36847,32110,27197,23871,13890,2093,779,11.06,11.35,10.77,5787,754,5033,1.55,0.40,2.76
城北区,953,4783,179,900,23517,25769,48190,46772,37582,32554,32355,35343,26322,18698,26551,14740,1457,689,11.18,11.58,10.74,4974,516,4458,1.43,0.28,2.68
江南区,690,3411,95,437,17623,17605,36393,31839,19616,15706,9945,10704,7028,4989,3605,1563,119,35,9.78,10.09,9.44,3680,415,3265,2.27,0.49,4.21
永新区,845,3812,110,530,13557,14281,27023,24409,13505,12166,4868,6636,3944,2709,1652,740,45,16,9.34,9.69,8.98,4228,563,3665,3.60,0.97,6.21
市郊区,2256,11507,325,1951,79984,79651,118196,91912,24333,12882,7886,6401,4177,2282,2015,740,55,24,8.10,8.49,7.65,12754,1518,11236,3.41,0.77,6.38
邕宁县,5210,22657,993,4717,174583,174272,186471,128994,37727,16089,11812,9003,8879,4650,1762,546,24,8,7.71,8.17,7.18,25129,3406,21723,3.92,0.99,7.32
武鸣县,3843,19566,822,4217,113809,111776,133558,106928,27518,15289,8689,7460,5719,3249,1226,422,25,4,7.79,8.23,7.31,21717,2610,19107,4.71,1.09,8.64
柳州市,16658,60500,2787,9321,317931,308657,427305,337849,128988,100598,70384,77947,47336,33638,25594,10345,697,218,8.63,8.99,8.24,71541,13486,58055,4.24,1.52,7.24
城中区,390,1403,56,310,5643,6156,11104,10506,7979,6759,3246,4114,5190,4235,3049,1534,189,60,10.55,10.95,10.13,1660,306,1354,2.56,0.92,4.27
鱼峰区,1157,5186,241,958,25841,26669,51050,46120,23506,20295,14688,20036,9808,6880,4897,1833,101,32,9.67,9.98,9.37,6008,893,5115,2.59,0.77,4.45
柳南区,1791,7504,249,963,34373,35374,62290,54676,30407,25482,15871,14864,9129,6535,5523,2185,110,29,9.39,9.76,9.00,8457,1306,7151,3.10,0.92,5.43
柳北区,1098,5652,287,1145,26984,27534,53336,48773,28210,24091,12406,15810,11945,8451,5588,2419,188,66,9.75,10.09,9.39,6289,809,5480,2.55,0.64,4.52
市郊区,2136,7296,445,1174,38314,35100,58402,43155,12171,8075,10801,9873,3923,2860,4668,1744,87,26,8.57,8.94,8.13,8742,1759,6983,4.29,1.58,7.59
柳江县,5900,19817,926,3215,115720,110594,108757,74341,16507,9438,8433,8464,4493,2818,1276,439,15,2,7.46,7.88,6.98,24092,4971,19121,6.08,2.35,10.37
柳城县,4186,13642,583,1556,71056,67230,82366,60278,10208,6458,4939,4786,2848,1859,593,191,7,3,7.57,7.94,7.14,16293,3442,12851,5.99,2.36,10.18
桂林市,48255,148340,20849,55909,856554,860488,958036,704277,234592,146614,78010,80414,64962,44584,36809,17752,1694,796,7.89,8.33,7.40,192310,44840,147470,5.23,2.32,8.45
秀峰区,411,2107,153,726,10622,12267,20704,18354,11702,10062,5414,6769,6686,6066,4434,2821,296,126,10.22,10.56,9.86,2321,303,2018,2.14,0.56,3.75
叠彩区,659,3387,191,859,14432,15081,24758,21679,13059,10889,4908,5376,4566,3610,2777,1247,110,33,9.43,9.84,8.99,3940,562,3378,3.46,0.96,6.07
象山区,1088,4884,421,1584,22645,25661,42467,40390,24446,22256,10517,14344,9963,7600,5223,2463,168,73,9.75,10.12,9.38,5677,914,4763,2.67,0.87,4.41
七星区,1136,4635,375,963,19945,18285,37659,30430,17986,14784,10420,11340,11932,9674,16814,9023,1012,534,10.51,10.88,10.08,5515,1012,4503,2.75,0.93,4.91
雁山区,1140,4329,314,1533,12991,12752,13734,9096,2612,1413,1187,1573,366,274,152,75,6,,7.17,7.86,6.44,6240,1219,5021,11.75,4.49,19.35
阳朔县,3172,11997,823,2923,52078,51685,59885,42553,9939,5541,2723,2352,1820,1044,425,132,14,2,7.41,7.94,6.82,14728,2940,11788,7.13,2.70,12.06
临桂县,3354,14679,1959,8683,90738,96155,88042,59685,15416,6633,4459,3418,3047,1739,775,197,9,,7.27,7.88,6.62,17248,2887,14361,5.30,1.71,9.18
灵川县,3003,12509,1127,3460,58065,59319,71425,53408,15817,9056,4405,3889,3392,2255,999,291,13,1,7.73,8.24,7.16,15164,2812,12352,6.00,2.12,10.26
全州县,9354,20846,5602,10154,125580,124370,144640,97256,34769,17396,7878,6980,5791,3226,1188,338,8,4,7.56,8.00,7.03,30244,9229,21015,5.94,3.39,8.88
兴安县,4738,11334,1937,4041,65055,62068,80872,65310,16520,10210,4105,4927,3130,1982,808,295,7,6,7.73,8.06,7.36,17067,5022,12045,5.95,3.34,8.84
永福县,3041,10798,1140,3244,58505,54101,43059,27574,8255,3927,2872,2378,2006,1016,419,111,8,1,7.09,7.64,6.46,13407,2779,10628,7.26,2.80,12.44
灌阳县,7108,14242,1778,2578,47085,43731,45559,29759,10288,5426,2910,2313,2170,1018,441,117,7,2,7.08,7.61,6.47,21303,6953,14350,11.87,7.30,17.05
龙胜各族自治县,1954,5021,1528,3242,34846,34169,31451,21773,6342,3697,2651,2182,1530,775,317,75,5,3,7.36,7.81,6.84,6570,1738,4832,5.06,2.49,8.05
资源县,1179,3528,735,2058,28406,33033,35607,25594,7224,3492,2172,1565,1827,797,334,70,8,,7.73,8.24,7.17,4672,1143,3529,3.72,1.73,5.94
平乐县,1634,5941,970,3730,85907,93774,85384,61254,15108,7084,4044,3471,2405,1163,467,126,6,5,7.57,7.96,7.14,7004,1241,5763,2.36,0.80,4.08
荔浦县,2056,9021,863,3461,69979,66125,76130,60522,14844,9279,4409,4916,2592,1461,705,209,11,3,7.74,8.09,7.35,10210,1615,8595,3.62,1.08,6.46
恭城瑶族自治县,3228,9082,933,2670,59675,57912,56660,39640,10265,5469,2936,2621,1739,884,531,162,6,3,7.39,7.82,6.91,11000,2471,8529,5.16,2.18,8.55
梧州市,24564,63835,6510,20641,596886,622865,534883,394062,104129,56291,43113,39229,25616,13328,8108,2514,139,37,7.58,7.96,7.16,67977,12288,55689,3.42,1.18,5.88
万秀区,661,3083,182,841,12505,13806,18747,17444,9831,8914,6016,6670,4383,2927,2125,773,51,9,9.41,9.89,8.93,3464,485,2979,3.55,1.00,6.08
蝶山区,848,3149,170,905,18304,21087,32470,30682,18027,15263,8314,9420,7769,5402,3302,1193,48,21,9.64,10.04,9.24,3274,410,2864,2.07,0.52,3.65
市郊区,366,1864,146,844,14825,15095,17317,14767,3457,1603,1635,1762,327,168,73,21,1,1,7.80,8.19,7.39,1962,222,1740,3.27,0.73,5.89
苍梧县,3719,8527,1206,4431,161706,176855,116260,71636,19442,6627,8512,7189,3431,1204,646,132,7,3,7.29,7.68,6.84,7133,1067,6066,1.57,0.44,2.85
藤县,10737,24936,2837,6522,211102,207741,151726,103875,23816,9811,8736,5887,4103,1455,771,124,12,1,7.10,7.49,6.65,27107,5884,21223,4.67,1.89,7.88
蒙山县,1288,5801,518,2172,38747,37678,40430,30439,6288,3182,2759,2346,1627,628,316,73,3,1,7.54,8.00,7.02,6466,975,5491,4.61,1.32,8.28
岑溪市,6945,16475,1451,4926,139697,150603,157933,125219,23268,10891,7141,5955,3976,1544,875,198,17,1,7.55,7.92,7.16,18571,3245,15326,3.72,1.26,6.33
北海市,22509,58576,3013,7420,260825,244032,269906,215988,79185,50738,25175,28630,17621,10994,7111,2568,289,85,7.84,8.24,7.40,69629,16410,53219,6.81,3.10,10.82
海城区,2804,8896,549,1568,30660,28885,49524,45703,24785,20860,9396,10949,9389,6695,5154,2049,253,62,9.23,9.63,8.81,10286,1992,8294,4.64,1.76,7.62
银海区,4149,9082,255,434,26542,25618,27085,20504,6220,2997,2156,1668,821,369,222,48,3,2,7.19,7.71,6.60,11895,3451,8444,11.97,6.61,17.89
铁山港区,1608,3864,460,1193,27291,29036,30450,25154,6640,3110,1720,1812,911,429,149,30,0,,7.64,8.02,7.23,4284,987,3297,4.29,1.91,6.85
合浦县,13948,36734,1749,4225,176332,160493,162847,124627,41540,23771,11903,14201,6500,3501,1586,441,33,21,7.52,7.91,7.07,43164,9980,33184,7.18,3.19,11.53
防城港市,10310,29633,2300,6166,144789,129363,147099,102416,37346,18169,16233,12846,9820,4159,2744,668,118,13,7.69,8.20,7.08,34093,6960,27133,6.30,2.39,10.88
港口区,1041,3736,253,825,17025,16030,19887,15091,7691,4068,3505,3078,2949,1572,1237,323,80,10,8.45,9.01,7.78,4351,783,3568,5.35,1.79,9.46
防城区,4269,10177,1429,3255,63999,57679,64575,45382,15338,7074,6337,4990,3538,1321,821,196,16,2,7.64,8.08,7.10,11875,2793,9082,5.13,2.24,8.53
上思县,3573,11278,267,833,43156,35525,41121,27113,8667,4546,4334,3008,2066,762,332,72,5,1,7.42,7.95,6.75,12678,2370,10308,8.61,2.97,15.30
东兴市,1427,4442,351,1253,20609,20129,21516,14830,5650,2481,2057,1770,1267,504,354,77,17,,7.60,8.19,6.92,5189,1014,4175,6.41,2.36,11.01
钦州市,37811,86978,6501,16271,733319,634103,471500,341367,103509,54558,38382,35132,18396,9669,4323,1310,206,78,7.27,7.58,6.89,97816,22086,75730,4.92,2.08,8.18
钦南区,9476,24780,1202,2911,102670,87072,85515,59706,25320,15570,15503,14936,8453,5346,2765,997,143,28,7.75,8.19,7.23,29945,6862,23083,8.03,3.46,13.22
钦北区,8068,20038,1208,3115,141196,112621,95786,59961,17328,6741,5178,3920,1869,732,202,29,3,3,7.05,7.43,6.54,24403,5374,19029,6.59,2.65,11.39
灵山县,14018,26999,2919,6847,319760,280371,157895,120306,33174,17797,9888,9010,4477,2134,801,175,28,19,7.02,7.26,6.74,27225,6487,20738,3.64,1.64,5.91
浦北县,6249,15161,1172,3398,169693,154039,132304,101394,27687,14450,7813,7266,3597,1457,555,109,32,28,7.46,7.74,7.14,16243,3363,12880,3.25,1.26,5.53
贵港市,27827,84392,9689,29564,851344,868665,703722,539269,135218,65814,36796,33050,24186,11660,5338,1402,234,70,7.42,7.79,7.02,91494,16596,74898,3.51,1.24,5.94
港北区,6786,29404,1945,7771,219260,237892,176504,134310,40450,21130,13403,12461,9083,4711,2779,778,139,28,7.48,7.96,6.97,32096,4640,27456,4.64,1.33,8.04
港南区,3040,13674,919,3548,91750,92951,69917,53862,10061,3916,3071,2258,1489,630,163,39,15,4,7.09,7.56,6.60,15277,2225,13052,5.86,1.71,9.99
平南县,9689,21233,3412,7535,234119,215673,207473,163006,39711,19473,8742,8314,5900,2780,1112,264,51,22,7.50,7.77,7.17,24272,5929,18343,3.37,1.55,5.43
桂平市,8312,20081,3413,10710,306215,322149,249828,188091,44996,21295,11580,10017,7714,3539,1284,321,29,16,7.42,7.75,7.05,19849,3802,16047,2.13,0.79,3.55
玉林市,45825,102700,13996,37566,1139071,1081118,938756,757031,178211,100888,61889,63504,39659,22665,10501,3452,284,135,7.54,7.81,7.23,116534,27498,89036,3.32,1.51,5.28
玉州区,8335,23666,1968,5576,176606,148629,178231,152226,43500,32083,21460,23096,15476,11002,5870,2353,152,47,8.15,8.39,7.87,28406,5882,22524,4.06,1.62,6.71
容县,6108,16203,1116,4037,137265,136266,110839,90067,23604,12071,8222,7066,4253,1975,912,229,12,5,7.46,7.82,7.07,15189,2442,12747,3.60,1.11,6.29
陆川县,3761,7117,2513,5194,160021,153688,139450,121937,23019,13649,5746,6366,4373,2514,839,219,34,35,7.61,7.78,7.42,7566,1978,5588,1.57,0.80,2.41
博白县,19938,35571,3902,7414,308018,288160,203974,152087,36812,18749,10676,11031,6906,3170,1187,264,36,26,7.13,7.41,6.80,43578,13019,30559,5.41,3.10,7.94
兴业县,4566,15272,2209,7620,119923,110678,102493,78713,17250,7820,5083,3994,2442,1072,402,75,7,5,7.27,7.69,6.80,17780,3289,14491,4.72,1.68,7.98
北流市,3117,4871,2288,7725,237238,243697,203769,162001,34026,16516,10702,11951,6209,2932,1291,312,43,17,7.62,7.85,7.36,4015,888,3127,0.55,0.24,0.89
南宁地区,49908,202145,10668,46057,1013761,1065785,1000419,675822,170595,81811,62598,48739,37457,16023,6888,1640,157,26,7.33,7.91,6.70,235116,38291,196825,6.61,2.07,11.54
凭祥市,1165,4524,122,573,20737,22537,22390,13743,5643,2974,1856,1454,1543,667,396,90,10,2,7.68,8.30,6.96,5061,793,4268,6.15,1.79,11.23
横县,7081,27815,1510,7915,200495,198699,175755,129305,27500,14879,9268,7257,5529,2679,1042,286,12,6,7.34,7.78,6.86,30427,4197,26230,4.81,1.28,8.58
宾阳县,6267,27944,1270,5648,176883,184244,177937,124871,29387,14161,10427,9495,6787,2944,1353,344,23,6,7.48,7.97,6.94,32013,4556,27457,5.33,1.44,9.65
上林县,3491,15306,831,4033,67379,68575,87815,67233,14720,7139,5028,3788,2938,1222,590,137,10,,7.59,8.14,6.98,18319,2898,15421,6.74,2.04,11.87
隆安县,3485,14793,846,3505,74490,74238,60240,37301,11031,4945,3954,2806,2154,784,454,114,8,2,7.11,7.73,6.42,17033,2759,14274,7.23,2.22,12.85
马山县,4647,17078,930,3742,89922,100947,74634,47317,12859,5420,4644,3235,2466,834,359,81,12,2,7.09,7.70,6.44,20105,3734,16371,6.98,2.53,11.67
扶绥县,2400,12494,956,4384,65510,66735,90754,63403,14320,7232,5142,4133,3382,1472,669,150,16,,7.70,8.24,7.08,14037,1883,12154,4.96,1.26,9.12
崇左县,3573,16520,616,2629,59904,63622,67045,41713,12934,5850,5175,4355,2579,977,563,114,18,2,7.38,8.08,6.61,19892,3075,16817,8.49,2.51,15.07
